TIME(s)	'A,A'	'A,B'	'B,B'	Nloops	nOverlapPartner	nOverlapSystem	nOverlapSpanBox	nDisplace2D	nDisplace3D	nDisplace3Dto2D	nAssocSuccess
0.107	104	173	103	207	105	4	0	0	0	0	180
0.108	104	173	103	207	105	4	0	0	0	0	180
0.109	106	176	104	212	105	4	0	0	0	0	181
0.11	106	176	104	212	105	4	0	0	0	0	181
0.111	106	176	104	212	105	4	0	0	0	0	181
0.112	106	176	104	212	105	4	0	0	0	0	181
0.113	106	176	104	212	106	4	0	0	0	0	181
0.114	106	176	104	212	107	4	0	0	0	0	181
0.115	106	176	104	212	108	4	0	0	0	0	181
0.116	106	176	104	212	108	4	0	0	0	0	181
0.117	106	176	104	212	108	4	0	0	0	0	181
0.118	106	176	104	212	109	4	0	0	0	0	181
0.119	106	176	104	212	109	4	0	0	0	0	181
0.12	106	176	104	212	109	4	0	0	0	0	181
0.121	106	176	104	212	109	4	0	0	0	0	181
0.122	106	176	104	212	109	4	0	0	0	0	181
0.123	106	176	104	212	109	4	0	0	0	0	181
0.124	106	176	104	212	109	4	0	0	0	0	181
0.125	106	176	104	212	109	4	0	0	0	0	181
0.126	106	176	104	212	109	4	0	0	0	0	181
0.127	106	176	104	212	109	4	0	0	0	0	181
0.128	106	176	104	212	109	4	0	0	0	0	181
0.129	106	176	104	212	110	4	0	0	0	0	181
0.13	106	176	104	212	113	4	0	0	0	0	181
0.131	106	176	104	212	113	4	0	0	0	0	181
0.132	106	176	104	212	114	4	0	0	0	0	181
0.133	106	176	104	212	114	4	0	0	0	0	181
0.134	106	176	104	212	114	4	0	0	0	0	181
0.135	108	176	104	213	115	4	0	0	0	0	182
0.136	108	178	105	215	115	4	0	0	0	0	183
0.137	108	178	105	215	117	4	0	0	0	0	183
0.138	108	178	105	215	118	4	0	0	0	0	183
0.139	108	178	105	215	118	4	0	0	0	0	183
0.14	108	178	105	215	119	4	0	0	0	0	183
0.141	108	178	105	215	120	4	0	0	0	0	183
0.142	108	178	105	215	121	4	0	0	0	0	183
0.143	108	178	105	215	121	4	0	0	0	0	183
0.144	108	178	105	215	121	4	0	0	0	0	183
0.145	108	178	105	215	122	4	0	0	0	0	183
0.146	108	178	105	215	122	4	0	0	0	0	183
0.147	108	178	105	215	124	4	0	0	0	0	183
0.148	108	178	105	215	125	4	0	0	0	0	183
0.149	108	178	105	215	127	4	0	0	0	0	183
0.15	108	178	105	215	127	4	0	0	0	0	183
0.151	108	178	105	215	128	4	0	0	0	0	183
0.152	108	178	105	215	129	4	0	0	0	0	183
0.153	108	178	105	215	130	4	0	0	0	0	183
0.154	108	178	105	215	131	4	0	0	0	0	183
0.155	108	178	105	215	131	4	0	0	0	0	183
0.156	108	178	105	215	132	4	0	0	0	0	183
0.157	108	178	105	215	133	4	0	0	0	0	183
0.158	108	178	105	215	134	4	0	0	0	0	183
0.159	108	178	105	215	135	4	0	0	0	0	183
0.16	108	178	105	215	135	4	0	0	0	0	183
0.161	108	178	105	215	139	4	0	0	0	0	183
0.162	108	178	105	215	139	4	0	0	0	0	183
0.163	108	178	105	215	139	4	0	0	0	0	183
0.164	108	178	105	215	139	4	0	0	0	0	183
0.165	108	178	105	215	139	4	0	0	0	0	183
0.166	108	178	105	215	139	4	0	0	0	0	183
0.167	108	178	105	215	139	4	0	0	0	0	183
0.168	108	178	105	215	140	4	0	0	0	0	183
0.169	108	178	105	215	140	4	0	0	0	0	183
0.17	111	180	105	219	141	4	0	0	0	0	184
0.171	111	180	105	219	142	4	0	0	0	0	184
0.172	111	180	105	219	142	4	0	0	0	0	184
0.173	111	180	105	219	142	4	0	0	0	0	184
0.174	111	180	105	219	143	4	0	0	0	0	184
0.175	111	180	105	219	143	4	0	0	0	0	184
0.176	111	180	105	219	143	4	0	0	0	0	184
0.177	111	180	105	219	145	4	0	0	0	0	184
0.178	111	180	105	219	145	4	0	0	0	0	184
0.179	111	180	105	219	146	4	0	0	0	0	184
0.18	111	180	105	219	147	4	0	0	0	0	184
0.181	111	180	105	219	148	4	0	0	0	0	184
0.182	111	180	105	219	149	4	0	0	0	0	184
0.183	111	180	105	219	149	4	0	0	0	0	184
0.184	111	180	105	219	149	4	0	0	0	0	184
0.185	111	180	105	219	150	4	0	0	0	0	184
0.186	111	180	105	219	153	4	0	0	0	0	184
0.187	111	180	105	219	154	4	0	0	0	0	184
0.188	111	180	105	219	154	4	0	0	0	0	184
0.189	111	180	105	219	154	4	0	0	0	0	184
0.19	111	180	105	219	154	4	0	0	0	0	184
0.191	111	180	105	219	154	4	0	0	0	0	184
0.192	111	180	105	219	154	4	0	0	0	0	184
0.193	111	180	105	219	156	4	0	0	0	0	184
0.194	111	180	105	219	159	4	0	0	0	0	184
0.195	111	180	105	219	159	4	0	0	0	0	184
0.196	111	180	105	219	159	4	0	0	0	0	184
0.197	111	180	105	219	159	4	0	0	0	0	184
0.198	111	180	105	219	159	4	0	0	0	0	184
0.199	111	180	105	219	159	4	0	0	0	0	184
0.2	111	180	105	219	162	4	0	0	0	0	184
0.201	111	180	105	219	163	4	0	0	0	0	184
0.202	111	180	105	219	166	4	0	0	0	0	184
0.203	111	180	105	219	166	4	0	0	0	0	184
0.204	111	180	105	219	166	4	0	0	0	0	184
0.205	111	180	105	219	166	4	0	0	0	0	184
0.206	111	180	105	219	167	4	0	0	0	0	184
0.207	111	180	105	219	167	4	0	0	0	0	184
0.208	111	180	105	219	167	4	0	0	0	0	184
0.209	111	180	105	219	167	4	0	0	0	0	184
0.21	111	180	105	219	167	4	0	0	0	0	184
0.211	111	180	105	219	167	4	0	0	0	0	184
0.212	111	180	105	219	169	4	0	0	0	0	184
0.213	111	180	105	219	169	4	0	0	0	0	184
0.214	111	180	105	219	169	4	0	0	0	0	184
0.215	111	180	105	219	169	4	0	0	0	0	184
0.216	111	180	105	219	171	4	0	0	0	0	184
0.217	111	180	105	219	173	4	0	0	0	0	184
0.218	111	180	105	219	173	4	0	0	0	0	184
0.219	111	180	105	219	174	4	0	0	0	0	184
0.22	111	180	105	219	174	4	0	0	0	0	184
0.221	111	180	105	219	176	4	0	0	0	0	184
0.222	111	180	105	219	177	4	0	0	0	0	184
0.223	111	180	105	219	177	4	0	0	0	0	184
0.224	111	180	105	219	179	4	0	0	0	0	184
0.225	111	180	105	219	180	4	0	0	0	0	184
0.226	111	180	105	219	180	4	0	0	0	0	184
0.227	111	180	105	219	180	4	0	0	0	0	184
0.228	111	180	105	219	182	4	0	0	0	0	184
0.229	111	180	105	219	182	4	0	0	0	0	184
0.23	111	180	105	219	183	4	0	0	0	0	184
0.231	111	180	105	219	186	4	0	0	0	0	184
0.232	111	180	105	219	188	4	0	0	0	0	184
0.233	111	180	105	219	190	4	0	0	0	0	184
0.234	111	180	105	219	191	4	0	0	0	0	184
0.235	111	180	105	219	191	4	0	0	0	0	184
0.236	111	180	105	219	193	4	0	0	0	0	184
0.237	111	180	105	219	193	4	0	0	0	0	184
0.238	111	180	105	219	193	4	0	0	0	0	184
0.239	111	180	105	219	195	4	0	0	0	0	184
0.24	111	180	105	219	196	4	0	0	0	0	184
0.241	111	180	105	219	196	4	0	0	0	0	184
0.242	111	180	105	219	196	4	0	0	0	0	184
0.243	111	180	105	219	196	4	0	0	0	0	184
0.244	111	180	105	219	197	4	0	0	0	0	184
0.245	111	180	105	219	197	4	0	0	0	0	184
0.246	111	180	105	219	198	4	0	0	0	0	184
0.247	111	180	105	219	199	4	0	0	0	0	184
0.248	111	180	105	219	199	4	0	0	0	0	184
0.249	111	180	105	219	199	4	0	0	0	0	184
0.25	111	180	105	219	199	4	0	0	0	0	184
0.251	111	180	105	219	202	4	0	0	0	0	184
0.252	111	180	105	219	202	4	0	0	0	0	184
0.253	111	180	105	219	204	4	0	0	0	0	184
0.254	111	180	105	219	205	4	0	0	0	0	184
0.255	111	180	105	219	205	4	0	0	0	0	184
0.256	111	180	105	219	205	4	0	0	0	0	184
0.257	111	180	105	219	205	4	0	0	0	0	184
0.258	111	180	105	219	205	4	0	0	0	0	184
0.259	111	180	105	219	206	4	0	0	0	0	184
0.26	111	180	105	219	206	4	0	0	0	0	184
0.261	111	180	105	219	206	4	0	0	0	0	184
0.262	111	180	105	219	208	4	0	0	0	0	184
0.263	111	180	105	219	210	4	0	0	0	0	184
0.264	111	180	105	219	211	4	0	0	0	0	184
0.265	111	180	105	219	211	4	0	0	0	0	184
0.266	111	180	105	219	211	4	0	0	0	0	184
0.267	111	180	105	219	212	4	0	0	0	0	184
0.268	111	180	105	219	212	4	0	0	0	0	184
0.269	111	180	105	219	212	4	0	0	0	0	184
0.27	111	180	105	219	212	4	0	0	0	0	184
0.271	111	180	105	219	212	4	0	0	0	0	184
0.272	111	180	105	219	212	4	0	0	0	0	184
0.273	111	180	105	219	212	4	0	0	0	0	184
0.274	111	180	105	219	212	4	0	0	0	0	184
0.275	111	180	105	219	212	4	0	0	0	0	184
0.276	111	180	105	219	212	4	0	0	0	0	184
0.277	111	180	105	219	212	4	0	0	0	0	184
0.278	111	180	105	219	212	4	0	0	0	0	184
0.279	111	180	105	219	212	4	0	0	0	0	184
0.28	111	180	105	219	212	4	0	0	0	0	184
0.281	111	180	105	219	212	4	0	0	0	0	184
0.282	111	180	105	219	216	4	0	0	0	0	184
0.283	111	180	105	219	216	4	0	0	0	0	184
0.284	111	180	105	219	217	4	0	0	0	0	184
0.285	111	180	105	219	218	4	0	0	0	0	184
0.286	111	180	105	219	219	4	0	0	0	0	184
0.287	111	180	105	219	219	4	0	0	0	0	184
0.288	111	180	105	219	220	4	0	0	0	0	184
0.289	111	180	105	219	220	4	0	0	0	0	184
0.29	111	180	105	219	220	4	0	0	0	0	184
0.291	111	180	105	219	223	4	0	0	0	0	184
0.292	111	180	105	219	223	4	0	0	0	0	184
0.293	111	180	105	219	224	4	0	0	0	0	184
0.294	111	180	105	219	224	4	0	0	0	0	184
0.295	111	180	105	219	224	4	0	0	0	0	184
0.296	111	180	105	219	225	4	0	0	0	0	184
0.297	111	180	105	219	226	4	0	0	0	0	184
0.298	111	184	108	225	226	4	0	0	0	0	185
0.299	111	184	108	225	227	4	0	0	0	0	185
0.3	111	184	108	225	228	4	0	0	0	0	185
0.301	111	184	108	225	228	4	0	0	0	0	185
0.302	111	184	108	225	228	4	0	0	0	0	185
0.303	111	184	108	225	228	4	0	0	0	0	185
0.304	111	184	108	225	230	4	0	0	0	0	185
0.305	111	184	108	225	232	4	0	0	0	0	185
0.306	111	184	108	225	232	4	0	0	0	0	185
0.307	111	184	108	225	232	4	0	0	0	0	185
0.308	111	184	108	225	232	4	0	0	0	0	185
0.309	111	184	108	225	232	4	0	0	0	0	185
0.31	111	184	108	225	232	4	0	0	0	0	185
0.311	111	184	108	225	233	4	0	0	0	0	185
0.312	111	184	108	225	233	4	0	0	0	0	185
0.313	111	184	108	225	233	4	0	0	0	0	185
0.314	111	184	108	225	234	4	0	0	0	0	185
0.315	111	184	108	225	234	4	0	0	0	0	185
0.316	111	184	108	225	235	4	0	0	0	0	185
0.317	111	184	108	225	236	4	0	0	0	0	185
0.318	111	184	108	225	236	4	0	0	0	0	185
0.319	111	184	108	225	236	4	0	0	0	0	185
0.32	111	184	108	225	236	4	0	0	0	0	185
0.321	111	184	108	225	236	4	0	0	0	0	185
0.322	111	184	108	225	236	4	0	0	0	0	185
0.323	111	184	108	225	236	4	0	0	0	0	185
0.324	111	184	108	225	236	4	0	0	0	0	185
0.325	111	184	108	225	236	4	0	0	0	0	185
0.326	111	184	108	225	236	4	0	0	0	0	185
0.327	111	184	108	225	237	4	0	0	0	0	185
0.328	111	184	108	225	240	4	0	0	0	0	185
0.329	111	184	108	225	240	4	0	0	0	0	185
0.33	111	184	108	225	241	4	0	0	0	0	185
0.331	111	184	108	225	242	4	0	0	0	0	185
0.332	111	184	108	225	243	4	0	0	0	0	185
0.333	111	184	108	225	245	4	0	0	0	0	185
0.334	111	184	108	225	245	4	0	0	0	0	185
0.335	111	184	108	225	246	4	0	0	0	0	185
0.336	111	184	108	225	246	4	0	0	0	0	185
0.337	111	184	108	225	246	4	0	0	0	0	185
0.338	111	184	108	225	246	4	0	0	0	0	185
0.339	111	184	108	225	246	4	0	0	0	0	185
0.34	111	184	108	225	246	4	0	0	0	0	185
0.341	111	184	108	225	246	4	0	0	0	0	185
0.342	111	184	108	225	247	4	0	0	0	0	185
0.343	111	184	108	225	247	4	0	0	0	0	185
0.344	111	184	108	225	247	4	0	0	0	0	185
0.345	111	184	108	225	248	4	0	0	0	0	185
0.346	111	184	108	225	248	4	0	0	0	0	185
0.347	111	184	108	225	248	4	0	0	0	0	185
0.348	111	184	108	225	249	4	0	0	0	0	185
0.349	111	184	108	225	250	4	0	0	0	0	185
0.35	111	184	108	225	250	4	0	0	0	0	185
0.351	111	184	108	225	250	4	0	0	0	0	185
0.352	111	184	108	225	250	4	0	0	0	0	185
0.353	111	184	108	225	251	4	0	0	0	0	185
0.354	111	184	108	225	252	4	0	0	0	0	185
0.355	111	184	108	225	253	4	0	0	0	0	185
0.356	111	184	108	225	253	4	0	0	0	0	185
0.357	111	184	108	225	253	4	0	0	0	0	185
0.358	111	184	108	225	254	4	0	0	0	0	185
0.359	111	184	108	225	256	4	0	0	0	0	185
0.36	111	184	108	225	257	4	0	0	0	0	185
0.361	111	184	108	225	257	4	0	0	0	0	185
0.362	111	184	108	225	257	4	0	0	0	0	185
0.363	111	184	108	225	257	4	0	0	0	0	185
0.364	111	184	108	225	257	4	0	0	0	0	185
0.365	111	184	108	225	257	4	0	0	0	0	185
0.366	111	184	108	225	257	4	0	0	0	0	185
0.367	111	184	108	225	259	4	0	0	0	0	185
0.368	111	184	108	225	259	4	0	0	0	0	185
0.369	111	184	108	225	259	4	0	0	0	0	185
0.37	111	184	108	225	259	4	0	0	0	0	185
0.371	111	184	108	225	259	4	0	0	0	0	185
0.372	111	184	108	225	259	4	0	0	0	0	185
0.373	111	184	108	225	259	4	0	0	0	0	185
0.374	111	184	108	225	261	4	0	0	0	0	185
0.375	111	184	108	225	262	4	0	0	0	0	185
0.376	111	184	108	225	262	4	0	0	0	0	185
0.377	111	184	108	225	262	4	0	0	0	0	185
0.378	111	184	108	225	263	4	0	0	0	0	185
0.379	111	184	108	225	264	4	0	0	0	0	185
0.38	111	184	108	225	265	4	0	0	0	0	185
0.381	111	184	108	225	266	4	0	0	0	0	185
0.382	111	184	108	225	266	4	0	0	0	0	185
0.383	111	184	108	225	268	4	0	0	0	0	185
0.384	111	184	108	225	269	4	0	0	0	0	185
0.385	111	184	108	225	269	4	0	0	0	0	185
0.386	111	184	108	225	269	4	0	0	0	0	185
0.387	111	184	108	225	269	4	0	0	0	0	185
0.388	111	184	108	225	270	4	0	0	0	0	185
0.389	111	184	108	225	270	4	0	0	0	0	185
0.39	111	184	108	225	270	4	0	0	0	0	185
0.391	111	184	108	225	270	4	0	0	0	0	185
0.392	111	184	108	225	271	4	0	0	0	0	185
0.393	111	184	108	225	272	4	0	0	0	0	185
0.394	111	184	108	225	272	4	0	0	0	0	185
0.395	111	184	108	225	272	4	0	0	0	0	185
0.396	111	184	108	225	275	4	0	0	0	0	185
0.397	111	184	108	225	276	4	0	0	0	0	185
0.398	111	184	108	225	276	4	0	0	0	0	185
0.399	111	184	108	225	276	4	0	0	0	0	185
0.4	111	184	108	225	277	4	0	0	0	0	185
0.401	111	184	108	225	277	4	0	0	0	0	185
0.402	111	184	108	225	277	4	0	0	0	0	185
0.403	111	184	108	225	278	4	0	0	0	0	185
0.404	111	184	108	225	278	4	0	0	0	0	185
0.405	111	184	108	225	280	4	0	0	0	0	185
0.406	111	184	108	225	280	4	0	0	0	0	185
0.407	111	184	108	225	280	4	0	0	0	0	185
0.408	111	184	108	225	282	4	0	0	0	0	185
0.409	111	184	108	225	282	4	0	0	0	0	185
0.41	111	184	108	225	282	4	0	0	0	0	185
0.411	111	184	108	225	283	4	0	0	0	0	185
0.412	111	184	108	225	285	4	0	0	0	0	185
0.413	111	184	108	225	286	4	0	0	0	0	185
0.414	111	184	108	225	286	4	0	0	0	0	185
0.415	111	184	108	225	286	4	0	0	0	0	185
0.416	111	184	108	225	287	4	0	0	0	0	185
0.417	111	184	108	225	290	4	0	0	0	0	185
0.418	111	184	108	225	290	4	0	0	0	0	185
0.419	111	184	108	225	290	4	0	0	0	0	185
0.42	111	184	108	225	290	4	0	0	0	0	185
0.421	111	184	108	225	290	4	0	0	0	0	185
0.422	111	184	108	225	291	4	0	0	0	0	185
0.423	111	184	108	225	291	4	0	0	0	0	185
0.424	111	184	108	225	292	4	0	0	0	0	185
0.425	111	184	108	225	294	4	0	0	0	0	185
0.426	111	184	108	225	297	4	0	0	0	0	185
0.427	111	184	108	225	297	4	0	0	0	0	185
0.428	111	184	108	225	299	4	0	0	0	0	185
0.429	111	184	108	225	299	4	0	0	0	0	185
0.43	111	184	108	225	301	4	0	0	0	0	185
0.431	111	184	108	225	304	4	0	0	0	0	185
0.432	111	184	108	225	304	4	0	0	0	0	185
0.433	111	184	108	225	304	4	0	0	0	0	185
0.434	111	184	108	225	306	4	0	0	0	0	185
0.435	111	184	108	225	308	4	0	0	0	0	185
0.436	111	184	108	225	309	4	0	0	0	0	185
0.437	111	184	108	225	309	4	0	0	0	0	185
0.438	111	184	108	225	310	4	0	0	0	0	185
0.439	111	184	108	225	310	4	0	0	0	0	185
0.44	111	184	108	225	310	4	0	0	0	0	185
0.441	111	184	108	225	310	4	0	0	0	0	185
0.442	111	184	108	225	310	4	0	0	0	0	185
0.443	111	184	108	225	310	4	0	0	0	0	185
0.444	111	184	108	225	310	4	0	0	0	0	185
0.445	111	184	108	225	311	4	0	0	0	0	185
0.446	111	184	108	225	311	4	0	0	0	0	185
0.447	111	184	108	225	311	4	0	0	0	0	185
0.448	111	184	108	225	312	4	0	0	0	0	185
0.449	111	184	108	225	312	4	0	0	0	0	185
0.45	111	184	108	225	312	4	0	0	0	0	185
0.451	111	184	108	225	313	4	0	0	0	0	185
0.452	111	184	108	225	313	4	0	0	0	0	185
0.453	111	184	108	225	313	4	0	0	0	0	185
0.454	111	184	108	225	315	4	0	0	0	0	185
0.455	111	184	108	225	315	4	0	0	0	0	185
0.456	111	184	108	225	317	4	0	0	0	0	185
0.457	111	184	108	225	317	4	0	0	0	0	185
0.458	111	184	108	225	317	4	0	0	0	0	185
0.459	111	184	108	225	318	4	0	0	0	0	185
0.46	110	184	108	225	318	4	0	0	0	0	185
0.461	110	184	108	225	318	4	0	0	0	0	185
0.462	110	184	108	225	318	4	0	0	0	0	185
0.463	110	184	108	225	319	4	0	0	0	0	185
0.464	110	184	108	225	320	4	0	0	0	0	185
0.465	110	184	108	225	320	4	0	0	0	0	185
0.466	110	184	108	225	320	4	0	0	0	0	185
0.467	110	184	108	225	323	4	0	0	0	0	185
0.468	110	184	108	225	324	4	0	0	0	0	185
0.469	110	184	108	225	324	4	0	0	0	0	185
0.47	110	184	108	225	324	4	0	0	0	0	185
0.471	110	184	108	225	326	4	0	0	0	0	185
0.472	110	184	108	225	326	4	0	0	0	0	185
0.473	110	184	108	225	326	4	0	0	0	0	185
0.474	111	190	109	232	326	4	0	0	0	0	186
0.475	111	190	109	232	327	4	0	0	0	0	186
0.476	111	190	109	232	327	4	0	0	0	0	186
0.477	111	190	109	232	329	4	0	0	0	0	186
0.478	111	190	109	232	329	4	0	0	0	0	186
0.479	111	190	109	232	329	4	0	0	0	0	186
0.48	111	190	109	232	330	4	0	0	0	0	186
0.481	111	190	109	232	331	4	0	0	0	0	186
0.482	111	190	109	232	331	4	0	0	0	0	186
0.483	111	190	109	232	331	4	0	0	0	0	186
0.484	111	190	109	232	331	4	0	0	0	0	186
0.485	111	190	109	232	331	4	0	0	0	0	186
0.486	111	190	109	232	331	4	0	0	0	0	186
0.487	111	190	109	232	332	4	0	0	0	0	186
0.488	111	190	109	232	333	4	0	0	0	0	186
0.489	111	190	109	232	333	4	0	0	0	0	186
0.49	111	190	109	232	333	4	0	0	0	0	186
0.491	111	190	109	232	333	4	0	0	0	0	186
0.492	111	190	109	232	333	4	0	0	0	0	186
0.493	111	190	109	232	333	4	0	0	0	0	186
0.494	111	190	109	232	333	4	0	0	0	0	186
0.495	111	190	109	232	333	4	0	0	0	0	186
0.496	111	190	109	232	333	4	0	0	0	0	186
0.497	111	190	109	232	334	4	0	0	0	0	186
0.498	111	190	109	232	334	4	0	0	0	0	186
0.499	111	190	109	232	334	4	0	0	0	0	186
0.5	111	190	109	232	334	4	0	0	0	0	186
0.501	111	190	109	232	335	4	0	0	0	0	186
0.502	111	190	109	232	335	4	0	0	0	0	186
0.503	111	190	109	232	335	4	0	0	0	0	186
0.504	111	190	109	232	335	4	0	0	0	0	186
0.505	111	190	109	232	336	4	0	0	0	0	186
0.506	111	190	109	232	336	4	0	0	0	0	186
0.507	111	190	109	232	336	4	0	0	0	0	186
0.508	111	190	109	232	336	4	0	0	0	0	186
0.509	111	190	109	232	336	4	0	0	0	0	186
0.51	111	190	109	232	336	4	0	0	0	0	186
0.511	111	190	109	232	336	4	0	0	0	0	186
0.512	111	190	109	232	336	4	0	0	0	0	186
0.513	111	190	109	232	336	4	0	0	0	0	186
0.514	111	190	109	232	338	4	0	0	0	0	186
0.515	111	190	109	232	338	4	0	0	0	0	186
0.516	111	190	109	232	338	4	0	0	0	0	186
0.517	111	190	109	232	338	4	0	0	0	0	186
0.518	111	190	109	232	338	4	0	0	0	0	186
0.519	111	190	109	232	339	4	0	0	0	0	186
0.52	111	190	109	232	340	4	0	0	0	0	186
0.521	111	190	109	232	340	4	0	0	0	0	186
0.522	111	190	109	232	341	4	0	0	0	0	186
0.523	111	190	109	232	341	4	0	0	0	0	186
0.524	111	190	109	232	341	4	0	0	0	0	186
0.525	111	190	109	232	342	4	0	0	0	0	186
0.526	111	190	109	232	343	4	0	0	0	0	186
0.527	111	190	109	232	343	4	0	0	0	0	186
0.528	111	190	109	232	344	4	0	0	0	0	186
0.529	111	190	109	232	345	4	0	0	0	0	186
0.53	111	190	109	232	345	4	0	0	0	0	186
