TIME(s)	'pip2,ap2'	'ap2,clat'	'clat,clat'	Nloops	nOverlapPartner	nOverlapSystem	nOverlapSpanBox	nDisplace2D	nDisplace3D	nDisplace3Dto2D	nAssocSuccess
26.79	162	8	11	0	0	1	0	19	0	2	6855
26.805	165	8	11	0	0	1	0	19	0	2	6860
26.82	162	8	13	0	0	1	0	21	0	2	6863
26.835	163	8	9	0	0	1	0	21	0	2	6866
26.85	165	8	10	0	0	1	0	21	0	2	6872
26.865	166	8	11	0	0	1	0	21	0	2	6878
26.88	166	8	12	0	0	1	0	21	0	2	6884
26.895	168	8	12	0	0	1	0	21	0	2	6889
26.91	168	8	10	0	0	1	0	21	0	2	6894
26.925	165	8	8	0	0	1	0	21	0	2	6894
26.94	162	8	8	0	0	1	0	21	0	2	6897
26.955	162	8	8	0	0	1	0	21	0	2	6902
26.97	165	8	9	0	0	1	0	21	0	2	6909
26.985	162	8	9	0	0	1	0	21	0	2	6913
27	159	8	11	0	0	1	0	21	0	2	6917
27.015	163	8	10	0	0	1	0	21	0	2	6922
27.03	162	8	8	0	0	1	0	21	0	2	6924
27.045	162	8	13	0	0	1	0	21	0	2	6932
27.06	163	8	14	0	0	1	0	21	0	2	6935
27.075	163	8	13	0	0	1	0	21	0	2	6938
27.09	163	8	15	0	0	1	0	21	0	2	6943
27.105	163	8	14	0	0	1	0	21	0	2	6944
27.12	161	8	17	0	0	1	0	21	0	2	6948
27.135	159	8	14	0	0	1	0	21	0	2	6950
27.15	158	8	14	0	0	1	0	21	0	2	6957
27.165	160	8	14	0	0	1	0	21	0	2	6961
27.18	160	8	12	0	0	1	0	21	0	2	6963
27.195	161	8	11	0	0	1	0	21	0	2	6968
27.21	162	8	11	0	0	1	0	21	0	2	6974
27.225	160	8	12	0	0	1	0	21	0	2	6977
27.24	163	8	10	0	0	1	0	21	0	2	6983
27.255	162	8	10	0	0	1	0	21	0	2	6987
27.27	160	8	9	0	0	1	0	21	0	2	6989
27.285	160	8	9	0	0	1	0	21	0	2	6991
27.3	160	8	11	0	0	1	0	21	0	2	6997
27.315	161	8	10	0	0	1	0	21	0	2	7003
27.33	164	10	9	0	0	1	0	21	0	2	7011
27.345	164	10	9	0	0	1	0	21	0	2	7011
27.36	164	10	9	0	0	1	0	21	0	2	7013
27.375	162	10	7	0	0	1	0	21	0	2	7018
27.39	159	10	7	0	0	1	0	21	0	2	7019
27.405	159	10	8	0	0	1	0	21	0	2	7022
27.42	161	10	9	0	0	1	0	21	0	2	7027
27.435	165	10	9	0	0	1	0	21	0	2	7032
27.45	162	10	11	0	0	1	0	21	0	2	7039
27.465	160	10	9	0	0	1	0	21	0	2	7041
27.48	164	10	9	0	0	1	0	21	0	2	7048
27.495	163	10	8	0	0	1	0	21	0	2	7048
27.51	165	10	11	0	0	1	0	21	0	2	7056
27.525	167	10	9	0	0	1	0	21	0	2	7058
27.54	168	10	11	0	0	1	0	22	0	2	7063
27.555	167	10	11	0	0	1	0	22	0	2	7066
27.57	167	10	13	0	0	1	0	22	0	2	7069
27.585	164	10	13	0	0	1	0	22	0	2	7072
27.6	163	10	11	0	0	1	0	22	0	2	7077
27.615	165	10	11	0	0	1	0	22	0	2	7082
27.63	163	10	11	0	0	1	0	22	0	2	7083
27.645	160	10	12	0	0	1	0	22	0	2	7088
27.66	160	10	9	0	0	1	0	22	0	2	7090
27.675	155	10	11	0	0	1	0	22	0	2	7095
27.69	155	10	10	0	0	1	0	22	0	2	7100
27.705	155	10	10	0	0	1	0	22	0	2	7105
27.72	157	10	12	0	0	1	0	22	0	2	7110
27.735	157	10	10	0	0	1	0	22	0	2	7114
27.75	157	10	10	0	0	1	0	23	0	2	7119
27.765	152	10	8	0	0	1	0	23	0	2	7121
27.78	153	10	11	0	0	1	0	23	0	2	7128
27.795	152	10	12	0	0	1	0	23	0	2	7133
27.81	158	11	10	0	0	1	0	23	0	2	7142
27.825	158	11	11	0	0	1	0	23	0	2	7145
27.84	156	11	11	0	0	1	0	23	0	2	7147
27.855	160	11	10	0	0	1	0	23	0	2	7154
27.87	164	11	8	0	0	1	0	23	0	2	7162
27.885	165	11	8	0	0	1	0	24	0	2	7165
27.9	160	11	7	0	0	1	0	24	0	2	7167
27.915	163	11	8	0	0	1	0	24	0	2	7175
27.93	161	11	9	0	0	1	0	24	0	2	7182
27.945	162	11	8	0	0	1	0	24	0	2	7188
27.96	166	11	7	0	0	1	0	24	0	2	7194
27.975	164	11	11	0	0	1	0	24	0	2	7200
27.99	163	11	12	0	0	1	0	24	0	2	7204
28.005	164	11	9	0	0	1	0	24	0	2	7206
28.02	165	11	7	0	0	1	0	24	0	2	7209
28.035	163	11	8	0	0	1	0	24	0	2	7215
28.05	167	11	9	0	0	1	0	24	0	2	7221
28.065	166	11	9	0	0	1	0	24	0	2	7223
28.08	165	11	10	0	0	1	0	24	0	2	7227
28.095	165	11	10	0	0	1	0	24	0	2	7232
28.11	164	11	11	0	0	1	0	24	0	2	7236
28.125	162	11	12	0	0	1	0	24	0	2	7238
28.14	160	11	11	0	0	1	0	25	0	2	7242
28.155	159	11	11	0	0	1	0	25	0	2	7246
28.17	156	11	9	0	0	1	0	25	0	2	7248
28.185	156	11	10	0	0	1	0	25	0	2	7253
28.2	157	11	9	0	0	1	0	25	0	2	7257
28.215	157	11	12	0	0	1	0	25	0	2	7264
28.23	158	11	10	0	0	1	0	25	0	2	7268
28.245	156	11	10	0	0	1	0	25	0	2	7269
28.26	157	11	11	0	0	1	0	25	0	2	7273
28.275	159	11	11	0	0	1	0	25	0	2	7279
28.29	161	11	10	0	0	1	0	25	0	2	7285
28.305	162	11	9	0	0	1	0	25	0	2	7287
28.32	161	11	11	0	0	1	0	25	0	2	7291
28.335	159	11	13	0	0	1	0	25	0	2	7295
28.35	160	11	16	0	0	1	0	25	0	2	7303
28.365	161	11	16	0	0	1	0	25	0	2	7307
28.38	162	11	16	0	0	1	0	25	0	2	7311
28.395	161	11	13	0	0	1	0	25	0	2	7314
28.41	162	11	11	0	0	1	0	25	0	2	7317
28.425	160	11	10	0	0	1	0	25	0	2	7319
28.44	160	11	10	0	0	1	0	25	0	2	7321
28.455	161	11	13	0	0	1	0	25	0	2	7328
28.47	162	11	11	0	0	1	0	25	0	2	7332
28.485	163	11	10	0	0	1	0	25	0	2	7335
28.5	165	11	8	0	0	1	0	25	0	2	7339
28.515	166	11	5	0	0	1	0	25	0	2	7342
28.53	167	11	8	0	0	1	0	25	0	2	7347
28.545	165	11	8	0	0	1	0	25	0	2	7349
28.56	166	11	9	0	0	1	0	25	0	2	7353
28.575	166	11	9	0	0	1	0	27	0	2	7357
28.59	165	11	11	0	0	1	0	27	0	2	7361
28.605	164	11	13	0	0	1	0	27	0	2	7371
28.62	164	11	14	0	0	1	0	27	0	2	7374
28.635	162	11	15	0	0	1	0	27	0	2	7379
28.65	162	11	12	0	0	1	0	27	0	2	7381
28.665	161	11	12	0	0	1	0	28	0	2	7384
28.68	163	12	14	0	0	1	0	28	0	2	7391
28.695	165	12	16	0	0	1	0	28	0	2	7397
28.71	164	12	17	0	0	1	0	28	0	2	7400
28.725	162	12	13	0	0	1	0	29	0	2	7401
28.74	161	12	12	0	0	1	0	29	0	2	7407
28.755	162	12	12	0	0	1	0	29	0	2	7412
28.77	164	12	13	0	0	1	0	29	0	2	7417
28.785	162	12	13	0	0	1	0	29	0	2	7424
28.8	163	12	12	0	0	1	0	29	0	2	7430
28.815	163	12	11	0	0	1	0	29	0	2	7432
28.83	160	12	12	0	0	1	0	29	0	2	7435
28.845	162	12	12	0	0	1	0	30	0	2	7439
28.86	164	12	12	0	0	1	0	30	0	2	7443
28.875	163	12	13	0	0	1	0	30	0	2	7444
28.89	164	12	8	0	0	1	0	30	0	2	7450
28.905	163	12	10	0	0	1	0	30	0	2	7454
28.92	162	12	8	0	0	1	0	30	0	2	7455
28.935	160	12	11	0	0	1	0	30	0	2	7462
28.95	159	12	11	0	0	1	0	30	0	2	7465
28.965	160	12	11	0	0	1	0	32	0	2	7471
28.98	158	11	10	0	0	1	0	32	0	2	7475
28.995	156	11	10	0	0	1	0	33	0	2	7477
29.01	155	11	10	0	0	1	0	33	0	2	7483
29.025	156	11	12	0	0	1	0	33	0	2	7489
29.04	155	11	12	0	0	1	0	33	0	2	7493
29.055	155	11	11	0	0	1	0	33	0	2	7496
29.07	155	11	13	0	0	1	0	33	0	2	7504
29.085	155	11	16	0	0	1	0	33	0	2	7510
29.1	157	11	16	0	0	1	0	33	0	2	7515
29.115	157	11	16	0	0	1	0	33	0	2	7519
29.13	160	11	11	0	0	1	0	33	0	2	7524
29.145	158	11	9	0	0	1	0	33	0	2	7528
29.16	159	11	10	0	0	1	0	33	0	2	7532
29.175	159	11	10	0	0	1	0	33	0	2	7535
29.19	159	11	9	0	0	1	0	33	0	2	7537
29.205	161	11	7	0	0	1	0	33	0	2	7541
29.22	160	11	8	0	0	1	0	33	0	2	7546
29.235	163	11	9	0	0	1	0	33	0	2	7555
29.25	158	11	10	0	0	1	0	33	0	2	7557
29.265	157	11	12	0	0	1	0	33	0	2	7562
29.28	158	11	12	0	0	1	0	33	0	2	7569
29.295	157	11	13	0	0	1	0	33	0	2	7572
29.31	159	11	13	0	0	1	0	33	0	2	7579
29.325	156	11	14	0	0	1	0	33	0	2	7584
29.34	160	11	12	0	0	1	0	33	0	2	7591
29.355	158	11	13	0	0	1	0	33	0	2	7595
29.37	159	11	16	0	0	1	0	33	0	2	7605
29.385	158	11	20	0	0	1	0	33	0	2	7611
29.4	158	11	19	0	0	1	0	33	0	2	7613
29.415	159	11	20	0	0	1	0	33	0	2	7620
29.43	164	11	21	0	0	1	0	33	0	2	7628
29.445	163	11	23	1	0	1	0	33	0	2	7631
29.46	164	11	23	1	0	1	0	33	0	2	7635
29.475	164	11	25	1	0	1	0	33	0	2	7641
29.49	164	11	23	1	0	1	0	33	0	2	7643
29.505	164	11	20	1	0	1	0	33	0	2	7644
29.52	159	11	20	1	0	1	0	33	0	2	7648
29.535	159	11	23	1	0	1	0	33	0	2	7653
29.55	159	11	26	1	0	1	0	33	0	2	7658
29.565	160	11	24	1	0	1	0	33	0	2	7664
29.58	160	11	24	0	0	1	0	33	0	2	7670
29.595	158	11	22	0	0	1	0	33	0	2	7673
29.61	159	11	21	0	0	1	0	33	0	2	7677
29.625	157	11	20	0	0	1	0	33	0	2	7684
29.64	156	11	20	0	0	1	0	34	0	2	7685
29.655	159	11	23	1	0	1	0	34	0	2	7692
29.67	161	11	25	1	0	1	0	34	0	2	7699
29.685	165	11	24	1	0	1	0	34	0	2	7708
29.7	162	11	21	1	0	1	0	34	0	2	7709
29.715	160	11	20	1	0	1	0	34	0	2	7712
29.73	163	11	14	1	0	1	0	34	0	2	7716
29.745	162	11	18	1	0	1	0	34	0	2	7722
29.76	161	11	20	1	0	1	0	34	0	2	7724
29.775	163	11	21	1	0	1	0	34	0	2	7728
29.79	164	11	19	1	0	1	0	34	0	2	7730
29.805	164	11	20	1	0	1	0	34	0	2	7734
29.82	163	11	20	1	0	1	0	34	0	2	7736
29.835	160	11	20	1	0	1	0	34	0	2	7739
29.85	158	11	21	1	0	1	0	34	0	2	7742
29.865	161	11	20	1	0	1	0	34	0	2	7747
29.88	165	11	19	1	0	1	0	34	0	2	7753
29.895	166	11	16	1	0	1	0	34	0	2	7757
29.91	171	11	14	1	0	1	0	34	0	2	7765
29.925	169	11	15	1	0	1	0	34	0	2	7770
29.94	171	11	14	1	0	1	0	34	0	2	7773
29.955	171	11	14	1	0	1	0	34	0	2	7775
29.97	169	11	14	1	0	1	0	34	0	2	7778
29.985	167	11	14	1	0	1	0	34	0	2	7780
30	166	12	15	1	0	1	0	34	0	2	7785
30.015	165	12	14	1	0	1	0	34	0	2	7788
30.03	161	12	15	1	0	1	0	34	0	2	7792
30.045	159	12	17	1	0	1	0	34	0	2	7797
30.06	161	12	18	1	0	1	0	35	0	2	7805
30.075	165	12	20	1	0	1	0	35	0	2	7814
30.09	165	12	20	1	0	1	0	35	0	2	7821
30.105	163	12	22	1	0	1	0	35	0	2	7826
30.12	163	12	22	1	0	1	0	35	0	2	7831
30.135	162	12	24	1	0	1	0	35	0	2	7837
30.15	161	12	25	1	0	1	0	35	0	2	7842
30.165	162	12	20	1	0	1	0	35	0	2	7845
30.18	163	12	21	1	0	1	0	35	0	2	7851
30.195	166	13	21	1	0	1	0	35	0	2	7856
30.21	167	13	24	1	0	1	0	35	0	2	7860
30.225	166	13	20	1	0	1	0	35	0	2	7862
30.24	166	13	21	1	0	1	0	37	0	2	7864
30.255	166	13	20	1	0	1	0	37	0	2	7866
30.27	163	13	21	1	0	1	0	37	0	2	7868
30.285	163	13	19	1	0	1	0	37	0	2	7868
30.3	164	13	17	1	0	1	0	37	0	2	7872
30.315	165	13	18	1	0	1	0	37	0	2	7876
30.33	164	13	19	1	0	1	0	37	0	2	7879
30.345	164	13	22	1	0	1	0	38	0	2	7887
30.36	166	13	24	1	0	1	0	38	0	2	7896
30.375	166	13	23	1	0	1	0	38	0	2	7899
30.39	164	13	22	1	0	1	0	38	0	2	7904
30.405	167	13	21	1	0	1	0	38	0	2	7910
30.42	164	13	22	1	0	1	0	38	0	2	7912
30.435	166	13	19	1	0	1	0	38	0	2	7916
30.45	166	13	20	1	0	1	0	38	0	2	7921
30.465	167	13	19	1	0	1	0	38	0	2	7924
30.48	167	13	22	1	0	1	0	38	0	2	7928
30.495	166	13	24	1	0	1	0	38	0	2	7931
30.51	165	13	26	1	0	1	0	38	0	2	7938
30.525	166	13	24	0	0	1	0	38	0	2	7944
30.54	164	13	19	0	0	1	0	38	0	2	7947
30.555	165	13	18	0	0	1	0	38	0	2	7950
30.57	162	13	17	0	0	1	0	38	0	2	7951
30.585	165	13	17	0	0	4	0	38	0	2	7961
30.6	165	13	16	0	0	4	0	38	0	2	7967
30.615	164	13	17	0	0	4	0	40	0	2	7971
30.63	164	13	17	1	0	4	0	40	0	2	7972
30.645	164	13	17	1	0	4	0	40	0	2	7975
30.66	164	13	17	1	0	4	0	40	0	2	7977
30.675	165	14	19	1	0	4	0	40	0	2	7983
30.69	166	14	18	1	0	5	0	40	0	2	7987
30.705	166	14	20	1	0	5	0	44	0	2	7998
30.72	165	14	21	1	0	5	0	44	0	2	8002
30.735	163	14	22	1	0	5	0	47	0	2	8006
30.75	162	14	18	0	0	5	0	47	0	2	8008
30.765	163	14	13	0	0	5	0	47	0	2	8012
30.78	165	14	18	0	1	5	0	47	0	2	8020
30.795	164	14	20	0	1	5	0	47	0	2	8024
30.81	161	14	22	0	1	5	0	47	0	2	8028
30.825	158	14	20	0	1	5	0	47	0	2	8028
30.84	156	14	18	0	1	5	0	47	0	2	8033
30.855	157	14	18	0	1	5	0	47	0	2	8039
30.87	160	14	19	0	1	5	0	48	0	2	8046
30.885	162	14	16	0	1	5	0	48	0	2	8050
30.9	164	14	17	0	1	5	0	48	0	2	8056
30.915	164	14	14	0	1	5	0	48	0	2	8058
30.93	161	14	13	0	1	5	0	50	0	2	8061
30.945	159	14	14	0	1	5	0	50	0	2	8063
30.96	160	14	20	0	1	5	0	50	0	2	8070
30.975	159	14	18	0	1	5	0	50	0	2	8073
30.99	158	14	18	0	1	5	0	50	0	2	8079
31.005	160	14	20	0	1	5	0	50	0	2	8084
31.02	161	14	20	0	1	5	0	50	0	2	8088
31.035	158	14	16	0	1	5	0	50	0	2	8093
31.05	162	14	14	0	1	5	0	50	0	2	8097
31.065	160	14	13	0	1	5	0	50	0	2	8101
31.08	161	14	12	0	1	5	0	50	0	2	8104
31.095	160	14	12	0	1	5	0	50	0	2	8108
31.11	163	14	15	0	1	5	0	50	0	2	8116
31.125	162	14	15	0	1	5	0	50	0	2	8119
31.14	161	14	16	0	1	5	0	50	0	2	8123
31.155	162	14	20	0	1	5	0	50	0	2	8129
31.17	156	14	20	0	1	5	0	50	0	2	8131
31.185	157	14	22	0	1	5	0	50	0	2	8137
31.2	157	14	21	0	1	5	0	50	0	2	8139
31.215	154	14	21	0	1	5	0	50	0	2	8146
31.23	156	14	20	0	1	5	0	50	0	2	8151
31.245	156	14	21	0	1	5	0	50	0	2	8155
31.26	157	14	20	0	1	5	0	50	0	2	8159
31.275	158	14	23	0	1	5	0	50	0	2	8166
31.29	156	14	25	0	1	5	0	50	0	2	8170
31.305	159	14	19	0	1	5	0	50	0	2	8174
31.32	160	14	19	0	1	5	0	50	0	2	8180
31.335	161	14	19	0	1	5	0	50	0	2	8187
31.35	162	14	17	0	1	5	0	53	0	2	8190
31.365	164	14	16	0	1	5	0	53	0	2	8195
31.38	164	14	14	0	1	5	0	53	0	2	8199
31.395	163	14	16	0	1	5	0	53	0	2	8206
31.41	163	14	17	0	1	5	0	53	0	2	8210
31.425	164	14	17	0	1	5	0	53	0	2	8215
31.44	165	14	11	0	1	5	0	53	0	2	8220
31.455	164	14	12	0	1	5	0	53	0	2	8223
31.47	165	14	11	0	1	5	0	53	0	2	8229
31.485	165	14	12	0	1	5	0	53	0	2	8234
31.5	166	14	18	0	1	5	0	53	0	2	8243
31.515	165	14	19	0	1	5	0	53	0	2	8251
31.53	161	14	18	0	1	5	0	53	0	2	8254
31.545	162	14	17	0	1	5	0	53	0	2	8258
31.56	161	14	14	0	1	5	0	53	0	2	8265
31.575	162	14	11	0	1	5	0	53	0	2	8270
31.59	160	14	13	0	1	5	0	53	0	2	8272
31.605	160	14	14	0	1	5	0	53	0	2	8275
31.62	161	14	14	0	1	5	0	53	0	2	8279
31.635	163	14	12	0	1	5	0	53	0	2	8285
31.65	164	14	11	0	1	5	0	53	0	2	8288
31.665	166	14	11	0	1	5	0	53	0	2	8292
31.68	165	14	8	0	1	5	0	53	0	2	8297
31.695	166	14	9	0	1	5	0	53	0	2	8302
31.71	166	14	9	0	1	5	0	54	0	2	8304
31.725	165	14	8	0	1	5	0	54	0	2	8306
31.74	163	14	8	0	1	5	0	54	0	2	8308
31.755	162	14	10	0	1	5	0	54	0	2	8310
31.77	164	14	10	0	1	5	0	54	0	2	8316
31.785	163	14	10	0	1	5	0	54	0	2	8318
31.8	164	14	14	0	1	5	0	54	0	2	8325
31.815	162	14	12	0	1	5	0	54	0	2	8327
31.83	163	14	10	0	1	5	0	54	0	2	8329
31.845	159	14	14	0	1	5	0	54	0	2	8336
31.86	159	14	15	0	1	5	0	54	0	2	8341
31.875	162	14	13	0	1	5	0	54	0	2	8350
31.89	162	14	13	0	1	5	0	54	0	2	8355
31.905	163	14	12	0	1	5	0	54	0	2	8357
31.92	159	14	11	0	1	5	0	54	0	2	8359
31.935	159	14	10	0	1	5	0	54	0	2	8361
31.95	161	14	9	0	1	5	0	54	0	2	8363
31.965	157	14	9	0	1	5	0	54	0	2	8365
31.98	151	14	7	0	1	5	0	54	0	2	8368
31.995	153	14	9	0	1	5	0	54	0	2	8375
32.01	154	14	9	0	1	5	0	55	0	2	8377
32.025	154	14	8	0	1	5	0	56	0	2	8381
32.04	154	14	9	0	1	5	0	56	0	2	8384
32.055	150	14	15	0	1	5	0	56	0	2	8391
32.07	154	14	16	0	1	5	0	56	0	2	8401
32.085	156	14	15	0	1	5	0	56	0	2	8408
32.1	158	14	15	0	1	5	0	56	0	2	8414
32.115	159	14	17	0	1	5	0	56	0	2	8426
32.13	161	14	14	0	1	5	0	56	0	2	8431
32.145	162	14	15	0	1	5	0	56	0	2	8433
32.16	161	14	16	0	1	5	0	57	0	2	8438
32.175	160	14	18	0	1	5	0	57	0	2	8444
32.19	159	14	22	0	1	5	0	57	0	2	8452
32.205	158	14	20	0	1	5	0	57	0	2	8458
32.22	157	14	20	0	1	5	0	58	0	2	8463
32.235	157	14	20	0	1	5	0	58	0	2	8468
32.25	155	14	20	0	1	5	0	58	0	2	8472
32.265	157	14	16	0	1	5	0	58	0	2	8476
32.28	158	14	17	0	1	5	0	58	0	2	8480
32.295	160	14	19	0	1	5	0	58	0	2	8485
32.31	161	14	20	0	1	5	0	58	0	2	8492
32.325	164	14	22	0	1	5	0	58	0	2	8502
32.34	166	14	21	0	1	5	0	58	0	2	8504
32.355	165	14	19	0	1	5	0	58	0	2	8507
32.37	164	14	14	0	1	5	0	58	0	2	8510
32.385	161	14	14	0	1	5	0	58	0	2	8515
32.4	161	14	16	0	1	5	0	58	0	2	8521
32.415	165	14	13	0	1	5	0	58	0	2	8529
32.43	166	14	13	0	1	5	0	59	0	2	8533
32.445	168	14	13	0	1	5	0	59	0	2	8538
32.46	164	14	15	0	1	5	0	59	0	2	8543
32.475	168	14	15	0	1	5	0	59	0	2	8551
32.49	166	14	15	0	1	5	0	59	0	2	8552
32.505	161	14	19	0	1	5	0	59	0	2	8559
32.52	160	14	20	0	1	5	0	59	0	2	8564
32.535	162	14	19	0	1	5	0	59	0	2	8567
32.55	160	14	15	0	1	5	0	59	0	2	8569
32.565	160	14	12	0	1	5	0	59	0	2	8571
32.58	161	14	13	0	1	5	0	59	0	2	8574
32.595	159	14	15	0	1	5	0	59	0	2	8580
32.61	157	14	16	0	1	5	0	59	0	2	8585
32.625	156	14	16	0	1	5	0	59	0	2	8586
32.64	158	14	15	0	1	5	0	60	0	2	8588
32.655	157	14	15	0	1	5	0	60	0	2	8593
32.67	159	14	16	0	1	5	0	60	0	2	8598
32.685	156	14	19	0	1	5	0	60	0	2	8604
32.7	158	14	18	0	1	5	0	60	0	2	8610
32.715	158	14	21	0	1	5	0	60	0	2	8616
32.73	158	14	15	0	1	5	0	60	0	2	8622
32.745	160	14	13	0	1	5	0	60	0	2	8626
32.76	162	14	12	0	1	5	0	60	0	2	8630
32.775	161	14	13	0	1	5	0	60	0	2	8635
32.79	162	14	15	0	1	5	0	60	0	2	8640
32.805	163	14	14	0	1	5	0	60	0	2	8641
32.82	161	14	13	0	1	5	0	60	0	2	8644
32.835	163	14	13	0	1	5	0	60	0	2	8649
32.85	165	14	12	0	1	6	0	60	0	2	8654
32.865	161	14	13	0	1	6	0	60	0	2	8658
32.88	159	14	14	0	1	6	0	60	0	2	8666
32.895	158	14	12	0	1	6	0	60	0	2	8668
32.91	159	14	11	0	1	6	0	60	0	2	8673
32.925	157	14	12	0	1	6	0	60	0	2	8678
32.94	157	14	13	0	1	6	0	60	0	2	8685
32.955	159	14	14	0	1	6	0	60	0	2	8692
32.97	158	14	12	0	1	6	0	60	0	2	8695
32.985	159	14	11	0	1	6	0	60	0	2	8699
33	155	14	10	0	1	6	0	60	0	2	8702
33.015	157	14	12	0	1	6	0	60	0	2	8709
33.03	158	14	12	0	1	6	0	60	0	2	8716
33.045	158	15	12	0	1	6	0	61	0	2	8721
33.06	159	15	15	0	1	6	0	61	0	2	8726
33.075	160	15	14	0	1	6	0	61	0	2	8731
33.09	159	15	14	0	1	6	0	61	0	2	8735
33.105	161	15	18	0	1	6	0	61	0	2	8745
33.12	161	15	18	0	1	6	0	62	0	2	8749
33.135	161	15	14	0	1	6	0	63	0	2	8753
33.15	162	15	12	0	1	6	0	63	0	2	8758
33.165	164	15	8	0	1	6	0	63	0	2	8763
33.18	161	15	13	0	1	6	0	63	0	2	8769
33.195	158	15	13	0	1	6	0	63	0	2	8772
33.21	156	15	15	0	1	6	0	65	0	2	8778
33.225	153	15	14	0	1	6	0	65	0	2	8784
33.24	158	15	14	0	1	6	0	65	0	2	8794
33.255	159	15	16	0	1	6	0	65	0	2	8800
33.27	155	15	13	0	1	6	0	65	0	2	8803
33.285	157	15	14	0	1	6	0	65	0	2	8809
33.3	155	15	14	0	1	6	0	65	0	2	8813
33.315	158	15	15	0	1	6	0	65	0	2	8822
33.33	159	15	17	0	1	6	0	66	0	2	8827
33.345	159	15	18	0	1	6	0	66	0	2	8832
33.36	162	15	19	0	1	6	0	67	0	2	8840
33.375	160	15	19	0	1	6	0	67	0	2	8847
33.39	162	15	17	0	1	6	0	67	0	2	8849
33.405	160	15	19	0	1	6	0	67	0	2	8855
33.42	158	15	18	0	1	6	0	67	0	2	8858
33.435	158	15	19	0	1	6	0	67	0	2	8860
33.45	160	15	16	0	1	6	0	67	0	2	8868
33.465	162	15	15	0	1	6	0	67	0	2	8871
33.48	161	15	16	0	1	6	0	68	0	2	8874
33.495	158	15	19	0	1	6	0	68	0	2	8879
33.51	158	15	19	0	1	6	0	68	0	2	8882
33.525	155	15	21	0	1	6	0	69	0	2	8889
33.54	155	15	18	0	1	6	0	69	0	2	8895
33.555	158	15	17	0	1	6	0	69	0	2	8904
33.57	158	15	15	0	1	6	0	69	0	2	8909
33.585	157	15	12	0	1	6	0	69	0	2	8911
33.6	160	15	11	0	1	6	0	70	0	2	8917
33.615	162	15	9	0	1	6	0	70	0	2	8922
33.63	161	15	8	0	1	6	0	70	0	2	8925
33.645	160	16	10	0	1	6	0	70	0	2	8929
33.66	160	16	12	0	1	6	0	70	0	2	8936
33.675	160	16	11	0	1	6	0	70	0	2	8939
33.69	160	16	12	0	1	6	0	70	0	2	8942
33.705	161	16	15	0	1	6	0	71	0	2	8948
33.72	160	16	16	0	1	6	0	71	0	2	8951
33.735	159	16	16	0	1	6	0	71	0	2	8953
33.75	159	16	20	0	1	6	0	71	0	2	8960
33.765	160	16	19	0	1	6	0	71	0	2	8966
33.78	159	16	20	0	1	6	0	71	0	2	8969
33.795	164	16	22	1	3	6	0	71	0	2	8978
33.81	163	16	20	1	3	6	0	71	0	2	8980
33.825	164	16	19	1	3	6	0	71	0	2	8982
33.84	166	16	18	1	3	6	0	71	0	2	8987
33.855	163	16	18	1	3	6	0	71	0	2	8988
33.87	165	16	20	1	4	6	0	71	0	2	8997
33.885	164	16	21	1	4	6	0	71	0	2	9001
33.9	162	16	21	0	4	6	0	71	0	2	9003
33.915	163	16	23	1	4	6	0	71	0	2	9009
33.93	159	16	23	1	4	6	0	71	0	2	9013
33.945	160	16	24	1	4	6	0	71	0	2	9015
33.96	159	16	26	1	4	6	0	71	0	2	9021
33.975	161	16	28	1	4	6	0	71	0	2	9029
33.99	160	16	28	1	4	6	0	73	0	2	9033
34.005	162	16	28	1	4	6	0	73	0	2	9040
34.02	159	17	29	1	4	6	0	73	0	2	9043
34.035	162	17	31	1	4	6	0	73	0	2	9050
34.05	164	17	30	1	4	6	0	73	0	2	9056
34.065	164	17	27	1	4	6	0	73	0	2	9062
34.08	166	17	24	1	4	6	0	73	0	2	9066
34.095	167	17	24	1	4	6	0	73	0	2	9069
34.11	163	17	20	1	4	6	0	73	0	2	9073
34.125	164	17	20	1	4	6	0	73	0	2	9078
34.14	166	17	22	1	4	6	0	73	0	2	9085
34.155	166	17	22	1	4	6	0	73	0	2	9088
34.17	165	17	22	1	4	6	0	74	0	2	9092
34.185	164	17	22	1	4	6	0	74	0	2	9098
34.2	166	17	21	1	4	6	0	74	0	2	9101
34.215	164	17	18	1	4	6	0	74	0	2	9103
34.23	162	17	17	1	4	6	0	74	0	2	9105
34.245	163	17	19	1	4	6	0	74	0	2	9109
34.26	163	17	19	1	4	6	0	74	0	2	9111
34.275	161	17	18	1	4	6	0	74	0	2	9114
34.29	160	17	20	1	4	6	0	74	0	2	9119
34.305	160	17	16	0	4	6	0	74	0	2	9122
34.32	163	17	13	1	4	6	0	74	0	2	9126
34.335	162	17	11	1	4	6	0	74	0	2	9128
34.35	161	17	13	1	4	6	0	74	0	2	9134
34.365	161	17	13	1	4	6	0	74	0	2	9139
34.38	164	18	12	1	4	6	0	74	0	2	9143
34.395	165	18	15	1	4	6	0	75	0	2	9147
34.41	163	18	15	1	4	6	0	75	0	2	9152
34.425	163	18	19	1	4	6	0	75	0	2	9159
34.44	164	18	18	1	4	6	0	75	0	2	9164
34.455	162	18	16	1	4	6	0	75	0	2	9165
34.47	159	18	17	1	4	6	0	76	0	2	9167
34.485	156	18	20	1	4	6	0	76	0	2	9171
