TIME(s)	'pip2,ap2'	'ap2,clat'	'clat,clat'	Nloops	nOverlapPartner	nOverlapSystem	nOverlapSpanBox	nDisplace2D	nDisplace3D	nDisplace3Dto2D	nAssocSuccess
69.51	168	36	37	0	37	58	0	1109	0	12	21659
69.525	169	36	37	1	37	58	0	1109	0	12	21666
69.54	167	36	36	1	37	58	0	1109	0	12	21670
69.555	168	36	32	1	37	58	0	1110	0	12	21676
69.57	167	36	29	1	37	58	0	1118	0	12	21680
69.585	167	36	31	1	37	58	0	1118	0	12	21690
69.6	168	36	31	1	37	58	0	1118	0	12	21697
69.615	166	36	30	1	37	58	0	1121	0	12	21702
69.63	167	36	31	0	37	58	0	1122	0	12	21708
69.645	162	36	31	1	37	58	0	1122	0	12	21712
69.66	163	36	32	1	37	58	0	1122	0	12	21722
69.675	167	36	29	1	37	58	0	1123	0	12	21731
69.69	165	36	32	1	37	58	0	1124	0	12	21739
69.705	163	36	31	1	37	58	0	1125	0	12	21744
69.72	162	36	32	1	37	58	0	1125	0	12	21751
69.735	164	36	30	1	37	58	0	1126	0	12	21756
69.75	163	36	31	1	37	58	0	1126	0	12	21758
69.765	162	36	27	1	37	58	0	1127	0	12	21762
69.78	164	36	26	1	37	58	0	1127	0	12	21770
69.795	167	36	24	1	37	58	0	1127	0	12	21777
69.81	169	36	23	1	37	58	0	1127	0	12	21782
69.825	168	36	22	1	37	58	0	1127	0	12	21786
69.84	170	36	23	2	37	58	0	1127	0	12	21790
69.855	168	36	25	2	37	58	0	1127	0	12	21795
69.87	170	36	26	2	37	58	0	1127	0	12	21803
69.885	169	36	25	2	37	58	0	1127	0	12	21805
69.9	169	36	25	2	37	58	0	1129	0	12	21808
69.915	168	36	25	2	37	58	0	1129	0	12	21813
69.93	167	36	25	2	37	58	0	1129	0	12	21814
69.945	166	36	26	2	37	58	0	1129	0	12	21818
69.96	162	36	25	1	37	58	0	1131	0	12	21821
69.975	162	36	24	1	37	58	0	1131	0	12	21823
69.99	160	36	23	1	37	58	0	1131	0	12	21828
70.005	159	36	24	1	37	58	0	1131	0	12	21831
70.02	157	36	26	1	37	58	0	1131	0	12	21835
70.035	157	36	21	1	37	58	0	1132	0	12	21839
70.05	157	36	24	1	37	58	0	1132	0	12	21848
70.065	160	36	22	1	37	58	0	1132	0	12	21856
70.08	158	36	23	1	37	58	0	1132	0	12	21860
70.095	162	36	24	1	37	58	0	1133	0	12	21869
70.11	162	36	22	0	37	58	0	1133	0	12	21876
70.125	166	36	24	1	37	58	0	1135	0	12	21882
70.14	164	36	24	1	37	58	0	1135	0	12	21883
70.155	168	36	28	1	37	58	0	1135	0	12	21893
70.17	168	36	27	1	37	58	0	1135	0	12	21896
70.185	167	36	28	1	37	58	0	1135	0	12	21899
70.2	168	36	27	1	37	58	0	1135	0	12	21901
70.215	165	36	27	0	37	58	0	1135	0	12	21905
70.23	163	36	31	1	37	58	0	1136	0	12	21914
70.245	160	36	29	1	37	58	0	1136	0	12	21918
70.26	161	36	31	2	37	58	0	1139	0	12	21924
70.275	157	36	34	2	37	58	0	1140	0	12	21930
70.29	157	36	34	2	37	58	0	1140	0	12	21932
70.305	156	36	33	2	37	58	0	1141	0	12	21939
70.32	156	36	36	3	37	58	0	1142	0	12	21944
70.335	155	37	38	2	37	58	0	1142	0	12	21952
70.35	160	37	39	3	37	58	0	1142	0	12	21962
70.365	158	37	38	2	37	58	0	1142	0	12	21964
70.38	156	37	39	3	37	58	0	1143	0	12	21971
70.395	157	37	33	2	37	58	0	1143	0	12	21980
70.41	159	37	36	2	37	58	0	1144	0	12	21991
70.425	161	37	36	2	37	58	0	1146	0	12	22000
70.44	161	38	37	3	37	58	0	1147	0	12	22007
70.455	160	38	39	3	37	58	0	1150	0	12	22012
70.47	162	38	40	3	37	58	0	1152	0	12	22018
70.485	161	38	33	3	37	58	0	1153	0	12	22020
70.5	159	38	31	2	37	58	0	1153	0	12	22025
70.515	160	38	31	3	37	58	0	1153	0	12	22029
70.53	159	38	28	2	37	58	0	1153	0	12	22038
70.545	159	38	26	1	37	58	0	1154	0	12	22042
70.56	161	38	24	1	37	58	0	1154	0	12	22047
70.575	158	38	20	0	37	58	0	1154	0	12	22049
70.59	159	38	24	0	37	58	0	1154	0	12	22057
70.605	160	38	25	0	37	59	0	1154	0	12	22064
70.62	160	38	23	0	37	59	0	1154	0	12	22067
70.635	162	38	19	0	37	59	0	1154	0	12	22074
70.65	161	38	19	0	37	59	0	1154	0	12	22079
70.665	162	38	19	0	37	59	0	1156	0	12	22087
70.68	162	38	19	0	37	59	0	1156	0	12	22088
70.695	160	38	22	0	37	59	0	1157	0	12	22094
70.71	160	38	21	0	37	59	0	1158	0	12	22097
70.725	161	38	18	0	37	59	0	1158	0	12	22101
70.74	164	38	21	0	37	59	0	1159	0	12	22111
70.755	162	38	19	0	37	59	0	1162	0	12	22116
70.77	161	38	18	0	37	59	0	1163	0	12	22124
70.785	162	38	13	0	37	59	0	1163	0	12	22130
70.8	165	38	21	0	37	59	0	1164	0	12	22142
70.815	163	38	19	0	37	59	0	1165	0	12	22145
70.83	164	38	23	0	37	59	0	1165	0	12	22152
70.845	165	38	20	0	37	59	0	1165	0	12	22160
70.86	164	38	20	0	37	59	0	1166	0	12	22164
70.875	165	38	17	0	37	59	0	1167	0	12	22168
70.89	165	38	13	0	37	59	0	1169	0	12	22172
70.905	167	38	12	0	37	59	0	1169	0	12	22175
70.92	166	38	15	0	37	59	0	1169	0	12	22184
70.935	165	38	14	0	37	59	0	1169	0	12	22187
70.95	168	38	17	0	37	59	0	1170	0	12	22199
70.965	169	38	19	0	37	59	0	1170	0	12	22204
70.98	168	38	20	0	37	59	0	1172	0	12	22206
70.995	165	38	20	0	37	59	0	1175	0	12	22210
71.01	163	38	18	0	37	59	0	1175	0	12	22212
71.025	164	38	20	0	37	59	0	1176	0	12	22220
71.04	163	38	20	0	37	59	0	1177	0	12	22222
71.055	164	38	20	0	37	59	0	1177	0	12	22227
71.07	163	38	23	0	37	59	0	1178	0	12	22232
71.085	165	38	21	0	37	59	0	1180	0	12	22234
71.1	165	38	19	0	37	59	0	1181	0	12	22238
71.115	166	38	20	0	37	59	0	1182	0	12	22244
71.13	164	38	22	0	37	59	0	1182	0	12	22251
71.145	160	38	23	0	37	59	0	1182	0	12	22254
71.16	159	38	25	0	37	59	0	1183	0	12	22261
71.175	160	38	30	0	37	59	0	1183	0	12	22270
71.19	161	38	29	0	37	59	0	1183	0	12	22273
71.205	162	38	27	0	37	59	0	1185	0	12	22279
71.22	164	38	24	0	37	59	0	1187	0	12	22282
71.235	162	38	22	0	37	59	0	1188	0	12	22287
71.25	163	38	26	0	37	59	0	1207	0	12	22295
71.265	165	38	26	0	37	59	0	1208	0	12	22303
71.28	166	38	21	0	37	60	0	1215	0	12	22306
71.295	164	38	27	0	37	60	0	1215	0	12	22319
71.31	161	38	28	0	37	60	0	1215	0	12	22328
71.325	163	38	30	0	37	60	0	1217	0	12	22337
71.34	164	38	31	0	37	60	0	1217	0	12	22345
71.355	164	38	33	0	37	60	0	1217	0	12	22354
71.37	167	38	30	0	37	60	0	1217	0	12	22359
71.385	167	38	28	0	37	60	0	1217	0	12	22362
71.4	164	38	29	0	37	61	0	1218	0	12	22367
71.415	162	38	26	0	37	61	0	1218	0	12	22370
71.43	162	38	25	0	37	61	0	1219	0	12	22379
71.445	161	38	23	0	37	61	0	1219	0	12	22385
71.46	160	38	23	0	37	61	0	1219	0	12	22390
71.475	157	39	22	0	37	61	0	1219	0	12	22400
71.49	159	39	18	0	37	61	0	1219	0	12	22407
71.505	158	39	17	0	37	61	0	1219	0	12	22413
71.52	158	39	21	0	37	61	0	1220	0	12	22421
71.535	155	39	25	1	37	61	0	1221	0	12	22427
71.55	158	39	29	2	37	61	0	1221	0	12	22435
71.565	159	39	30	2	37	61	0	1221	0	12	22440
71.58	159	39	29	2	37	61	0	1221	0	12	22442
71.595	159	39	25	2	37	61	0	1222	0	12	22445
71.61	157	39	24	2	37	61	0	1223	0	12	22451
71.625	158	39	24	1	37	61	0	1223	0	12	22456
71.64	160	39	27	2	37	61	0	1224	0	12	22463
71.655	157	39	28	2	37	61	0	1224	0	12	22466
71.67	155	39	29	1	37	61	0	1224	0	12	22472
71.685	156	39	32	2	37	61	0	1224	0	12	22477
71.7	156	39	34	2	37	61	0	1224	0	12	22483
71.715	156	39	36	2	37	61	0	1224	0	12	22490
71.73	160	39	33	1	37	61	0	1224	0	12	22499
71.745	160	39	34	2	37	61	0	1225	0	12	22502
71.76	161	40	32	2	37	61	0	1225	0	12	22507
71.775	162	40	31	1	37	61	0	1226	0	12	22512
71.79	160	40	30	2	37	61	0	1226	0	12	22516
71.805	161	40	32	2	37	61	0	1226	0	12	22525
71.82	160	40	31	2	37	61	0	1228	0	12	22533
71.835	161	40	27	2	38	61	0	1228	0	12	22537
71.85	163	40	30	2	38	61	0	1228	0	12	22546
71.865	161	40	31	2	38	61	0	1229	0	12	22550
71.88	159	40	31	2	38	61	0	1229	0	12	22556
71.895	155	40	31	2	38	61	0	1229	0	12	22559
71.91	158	40	31	2	38	61	0	1230	0	12	22565
71.925	161	40	32	2	38	61	0	1231	0	12	22572
71.94	164	40	31	2	38	61	0	1231	0	12	22577
71.955	163	40	29	2	38	61	0	1232	0	12	22581
71.97	163	40	29	3	38	61	0	1232	0	12	22583
71.985	163	41	30	3	38	61	0	1232	0	12	22586
72	162	41	30	3	38	61	0	1232	0	12	22589
72.015	162	41	30	3	38	61	0	1232	0	12	22592
72.03	161	41	28	3	38	61	0	1232	0	12	22593
72.045	159	41	29	2	38	61	0	1232	0	12	22601
72.06	156	41	30	3	38	61	0	1232	0	12	22604
72.075	158	41	32	3	38	61	0	1232	0	12	22612
72.09	159	41	31	2	38	61	0	1232	0	12	22616
72.105	158	41	31	3	38	61	0	1232	0	12	22619
72.12	164	41	31	3	38	61	0	1232	0	12	22628
72.135	165	41	33	2	38	61	0	1233	0	12	22634
72.15	165	41	34	3	38	61	0	1234	0	12	22638
72.165	165	41	37	3	38	61	0	1235	0	12	22643
72.18	164	41	35	3	38	61	0	1235	0	12	22646
72.195	162	41	36	3	38	61	0	1236	0	12	22651
72.21	165	41	34	3	38	61	0	1236	0	12	22660
72.225	166	41	36	3	38	61	0	1237	0	12	22664
72.24	170	41	35	3	38	61	0	1237	0	12	22672
72.255	168	41	34	2	38	61	0	1237	0	12	22678
72.27	169	41	34	2	38	62	0	1238	0	12	22690
72.285	168	41	34	2	38	62	0	1238	0	12	22695
72.3	167	41	35	2	38	62	0	1238	0	12	22697
72.315	167	41	35	2	38	62	0	1238	0	12	22703
72.33	166	41	37	3	38	62	0	1238	0	12	22709
72.345	167	41	39	3	38	62	0	1238	0	12	22716
72.36	167	41	35	2	38	62	0	1238	0	12	22720
72.375	167	41	33	3	38	62	0	1239	0	12	22726
72.39	166	41	32	3	38	62	0	1240	0	12	22731
72.405	167	41	27	3	38	62	0	1240	0	12	22736
72.42	168	41	28	3	38	62	0	1240	0	12	22741
72.435	167	41	28	3	38	62	0	1242	0	12	22745
72.45	167	41	26	3	38	62	0	1243	0	12	22747
72.465	166	41	25	2	38	62	0	1243	0	12	22750
72.48	168	41	30	2	38	62	0	1246	0	12	22759
72.495	169	41	33	3	38	62	0	1246	0	12	22766
72.51	171	41	30	3	38	62	0	1246	0	12	22772
72.525	170	41	33	3	38	62	0	1246	0	12	22780
72.54	166	41	30	3	38	62	0	1246	0	12	22781
72.555	166	41	31	3	38	62	0	1246	0	12	22790
72.57	166	41	30	3	38	62	0	1246	0	12	22792
72.585	166	41	32	3	38	62	0	1251	0	12	22797
72.6	168	41	33	3	38	62	0	1253	0	12	22804
72.615	167	41	31	3	38	62	0	1254	0	12	22806
72.63	164	41	32	3	38	62	0	1254	0	12	22811
72.645	161	41	31	3	38	62	0	1254	0	12	22813
72.66	161	41	31	3	38	62	0	1254	0	12	22819
72.675	161	41	29	3	38	62	0	1254	0	12	22828
72.69	168	40	30	3	38	62	0	1255	0	12	22844
72.705	167	40	29	3	38	62	0	1256	0	12	22847
72.72	166	40	30	3	38	62	0	1256	0	12	22853
72.735	165	40	32	3	38	62	0	1257	0	12	22858
72.75	163	40	31	3	38	62	0	1257	0	12	22862
72.765	162	40	30	2	38	62	0	1257	0	12	22866
72.78	161	40	31	3	38	62	0	1257	0	12	22869
72.795	159	39	31	3	38	62	0	1257	0	12	22871
72.81	161	39	35	3	38	62	0	1257	0	12	22880
72.825	160	39	36	3	38	62	0	1257	0	12	22884
72.84	160	39	41	3	38	62	0	1257	0	12	22893
72.855	160	39	38	3	38	62	0	1257	0	12	22900
72.87	159	39	36	3	38	62	0	1258	0	12	22902
72.885	160	39	37	3	38	62	0	1258	0	12	22909
72.9	161	39	36	3	38	62	0	1258	0	12	22915
72.915	162	39	34	3	38	62	0	1260	0	12	22921
72.93	160	39	33	2	38	62	0	1261	0	12	22922
72.945	161	39	34	2	38	62	0	1261	0	12	22926
72.96	166	39	35	3	38	62	0	1261	0	12	22935
72.975	167	39	37	3	38	62	0	1261	0	12	22942
72.99	169	39	34	2	38	62	0	1262	0	12	22950
73.005	169	39	35	3	38	62	0	1264	0	12	22954
73.02	165	39	32	3	38	62	0	1264	0	12	22957
73.035	163	39	32	3	38	62	0	1264	0	12	22959
73.05	163	39	35	3	38	62	0	1264	0	12	22964
73.065	164	39	35	3	38	62	0	1264	0	12	22970
73.08	164	39	36	3	38	62	0	1265	0	12	22972
73.095	163	39	35	3	38	62	0	1267	0	12	22975
73.11	161	39	34	3	38	62	0	1267	0	12	22978
73.125	161	39	35	3	38	62	0	1267	0	12	22983
73.14	157	40	35	3	38	62	0	1267	0	12	22985
73.155	158	40	35	3	38	62	0	1267	0	12	22994
73.17	155	40	37	3	38	62	0	1267	0	12	22997
73.185	156	40	38	3	38	62	0	1267	0	12	23002
73.2	154	40	36	3	38	62	0	1267	0	12	23005
73.215	156	40	39	3	38	62	0	1267	0	12	23014
73.23	156	40	40	3	38	62	0	1267	0	12	23020
73.245	160	40	37	2	38	62	0	1268	0	12	23027
73.26	159	40	32	3	38	62	0	1269	0	12	23031
73.275	156	40	29	3	38	62	0	1269	0	12	23035
73.29	159	40	35	3	38	62	0	1269	0	12	23047
73.305	158	40	33	3	38	62	0	1269	0	12	23050
73.32	159	40	35	2	38	62	0	1270	0	12	23058
73.335	159	40	31	2	38	62	0	1271	0	12	23060
73.35	158	40	31	2	38	62	0	1271	0	12	23063
73.365	160	40	29	2	38	62	0	1271	0	12	23070
73.38	161	40	28	2	38	62	0	1271	0	12	23075
73.395	159	40	26	2	38	62	0	1271	0	12	23079
73.41	164	40	28	2	38	62	0	1271	0	12	23090
73.425	162	40	28	2	38	62	0	1271	0	12	23094
73.44	161	40	32	2	38	62	0	1272	0	12	23099
73.455	158	40	35	2	38	62	0	1272	0	12	23106
73.47	156	40	36	2	38	62	0	1272	0	12	23112
73.485	159	40	32	2	38	62	0	1272	0	12	23116
73.5	157	40	27	1	38	62	0	1272	0	12	23118
73.515	155	40	30	1	38	62	0	1272	0	12	23123
73.53	156	40	33	1	38	62	0	1272	0	12	23129
73.545	157	40	34	1	38	62	0	1272	0	12	23137
73.56	156	40	35	1	38	62	0	1273	0	12	23142
73.575	157	40	32	1	38	62	0	1273	0	12	23153
73.59	156	40	32	1	38	62	0	1273	0	12	23161
73.605	159	40	32	1	38	62	0	1275	0	12	23171
73.62	156	40	30	1	38	63	0	1277	0	12	23175
73.635	156	40	29	1	38	63	0	1280	0	12	23180
73.65	161	40	29	1	38	63	0	1282	0	12	23187
73.665	162	40	27	1	38	63	0	1282	0	12	23192
73.68	162	41	25	1	38	63	0	1285	0	12	23200
73.695	163	41	25	1	38	63	0	1287	0	12	23208
73.71	165	41	24	0	38	63	0	1288	0	12	23212
73.725	164	41	24	1	38	63	0	1289	0	12	23216
73.74	163	41	21	0	38	63	0	1295	0	12	23220
73.755	164	41	28	1	38	63	0	1295	0	12	23229
73.77	167	41	28	1	38	63	0	1296	0	12	23237
73.785	166	41	32	1	38	63	0	1298	0	12	23246
73.8	166	41	31	1	38	63	0	1298	0	12	23251
73.815	167	41	28	1	38	63	0	1298	0	12	23256
73.83	166	41	28	1	38	63	0	1298	0	12	23259
73.845	167	41	29	1	38	63	0	1298	0	12	23263
73.86	169	41	28	1	38	63	0	1300	0	12	23267
73.875	169	41	28	1	38	63	0	1301	0	12	23271
73.89	168	41	29	1	38	63	0	1303	0	12	23277
73.905	167	41	31	1	38	63	0	1304	0	12	23282
73.92	166	41	30	1	38	63	0	1308	0	12	23286
73.935	166	41	36	1	38	63	0	1308	0	12	23295
73.95	168	41	37	1	38	63	0	1309	0	12	23300
73.965	168	41	34	1	38	63	0	1310	0	12	23302
73.98	166	41	35	1	38	63	0	1315	0	12	23308
73.995	167	41	34	1	38	63	0	1317	0	12	23312
74.01	167	41	40	1	38	63	0	1319	0	12	23323
74.025	167	41	35	1	38	63	0	1320	0	12	23327
74.04	167	41	32	1	38	63	0	1322	0	12	23333
74.055	165	41	34	1	38	63	0	1322	0	12	23337
74.07	163	41	34	1	38	63	0	1323	0	12	23346
74.085	161	41	29	1	38	63	0	1323	0	12	23347
74.1	161	41	29	0	38	63	0	1323	0	12	23354
74.115	162	41	29	0	38	63	0	1324	0	12	23363
74.13	163	41	31	0	38	63	0	1326	0	12	23377
74.145	164	41	30	0	38	63	0	1331	0	12	23381
74.16	163	41	28	0	38	63	0	1337	0	12	23384
74.175	164	41	28	0	38	63	0	1338	0	12	23393
74.19	164	41	24	0	38	63	0	1339	0	12	23395
74.205	162	41	23	0	38	63	0	1342	0	12	23397
74.22	161	41	25	0	38	63	0	1342	0	12	23406
74.235	162	41	29	0	38	63	0	1342	0	12	23415
74.25	161	41	30	1	38	63	0	1344	0	12	23419
74.265	161	41	29	1	38	63	0	1346	0	12	23421
74.28	161	41	31	1	38	63	0	1356	0	12	23432
74.295	160	41	30	1	38	63	0	1360	0	12	23439
74.31	162	41	32	1	38	63	0	1361	0	12	23447
74.325	161	41	33	1	38	63	0	1361	0	12	23453
74.34	161	41	35	2	38	63	0	1362	0	12	23458
74.355	161	41	37	2	38	63	0	1362	0	12	23465
74.37	160	41	35	2	38	63	0	1362	0	12	23466
74.385	159	41	34	2	38	63	0	1362	0	12	23471
74.4	159	41	30	2	38	63	0	1362	0	12	23477
74.415	158	41	29	2	38	63	0	1362	0	12	23481
74.43	160	41	31	2	38	64	0	1364	0	12	23486
74.445	157	41	27	2	38	64	0	1366	0	12	23491
74.46	157	41	31	2	38	64	0	1366	0	12	23499
74.475	156	41	31	2	38	64	0	1367	0	12	23504
74.49	160	41	35	2	38	65	0	1367	0	12	23518
74.505	160	41	33	2	38	65	0	1367	0	12	23525
74.52	164	41	29	2	38	65	0	1368	0	12	23531
74.535	164	41	27	0	38	65	0	1369	0	12	23537
74.55	162	41	29	1	38	65	0	1370	0	12	23541
74.565	163	41	33	3	38	65	0	1372	0	12	23545
74.58	165	41	30	3	38	65	0	1372	0	12	23549
74.595	168	41	30	3	38	65	0	1372	0	12	23553
74.61	167	41	29	2	38	65	0	1374	0	12	23558
74.625	165	41	30	3	38	65	0	1374	0	12	23562
74.64	165	41	25	2	38	65	0	1374	0	12	23567
74.655	165	41	29	3	38	65	0	1375	0	12	23570
74.67	165	41	29	3	38	65	0	1375	0	12	23574
74.685	166	41	28	2	38	65	0	1375	0	12	23579
74.7	168	41	31	3	38	65	0	1375	0	12	23585
74.715	167	41	35	3	38	65	0	1379	0	12	23589
74.73	166	41	35	3	38	65	0	1381	0	12	23591
74.745	164	41	39	3	38	65	0	1381	0	12	23597
74.76	164	41	40	2	38	65	0	1382	0	12	23603
74.775	164	41	38	2	38	65	0	1384	0	12	23608
74.79	163	41	38	2	38	65	0	1384	0	12	23612
74.805	164	41	35	2	38	65	0	1384	0	12	23614
74.82	163	41	32	1	38	65	0	1384	0	12	23618
74.835	162	41	33	2	38	65	0	1384	0	12	23624
74.85	163	41	33	2	38	65	0	1384	0	12	23628
74.865	160	41	33	1	38	65	0	1384	0	12	23635
74.88	165	41	30	1	38	65	0	1384	0	12	23643
74.895	163	41	30	1	38	65	0	1384	0	12	23648
74.91	161	41	28	1	38	65	0	1384	0	12	23649
74.925	163	41	28	2	38	65	0	1384	0	12	23655
74.94	163	41	26	2	38	65	0	1384	0	12	23658
74.955	164	41	25	2	38	65	0	1385	0	12	23661
74.97	164	41	29	2	38	65	0	1389	0	12	23670
74.985	161	40	27	2	38	65	0	1389	0	12	23674
75	161	40	28	2	38	65	0	1389	0	12	23678
75.015	162	40	28	2	38	65	0	1389	0	12	23682
75.03	161	40	27	2	38	65	0	1389	0	12	23687
75.045	162	40	26	2	38	65	0	1390	0	12	23693
75.06	164	40	29	2	38	65	0	1391	0	12	23700
75.075	165	40	33	2	39	65	0	1391	0	12	23709
75.09	163	40	32	2	39	65	0	1391	0	12	23716
75.105	162	40	31	1	39	65	0	1392	0	12	23721
75.12	161	40	34	2	39	65	0	1392	0	12	23724
75.135	161	40	35	2	39	65	0	1392	0	12	23733
75.15	159	40	37	2	39	65	0	1392	0	12	23740
75.165	162	40	33	2	39	65	0	1392	0	12	23748
75.18	165	40	30	2	39	65	0	1392	0	12	23753
75.195	165	40	28	2	39	65	0	1392	0	12	23761
75.21	163	40	29	2	39	65	0	1392	0	12	23766
75.225	164	40	29	2	39	65	0	1392	0	12	23770
75.24	165	40	30	2	39	65	0	1393	0	12	23778
75.255	164	40	30	2	39	65	0	1393	0	12	23782
75.27	165	40	29	2	39	65	0	1394	0	12	23789
75.285	160	40	29	2	39	65	0	1394	0	12	23795
75.3	158	40	28	2	39	65	0	1395	0	12	23800
75.315	158	40	29	2	39	65	0	1397	0	12	23806
75.33	158	40	33	1	39	65	0	1397	0	12	23813
75.345	163	40	33	2	40	65	0	1399	0	12	23822
75.36	161	41	37	2	40	65	0	1402	0	12	23831
75.375	163	42	36	2	40	65	0	1403	0	12	23837
75.39	164	42	34	2	40	65	0	1405	0	12	23841
75.405	167	42	34	2	40	65	0	1405	0	12	23848
75.42	166	42	33	2	40	65	0	1405	0	12	23851
75.435	166	42	28	1	40	65	0	1405	0	12	23854
75.45	167	42	27	1	40	65	0	1405	0	12	23862
75.465	165	42	31	1	40	65	0	1406	0	12	23871
75.48	165	42	31	1	40	65	0	1408	0	12	23879
75.495	166	42	28	1	40	65	0	1409	0	12	23886
75.51	165	42	25	1	40	65	0	1410	0	12	23890
75.525	165	42	26	1	40	65	0	1411	0	12	23896
75.54	165	42	24	0	40	65	0	1411	0	12	23902
75.555	163	42	28	1	40	65	0	1414	0	12	23910
75.57	163	42	28	1	40	65	0	1414	0	12	23915
75.585	164	42	29	1	40	65	0	1416	0	12	23921
75.6	162	42	24	0	41	65	0	1418	0	12	23925
75.615	162	42	26	0	41	65	0	1419	0	12	23931
75.63	160	42	24	0	41	66	0	1420	0	12	23934
75.645	158	42	26	0	41	66	0	1420	0	12	23940
75.66	159	42	26	0	41	66	0	1421	0	12	23949
75.675	161	42	23	0	41	66	0	1425	0	12	23957
75.69	162	42	24	0	41	66	0	1426	0	12	23965
75.705	166	42	25	0	41	66	0	1427	0	12	23974
75.72	164	41	25	0	41	66	0	1428	0	12	23980
75.735	164	41	21	0	41	66	0	1428	0	12	23984
75.75	164	41	22	0	41	66	0	1429	0	12	23989
75.765	164	41	23	0	41	66	0	1429	0	12	23999
75.78	163	41	25	0	41	66	0	1430	0	12	24007
75.795	163	41	20	0	41	66	0	1430	0	12	24009
75.81	161	41	23	2	41	66	0	1430	0	12	24015
75.825	164	41	26	2	41	66	0	1431	0	12	24026
75.84	164	41	24	2	41	66	0	1431	0	12	24029
75.855	164	41	25	2	41	66	0	1432	0	12	24034
75.87	164	41	31	2	41	66	0	1434	0	12	24043
75.885	167	41	31	2	41	66	0	1434	0	12	24050
75.9	166	41	33	2	41	66	0	1437	0	12	24056
75.915	165	41	36	3	41	66	0	1437	0	12	24061
75.93	165	41	34	3	41	66	0	1438	0	12	24066
75.945	162	41	36	3	41	66	0	1438	0	12	24073
75.96	162	41	36	3	41	66	0	1441	0	12	24078
75.975	162	41	35	3	41	66	0	1441	0	12	24083
75.99	163	41	32	3	41	66	0	1441	0	12	24086
76.005	164	41	30	3	41	66	0	1441	0	12	24089
76.02	166	41	32	3	41	66	0	1441	0	12	24095
76.035	165	41	34	3	41	66	0	1441	0	12	24101
76.05	164	41	35	3	41	66	0	1441	0	12	24107
76.065	167	41	32	3	41	66	0	1441	0	12	24114
76.08	165	41	33	3	41	66	0	1441	0	12	24118
76.095	166	41	35	3	41	67	0	1443	0	12	24125
76.11	167	41	33	3	41	67	0	1443	0	12	24127
76.125	166	41	33	3	41	67	0	1443	0	12	24131
76.14	165	41	37	4	41	67	0	1443	0	12	24138
76.155	167	41	39	4	41	67	0	1447	0	12	24144
76.17	165	41	39	4	41	67	0	1448	0	12	24149
76.185	166	41	41	4	41	67	0	1448	0	12	24155
76.2	165	41	37	3	41	67	0	1452	0	12	24160
76.215	164	41	37	4	41	67	0	1455	0	12	24163
76.23	164	41	37	3	41	67	0	1457	0	12	24170
76.245	164	41	34	2	41	67	0	1457	0	12	24174
76.26	163	41	37	3	41	67	0	1457	0	12	24181
76.275	163	41	39	3	41	67	0	1457	0	12	24186
76.29	165	41	37	3	41	67	0	1457	0	12	24194
76.305	166	41	39	3	41	67	0	1457	0	12	24200
76.32	164	41	37	3	41	67	0	1458	0	12	24204
76.335	166	41	39	3	41	67	0	1460	0	12	24214
76.35	165	40	39	3	41	67	0	1460	0	12	24219
76.365	165	40	36	3	41	67	0	1460	0	12	24222
76.38	167	40	34	3	41	67	0	1460	0	12	24229
76.395	168	40	34	2	41	67	0	1460	0	12	24236
76.41	169	40	35	3	41	67	0	1460	0	12	24243
76.425	167	40	34	2	41	67	0	1462	0	12	24251
76.44	165	40	37	2	45	67	0	1465	0	12	24257
76.455	166	40	38	2	47	67	0	1465	0	12	24262
76.47	163	40	37	2	47	67	0	1465	0	12	24264
76.485	160	40	33	2	47	67	0	1465	0	12	24267
76.5	160	40	36	2	47	67	0	1466	0	12	24273
76.515	164	40	37	2	47	67	0	1467	0	12	24282
76.53	163	40	36	2	47	67	0	1468	0	12	24290
76.545	164	40	34	2	47	67	0	1469	0	12	24297
76.56	162	40	33	2	47	67	0	1469	0	12	24304
76.575	160	40	32	2	47	67	0	1469	0	12	24309
76.59	163	40	32	2	47	67	0	1469	0	12	24317
76.605	164	40	33	2	47	67	0	1469	0	12	24320
76.62	163	40	33	2	47	67	0	1470	0	12	24324
76.635	163	40	35	2	47	67	0	1470	0	12	24332
76.65	163	40	39	2	47	67	0	1470	0	12	24341
76.665	164	40	43	2	47	67	0	1470	0	12	24350
76.68	165	40	40	2	47	67	0	1472	0	12	24352
76.695	165	40	39	2	47	67	0	1472	0	12	24359
76.71	165	40	39	1	47	67	0	1474	0	12	24367
76.725	167	40	43	2	47	67	0	1475	0	12	24373
76.74	168	40	41	2	47	67	0	1475	0	12	24375
76.755	168	40	43	2	47	67	0	1481	0	12	24381
76.77	165	40	39	2	47	67	0	1482	0	12	24384
76.785	164	40	37	2	47	67	0	1482	0	12	24386
76.8	164	40	33	2	47	67	0	1483	0	12	24392
76.815	165	40	36	2	47	67	0	1483	0	12	24402
76.83	165	40	32	2	47	67	0	1483	0	12	24407
76.845	164	40	31	2	47	67	0	1483	0	12	24410
76.86	163	40	29	2	47	67	0	1483	0	12	24412
76.875	162	40	31	2	47	67	0	1483	0	12	24415
76.89	161	40	28	2	47	67	0	1483	0	12	24418
76.905	163	40	23	2	47	67	0	1485	0	12	24423
76.92	164	40	26	2	47	67	0	1485	0	12	24432
76.935	160	40	24	1	47	67	0	1485	0	12	24435
