TIME (s) 	MONO:ap2	DIMERS W:ap2	MONO:clat	DIMERS W:clat	
0	1	0	177	0	192	0	
0.015	1	0	177	0	190	1	
0.03	1	0	177	0	186	3	
0.045	1	0	177	0	184	4	
0.06	1	0	177	0	182	5	
0.075	1	0	177	0	182	5	
0.09	1	0	177	0	178	7	
0.105	1	0	177	0	176	8	
0.12	1	0	177	0	180	6	
0.135	1	0	177	0	182	5	
0.15	1	0	177	0	182	5	
0.165	1	0	177	0	184	4	
0.18	1	0	177	0	184	4	
0.195	1	0	177	0	186	3	
0.21	1	0	177	0	188	2	
0.225	1	0	177	0	188	2	
0.24	1	0	177	0	188	2	
0.255	1	0	177	0	186	3	
0.27	1	0	177	0	188	2	
0.285	1	0	177	0	188	2	
0.3	1	0	177	0	186	3	
0.315	1	0	177	0	183	3	
0.33	1	0	177	0	183	3	
0.345	1	0	177	0	181	4	
0.36	1	0	177	0	179	5	
0.375	1	0	177	0	178	5	
0.39	1	0	177	0	174	7	
0.405	1	0	177	0	174	9	
0.42	1	0	177	0	176	8	
0.435	1	0	177	0	178	7	
0.45	1	0	177	0	178	7	
0.465	1	0	177	0	173	8	
0.48	1	0	177	0	172	8	
0.495	1	0	177	0	180	4	
0.51	1	0	177	0	178	5	
0.525	1	0	177	0	179	5	
0.54	1	0	177	0	183	3	
0.555	1	0	177	0	185	2	
0.57	1	0	177	0	183	3	
0.585	1	0	177	0	179	5	
0.6	1	0	177	0	178	7	
0.615	1	0	177	0	176	8	
0.63	1	0	177	0	180	6	
0.645	1	0	177	0	180	6	
0.66	1	0	177	0	174	9	
0.675	1	0	177	0	174	9	
0.69	1	0	177	0	178	7	
0.705	1	0	177	0	180	6	
0.72	1	0	177	0	180	6	
0.735	1	0	177	0	176	8	
0.75	1	0	177	0	178	7	
0.765	1	0	177	0	178	7	
0.78	1	0	177	0	178	7	
0.795	1	0	177	0	176	8	
0.81	1	0	177	0	180	6	
0.825	1	0	177	0	184	4	
0.84	1	0	177	0	182	5	
0.855	1	0	177	0	176	8	
0.87	1	0	177	0	176	8	
0.885	1	0	177	0	180	6	
0.9	1	0	177	0	184	4	
0.915	1	0	177	0	184	4	
0.93	1	0	177	0	186	3	
0.945	1	0	177	0	186	3	
0.96	1	0	177	0	180	6	
0.975	1	0	177	0	176	8	
0.99	1	0	177	0	180	6	
1.005	1	0	177	0	178	7	
1.02	1	0	177	0	176	8	
1.035	1	0	177	0	182	5	
1.05	1	0	177	0	184	4	
1.065	1	0	177	0	178	7	
1.08	1	0	177	0	176	8	
1.095	1	0	177	0	176	8	
1.11	1	0	177	0	178	7	
1.125	1	0	177	0	178	7	
1.14	1	0	177	0	176	8	
1.155	1	0	177	0	178	7	
1.17	1	0	177	0	173	8	
1.185	1	0	177	0	174	9	
1.2	1	0	177	0	174	9	
1.215	1	0	177	0	174	9	
1.23	1	0	177	0	178	7	
1.245	1	0	177	0	178	7	
1.26	1	0	177	0	180	6	
1.275	1	0	177	0	182	5	
1.29	1	0	177	0	180	6	
1.305	1	0	177	0	180	6	
1.32	1	0	177	0	180	6	
1.335	1	0	177	0	178	7	
1.35	1	0	177	0	182	5	
1.365	1	0	177	0	182	5	
1.38	1	0	177	0	182	5	
1.395	1	0	177	0	180	6	
1.41	1	0	177	0	176	8	
1.425	1	0	177	0	176	8	
1.44	1	0	177	0	174	9	
1.455	1	0	177	0	178	7	
1.47	1	0	177	0	178	7	
1.485	1	0	177	0	180	6	
1.5	1	0	177	0	176	8	
1.515	1	0	177	0	180	6	
1.53	1	0	177	0	178	7	
1.545	1	0	177	0	176	8	
1.56	1	0	177	0	174	9	
1.575	1	0	177	0	178	7	
1.59	1	0	177	0	176	8	
1.605	1	0	177	0	178	7	
1.62	1	0	177	0	178	7	
