,Time(s),B: 1.,B: 1. IL: 1.
4658,0.09316,33.0,167.0
4659,0.09318,34.0,166.0
4660,0.0932,35.0,165.0
4661,0.09322,36.0,164.0
4662,0.09324,37.0,163.0
4663,0.09326,37.0,163.0
4664,0.09328,37.0,163.0
4665,0.0933,37.0,163.0
4666,0.09332,38.0,162.0
4667,0.09334,38.0,162.0
4668,0.09336,37.0,163.0
4669,0.09338,35.0,165.0
4670,0.0934,33.0,167.0
4671,0.09342,35.0,165.0
4672,0.09344,34.0,166.0
4673,0.09346,39.0,161.0
4674,0.09348,37.0,163.0
4675,0.0935,38.0,162.0
4676,0.09352,40.0,160.0
4677,0.09354,37.0,163.0
4678,0.09356,38.0,162.0
4679,0.09358,34.0,166.0
4680,0.0936,33.0,167.0
4681,0.09362,33.0,167.0
4682,0.09364,34.0,166.0
4683,0.09366,34.0,166.0
4684,0.09368,36.0,164.0
4685,0.0937,35.0,165.0
4686,0.09372,37.0,163.0
4687,0.09374,35.0,165.0
4688,0.09376,35.0,165.0
4689,0.09378,36.0,164.0
4690,0.0938,35.0,165.0
4691,0.09382,38.0,162.0
4692,0.09384,37.0,163.0
4693,0.09386,37.0,163.0
4694,0.09388,40.0,160.0
4695,0.0939,39.0,161.0
4696,0.09392,38.0,162.0
4697,0.09394,37.0,163.0
4698,0.09396,36.0,164.0
4699,0.09398,37.0,163.0
4700,0.094,36.0,164.0
4701,0.09402,34.0,166.0
4702,0.09404,35.0,165.0
4703,0.09406,33.0,167.0
4704,0.09408,33.0,167.0
4705,0.0941,33.0,167.0
4706,0.09412,33.0,167.0
4707,0.09414,31.0,169.0
4708,0.09416,31.0,169.0
4709,0.09418,34.0,166.0
4710,0.0942,36.0,164.0
4711,0.09422,35.0,165.0
4712,0.09424,33.0,167.0
4713,0.09426,31.0,169.0
4714,0.09428,32.0,168.0
4715,0.0943,34.0,166.0
4716,0.09432,34.0,166.0
4717,0.09434,37.0,163.0
4718,0.09436,36.0,164.0
4719,0.09438,36.0,164.0
4720,0.0944,36.0,164.0
4721,0.09442,37.0,163.0
4722,0.09444,35.0,165.0
4723,0.09446,34.0,166.0
4724,0.09448,34.0,166.0
4725,0.0945,34.0,166.0
4726,0.09452,36.0,164.0
4727,0.09454,35.0,165.0
4728,0.09456,35.0,165.0
4729,0.09458,37.0,163.0
4730,0.0946,37.0,163.0
4731,0.09462,41.0,159.0
4732,0.09464,42.0,158.0
4733,0.09466,43.0,157.0
4734,0.09468,42.0,158.0
4735,0.0947,41.0,159.0
4736,0.09472,41.0,159.0
4737,0.09474,43.0,157.0
4738,0.09476,42.0,158.0
4739,0.09478,42.0,158.0
4740,0.0948,43.0,157.0
4741,0.09482,44.0,156.0
4742,0.09484,45.0,155.0
4743,0.09486,45.0,155.0
4744,0.09488,45.0,155.0
4745,0.0949,46.0,154.0
4746,0.09492,44.0,156.0
4747,0.09494,45.0,155.0
4748,0.09496,44.0,156.0
4749,0.09498,43.0,157.0
4750,0.095,42.0,158.0
4751,0.09502,43.0,157.0
4752,0.09504,43.0,157.0
4753,0.09506,44.0,156.0
4754,0.09508,46.0,154.0
4755,0.0951,44.0,156.0
4756,0.09512,47.0,153.0
4757,0.09514,46.0,154.0
4758,0.09516,48.0,152.0
4759,0.09518,50.0,150.0
4760,0.0952,47.0,153.0
4761,0.09522,46.0,154.0
4762,0.09524,46.0,154.0
4763,0.09526,45.0,155.0
4764,0.09528,47.0,153.0
4765,0.0953,46.0,154.0
4766,0.09532,46.0,154.0
4767,0.09534,44.0,156.0
4768,0.09536,46.0,154.0
4769,0.09538,46.0,154.0
4770,0.0954,45.0,155.0
4771,0.09542,47.0,153.0
4772,0.09544,47.0,153.0
4773,0.09546,46.0,154.0
4774,0.09548,44.0,156.0
4775,0.0955,43.0,157.0
4776,0.09552,43.0,157.0
4777,0.09554,43.0,157.0
4778,0.09556,45.0,155.0
4779,0.09558,46.0,154.0
4780,0.0956,47.0,153.0
4781,0.09562,46.0,154.0
4782,0.09564,44.0,156.0
4783,0.09566,46.0,154.0
4784,0.09568,43.0,157.0
4785,0.0957,42.0,158.0
4786,0.09572,43.0,157.0
4787,0.09574,41.0,159.0
4788,0.09576,40.0,160.0
4789,0.09578,41.0,159.0
4790,0.0958,42.0,158.0
4791,0.09582,41.0,159.0
4792,0.09584,39.0,161.0
4793,0.09586,39.0,161.0
4794,0.09588,37.0,163.0
4795,0.0959,37.0,163.0
4796,0.09592,39.0,161.0
4797,0.09594,39.0,161.0
4798,0.09596,38.0,162.0
4799,0.09598,37.0,163.0
4800,0.096,38.0,162.0
4801,0.09602,38.0,162.0
4802,0.09604,37.0,163.0
4803,0.09606,38.0,162.0
4804,0.09608,38.0,162.0
4805,0.0961,36.0,164.0
4806,0.09612,37.0,163.0
4807,0.09614,35.0,165.0
4808,0.09616,38.0,162.0
4809,0.09618,37.0,163.0
4810,0.0962,36.0,164.0
4811,0.09622,37.0,163.0
4812,0.09624,37.0,163.0
4813,0.09626,34.0,166.0
4814,0.09628,34.0,166.0
4815,0.0963,34.0,166.0
4816,0.09632,39.0,161.0
4817,0.09634,37.0,163.0
4818,0.09636,37.0,163.0
4819,0.09638,36.0,164.0
4820,0.0964,36.0,164.0
4821,0.09642,37.0,163.0
4822,0.09644,36.0,164.0
4823,0.09646,34.0,166.0
4824,0.09648,33.0,167.0
4825,0.0965,36.0,164.0
4826,0.09652,36.0,164.0
4827,0.09654,37.0,163.0
4828,0.09656,37.0,163.0
4829,0.09658,34.0,166.0
4830,0.0966,33.0,167.0
4831,0.09662,34.0,166.0
4832,0.09664,34.0,166.0
4833,0.09666,35.0,165.0
4834,0.09668,35.0,165.0
4835,0.0967,37.0,163.0
4836,0.09672,39.0,161.0
4837,0.09674,38.0,162.0
4838,0.09676,36.0,164.0
4839,0.09678,37.0,163.0
4840,0.0968,40.0,160.0
4841,0.09682,38.0,162.0
4842,0.09684,42.0,158.0
4843,0.09686,43.0,157.0
4844,0.09688,41.0,159.0
4845,0.0969,39.0,161.0
4846,0.09692,40.0,160.0
4847,0.09694,40.0,160.0
4848,0.09696,41.0,159.0
4849,0.09698,43.0,157.0
4850,0.097,41.0,159.0
4851,0.09702,41.0,159.0
4852,0.09704,40.0,160.0
4853,0.09706,42.0,158.0
4854,0.09708,42.0,158.0
4855,0.0971,41.0,159.0
4856,0.09712,40.0,160.0
4857,0.09714,40.0,160.0
4858,0.09716,35.0,165.0
4859,0.09718,35.0,165.0
4860,0.0972,35.0,165.0
4861,0.09722,36.0,164.0
4862,0.09724,35.0,165.0
4863,0.09726,36.0,164.0
4864,0.09728,35.0,165.0
4865,0.0973,36.0,164.0
4866,0.09732,35.0,165.0
4867,0.09734,32.0,168.0
4868,0.09736,35.0,165.0
4869,0.09738,36.0,164.0
4870,0.0974,36.0,164.0
4871,0.09742,36.0,164.0
4872,0.09744,36.0,164.0
4873,0.09746,36.0,164.0
4874,0.09748,35.0,165.0
4875,0.0975,36.0,164.0
4876,0.09752,36.0,164.0
4877,0.09754,35.0,165.0
4878,0.09756,35.0,165.0
4879,0.09758,36.0,164.0
4880,0.0976,35.0,165.0
4881,0.09762,37.0,163.0
4882,0.09764,39.0,161.0
4883,0.09766,38.0,162.0
4884,0.09768,37.0,163.0
4885,0.0977,36.0,164.0
4886,0.09772,34.0,166.0
4887,0.09774,34.0,166.0
4888,0.09776,35.0,165.0
4889,0.09778,35.0,165.0
4890,0.0978,36.0,164.0
4891,0.09782,35.0,165.0
4892,0.09784,35.0,165.0
4893,0.09786,36.0,164.0
4894,0.09788,38.0,162.0
4895,0.0979,39.0,161.0
4896,0.09792,40.0,160.0
4897,0.09794,40.0,160.0
4898,0.09796,40.0,160.0
4899,0.09798,43.0,157.0
4900,0.098,43.0,157.0
4901,0.09802,43.0,157.0
4902,0.09804,43.0,157.0
4903,0.09806,39.0,161.0
4904,0.09808,41.0,159.0
4905,0.0981,42.0,158.0
4906,0.09812,40.0,160.0
4907,0.09814,41.0,159.0
4908,0.09816,38.0,162.0
4909,0.09818,38.0,162.0
4910,0.0982,37.0,163.0
4911,0.09822,37.0,163.0
4912,0.09824,38.0,162.0
4913,0.09826,35.0,165.0
4914,0.09828,35.0,165.0
4915,0.0983,35.0,165.0
4916,0.09832,38.0,162.0
4917,0.09834,37.0,163.0
4918,0.09836,38.0,162.0
4919,0.09838,40.0,160.0
4920,0.0984,40.0,160.0
4921,0.09842,39.0,161.0
4922,0.09844,38.0,162.0
4923,0.09846,40.0,160.0
4924,0.09848,40.0,160.0
4925,0.0985,38.0,162.0
4926,0.09852,36.0,164.0
4927,0.09854,34.0,166.0
4928,0.09856,33.0,167.0
4929,0.09858,34.0,166.0
4930,0.0986,34.0,166.0
4931,0.09862,37.0,163.0
4932,0.09864,39.0,161.0
4933,0.09866,37.0,163.0
4934,0.09868,38.0,162.0
4935,0.0987,38.0,162.0
4936,0.09872,38.0,162.0
4937,0.09874,38.0,162.0
4938,0.09876,37.0,163.0
4939,0.09878,35.0,165.0
4940,0.0988,36.0,164.0
4941,0.09882,36.0,164.0
4942,0.09884,38.0,162.0
4943,0.09886,39.0,161.0
4944,0.09888,37.0,163.0
4945,0.0989,37.0,163.0
4946,0.09892,37.0,163.0
4947,0.09894,38.0,162.0
4948,0.09896,37.0,163.0
4949,0.09898,38.0,162.0
4950,0.099,38.0,162.0
4951,0.09902,38.0,162.0
4952,0.09904,42.0,158.0
4953,0.09906,42.0,158.0
4954,0.09908,43.0,157.0
4955,0.0991,46.0,154.0
4956,0.09912,43.0,157.0
4957,0.09914,43.0,157.0
4958,0.09916,43.0,157.0
4959,0.09918,40.0,160.0
4960,0.0992,42.0,158.0
4961,0.09922,43.0,157.0
4962,0.09924,44.0,156.0
4963,0.09926,43.0,157.0
4964,0.09928,45.0,155.0
4965,0.0993,44.0,156.0
4966,0.09932,45.0,155.0
4967,0.09934,46.0,154.0
4968,0.09936,45.0,155.0
4969,0.09938,46.0,154.0
4970,0.0994,48.0,152.0
4971,0.09942,48.0,152.0
4972,0.09944,49.0,151.0
4973,0.09946,50.0,150.0
4974,0.09948,49.0,151.0
4975,0.0995,46.0,154.0
4976,0.09952,46.0,154.0
4977,0.09954,44.0,156.0
4978,0.09956,46.0,154.0
4979,0.09958,46.0,154.0
4980,0.0996,44.0,156.0
4981,0.09962,44.0,156.0
4982,0.09964,43.0,157.0
4983,0.09966,42.0,158.0
4984,0.09968,42.0,158.0
4985,0.0997,43.0,157.0
4986,0.09972,43.0,157.0
4987,0.09974,43.0,157.0
4988,0.09976,44.0,156.0
4989,0.09978,42.0,158.0
4990,0.0998,44.0,156.0
4991,0.09982,43.0,157.0
4992,0.09984,44.0,156.0
4993,0.09986,40.0,160.0
4994,0.09988,40.0,160.0
4995,0.0999,39.0,161.0
4996,0.09992,39.0,161.0
4997,0.09994,39.0,161.0
4998,0.09996,41.0,159.0
4999,0.09998,41.0,159.0
5000,0.0999998,39.0,161.0
