Time (s): 0
100	A: 1. 
100	B: 1. 
Time (s): 0.001
91	A: 1. 
3	A: 2. 
3	A: 1. B: 1. 
89	B: 1. 
4	B: 2. 
Time (s): 0.002
86	A: 1. 
3	A: 2. 
80	B: 1. 
5	A: 1. B: 1. 
6	B: 2. 
1	A: 3. 
1	B: 3. 
Time (s): 0.003
78	A: 1. 
5	A: 2. 
75	B: 1. 
2	A: 1. B: 3. 
1	A: 2. B: 1. 
5	A: 1. B: 1. 
1	B: 5. 
1	A: 3. 
4	B: 2. 
Time (s): 0.004
74	A: 1. 
5	A: 2. 
6	A: 1. B: 1. 
68	B: 1. 
1	B: 4. 
2	A: 3. 
2	A: 1. B: 3. 
1	B: 5. 
1	A: 2. B: 2. 
3	B: 2. 
1	B: 3. 
Time (s): 0.005
61	A: 1. 
9	A: 2. 
8	A: 1. B: 1. 
63	B: 1. 
1	B: 4. 
3	A: 3. 
2	A: 1. B: 3. 
1	B: 5. 
1	A: 2. B: 3. 
4	B: 2. 
1	B: 3. 
Time (s): 0.006
48	A: 1. 
11	A: 2. 
8	A: 1. B: 1. 
59	B: 1. 
1	B: 4. 
2	A: 2. B: 1. 
3	A: 3. 
1	A: 3. B: 3. 
2	A: 1. B: 3. 
1	A: 4. 
5	B: 2. 
1	B: 5. 
1	B: 3. 
Time (s): 0.007
43	A: 1. 
8	A: 2. 
6	A: 3. 
10	A: 1. B: 1. 
49	B: 1. 
1	B: 4. 
2	A: 2. B: 1. 
1	A: 3. B: 3. 
1	A: 4. 
8	B: 2. 
1	B: 5. 
1	A: 1. B: 3. 
1	B: 3. 
1	A: 1. B: 5. 
Time (s): 0.008
37	A: 1. 
1	A: 5. B: 3. 
3	A: 3. 
6	A: 2. 
3	A: 5. 
12	A: 1. B: 1. 
43	B: 1. 
1	B: 4. 
2	A: 2. B: 1. 
10	B: 2. 
1	A: 4. 
1	B: 5. 
1	A: 1. B: 3. 
1	B: 3. 
1	A: 1. B: 5. 
Time (s): 0.009
33	A: 1. 
1	A: 5. B: 3. 
2	A: 4. 
6	A: 2. 
1	A: 6. 
38	B: 1. 
12	A: 1. B: 1. 
1	B: 4. 
2	A: 5. 
2	A: 2. B: 1. 
9	B: 2. 
2	A: 1. B: 3. 
1	A: 3. 
1	A: 1. B: 2. 
1	A: 3. B: 1. 
1	B: 6. 
1	A: 1. B: 5. 
1	B: 3. 
Time (s): 0.01
8	B: 2. 
27	A: 1. 
1	A: 5. B: 3. 
2	A: 5. 
7	A: 2. 
1	A: 6. 
35	B: 1. 
10	A: 1. B: 1. 
1	B: 4. 
1	A: 6. B: 2. 
1	A: 2. B: 1. 
3	A: 1. B: 3. 
1	A: 4. 
1	A: 2. B: 2. 
2	A: 3. B: 1. 
1	A: 3. 
1	A: 1. B: 5. 
1	B: 3. 
1	B: 6. 
1	A: 1. B: 2. 
Time (s): 0.011
6	B: 2. 
25	A: 1. 
1	A: 5. B: 3. 
3	A: 5. 
6	A: 2. 
2	A: 2. B: 1. 
2	A: 6. B: 2. 
33	B: 1. 
8	A: 1. B: 1. 
1	B: 4. 
1	A: 1. B: 2. 
2	A: 1. B: 3. 
2	A: 2. B: 2. 
2	A: 3. B: 1. 
1	A: 3. 
2	B: 3. 
1	A: 2. B: 3. 
1	B: 6. 
1	A: 1. B: 5. 
Time (s): 0.012
6	B: 2. 
21	A: 1. 
1	A: 5. B: 3. 
3	A: 5. 
5	A: 2. 
2	A: 2. B: 1. 
2	A: 6. B: 2. 
31	B: 1. 
10	A: 1. B: 1. 
1	B: 4. 
3	A: 2. B: 3. 
1	A: 1. B: 2. 
2	A: 2. B: 2. 
2	A: 3. B: 1. 
1	A: 3. 
1	B: 6. 
1	A: 2. B: 6. 
1	A: 1. B: 5. 
Time (s): 0.013
6	B: 2. 
21	A: 1. 
1	A: 5. B: 3. 
3	A: 5. 
5	A: 2. 
1	A: 2. B: 1. 
2	A: 6. B: 2. 
26	B: 1. 
10	A: 1. B: 1. 
1	B: 5. 
3	A: 2. B: 3. 
1	A: 1. B: 2. 
2	A: 2. B: 2. 
2	A: 3. B: 1. 
1	A: 2. B: 4. 
1	B: 7. 
1	A: 3. 
1	A: 2. B: 6. 
1	A: 1. B: 5. 
Time (s): 0.014
6	B: 2. 
20	A: 1. 
1	A: 5. B: 3. 
3	A: 5. 
5	A: 2. 
1	A: 2. B: 1. 
2	A: 6. B: 2. 
23	B: 1. 
1	A: 2. B: 7. 
1	B: 5. 
2	A: 1. B: 2. 
9	A: 1. B: 1. 
3	A: 2. B: 3. 
2	A: 2. B: 2. 
2	A: 3. B: 1. 
1	A: 2. B: 4. 
1	B: 7. 
1	A: 3. 
1	A: 2. B: 6. 
Time (s): 0.015
18	A: 1. 
1	A: 5. B: 3. 
3	A: 5. 
5	A: 2. 
4	A: 2. B: 3. 
2	A: 6. B: 2. 
19	B: 1. 
1	A: 2. B: 7. 
1	A: 2. B: 6. 
4	A: 1. B: 2. 
5	B: 2. 
1	A: 2. B: 1. 
6	A: 1. B: 1. 
2	A: 2. B: 2. 
1	B: 6. 
2	A: 3. B: 1. 
1	A: 3. B: 5. 
