Time (s): 0
5	A: 2. F: 2. 
2	A: 3. F: 2. 
1	A: 6. F: 1. 
2	A: 3. F: 1. 
1	A: 5. F: 5. 
1	A: 5. F: 2. 
2	A: 5. F: 4. 
Time (s): 0.085
2	A: 4. F: 3. 
4	A: 2. 
10	A: 3. 
4	A: 5. 
3	A: 1. F: 1. 
43	F: 1. 
6	A: 6. 
1	A: 4. F: 2. 
5	A: 4. 
7	A: 1. 
4	A: 3. F: 3. 
2	A: 2. F: 1. 
5	A: 2. F: 2. 
2	A: 3. F: 2. 
1	A: 6. F: 1. 
2	A: 3. F: 1. 
1	A: 5. F: 5. 
1	A: 5. F: 2. 
2	A: 5. F: 4. 
Time (s): 0.086
2	A: 4. F: 3. 
4	A: 2. 
9	A: 3. 
4	A: 5. 
3	A: 1. F: 1. 
42	F: 1. 
6	A: 6. 
1	A: 4. F: 2. 
5	A: 4. 
7	A: 1. 
4	A: 3. F: 3. 
2	A: 2. F: 1. 
5	A: 2. F: 2. 
2	A: 3. F: 2. 
1	A: 6. F: 1. 
3	A: 3. F: 1. 
1	A: 5. F: 5. 
1	A: 5. F: 2. 
2	A: 5. F: 4. 
Time (s): 0.087
2	A: 4. F: 3. 
3	A: 2. 
10	A: 3. 
4	A: 5. 
3	A: 1. F: 1. 
43	F: 1. 
6	A: 6. 
1	A: 4. F: 2. 
5	A: 4. 
6	A: 1. 
3	A: 3. F: 2. 
2	A: 2. F: 1. 
5	A: 2. F: 2. 
3	A: 3. F: 3. 
1	A: 6. F: 1. 
3	A: 3. F: 1. 
1	A: 5. F: 5. 
1	A: 5. F: 2. 
2	A: 5. F: 4. 
Time (s): 0.088
2	A: 4. F: 3. 
3	A: 2. 
10	A: 3. 
4	A: 5. 
3	A: 1. F: 1. 
43	F: 1. 
6	A: 6. 
1	A: 4. F: 2. 
5	A: 4. 
6	A: 1. 
3	A: 3. F: 2. 
2	A: 2. F: 1. 
5	A: 2. F: 2. 
3	A: 3. F: 3. 
1	A: 6. F: 1. 
3	A: 3. F: 1. 
1	A: 5. F: 5. 
1	A: 5. F: 2. 
2	A: 5. F: 4. 
Time (s): 0.089
2	A: 4. F: 3. 
3	A: 2. 
9	A: 3. 
3	A: 5. 
3	A: 1. F: 1. 
42	F: 1. 
6	A: 6. 
1	A: 5. F: 1. 
1	A: 4. F: 2. 
6	A: 4. 
5	A: 1. 
3	A: 3. F: 2. 
2	A: 2. F: 1. 
5	A: 2. F: 2. 
3	A: 3. F: 3. 
1	A: 6. F: 1. 
3	A: 3. F: 1. 
1	A: 5. F: 5. 
1	A: 5. F: 2. 
2	A: 5. F: 4. 
Time (s): 0.09
2	A: 4. F: 3. 
3	A: 2. 
9	A: 3. 
3	A: 5. 
3	A: 1. F: 1. 
42	F: 1. 
6	A: 6. 
1	A: 5. F: 1. 
1	A: 4. F: 2. 
6	A: 4. 
5	A: 1. 
3	A: 3. F: 2. 
2	A: 2. F: 1. 
5	A: 2. F: 2. 
3	A: 3. F: 3. 
1	A: 6. F: 1. 
3	A: 3. F: 1. 
1	A: 5. F: 5. 
1	A: 5. F: 2. 
2	A: 5. F: 4. 
Time (s): 0.091
2	A: 4. F: 3. 
3	A: 2. 
9	A: 3. 
3	A: 5. 
3	A: 1. F: 1. 
42	F: 1. 
6	A: 6. 
1	A: 5. F: 1. 
1	A: 4. F: 2. 
6	A: 4. 
5	A: 1. 
3	A: 3. F: 2. 
2	A: 2. F: 1. 
5	A: 2. F: 2. 
3	A: 3. F: 3. 
1	A: 6. F: 1. 
3	A: 3. F: 1. 
1	A: 5. F: 5. 
1	A: 5. F: 2. 
2	A: 5. F: 4. 
Time (s): 0.092
2	A: 4. F: 3. 
3	A: 2. 
9	A: 3. 
3	A: 5. 
3	A: 1. F: 1. 
42	F: 1. 
6	A: 6. 
1	A: 5. F: 1. 
1	A: 4. F: 2. 
6	A: 4. 
5	A: 1. 
3	A: 3. F: 2. 
2	A: 2. F: 1. 
5	A: 2. F: 2. 
3	A: 3. F: 3. 
1	A: 6. F: 1. 
3	A: 3. F: 1. 
1	A: 5. F: 5. 
1	A: 5. F: 2. 
2	A: 5. F: 4. 
Time (s): 0.093
2	A: 4. F: 3. 
3	A: 2. 
9	A: 3. 
3	A: 5. 
3	A: 1. F: 1. 
41	F: 1. 
6	A: 6. 
1	A: 5. F: 1. 
1	A: 4. F: 2. 
6	A: 4. 
5	A: 1. 
4	A: 3. F: 2. 
2	A: 2. F: 1. 
5	A: 2. F: 2. 
3	A: 3. F: 3. 
1	A: 6. F: 1. 
2	A: 3. F: 1. 
1	A: 5. F: 5. 
1	A: 5. F: 2. 
2	A: 5. F: 4. 
Time (s): 0.094
2	A: 4. F: 3. 
3	A: 2. 
9	A: 3. 
3	A: 5. 
3	A: 1. F: 1. 
41	F: 1. 
6	A: 6. 
1	A: 5. F: 1. 
1	A: 4. F: 2. 
6	A: 4. 
5	A: 1. 
4	A: 3. F: 2. 
2	A: 2. F: 1. 
5	A: 2. F: 2. 
3	A: 3. F: 3. 
1	A: 6. F: 1. 
2	A: 3. F: 1. 
1	A: 5. F: 5. 
1	A: 5. F: 2. 
2	A: 5. F: 4. 
Time (s): 0.095
2	A: 4. F: 3. 
3	A: 2. 
9	A: 3. 
3	A: 5. 
3	A: 1. F: 1. 
42	F: 1. 
6	A: 6. 
1	A: 5. F: 1. 
1	A: 4. F: 2. 
6	A: 4. 
5	A: 1. 
3	A: 3. F: 1. 
2	A: 2. F: 1. 
5	A: 2. F: 2. 
3	A: 3. F: 2. 
3	A: 3. F: 3. 
1	A: 6. F: 1. 
1	A: 5. F: 5. 
1	A: 5. F: 2. 
2	A: 5. F: 4. 
Time (s): 0.096
2	A: 4. F: 3. 
3	A: 2. 
9	A: 3. 
3	A: 5. 
3	A: 1. F: 1. 
43	F: 1. 
6	A: 6. 
1	A: 5. F: 1. 
1	A: 4. F: 2. 
6	A: 4. 
5	A: 1. 
3	A: 3. F: 1. 
3	A: 2. F: 1. 
4	A: 2. F: 2. 
3	A: 3. F: 2. 
3	A: 3. F: 3. 
1	A: 6. F: 1. 
1	A: 5. F: 5. 
1	A: 5. F: 2. 
2	A: 5. F: 4. 
Time (s): 0.097
2	A: 4. F: 3. 
3	A: 2. 
9	A: 3. 
2	A: 5. 
3	A: 1. F: 1. 
42	F: 1. 
7	A: 6. 
1	A: 5. F: 1. 
1	A: 4. F: 2. 
6	A: 4. 
4	A: 1. 
3	A: 3. F: 1. 
3	A: 2. F: 1. 
4	A: 2. F: 2. 
3	A: 3. F: 2. 
3	A: 3. F: 3. 
1	A: 6. F: 1. 
2	A: 5. F: 5. 
1	A: 5. F: 2. 
1	A: 5. F: 4. 
Time (s): 0.098
2	A: 4. F: 3. 
3	A: 2. 
9	A: 3. 
2	A: 5. 
3	A: 1. F: 1. 
42	F: 1. 
7	A: 6. 
1	A: 5. F: 1. 
1	A: 4. F: 2. 
6	A: 4. 
4	A: 1. 
3	A: 3. F: 1. 
3	A: 2. F: 1. 
4	A: 2. F: 2. 
3	A: 3. F: 2. 
3	A: 3. F: 3. 
1	A: 6. F: 1. 
2	A: 5. F: 5. 
1	A: 5. F: 2. 
1	A: 5. F: 4. 
Time (s): 0.099
2	A: 4. F: 3. 
3	A: 2. 
9	A: 3. 
2	A: 5. 
3	A: 1. F: 1. 
42	F: 1. 
7	A: 6. 
1	A: 5. F: 1. 
1	A: 4. F: 2. 
6	A: 4. 
4	A: 1. 
3	A: 3. F: 1. 
3	A: 2. F: 1. 
4	A: 2. F: 2. 
3	A: 3. F: 2. 
3	A: 3. F: 3. 
1	A: 6. F: 1. 
2	A: 5. F: 5. 
1	A: 5. F: 2. 
1	A: 5. F: 4. 
Time (s): 0.0999999
2	A: 4. F: 3. 
3	A: 2. 
9	A: 3. 
2	A: 5. 
3	A: 1. F: 1. 
42	F: 1. 
7	A: 6. 
1	A: 5. F: 1. 
1	A: 4. F: 2. 
6	A: 4. 
4	A: 1. 
3	A: 3. F: 1. 
3	A: 2. F: 1. 
4	A: 2. F: 2. 
3	A: 3. F: 2. 
3	A: 3. F: 3. 
1	A: 6. F: 1. 
2	A: 5. F: 5. 
1	A: 5. F: 2. 
1	A: 5. F: 4. 
