Time (s),A(lg1),A(lg2),A(lg3),A(lg4),A(lg5),B(lg1),B(lg2),B(lg3),B(lg4),B(lg5),A(lg1!1).A(lg1!1),A(lg2!1).A(lg2!1),A(lg3!1).A(lg3!1),A(lg4!1).A(lg4!1),A(lg5!1).A(lg5!1),A(lg1!1).A(lg2!1),A(lg1!1).A(lg3!1),A(lg1!1).A(lg4!1),A(lg1!1).A(lg5!1),A(lg2!1).A(lg3!1),A(lg2!1).A(lg4!1),A(lg2!1).A(lg5!1),A(lg3!1).A(lg4!1),A(lg3!1).A(lg5!1),A(lg4!1).A(lg5!1),B(lg1!1).B(lg1!1),B(lg2!1).B(lg2!1),B(lg3!1).B(lg3!1),B(lg4!1).B(lg4!1),B(lg5!1).B(lg5!1),B(lg1!1).B(lg2!1),B(lg1!1).B(lg3!1),B(lg1!1).B(lg4!1),B(lg1!1).B(lg5!1),B(lg2!1).B(lg3!1),B(lg2!1).B(lg4!1),B(lg2!1).B(lg5!1),B(lg3!1).B(lg4!1),B(lg3!1).B(lg5!1),B(lg4!1).B(lg5!1),A(lg1!1).B(lg1!1),A(lg1!1).B(lg2!1),A(lg1!1).B(lg3!1),A(lg1!1).B(lg4!1),A(lg1!1).B(lg5!1),A(lg2!1).B(lg1!1),A(lg2!1).B(lg2!1),A(lg2!1).B(lg3!1),A(lg2!1).B(lg4!1),A(lg2!1).B(lg5!1),A(lg3!1).B(lg1!1),A(lg3!1).B(lg2!1),A(lg3!1).B(lg3!1),A(lg3!1).B(lg4!1),A(lg3!1).B(lg5!1),A(lg4!1).B(lg1!1),A(lg4!1).B(lg2!1),A(lg4!1).B(lg3!1),A(lg4!1).B(lg4!1),A(lg4!1).B(lg5!1),A(lg5!1).B(lg1!1),A(lg5!1).B(lg2!1),A(lg5!1).B(lg3!1),A(lg5!1).B(lg4!1),A(lg5!1).B(lg5!1)
0.076,26,38,28,35,28,31,31,36,38,25,3,3,6,5,4,7,8,7,13,5,6,11,7,7,10,6,4,2,4,5,4,6,10,7,4,9,8,8,15,7,7,8,5,6,7,8,7,2,5,5,5,8,7,5,8,7,7,4,2,5,3,6,9,2,3
0.077,26,38,28,35,28,31,31,36,38,25,3,3,6,5,4,7,8,7,13,5,6,11,7,7,10,6,4,2,4,5,4,6,10,7,4,9,8,8,15,7,7,8,5,6,7,8,7,2,5,5,5,8,7,5,8,7,7,4,2,5,3,6,9,2,3
0.078,26,38,28,35,28,31,31,36,38,25,3,3,6,5,4,7,8,7,13,5,6,11,7,7,10,6,4,2,4,5,4,6,10,7,4,9,8,8,15,7,7,8,5,6,7,8,7,2,5,5,5,8,7,5,8,7,7,4,2,5,3,6,9,2,3
0.079,26,38,28,35,28,31,31,36,38,25,3,3,6,5,4,7,8,7,13,5,6,11,7,7,10,6,4,2,4,5,4,6,10,7,4,9,8,8,15,7,7,8,5,6,7,8,7,2,5,5,5,8,7,5,8,7,7,4,2,5,3,6,9,2,3
0.08,26,38,28,35,28,31,31,36,38,25,3,3,6,5,4,7,8,7,13,5,6,11,7,7,10,6,4,2,4,5,4,6,10,7,4,9,8,8,15,7,7,8,5,6,7,8,7,2,5,5,5,8,7,5,8,7,7,4,2,5,3,6,9,2,3
0.081,26,38,28,35,28,31,31,36,38,25,3,3,6,5,4,7,8,7,13,5,6,11,7,7,10,6,4,2,4,5,4,6,10,7,4,9,8,8,15,7,7,8,5,6,7,8,7,2,5,5,5,8,7,5,8,7,7,4,2,5,3,6,9,2,3
0.082,26,38,28,35,28,31,31,36,38,25,3,3,6,5,4,7,8,7,13,5,6,11,7,7,10,6,4,2,4,5,4,6,10,7,4,9,8,8,15,7,7,8,5,6,7,8,7,2,5,5,5,8,7,5,8,7,7,4,2,5,3,6,9,2,3
0.083,26,38,28,35,28,31,31,36,38,25,3,3,6,5,4,7,8,7,13,5,6,11,7,7,10,6,4,2,4,5,4,6,10,7,4,9,8,8,15,7,7,8,5,6,7,8,7,2,5,5,5,8,7,5,8,7,7,4,2,5,3,6,9,2,3
0.084,26,38,28,35,28,31,31,36,38,25,3,3,6,5,4,7,8,7,13,5,6,11,7,7,10,6,4,2,4,5,4,6,10,7,4,9,8,8,15,7,7,8,5,6,7,8,7,2,5,5,5,8,7,5,8,7,7,4,2,5,3,6,9,2,3
0.085,26,38,28,35,28,31,31,36,38,25,3,3,6,5,4,7,8,7,13,5,6,11,7,7,10,6,4,2,4,5,4,6,10,7,4,9,8,8,15,7,7,8,5,6,7,8,7,2,5,5,5,8,7,5,8,7,7,4,2,5,3,6,9,2,3
0.086,26,38,28,35,28,31,31,36,38,25,3,3,6,5,4,7,8,7,13,5,6,11,7,7,10,6,4,2,4,5,4,6,10,7,4,9,8,8,15,7,7,8,5,6,7,8,7,2,5,5,5,8,7,5,8,7,7,4,2,5,3,6,9,2,3
0.087,25,36,26,34,28,30,31,36,37,25,3,3,6,5,4,7,8,7,13,6,6,11,8,7,10,6,4,2,4,5,4,6,10,7,4,9,8,8,15,7,8,8,5,6,7,8,7,2,6,5,5,8,7,5,8,7,7,4,2,5,3,6,9,2,3
0.088,24,34,25,32,26,29,30,36,37,25,3,4,6,5,4,7,8,7,14,6,6,11,9,7,10,6,4,2,4,5,4,6,10,7,4,9,8,8,15,7,8,8,5,6,7,8,7,2,6,5,5,8,7,5,8,8,7,4,2,5,3,7,9,2,3
0.089,24,34,25,32,26,29,30,36,37,25,3,4,6,5,4,7,8,7,14,6,6,11,9,7,10,6,4,2,4,5,4,6,10,7,4,9,8,8,15,7,8,8,5,6,7,8,7,2,6,5,5,8,7,5,8,8,7,4,2,5,3,7,9,2,3
0.09,24,34,25,32,26,29,30,36,37,25,3,4,6,5,4,7,8,7,14,6,6,11,9,7,10,6,4,2,4,5,4,6,10,7,4,9,8,8,15,7,8,8,5,6,7,8,7,2,6,5,5,8,7,5,8,8,7,4,2,5,3,7,9,2,3
0.091,24,34,25,32,26,29,30,36,37,25,3,4,6,5,4,7,8,7,14,6,6,11,9,7,10,6,4,2,4,5,4,6,10,7,4,9,8,8,15,7,8,8,5,6,7,8,7,2,6,5,5,8,7,5,8,8,7,4,2,5,3,7,9,2,3
0.092,24,34,25,32,26,29,30,36,37,25,3,4,6,5,4,7,8,7,14,6,6,11,9,7,10,6,4,2,4,5,4,6,10,7,4,9,8,8,15,7,8,8,5,6,7,8,7,2,6,5,5,8,7,5,8,8,7,4,2,5,3,7,9,2,3
0.093,24,34,25,32,26,29,30,36,37,25,3,4,6,5,4,7,8,7,14,6,6,11,9,7,10,6,4,2,4,5,4,6,10,7,4,9,8,8,15,7,8,8,5,6,7,8,7,2,6,5,5,8,7,5,8,8,7,4,2,5,3,7,9,2,3
0.094,24,34,25,32,26,29,30,36,37,25,3,4,6,5,4,7,8,7,14,6,6,11,9,7,10,6,4,2,4,5,4,6,10,7,4,9,8,8,15,7,8,8,5,6,7,8,7,2,6,5,5,8,7,5,8,8,7,4,2,5,3,7,9,2,3
0.095,24,34,25,32,26,29,30,36,37,25,3,4,6,5,4,7,8,7,14,6,6,11,9,7,10,6,4,2,4,5,4,6,10,7,4,9,8,8,15,7,8,8,5,6,7,8,7,2,6,5,5,8,7,5,8,8,7,4,2,5,3,7,9,2,3
0.096,24,34,25,32,26,29,30,36,37,25,3,4,6,5,4,7,8,7,14,6,6,11,9,7,10,6,4,2,4,5,4,6,10,7,4,9,8,8,15,7,8,8,5,6,7,8,7,2,6,5,5,8,7,5,8,8,7,4,2,5,3,7,9,2,3
0.097,24,34,25,32,26,29,30,36,37,25,3,4,6,5,4,7,8,7,14,6,6,11,9,7,10,6,4,2,4,5,4,6,10,7,4,9,8,8,15,7,8,8,5,6,7,8,7,2,6,5,5,8,7,5,8,8,7,4,2,5,3,7,9,2,3
0.098,23,34,24,29,24,29,29,36,37,25,3,4,6,5,4,7,8,8,14,6,6,11,10,7,11,6,4,2,4,5,4,6,10,7,4,9,8,8,15,7,8,8,5,6,7,8,7,2,6,5,5,8,7,5,8,8,7,4,2,5,3,8,9,2,3
0.099,23,34,24,29,24,29,29,36,37,25,3,4,6,5,4,7,8,8,14,6,6,11,10,7,11,6,4,2,4,5,4,6,10,7,4,9,8,8,15,7,8,8,5,6,7,8,7,2,6,5,5,8,7,5,8,8,7,4,2,5,3,8,9,2,3
0.1,23,34,24,29,24,29,29,36,37,25,3,4,6,5,4,7,8,8,14,6,6,11,10,7,11,6,4,2,4,5,4,6,10,7,4,9,8,8,15,7,8,8,5,6,7,8,7,2,6,5,5,8,7,5,8,8,7,4,2,5,3,8,9,2,3
0.101,23,34,24,29,24,29,29,36,37,25,3,4,6,5,4,7,8,8,14,6,6,11,10,7,11,6,4,2,4,5,4,6,10,7,4,9,8,8,15,7,8,8,5,6,7,8,7,2,6,5,5,8,7,5,8,8,7,4,2,5,3,8,9,2,3
0.102,23,34,23,27,24,24,26,33,35,21,3,4,6,5,4,7,8,8,14,6,6,11,10,7,11,7,4,2,4,5,4,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,7,2,6,5,5,9,7,5,8,10,7,4,2,5,3,8,9,2,3
0.103,23,34,23,27,24,24,26,33,35,21,3,4,6,5,4,7,8,8,14,6,6,11,10,7,11,7,4,2,4,5,4,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,7,2,6,5,5,9,7,5,8,10,7,4,2,5,3,8,9,2,3
0.104,23,34,23,27,24,24,26,33,35,21,3,4,6,5,4,7,8,8,14,6,6,11,10,7,11,7,4,2,4,5,4,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,7,2,6,5,5,9,7,5,8,10,7,4,2,5,3,8,9,2,3
0.105,23,34,23,27,24,24,26,33,35,21,3,4,6,5,4,7,8,8,14,6,6,11,10,7,11,7,4,2,4,5,4,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,7,2,6,5,5,9,7,5,8,10,7,4,2,5,3,8,9,2,3
0.106,23,34,23,27,24,24,26,33,35,21,3,4,6,5,4,7,8,8,14,6,6,11,10,7,11,7,4,2,4,5,4,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,7,2,6,5,5,9,7,5,8,10,7,4,2,5,3,8,9,2,3
0.107,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.108,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.109,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.11,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.111,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.112,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.113,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.114,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.115,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.116,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.117,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.118,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.119,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.12,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.121,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.122,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.123,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.124,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.125,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.126,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.127,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.128,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.129,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.13,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.131,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.132,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.133,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.134,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.135,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.136,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.137,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.138,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.139,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.14,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.141,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.142,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.143,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.144,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.145,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.146,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.147,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.148,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.149,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.15,23,31,19,24,22,23,24,32,35,21,3,4,6,5,4,7,8,8,14,7,7,11,11,8,12,7,4,2,4,5,5,6,11,7,4,10,9,8,18,7,8,8,5,6,7,8,8,2,6,5,5,9,8,5,8,10,7,4,2,5,3,8,9,2,3
0.151,22,30,17,24,21,22,22,30,34,20,3,4,6,5,4,7,9,8,14,7,7,11,11,8,12,7,4,2,4,5,6,6,11,7,4,10,9,8,19,7,8,8,5,6,7,8,8,3,6,5,5,9,8,6,8,10,7,4,2,5,3,9,9,2,3
0.152,22,30,17,24,21,22,22,30,34,20,3,4,6,5,4,7,9,8,14,7,7,11,11,8,12,7,4,2,4,5,6,6,11,7,4,10,9,8,19,7,8,8,5,6,7,8,8,3,6,5,5,9,8,6,8,10,7,4,2,5,3,9,9,2,3
0.153,22,30,17,24,21,22,22,30,34,20,3,4,6,5,4,7,9,8,14,7,7,11,11,8,12,7,4,2,4,5,6,6,11,7,4,10,9,8,19,7,8,8,5,6,7,8,8,3,6,5,5,9,8,6,8,10,7,4,2,5,3,9,9,2,3
0.154,22,30,17,24,21,22,22,30,34,20,3,4,6,5,4,7,9,8,14,7,7,11,11,8,12,7,4,2,4,5,6,6,11,7,4,10,9,8,19,7,8,8,5,6,7,8,8,3,6,5,5,9,8,6,8,10,7,4,2,5,3,9,9,2,3
0.155,22,30,17,24,21,22,22,30,34,20,3,4,6,5,4,7,9,8,14,7,7,11,11,8,12,7,4,2,4,5,6,6,11,7,4,10,9,8,19,7,8,8,5,6,7,8,8,3,6,5,5,9,8,6,8,10,7,4,2,5,3,9,9,2,3
0.156,22,30,17,24,21,22,22,30,34,20,3,4,6,5,4,7,9,8,14,7,7,11,11,8,12,7,4,2,4,5,6,6,11,7,4,10,9,8,19,7,8,8,5,6,7,8,8,3,6,5,5,9,8,6,8,10,7,4,2,5,3,9,9,2,3
0.157,22,30,17,24,21,22,22,30,34,20,3,4,6,5,4,7,9,8,14,7,7,11,11,8,12,7,4,2,4,5,6,6,11,7,4,10,9,8,19,7,8,8,5,6,7,8,8,3,6,5,5,9,8,6,8,10,7,4,2,5,3,9,9,2,3
0.158,22,30,17,24,21,22,22,30,34,20,3,4,6,5,4,7,9,8,14,7,7,11,11,8,12,7,4,2,4,5,6,6,11,7,4,10,9,8,19,7,8,8,5,6,7,8,8,3,6,5,5,9,8,6,8,10,7,4,2,5,3,9,9,2,3
0.159,22,30,17,24,21,22,22,30,34,20,3,4,6,5,4,7,9,8,14,7,7,11,11,8,12,7,4,2,4,5,6,6,11,7,4,10,9,8,19,7,8,8,5,6,7,8,8,3,6,5,5,9,8,6,8,10,7,4,2,5,3,9,9,2,3
0.16,22,30,17,24,21,22,22,30,34,20,3,4,6,5,4,7,9,8,14,7,7,11,11,8,12,7,4,2,4,5,6,6,11,7,4,10,9,8,19,7,8,8,5,6,7,8,8,3,6,5,5,9,8,6,8,10,7,4,2,5,3,9,9,2,3
0.161,22,30,17,24,21,22,22,30,34,20,3,4,6,5,4,7,9,8,14,7,7,11,11,8,12,7,4,2,4,5,6,6,11,7,4,10,9,8,19,7,8,8,5,6,7,8,8,3,6,5,5,9,8,6,8,10,7,4,2,5,3,9,9,2,3
0.162,22,30,17,24,21,22,22,30,34,20,3,4,6,5,4,7,9,8,14,7,7,11,11,8,12,7,4,2,4,5,6,6,11,7,4,10,9,8,19,7,8,8,5,6,7,8,8,3,6,5,5,9,8,6,8,10,7,4,2,5,3,9,9,2,3
0.163,22,30,17,24,21,22,22,30,34,20,3,4,6,5,4,7,9,8,14,7,7,11,11,8,12,7,4,2,4,5,6,6,11,7,4,10,9,8,19,7,8,8,5,6,7,8,8,3,6,5,5,9,8,6,8,10,7,4,2,5,3,9,9,2,3
0.164,22,30,17,24,21,22,22,30,34,20,3,4,6,5,4,7,9,8,14,7,7,11,11,8,12,7,4,2,4,5,6,6,11,7,4,10,9,8,19,7,8,8,5,6,7,8,8,3,6,5,5,9,8,6,8,10,7,4,2,5,3,9,9,2,3
0.165,22,30,17,24,21,22,22,30,34,20,3,4,6,5,4,7,9,8,14,7,7,11,11,8,12,7,4,2,4,5,6,6,11,7,4,10,9,8,19,7,8,8,5,6,7,8,8,3,6,5,5,9,8,6,8,10,7,4,2,5,3,9,9,2,3
0.166,22,30,17,24,21,22,22,30,34,20,3,4,6,5,4,7,9,8,14,7,7,11,11,8,12,7,4,2,4,5,6,6,11,7,4,10,9,8,19,7,8,8,5,6,7,8,8,3,6,5,5,9,8,6,8,10,7,4,2,5,3,9,9,2,3
0.167,22,30,17,24,21,22,22,30,34,20,3,4,6,5,4,7,9,8,14,7,7,11,11,8,12,7,4,2,4,5,6,6,11,7,4,10,9,8,19,7,8,8,5,6,7,8,8,3,6,5,5,9,8,6,8,10,7,4,2,5,3,9,9,2,3
0.168,22,30,17,24,21,22,22,30,34,20,3,4,6,5,4,7,9,8,14,7,7,11,11,8,12,7,4,2,4,5,6,6,11,7,4,10,9,8,19,7,8,8,5,6,7,8,8,3,6,5,5,9,8,6,8,10,7,4,2,5,3,9,9,2,3
0.169,22,30,17,24,21,22,22,30,34,20,3,4,6,5,4,7,9,8,14,7,7,11,11,8,12,7,4,2,4,5,6,6,11,7,4,10,9,8,19,7,8,8,5,6,7,8,8,3,6,5,5,9,8,6,8,10,7,4,2,5,3,9,9,2,3
0.17,22,30,17,24,21,22,22,30,34,20,3,4,6,5,4,7,9,8,14,7,7,11,11,8,12,7,4,2,4,5,6,6,11,7,4,10,9,8,19,7,8,8,5,6,7,8,8,3,6,5,5,9,8,6,8,10,7,4,2,5,3,9,9,2,3
0.171,22,30,17,24,21,22,22,30,34,20,3,4,6,5,4,7,9,8,14,7,7,11,11,8,12,7,4,2,4,5,6,6,11,7,4,10,9,8,19,7,8,8,5,6,7,8,8,3,6,5,5,9,8,6,8,10,7,4,2,5,3,9,9,2,3
0.172,22,30,17,24,21,22,22,30,34,20,3,4,6,5,4,7,9,8,14,7,7,11,11,8,12,7,4,2,4,5,6,6,11,7,4,10,9,8,19,7,8,8,5,6,7,8,8,3,6,5,5,9,8,6,8,10,7,4,2,5,3,9,9,2,3
