TIME(s)	'A,A'	'A,B'	'B,B'	Nloops	nOverlapPartner	nOverlapSystem	nOverlapSpanBox	nDisplace2D	nDisplace3D	nDisplace3Dto2D	nAssocSuccess
0.094	107	145	99	179	113	2	0	0	0	0	181
0.095	107	145	99	179	114	2	0	0	0	0	181
0.096	107	145	99	179	115	2	0	0	0	0	181
0.097	107	145	99	179	117	2	0	0	0	0	181
0.098	110	146	99	182	117	2	0	0	0	0	182
0.099	110	146	99	182	117	2	0	0	0	0	182
0.1	110	146	99	182	117	2	0	0	0	0	182
0.101	110	146	99	182	121	2	0	0	0	0	182
0.102	110	149	106	190	124	2	0	0	0	0	184
0.103	110	149	106	190	125	2	0	0	0	0	184
0.104	110	149	106	190	128	2	0	0	0	0	184
0.105	110	149	106	190	129	2	0	0	0	0	184
0.106	110	149	106	190	129	2	0	0	0	0	184
0.107	115	151	107	197	129	2	0	0	0	0	185
0.108	115	151	107	197	129	2	0	0	0	0	185
0.109	115	151	107	197	130	2	0	0	0	0	185
0.11	115	151	107	197	131	2	0	0	0	0	185
0.111	115	151	107	197	131	2	0	0	0	0	185
0.112	115	151	107	197	133	2	0	0	0	0	185
0.113	115	151	107	197	133	2	0	0	0	0	185
0.114	115	151	107	197	134	2	0	0	0	0	185
0.115	115	151	107	197	136	2	0	0	0	0	185
0.116	115	151	107	197	136	2	0	0	0	0	185
0.117	115	151	107	197	136	2	0	0	0	0	185
0.118	115	151	107	197	136	2	0	0	0	0	185
0.119	115	151	107	197	136	2	0	0	0	0	185
0.12	115	151	107	197	136	2	0	0	0	0	185
0.121	115	151	107	197	138	2	0	0	0	0	185
0.122	115	151	107	197	140	2	0	0	0	0	185
0.123	115	151	107	197	142	2	0	0	0	0	185
0.124	115	151	107	197	143	2	0	0	0	0	185
0.125	115	151	107	197	144	2	0	0	0	0	185
0.126	115	151	107	197	145	2	0	0	0	0	185
0.127	115	151	107	197	145	2	0	0	0	0	185
0.128	115	151	107	197	145	2	0	0	0	0	185
0.129	115	151	107	197	146	2	0	0	0	0	185
0.13	115	151	107	197	146	2	0	0	0	0	185
0.131	115	151	107	197	148	2	0	0	0	0	185
0.132	115	151	107	197	148	2	0	0	0	0	185
0.133	115	151	107	197	148	2	0	0	0	0	185
0.134	115	151	107	197	149	2	0	0	0	0	185
0.135	115	151	107	197	150	2	0	0	0	0	185
0.136	115	151	107	197	151	2	0	0	0	0	185
0.137	115	151	107	197	152	2	0	0	0	0	185
0.138	115	151	107	197	152	2	0	0	0	0	185
0.139	115	151	107	197	153	2	0	0	0	0	185
0.14	115	151	107	197	155	2	0	0	0	0	185
0.141	115	151	107	197	156	2	0	0	0	0	185
0.142	115	151	107	197	157	2	0	0	0	0	185
0.143	115	151	107	197	158	2	0	0	0	0	185
0.144	115	151	107	197	159	2	0	0	0	0	185
0.145	115	151	107	197	159	2	0	0	0	0	185
0.146	115	151	107	197	160	2	0	0	0	0	185
0.147	115	151	107	197	160	2	0	0	0	0	185
0.148	115	151	107	197	161	2	0	0	0	0	185
0.149	115	151	107	197	164	2	0	0	0	0	185
0.15	115	151	107	197	164	2	0	0	0	0	185
0.151	116	154	109	202	167	2	0	0	0	0	186
0.152	116	154	109	202	168	2	0	0	0	0	186
0.153	116	154	109	202	168	2	0	0	0	0	186
0.154	116	154	109	202	168	2	0	0	0	0	186
0.155	116	154	109	202	168	2	0	0	0	0	186
0.156	116	154	109	202	169	2	0	0	0	0	186
0.157	116	154	109	202	170	2	0	0	0	0	186
0.158	116	154	109	202	170	2	0	0	0	0	186
0.159	116	154	109	202	171	2	0	0	0	0	186
0.16	116	154	109	202	171	2	0	0	0	0	186
0.161	116	154	109	202	172	2	0	0	0	0	186
0.162	116	154	109	202	172	2	0	0	0	0	186
0.163	116	154	109	202	173	2	0	0	0	0	186
0.164	116	154	109	202	174	2	0	0	0	0	186
0.165	116	154	109	202	174	2	0	0	0	0	186
0.166	116	154	109	202	174	2	0	0	0	0	186
0.167	116	154	109	202	176	2	0	0	0	0	186
0.168	116	154	109	202	176	2	0	0	0	0	186
0.169	116	154	109	202	177	2	0	0	0	0	186
0.17	116	154	109	202	177	2	0	0	0	0	186
0.171	116	154	109	202	177	2	0	0	0	0	186
0.172	116	154	109	202	178	2	0	0	0	0	186
0.173	116	154	109	202	179	2	0	0	0	0	186
0.174	116	154	109	202	179	2	0	0	0	0	186
0.175	116	154	109	202	180	2	0	0	0	0	186
0.176	116	154	109	202	180	2	0	0	0	0	186
0.177	116	154	109	202	181	2	0	0	0	0	186
0.178	116	154	109	202	182	2	0	0	0	0	186
0.179	116	154	109	202	182	2	0	0	0	0	186
0.18	116	154	109	202	183	2	0	0	0	0	186
0.181	116	154	109	202	185	2	0	0	0	0	186
0.182	116	154	109	202	188	2	0	0	0	0	186
0.183	116	154	109	202	192	2	0	0	0	0	186
0.184	116	154	109	202	193	2	0	0	0	0	186
0.185	116	154	109	202	195	2	0	0	0	0	186
0.186	116	154	109	202	198	2	0	0	0	0	186
0.187	116	154	109	202	199	2	0	0	0	0	186
0.188	116	154	109	202	199	2	0	0	0	0	186
0.189	116	154	109	202	199	2	0	0	0	0	186
0.19	116	154	109	202	201	2	0	0	0	0	186
0.191	116	154	109	202	204	2	0	0	0	0	186
0.192	116	154	109	202	204	2	0	0	0	0	186
0.193	116	154	109	202	206	2	0	0	0	0	186
0.194	116	154	109	202	207	2	0	0	0	0	186
0.195	116	154	109	202	207	2	0	0	0	0	186
0.196	116	154	109	202	208	2	0	0	0	0	186
0.197	116	154	109	202	210	2	0	0	0	0	186
0.198	116	154	109	202	211	2	0	0	0	0	186
0.199	116	154	109	202	212	2	0	0	0	0	186
0.2	116	154	109	202	216	2	0	0	0	0	186
0.201	116	154	109	202	216	2	0	0	0	0	186
0.202	116	154	109	202	218	2	0	0	0	0	186
0.203	116	154	109	202	218	2	0	0	0	0	186
0.204	116	154	109	202	218	2	0	0	0	0	186
0.205	116	154	109	202	219	2	0	0	0	0	186
0.206	116	154	109	202	221	2	0	0	0	0	186
0.207	116	154	109	202	223	2	0	0	0	0	186
0.208	116	154	109	202	226	2	0	0	0	0	186
0.209	116	154	109	202	227	2	0	0	0	0	186
0.21	116	154	109	202	228	2	0	0	0	0	186
0.211	116	154	109	202	229	2	0	0	0	0	186
0.212	116	154	109	202	230	2	0	0	0	0	186
0.213	116	154	109	202	230	2	0	0	0	0	186
0.214	116	154	109	202	231	2	0	0	0	0	186
0.215	116	154	109	202	231	2	0	0	0	0	186
0.216	116	154	109	202	231	2	0	0	0	0	186
0.217	116	154	109	202	236	2	0	0	0	0	186
0.218	116	154	109	202	238	2	0	0	0	0	186
0.219	116	154	109	202	242	2	0	0	0	0	186
0.22	116	154	109	202	245	2	0	0	0	0	186
0.221	116	154	109	202	248	2	0	0	0	0	186
0.222	116	154	109	202	252	2	0	0	0	0	186
0.223	116	154	109	202	252	2	0	0	0	0	186
0.224	116	154	109	202	253	2	0	0	0	0	186
0.225	116	154	109	202	253	2	0	0	0	0	186
0.226	116	154	109	202	253	2	0	0	0	0	186
0.227	116	154	109	202	253	2	0	0	0	0	186
0.228	116	154	109	202	253	2	0	0	0	0	186
0.229	116	154	109	202	253	2	0	0	0	0	186
0.23	116	154	109	202	256	2	0	0	0	0	186
0.231	116	154	109	202	258	2	0	0	0	0	186
0.232	116	154	109	202	258	2	0	0	0	0	186
0.233	116	154	109	202	258	2	0	0	0	0	186
0.234	116	154	109	202	260	2	0	0	0	0	186
0.235	116	154	109	202	260	2	0	0	0	0	186
0.236	116	154	109	202	260	2	0	0	0	0	186
0.237	116	154	109	202	260	2	0	0	0	0	186
0.238	116	154	109	202	260	2	0	0	0	0	186
0.239	116	154	109	202	260	2	0	0	0	0	186
0.24	116	154	109	202	262	2	0	0	0	0	186
0.241	116	154	109	202	262	2	0	0	0	0	186
0.242	116	154	109	202	263	2	0	0	0	0	186
0.243	116	154	109	202	264	2	0	0	0	0	186
0.244	116	154	109	202	269	2	0	0	0	0	186
0.245	116	154	109	202	269	2	0	0	0	0	186
0.246	116	154	109	202	269	2	0	0	0	0	186
0.247	116	154	109	202	270	2	0	0	0	0	186
0.248	116	154	109	202	270	2	0	0	0	0	186
0.249	116	154	109	202	271	2	0	0	0	0	186
0.25	116	154	109	202	271	2	0	0	0	0	186
0.251	116	154	109	202	271	2	0	0	0	0	186
0.252	116	154	109	202	271	2	0	0	0	0	186
0.253	116	154	109	202	274	2	0	0	0	0	186
0.254	116	154	109	202	274	2	0	0	0	0	186
0.255	116	154	109	202	278	2	0	0	0	0	186
0.256	116	154	109	202	280	2	0	0	0	0	186
0.257	116	154	109	202	280	2	0	0	0	0	186
0.258	116	154	109	202	280	2	0	0	0	0	186
0.259	116	154	109	202	280	2	0	0	0	0	186
0.26	116	154	109	202	280	2	0	0	0	0	186
0.261	116	154	109	202	280	2	0	0	0	0	186
0.262	116	154	109	202	280	2	0	0	0	0	186
0.263	116	154	109	202	281	2	0	0	0	0	186
0.264	116	154	109	202	282	2	0	0	0	0	186
0.265	116	154	109	202	286	2	0	0	0	0	186
0.266	116	154	109	202	289	2	0	0	0	0	186
0.267	116	154	109	202	290	2	0	0	0	0	186
0.268	116	154	109	202	291	2	0	0	0	0	186
0.269	116	154	109	202	293	2	0	0	0	0	186
0.27	116	154	109	202	295	2	0	0	0	0	186
0.271	116	154	109	202	297	2	0	0	0	0	186
0.272	116	154	109	202	297	2	0	0	0	0	186
0.273	116	154	109	202	298	2	0	0	0	0	186
0.274	116	154	109	202	299	2	0	0	0	0	186
0.275	116	154	109	202	299	2	0	0	0	0	186
0.276	116	154	109	202	300	2	0	0	0	0	186
0.277	116	154	109	202	300	2	0	0	0	0	186
0.278	116	154	109	202	300	2	0	0	0	0	186
0.279	116	154	109	202	300	2	0	0	0	0	186
0.28	116	154	109	202	300	2	0	0	0	0	186
0.281	116	154	109	202	301	2	0	0	0	0	186
0.282	116	154	109	202	303	2	0	0	0	0	186
0.283	116	154	109	202	305	2	0	0	0	0	186
0.284	116	154	109	202	309	2	0	0	0	0	186
0.285	116	154	109	202	309	2	0	0	0	0	186
0.286	116	154	109	202	309	2	0	0	0	0	186
0.287	116	154	109	202	310	2	0	0	0	0	186
0.288	116	154	109	202	311	2	0	0	0	0	186
0.289	116	154	109	202	313	2	0	0	0	0	186
0.29	116	154	109	202	313	2	0	0	0	0	186
0.291	116	154	109	202	313	2	0	0	0	0	186
0.292	116	154	109	202	313	2	0	0	0	0	186
0.293	116	154	109	202	317	2	0	0	0	0	186
0.294	116	154	109	202	320	2	0	0	0	0	186
0.295	116	154	109	202	320	2	0	0	0	0	186
0.296	116	154	109	202	321	2	0	0	0	0	186
0.297	116	154	109	202	323	2	0	0	0	0	186
0.298	116	154	109	202	324	2	0	0	0	0	186
0.299	116	154	109	202	325	2	0	0	0	0	186
0.3	116	154	109	202	326	2	0	0	0	0	186
0.301	116	154	109	202	326	2	0	0	0	0	186
0.302	116	154	109	202	328	2	0	0	0	0	186
0.303	116	154	109	202	328	2	0	0	0	0	186
0.304	116	154	109	202	330	2	0	0	0	0	186
0.305	116	154	109	202	333	2	0	0	0	0	186
0.306	116	154	109	202	335	2	0	0	0	0	186
0.307	116	154	109	202	336	2	0	0	0	0	186
0.308	116	154	109	202	336	2	0	0	0	0	186
0.309	116	154	109	202	337	2	0	0	0	0	186
0.31	116	154	109	202	337	2	0	0	0	0	186
0.311	116	154	109	202	337	2	0	0	0	0	186
0.312	116	154	109	202	339	2	0	0	0	0	186
0.313	116	154	109	202	340	2	0	0	0	0	186
0.314	116	154	109	202	341	2	0	0	0	0	186
0.315	116	154	109	202	341	2	0	0	0	0	186
0.316	116	154	109	202	341	2	0	0	0	0	186
0.317	116	154	109	202	342	2	0	0	0	0	186
0.318	116	154	109	202	342	2	0	0	0	0	186
0.319	116	154	109	202	342	2	0	0	0	0	186
0.32	116	154	109	202	342	2	0	0	0	0	186
0.321	116	154	109	202	342	2	0	0	0	0	186
0.322	116	154	109	202	342	2	0	0	0	0	186
0.323	116	154	109	202	342	2	0	0	0	0	186
0.324	116	154	109	202	343	2	0	0	0	0	186
0.325	116	154	109	202	346	2	0	0	0	0	186
0.326	116	154	109	202	347	2	0	0	0	0	186
0.327	116	154	109	202	348	2	0	0	0	0	186
0.328	116	154	109	202	350	2	0	0	0	0	186
0.329	116	154	109	202	351	2	0	0	0	0	186
0.33	116	154	109	202	352	2	0	0	0	0	186
0.331	116	154	109	202	354	2	0	0	0	0	186
0.332	116	154	109	202	355	2	0	0	0	0	186
0.333	116	154	109	202	356	2	0	0	0	0	186
0.334	116	154	109	202	357	2	0	0	0	0	186
0.335	116	154	109	202	358	2	0	0	0	0	186
0.336	116	154	109	202	358	2	0	0	0	0	186
0.337	116	154	109	202	358	2	0	0	0	0	186
0.338	116	154	109	202	358	2	0	0	0	0	186
0.339	116	154	109	202	359	2	0	0	0	0	186
0.34	116	154	109	202	359	2	0	0	0	0	186
0.341	116	154	109	202	360	2	0	0	0	0	186
0.342	116	154	109	202	360	2	0	0	0	0	186
0.343	116	154	109	202	361	2	0	0	0	0	186
0.344	116	154	109	202	361	2	0	0	0	0	186
0.345	116	154	109	202	361	2	0	0	0	0	186
0.346	116	154	109	202	363	2	0	0	0	0	186
0.347	116	154	109	202	364	2	0	0	0	0	186
0.348	116	154	109	202	365	2	0	0	0	0	186
0.349	115	154	109	202	366	2	0	0	0	0	186
0.35	115	154	109	202	366	2	0	0	0	0	186
0.351	115	154	109	202	366	2	0	0	0	0	186
0.352	115	154	109	202	367	2	0	0	0	0	186
0.353	115	154	109	202	368	2	0	0	0	0	186
0.354	115	154	109	202	368	2	0	0	0	0	186
0.355	115	154	109	202	368	2	0	0	0	0	186
0.356	115	154	109	202	368	2	0	0	0	0	186
0.357	115	154	109	202	371	2	0	0	0	0	186
0.358	115	154	109	202	373	2	0	0	0	0	186
0.359	115	154	109	202	373	2	0	0	0	0	186
0.36	115	154	109	202	374	2	0	0	0	0	186
0.361	115	154	109	202	374	2	0	0	0	0	186
0.362	115	154	109	202	374	2	0	0	0	0	186
0.363	115	154	109	202	377	2	0	0	0	0	186
0.364	116	157	109	205	377	2	0	0	0	0	187
0.365	116	157	109	205	378	2	0	0	0	0	187
0.366	116	157	109	205	379	2	0	0	0	0	187
0.367	116	157	109	205	380	2	0	0	0	0	187
0.368	116	157	109	205	380	2	0	0	0	0	187
0.369	116	157	109	205	381	2	0	0	0	0	187
0.37	116	157	109	205	381	2	0	0	0	0	187
0.371	116	157	109	205	381	2	0	0	0	0	187
0.372	116	157	109	205	384	2	0	0	0	0	187
0.373	116	157	109	205	385	2	0	0	0	0	187
0.374	116	157	109	205	385	2	0	0	0	0	187
0.375	116	157	109	205	385	2	0	0	0	0	187
0.376	116	157	109	205	386	2	0	0	0	0	187
0.377	116	157	109	205	388	2	0	0	0	0	187
0.378	116	157	109	205	388	2	0	0	0	0	187
0.379	116	157	109	205	389	2	0	0	0	0	187
0.38	116	157	109	205	389	2	0	0	0	0	187
0.381	116	157	109	205	389	2	0	0	0	0	187
0.382	116	157	109	205	389	2	0	0	0	0	187
0.383	116	157	109	205	390	2	0	0	0	0	187
0.384	116	157	109	205	390	2	0	0	0	0	187
0.385	116	157	109	205	393	2	0	0	0	0	187
0.386	116	157	109	205	394	2	0	0	0	0	187
0.387	116	157	109	205	395	2	0	0	0	0	187
0.388	116	157	109	205	395	2	0	0	0	0	187
0.389	116	157	109	205	399	2	0	0	0	0	187
0.39	116	157	109	205	399	2	0	0	0	0	187
0.391	116	157	109	205	399	2	0	0	0	0	187
0.392	116	157	109	205	400	2	0	0	0	0	187
0.393	116	157	109	205	401	2	0	0	0	0	187
0.394	116	157	109	205	401	2	0	0	0	0	187
0.395	116	157	109	205	401	2	0	0	0	0	187
0.396	116	157	109	205	403	2	0	0	0	0	187
0.397	116	157	109	205	403	2	0	0	0	0	187
0.398	116	157	109	205	403	2	0	0	0	0	187
0.399	116	157	109	205	403	2	0	0	0	0	187
0.4	116	157	109	205	407	2	0	0	0	0	187
0.401	116	157	109	205	407	2	0	0	0	0	187
0.402	116	157	109	205	407	2	0	0	0	0	187
0.403	116	157	109	205	408	2	0	0	0	0	187
0.404	116	157	109	205	408	2	0	0	0	0	187
0.405	116	157	109	205	409	2	0	0	0	0	187
0.406	116	157	109	205	409	2	0	0	0	0	187
0.407	116	157	109	205	410	2	0	0	0	0	187
0.408	116	157	109	205	410	2	0	0	0	0	187
0.409	116	157	109	205	413	2	0	0	0	0	187
0.41	116	157	109	205	414	2	0	0	0	0	187
0.411	116	157	109	205	414	2	0	0	0	0	187
0.412	116	157	109	205	416	2	0	0	0	0	187
0.413	116	157	109	205	417	2	0	0	0	0	187
0.414	116	157	109	205	417	2	0	0	0	0	187
0.415	116	157	109	205	418	2	0	0	0	0	187
0.416	116	157	109	205	418	2	0	0	0	0	187
0.417	116	157	109	205	418	2	0	0	0	0	187
0.418	116	157	109	205	419	2	0	0	0	0	187
0.419	116	157	109	205	419	2	0	0	0	0	187
0.42	116	157	109	205	420	2	0	0	0	0	187
0.421	116	157	109	205	422	2	0	0	0	0	187
0.422	116	157	109	205	423	2	0	0	0	0	187
0.423	116	157	109	205	425	2	0	0	0	0	187
0.424	116	157	109	205	426	2	0	0	0	0	187
0.425	116	157	109	205	426	2	0	0	0	0	187
0.426	116	157	109	205	426	2	0	0	0	0	187
0.427	116	157	109	205	426	2	0	0	0	0	187
0.428	116	157	109	205	426	2	0	0	0	0	187
0.429	116	157	109	205	426	2	0	0	0	0	187
0.43	116	157	109	205	426	2	0	0	0	0	187
0.431	118	160	110	210	426	2	0	0	0	0	188
0.432	118	160	110	210	426	2	0	0	0	0	188
0.433	118	160	110	210	426	2	0	0	0	0	188
0.434	118	160	110	210	426	2	0	0	0	0	188
0.435	118	160	110	210	426	2	0	0	0	0	188
0.436	118	160	110	210	427	2	0	0	0	0	188
0.437	118	160	110	210	428	2	0	0	0	0	188
0.438	118	160	110	210	428	2	0	0	0	0	188
0.439	118	160	110	210	428	2	0	0	0	0	188
0.44	118	160	110	210	428	2	0	0	0	0	188
0.441	118	160	110	210	428	2	0	0	0	0	188
0.442	118	160	110	210	428	2	0	0	0	0	188
0.443	118	160	110	210	429	2	0	0	0	0	188
0.444	118	160	110	210	430	2	0	0	0	0	188
0.445	118	160	110	210	430	2	0	0	0	0	188
0.446	118	160	110	210	431	2	0	0	0	0	188
0.447	118	160	110	210	431	2	0	0	0	0	188
0.448	118	160	110	210	431	2	0	0	0	0	188
0.449	118	160	110	210	431	2	0	0	0	0	188
0.45	118	160	110	210	432	2	0	0	0	0	188
0.451	118	160	110	210	434	2	0	0	0	0	188
0.452	118	160	110	210	435	2	0	0	0	0	188
0.453	118	160	110	210	437	2	0	0	0	0	188
0.454	118	160	110	210	438	2	0	0	0	0	188
0.455	118	160	110	210	440	2	0	0	0	0	188
0.456	118	160	110	210	441	2	0	0	0	0	188
0.457	118	160	110	210	441	2	0	0	0	0	188
0.458	118	160	110	210	442	2	0	0	0	0	188
0.459	118	160	110	210	443	2	0	0	0	0	188
0.46	118	160	110	210	443	2	0	0	0	0	188
0.461	118	160	110	210	443	2	0	0	0	0	188
0.462	118	160	110	210	445	2	0	0	0	0	188
0.463	118	160	110	210	445	2	0	0	0	0	188
0.464	118	160	110	210	446	2	0	0	0	0	188
0.465	118	160	110	210	446	2	0	0	0	0	188
0.466	118	160	110	210	446	2	0	0	0	0	188
0.467	118	160	110	210	446	2	0	0	0	0	188
0.468	118	160	110	210	447	2	0	0	0	0	188
0.469	118	160	110	210	447	2	0	0	0	0	188
0.47	118	160	110	210	447	2	0	0	0	0	188
0.471	118	160	110	210	447	2	0	0	0	0	188
0.472	118	160	110	210	447	2	0	0	0	0	188
0.473	118	160	110	210	448	2	0	0	0	0	188
0.474	118	160	110	210	448	2	0	0	0	0	188
0.475	118	160	110	210	448	2	0	0	0	0	188
0.476	118	160	110	210	449	2	0	0	0	0	188
0.477	118	160	110	210	449	2	0	0	0	0	188
0.478	118	160	110	210	450	2	0	0	0	0	188
0.479	118	160	110	210	454	2	0	0	0	0	188
0.48	118	160	110	210	455	2	0	0	0	0	188
0.481	118	160	110	210	456	2	0	0	0	0	188
0.482	118	160	110	210	456	2	0	0	0	0	188
0.483	118	160	110	210	457	2	0	0	0	0	188
0.484	118	160	110	210	459	2	0	0	0	0	188
0.485	118	160	110	210	459	2	0	0	0	0	188
0.486	118	160	110	210	459	2	0	0	0	0	188
0.487	118	160	110	210	460	2	0	0	0	0	188
0.488	118	160	110	210	461	2	0	0	0	0	188
0.489	118	160	110	210	464	2	0	0	0	0	188
0.49	118	160	110	210	466	2	0	0	0	0	188
0.491	118	160	110	210	467	2	0	0	0	0	188
0.492	118	160	110	210	467	2	0	0	0	0	188
0.493	118	160	110	210	468	2	0	0	0	0	188
0.494	118	160	110	210	468	2	0	0	0	0	188
0.495	118	160	110	210	468	2	0	0	0	0	188
0.496	118	160	110	210	468	2	0	0	0	0	188
0.497	118	160	110	210	468	2	0	0	0	0	188
0.498	118	160	110	210	468	2	0	0	0	0	188
0.499	118	160	110	210	471	2	0	0	0	0	188
0.5	118	160	110	210	471	2	0	0	0	0	188
0.501	118	160	110	210	471	2	0	0	0	0	188
0.502	118	160	110	210	472	2	0	0	0	0	188
0.503	118	160	110	210	473	2	0	0	0	0	188
0.504	118	160	110	210	473	2	0	0	0	0	188
0.505	118	160	110	210	475	2	0	0	0	0	188
0.506	118	160	110	210	476	2	0	0	0	0	188
0.507	118	160	110	210	476	2	0	0	0	0	188
0.508	118	160	110	210	478	2	0	0	0	0	188
0.509	118	160	110	210	479	2	0	0	0	0	188
0.51	118	160	110	210	479	2	0	0	0	0	188
0.511	118	160	110	210	480	2	0	0	0	0	188
0.512	118	160	110	210	480	2	0	0	0	0	188
0.513	118	160	110	210	480	2	0	0	0	0	188
0.514	118	160	110	210	482	2	0	0	0	0	188
0.515	118	160	110	210	482	2	0	0	0	0	188
0.516	118	160	110	210	483	2	0	0	0	0	188
0.517	118	160	110	210	485	2	0	0	0	0	188
0.518	118	160	110	210	487	2	0	0	0	0	188
0.519	118	160	110	210	487	2	0	0	0	0	188
0.52	118	160	110	210	487	2	0	0	0	0	188
0.521	118	160	110	210	489	2	0	0	0	0	188
0.522	118	160	110	210	490	2	0	0	0	0	188
0.523	118	160	110	210	493	2	0	0	0	0	188
0.524	118	160	110	210	494	2	0	0	0	0	188
0.525	118	160	110	210	494	2	0	0	0	0	188
0.526	118	160	110	210	495	2	0	0	0	0	188
0.527	118	160	110	210	495	2	0	0	0	0	188
0.528	118	160	110	210	496	2	0	0	0	0	188
0.529	118	160	110	210	497	2	0	0	0	0	188
0.53	118	160	110	210	497	2	0	0	0	0	188
