1	dode: 11. 
2	dode: 5. 
2	dode: 7. 
1	dode: 12. 
Time (s): 0.025
10	dode: 1. 
3	dode: 6. 
5	dode: 10. 
4	dode: 3. 
2	dode: 9. 
5	dode: 4. 
9	dode: 2. 
1	dode: 11. 
2	dode: 5. 
3	dode: 7. 
1	dode: 12. 
Time (s): 0.026
10	dode: 1. 
3	dode: 6. 
5	dode: 10. 
4	dode: 3. 
2	dode: 9. 
5	dode: 4. 
9	dode: 2. 
1	dode: 11. 
2	dode: 5. 
3	dode: 7. 
1	dode: 12. 
Time (s): 0.027
10	dode: 1. 
3	dode: 6. 
6	dode: 10. 
3	dode: 3. 
2	dode: 9. 
5	dode: 4. 
9	dode: 2. 
1	dode: 11. 
2	dode: 5. 
2	dode: 7. 
1	dode: 12. 
Time (s): 0.028
9	dode: 1. 
3	dode: 6. 
6	dode: 10. 
2	dode: 9. 
2	dode: 3. 
7	dode: 4. 
7	dode: 2. 
1	dode: 11. 
2	dode: 5. 
2	dode: 7. 
1	dode: 12. 
Time (s): 0.029
9	dode: 1. 
3	dode: 6. 
6	dode: 10. 
3	dode: 9. 
2	dode: 3. 
6	dode: 4. 
7	dode: 2. 
1	dode: 11. 
2	dode: 7. 
1	dode: 12. 
1	dode: 5. 
Time (s): 0.03
9	dode: 1. 
3	dode: 6. 
6	dode: 10. 
3	dode: 9. 
2	dode: 3. 
6	dode: 4. 
7	dode: 2. 
1	dode: 11. 
2	dode: 7. 
1	dode: 12. 
1	dode: 5. 
Time (s): 0.031
9	dode: 1. 
3	dode: 6. 
6	dode: 10. 
3	dode: 9. 
2	dode: 3. 
6	dode: 4. 
7	dode: 2. 
1	dode: 11. 
2	dode: 7. 
1	dode: 12. 
1	dode: 5. 
Time (s): 0.032
9	dode: 1. 
3	dode: 6. 
6	dode: 10. 
3	dode: 9. 
2	dode: 3. 
6	dode: 4. 
7	dode: 2. 
1	dode: 11. 
2	dode: 7. 
1	dode: 12. 
1	dode: 5. 
Time (s): 0.033
9	dode: 1. 
3	dode: 6. 
6	dode: 10. 
3	dode: 9. 
2	dode: 3. 
6	dode: 4. 
7	dode: 2. 
1	dode: 11. 
2	dode: 7. 
1	dode: 12. 
1	dode: 5. 
Time (s): 0.034
9	dode: 1. 
2	dode: 6. 
7	dode: 10. 
4	dode: 9. 
2	dode: 3. 
5	dode: 4. 
6	dode: 2. 
1	dode: 11. 
1	dode: 7. 
1	dode: 12. 
1	dode: 5. 
Time (s): 0.035
9	dode: 1. 
2	dode: 6. 
7	dode: 10. 
4	dode: 9. 
2	dode: 3. 
5	dode: 4. 
6	dode: 2. 
1	dode: 11. 
1	dode: 7. 
1	dode: 12. 
1	dode: 5. 
Time (s): 0.036
8	dode: 1. 
2	dode: 6. 
8	dode: 10. 
3	dode: 9. 
2	dode: 3. 
5	dode: 4. 
6	dode: 2. 
1	dode: 11. 
1	dode: 7. 
1	dode: 12. 
1	dode: 5. 
Time (s): 0.037
6	dode: 1. 
2	dode: 6. 
7	dode: 10. 
8	dode: 2. 
3	dode: 9. 
1	dode: 3. 
5	dode: 4. 
1	dode: 5. 
2	dode: 11. 
1	dode: 7. 
1	dode: 12. 
Time (s): 0.038
5	dode: 1. 
2	dode: 6. 
7	dode: 10. 
8	dode: 2. 
3	dode: 9. 
1	dode: 3. 
5	dode: 4. 
1	dode: 5. 
1	dode: 8. 
2	dode: 11. 
1	dode: 12. 
Time (s): 0.039
5	dode: 1. 
1	dode: 6. 
7	dode: 10. 
8	dode: 2. 
3	dode: 9. 
1	dode: 3. 
5	dode: 4. 
1	dode: 8. 
3	dode: 11. 
1	dode: 12. 
Time (s): 0.04
5	dode: 1. 
1	dode: 6. 
7	dode: 10. 
8	dode: 2. 
3	dode: 9. 
1	dode: 3. 
5	dode: 4. 
1	dode: 8. 
3	dode: 11. 
1	dode: 12. 
Time (s): 0.041
5	dode: 1. 
1	dode: 6. 
7	dode: 10. 
6	dode: 2. 
3	dode: 9. 
1	dode: 3. 
6	dode: 4. 
1	dode: 8. 
3	dode: 11. 
1	dode: 12. 
Time (s): 0.042
5	dode: 1. 
1	dode: 6. 
7	dode: 10. 
6	dode: 2. 
3	dode: 9. 
1	dode: 3. 
6	dode: 4. 
1	dode: 8. 
3	dode: 11. 
1	dode: 12. 
Time (s): 0.043
5	dode: 1. 
2	dode: 6. 
7	dode: 10. 
5	dode: 2. 
3	dode: 9. 
1	dode: 3. 
5	dode: 4. 
1	dode: 8. 
3	dode: 11. 
1	dode: 12. 
Time (s): 0.044
5	dode: 1. 
2	dode: 6. 
7	dode: 10. 
5	dode: 2. 
3	dode: 9. 
1	dode: 3. 
5	dode: 4. 
1	dode: 8. 
3	dode: 11. 
1	dode: 12. 
Time (s): 0.045
3	dode: 1. 
2	dode: 6. 
6	dode: 10. 
5	dode: 2. 
3	dode: 9. 
1	dode: 3. 
4	dode: 4. 
4	dode: 11. 
1	dode: 5. 
1	dode: 8. 
1	dode: 12. 
Time (s): 0.046
3	dode: 1. 
2	dode: 6. 
6	dode: 10. 
5	dode: 2. 
3	dode: 9. 
1	dode: 3. 
4	dode: 4. 
4	dode: 11. 
1	dode: 5. 
1	dode: 8. 
1	dode: 12. 
Time (s): 0.047
2	dode: 1. 
3	dode: 6. 
6	dode: 10. 
3	dode: 9. 
1	dode: 5. 
4	dode: 4. 
4	dode: 11. 
4	dode: 2. 
1	dode: 8. 
1	dode: 12. 
Time (s): 0.048
2	dode: 1. 
3	dode: 6. 
6	dode: 10. 
3	dode: 9. 
1	dode: 5. 
4	dode: 4. 
4	dode: 11. 
4	dode: 2. 
1	dode: 8. 
1	dode: 12. 
Time (s): 0.049
2	dode: 1. 
3	dode: 6. 
6	dode: 10. 
3	dode: 9. 
1	dode: 5. 
4	dode: 4. 
4	dode: 11. 
4	dode: 2. 
1	dode: 8. 
1	dode: 12. 
Time (s): 0.05
2	dode: 1. 
3	dode: 6. 
6	dode: 10. 
3	dode: 9. 
1	dode: 5. 
4	dode: 4. 
4	dode: 11. 
4	dode: 2. 
1	dode: 8. 
1	dode: 12. 
Time (s): 0.051
1	dode: 1. 
3	dode: 6. 
6	dode: 10. 
4	dode: 9. 
1	dode: 5. 
4	dode: 4. 
4	dode: 11. 
4	dode: 2. 
1	dode: 12. 
Time (s): 0.052
1	dode: 1. 
3	dode: 6. 
6	dode: 10. 
4	dode: 9. 
1	dode: 5. 
4	dode: 4. 
4	dode: 11. 
4	dode: 2. 
1	dode: 12. 
Time (s): 0.053
1	dode: 1. 
3	dode: 6. 
6	dode: 10. 
4	dode: 9. 
1	dode: 5. 
4	dode: 4. 
4	dode: 11. 
4	dode: 2. 
1	dode: 12. 
Time (s): 0.054
1	dode: 1. 
3	dode: 6. 
6	dode: 10. 
4	dode: 9. 
1	dode: 5. 
4	dode: 4. 
4	dode: 11. 
4	dode: 2. 
1	dode: 12. 
Time (s): 0.055
1	dode: 1. 
3	dode: 6. 
6	dode: 10. 
4	dode: 9. 
1	dode: 5. 
4	dode: 4. 
4	dode: 11. 
4	dode: 2. 
1	dode: 12. 
Time (s): 0.056
1	dode: 1. 
3	dode: 6. 
6	dode: 10. 
4	dode: 9. 
1	dode: 5. 
4	dode: 4. 
4	dode: 11. 
4	dode: 2. 
1	dode: 12. 
Time (s): 0.057
1	dode: 1. 
3	dode: 6. 
6	dode: 10. 
4	dode: 9. 
1	dode: 5. 
4	dode: 4. 
4	dode: 11. 
4	dode: 2. 
1	dode: 12. 
Time (s): 0.058
1	dode: 1. 
3	dode: 6. 
6	dode: 10. 
4	dode: 9. 
1	dode: 5. 
4	dode: 4. 
4	dode: 11. 
4	dode: 2. 
1	dode: 12. 
Time (s): 0.059
1	dode: 1. 
3	dode: 6. 
6	dode: 10. 
4	dode: 9. 
1	dode: 5. 
4	dode: 4. 
4	dode: 11. 
4	dode: 2. 
1	dode: 12. 
Time (s): 0.06
1	dode: 1. 
3	dode: 6. 
6	dode: 10. 
4	dode: 9. 
1	dode: 5. 
4	dode: 4. 
4	dode: 11. 
4	dode: 2. 
1	dode: 12. 
Time (s): 0.061
1	dode: 1. 
3	dode: 6. 
6	dode: 10. 
4	dode: 9. 
1	dode: 5. 
4	dode: 4. 
4	dode: 11. 
4	dode: 2. 
1	dode: 12. 
Time (s): 0.062
1	dode: 1. 
3	dode: 6. 
6	dode: 10. 
4	dode: 9. 
1	dode: 5. 
4	dode: 4. 
4	dode: 11. 
4	dode: 2. 
1	dode: 12. 
Time (s): 0.063
1	dode: 1. 
3	dode: 6. 
6	dode: 10. 
4	dode: 9. 
1	dode: 5. 
4	dode: 4. 
4	dode: 11. 
4	dode: 2. 
1	dode: 12. 
Time (s): 0.064
1	dode: 1. 
3	dode: 6. 
5	dode: 10. 
4	dode: 9. 
1	dode: 5. 
4	dode: 4. 
4	dode: 11. 
3	dode: 2. 
2	dode: 12. 
Time (s): 0.065
1	dode: 1. 
3	dode: 6. 
5	dode: 10. 
4	dode: 9. 
1	dode: 5. 
4	dode: 4. 
4	dode: 11. 
3	dode: 2. 
2	dode: 12. 
Time (s): 0.066
1	dode: 1. 
3	dode: 6. 
5	dode: 10. 
4	dode: 9. 
1	dode: 5. 
4	dode: 4. 
4	dode: 11. 
3	dode: 2. 
2	dode: 12. 
Time (s): 0.067
1	dode: 1. 
3	dode: 6. 
5	dode: 10. 
4	dode: 9. 
1	dode: 5. 
4	dode: 4. 
4	dode: 11. 
3	dode: 2. 
2	dode: 12. 
Time (s): 0.068
1	dode: 1. 
3	dode: 6. 
5	dode: 10. 
4	dode: 9. 
1	dode: 5. 
4	dode: 4. 
4	dode: 11. 
3	dode: 2. 
2	dode: 12. 
Time (s): 0.069
1	dode: 1. 
3	dode: 6. 
5	dode: 10. 
4	dode: 9. 
1	dode: 5. 
4	dode: 4. 
4	dode: 11. 
3	dode: 2. 
2	dode: 12. 
Time (s): 0.07
1	dode: 1. 
3	dode: 6. 
5	dode: 10. 
4	dode: 9. 
1	dode: 5. 
5	dode: 4. 
4	dode: 11. 
1	dode: 2. 
2	dode: 12. 
Time (s): 0.071
1	dode: 1. 
3	dode: 6. 
5	dode: 10. 
4	dode: 9. 
1	dode: 5. 
5	dode: 4. 
4	dode: 11. 
1	dode: 2. 
2	dode: 12. 
Time (s): 0.072
1	dode: 1. 
3	dode: 6. 
5	dode: 10. 
4	dode: 9. 
1	dode: 5. 
5	dode: 4. 
4	dode: 11. 
1	dode: 2. 
2	dode: 12. 
Time (s): 0.073
1	dode: 1. 
3	dode: 6. 
5	dode: 10. 
4	dode: 9. 
1	dode: 5. 
5	dode: 4. 
4	dode: 11. 
1	dode: 2. 
2	dode: 12. 
Time (s): 0.074
6	dode: 10. 
3	dode: 6. 
3	dode: 9. 
1	dode: 5. 
5	dode: 4. 
4	dode: 11. 
2	dode: 12. 
1	dode: 2. 
Time (s): 0.075
6	dode: 10. 
3	dode: 6. 
3	dode: 9. 
1	dode: 5. 
5	dode: 4. 
4	dode: 11. 
2	dode: 12. 
1	dode: 2. 
Time (s): 0.076
6	dode: 10. 
3	dode: 6. 
3	dode: 9. 
1	dode: 5. 
5	dode: 4. 
4	dode: 11. 
2	dode: 12. 
1	dode: 2. 
Time (s): 0.077
6	dode: 10. 
3	dode: 6. 
3	dode: 9. 
1	dode: 5. 
5	dode: 4. 
4	dode: 11. 
2	dode: 12. 
1	dode: 2. 
Time (s): 0.078
6	dode: 10. 
3	dode: 6. 
3	dode: 9. 
1	dode: 5. 
5	dode: 4. 
4	dode: 11. 
2	dode: 12. 
1	dode: 2. 
Time (s): 0.079
6	dode: 10. 
5	dode: 11. 
3	dode: 9. 
5	dode: 4. 
2	dode: 6. 
2	dode: 12. 
1	dode: 2. 
Time (s): 0.08
6	dode: 10. 
5	dode: 11. 
3	dode: 9. 
5	dode: 4. 
2	dode: 6. 
2	dode: 12. 
1	dode: 2. 
Time (s): 0.081
6	dode: 10. 
5	dode: 11. 
3	dode: 9. 
5	dode: 4. 
2	dode: 6. 
2	dode: 12. 
1	dode: 2. 
Time (s): 0.082
6	dode: 10. 
5	dode: 11. 
3	dode: 9. 
5	dode: 4. 
2	dode: 6. 
2	dode: 12. 
1	dode: 2. 
Time (s): 0.083
6	dode: 10. 
5	dode: 11. 
3	dode: 9. 
5	dode: 4. 
2	dode: 6. 
2	dode: 12. 
1	dode: 2. 
Time (s): 0.084
6	dode: 10. 
5	dode: 11. 
3	dode: 9. 
5	dode: 4. 
2	dode: 6. 
2	dode: 12. 
1	dode: 2. 
Time (s): 0.085
6	dode: 10. 
5	dode: 11. 
3	dode: 9. 
5	dode: 4. 
2	dode: 6. 
2	dode: 12. 
1	dode: 2. 
Time (s): 0.086
6	dode: 10. 
5	dode: 11. 
3	dode: 9. 
5	dode: 4. 
2	dode: 6. 
2	dode: 12. 
1	dode: 2. 
Time (s): 0.087
6	dode: 10. 
5	dode: 11. 
3	dode: 9. 
5	dode: 4. 
2	dode: 6. 
2	dode: 12. 
1	dode: 2. 
Time (s): 0.088
6	dode: 10. 
5	dode: 11. 
3	dode: 9. 
5	dode: 4. 
2	dode: 6. 
2	dode: 12. 
1	dode: 2. 
Time (s): 0.089
6	dode: 10. 
5	dode: 11. 
3	dode: 9. 
5	dode: 4. 
2	dode: 6. 
2	dode: 12. 
1	dode: 2. 
Time (s): 0.09
6	dode: 10. 
5	dode: 11. 
3	dode: 9. 
5	dode: 4. 
2	dode: 6. 
2	dode: 12. 
1	dode: 2. 
Time (s): 0.091
6	dode: 10. 
5	dode: 11. 
3	dode: 9. 
5	dode: 4. 
2	dode: 6. 
2	dode: 12. 
1	dode: 2. 
Time (s): 0.092
6	dode: 10. 
5	dode: 11. 
3	dode: 9. 
5	dode: 4. 
2	dode: 6. 
2	dode: 12. 
1	dode: 2. 
Time (s): 0.093
6	dode: 10. 
5	dode: 11. 
3	dode: 9. 
5	dode: 4. 
2	dode: 6. 
2	dode: 12. 
1	dode: 2. 
Time (s): 0.094
6	dode: 10. 
5	dode: 11. 
3	dode: 9. 
5	dode: 4. 
2	dode: 6. 
2	dode: 12. 
1	dode: 2. 
Time (s): 0.095
6	dode: 10. 
5	dode: 11. 
3	dode: 9. 
5	dode: 4. 
2	dode: 6. 
2	dode: 12. 
1	dode: 2. 
Time (s): 0.096
6	dode: 10. 
5	dode: 11. 
3	dode: 9. 
5	dode: 4. 
2	dode: 6. 
2	dode: 12. 
1	dode: 2. 
Time (s): 0.097
6	dode: 10. 
5	dode: 11. 
3	dode: 9. 
5	dode: 4. 
2	dode: 6. 
2	dode: 12. 
1	dode: 2. 
Time (s): 0.098
6	dode: 10. 
5	dode: 11. 
3	dode: 9. 
5	dode: 4. 
2	dode: 6. 
2	dode: 12. 
1	dode: 2. 
Time (s): 0.099
6	dode: 10. 
5	dode: 11. 
3	dode: 9. 
5	dode: 4. 
2	dode: 6. 
2	dode: 12. 
1	dode: 2. 
Time (s): 0.1
6	dode: 10. 
5	dode: 11. 
3	dode: 9. 
5	dode: 4. 
2	dode: 6. 
2	dode: 12. 
1	dode: 2. 
Time (s): 0.101
6	dode: 10. 
5	dode: 11. 
3	dode: 9. 
5	dode: 4. 
2	dode: 6. 
2	dode: 12. 
1	dode: 2. 
Time (s): 0.102
6	dode: 10. 
5	dode: 11. 
3	dode: 9. 
5	dode: 4. 
2	dode: 6. 
2	dode: 12. 
1	dode: 2. 
Time (s): 0.103
6	dode: 10. 
5	dode: 11. 
3	dode: 9. 
5	dode: 4. 
2	dode: 6. 
2	dode: 12. 
1	dode: 2. 
Time (s): 0.104
6	dode: 10. 
5	dode: 11. 
3	dode: 9. 
5	dode: 4. 
1	dode: 1. 
2	dode: 12. 
1	dode: 2. 
1	dode: 6. 
1	dode: 5. 
Time (s): 0.105
6	dode: 10. 
5	dode: 11. 
3	dode: 9. 
5	dode: 4. 
1	dode: 1. 
2	dode: 12. 
1	dode: 2. 
1	dode: 6. 
1	dode: 5. 
Time (s): 0.106
6	dode: 10. 
5	dode: 11. 
3	dode: 9. 
5	dode: 4. 
1	dode: 1. 
2	dode: 12. 
1	dode: 2. 
1	dode: 6. 
1	dode: 5. 
Time (s): 0.107
6	dode: 10. 
5	dode: 11. 
3	dode: 9. 
5	dode: 4. 
1	dode: 1. 
2	dode: 12. 
1	dode: 2. 
1	dode: 6. 
1	dode: 5. 
Time (s): 0.108
6	dode: 10. 
5	dode: 11. 
3	dode: 9. 
5	dode: 4. 
1	dode: 1. 
2	dode: 12. 
1	dode: 2. 
1	dode: 6. 
1	dode: 5. 
Time (s): 0.109
6	dode: 10. 
5	dode: 11. 
3	dode: 9. 
1	dode: 5. 
1	dode: 1. 
2	dode: 12. 
3	dode: 4. 
1	dode: 2. 
1	dode: 8. 
1	dode: 6. 
Time (s): 0.11
6	dode: 10. 
5	dode: 11. 
3	dode: 9. 
1	dode: 5. 
1	dode: 1. 
2	dode: 12. 
3	dode: 4. 
1	dode: 2. 
1	dode: 8. 
1	dode: 6. 
Time (s): 0.111
6	dode: 10. 
5	dode: 11. 
3	dode: 9. 
1	dode: 5. 
1	dode: 1. 
2	dode: 12. 
3	dode: 4. 
1	dode: 2. 
1	dode: 8. 
1	dode: 6. 
Time (s): 0.112
6	dode: 10. 
5	dode: 11. 
3	dode: 9. 
1	dode: 5. 
1	dode: 1. 
2	dode: 12. 
3	dode: 4. 
1	dode: 2. 
1	dode: 8. 
1	dode: 6. 
Time (s): 0.113
6	dode: 10. 
5	dode: 11. 
3	dode: 9. 
1	dode: 5. 
1	dode: 1. 
2	dode: 12. 
3	dode: 4. 
1	dode: 2. 
1	dode: 8. 
1	dode: 6. 
Time (s): 0.114
6	dode: 10. 
5	dode: 11. 
3	dode: 9. 
1	dode: 5. 
1	dode: 1. 
2	dode: 12. 
3	dode: 4. 
1	dode: 2. 
1	dode: 8. 
1	dode: 6. 
Time (s): 0.115
6	dode: 10. 
5	dode: 11. 
4	dode: 9. 
1	dode: 5. 
2	dode: 12. 
3	dode: 4. 
1	dode: 2. 
1	dode: 6. 
Time (s): 0.116
6	dode: 10. 
5	dode: 11. 
4	dode: 9. 
1	dode: 5. 
2	dode: 12. 
3	dode: 4. 
1	dode: 2. 
1	dode: 6. 
Time (s): 0.117
6	dode: 10. 
5	dode: 11. 
4	dode: 9. 
1	dode: 5. 
2	dode: 12. 
3	dode: 4. 
1	dode: 2. 
1	dode: 6. 
Time (s): 0.118
6	dode: 10. 
5	dode: 11. 
4	dode: 9. 
1	dode: 5. 
2	dode: 12. 
3	dode: 4. 
1	dode: 2. 
1	dode: 6. 
Time (s): 0.119
6	dode: 10. 
5	dode: 11. 
4	dode: 9. 
1	dode: 5. 
2	dode: 12. 
3	dode: 4. 
1	dode: 2. 
1	dode: 6. 
Time (s): 0.12
6	dode: 10. 
5	dode: 11. 
4	dode: 9. 
1	dode: 5. 
2	dode: 12. 
3	dode: 4. 
1	dode: 2. 
1	dode: 6. 
Time (s): 0.121
6	dode: 10. 
5	dode: 11. 
5	dode: 9. 
2	dode: 12. 
2	dode: 4. 
1	dode: 2. 
1	dode: 6. 
Time (s): 0.122
6	dode: 10. 
5	dode: 11. 
5	dode: 9. 
2	dode: 12. 
2	dode: 4. 
1	dode: 2. 
1	dode: 6. 
Time (s): 0.123
6	dode: 10. 
5	dode: 11. 
5	dode: 9. 
2	dode: 12. 
2	dode: 4. 
1	dode: 2. 
1	dode: 6. 
Time (s): 0.124
6	dode: 10. 
5	dode: 11. 
5	dode: 9. 
2	dode: 12. 
2	dode: 4. 
1	dode: 2. 
1	dode: 6. 
Time (s): 0.125
6	dode: 10. 
5	dode: 11. 
5	dode: 9. 
2	dode: 12. 
2	dode: 4. 
1	dode: 2. 
1	dode: 6. 
Time (s): 0.126
6	dode: 10. 
5	dode: 11. 
5	dode: 9. 
2	dode: 12. 
2	dode: 4. 
1	dode: 2. 
1	dode: 6. 
Time (s): 0.127
6	dode: 10. 
5	dode: 11. 
5	dode: 9. 
2	dode: 12. 
2	dode: 4. 
1	dode: 2. 
1	dode: 6. 
Time (s): 0.128
6	dode: 10. 
5	dode: 11. 
5	dode: 9. 
2	dode: 12. 
2	dode: 4. 
1	dode: 2. 
1	dode: 6. 
Time (s): 0.129
6	dode: 10. 
5	dode: 11. 
5	dode: 9. 
2	dode: 12. 
2	dode: 4. 
1	dode: 2. 
1	dode: 6. 
Time (s): 0.13
6	dode: 10. 
5	dode: 11. 
5	dode: 9. 
2	dode: 12. 
2	dode: 4. 
1	dode: 2. 
1	dode: 6. 
Time (s): 0.131
6	dode: 10. 
5	dode: 11. 
5	dode: 9. 
2	dode: 12. 
2	dode: 4. 
1	dode: 2. 
1	dode: 6. 
Time (s): 0.132
6	dode: 10. 
5	dode: 11. 
5	dode: 9. 
2	dode: 12. 
2	dode: 4. 
1	dode: 2. 
1	dode: 6. 
Time (s): 0.133
6	dode: 10. 
5	dode: 11. 
5	dode: 9. 
2	dode: 12. 
2	dode: 4. 
2	dode: 1. 
1	dode: 6. 
Time (s): 0.134
6	dode: 11. 
5	dode: 10. 
5	dode: 9. 
2	dode: 12. 
2	dode: 4. 
1	dode: 1. 
1	dode: 6. 
Time (s): 0.135
6	dode: 11. 
5	dode: 10. 
5	dode: 9. 
2	dode: 12. 
2	dode: 4. 
1	dode: 1. 
1	dode: 6. 
Time (s): 0.136
6	dode: 11. 
5	dode: 10. 
5	dode: 9. 
2	dode: 12. 
2	dode: 4. 
1	dode: 1. 
1	dode: 6. 
Time (s): 0.137
6	dode: 11. 
5	dode: 10. 
5	dode: 9. 
2	dode: 12. 
1	dode: 5. 
1	dode: 4. 
1	dode: 6. 
Time (s): 0.138
6	dode: 11. 
5	dode: 10. 
5	dode: 9. 
2	dode: 12. 
1	dode: 5. 
1	dode: 4. 
1	dode: 6. 
Time (s): 0.139
6	dode: 11. 
5	dode: 10. 
5	dode: 9. 
2	dode: 12. 
1	dode: 5. 
1	dode: 4. 
1	dode: 6. 
Time (s): 0.14
6	dode: 11. 
5	dode: 10. 
5	dode: 9. 
2	dode: 12. 
1	dode: 5. 
1	dode: 4. 
1	dode: 6. 
Time (s): 0.141
6	dode: 11. 
5	dode: 10. 
5	dode: 9. 
2	dode: 12. 
1	dode: 5. 
1	dode: 4. 
1	dode: 6. 
Time (s): 0.142
6	dode: 11. 
5	dode: 10. 
5	dode: 9. 
2	dode: 12. 
1	dode: 5. 
1	dode: 4. 
1	dode: 6. 
Time (s): 0.143
6	dode: 11. 
5	dode: 10. 
5	dode: 9. 
2	dode: 12. 
1	dode: 5. 
1	dode: 4. 
1	dode: 6. 
Time (s): 0.144
6	dode: 11. 
5	dode: 10. 
5	dode: 9. 
2	dode: 12. 
1	dode: 5. 
1	dode: 4. 
1	dode: 6. 
Time (s): 0.145
6	dode: 11. 
5	dode: 10. 
5	dode: 9. 
2	dode: 12. 
1	dode: 5. 
1	dode: 4. 
1	dode: 6. 
Time (s): 0.146
6	dode: 11. 
5	dode: 10. 
5	dode: 9. 
2	dode: 12. 
1	dode: 5. 
1	dode: 4. 
