TIME(s)	'A,A'	'A,B'	'B,B'	Nloops	nOverlapPartner	nOverlapSystem	nOverlapSpanBox	nDisplace2D	nDisplace3D	nDisplace3Dto2D	nAssocSuccess
0.507	108	185	112	226	349	2	0	0	0	0	182
0.508	108	185	112	226	349	2	0	0	0	0	182
0.509	108	185	112	226	350	2	0	0	0	0	182
0.51	108	185	112	226	350	2	0	0	0	0	182
0.511	108	185	112	226	350	2	0	0	0	0	182
0.512	108	185	112	226	351	2	0	0	0	0	182
0.513	108	185	112	226	351	2	0	0	0	0	182
0.514	108	185	112	226	352	2	0	0	0	0	182
0.515	108	185	112	226	352	2	0	0	0	0	182
0.516	108	185	112	226	353	2	0	0	0	0	182
0.517	108	185	112	226	353	2	0	0	0	0	182
0.518	108	185	112	226	353	2	0	0	0	0	182
0.519	108	185	112	226	353	2	0	0	0	0	182
0.52	108	185	112	226	353	2	0	0	0	0	182
0.521	108	185	112	226	354	2	0	0	0	0	182
0.522	108	185	112	226	354	2	0	0	0	0	182
0.523	108	185	112	226	354	2	0	0	0	0	182
0.524	108	185	112	226	355	2	0	0	0	0	182
0.525	108	185	112	226	355	2	0	0	0	0	182
0.526	108	185	112	226	356	2	0	0	0	0	182
0.527	108	185	112	226	356	2	0	0	0	0	182
0.528	108	185	112	226	356	2	0	0	0	0	182
0.529	108	185	112	226	356	2	0	0	0	0	182
0.53	108	185	112	226	356	2	0	0	0	0	182
0.531	108	185	112	226	356	2	0	0	0	0	182
0.532	108	185	112	226	356	2	0	0	0	0	182
0.533	108	185	112	226	357	2	0	0	0	0	182
0.534	108	185	112	226	357	2	0	0	0	0	182
0.535	108	185	112	226	358	2	0	0	0	0	182
0.536	108	185	112	226	358	2	0	0	0	0	182
0.537	108	185	112	226	358	2	0	0	0	0	182
0.538	108	185	112	226	359	2	0	0	0	0	182
0.539	108	185	112	226	360	2	0	0	0	0	182
0.54	108	185	112	226	361	2	0	0	0	0	182
0.541	108	185	112	226	361	2	0	0	0	0	182
0.542	108	185	112	226	362	2	0	0	0	0	182
0.543	108	185	112	226	362	2	0	0	0	0	182
0.544	108	185	112	226	362	2	0	0	0	0	182
0.545	108	185	112	226	363	2	0	0	0	0	182
0.546	108	185	112	226	364	2	0	0	0	0	182
0.547	108	185	112	226	364	2	0	0	0	0	182
0.548	108	185	112	226	364	2	0	0	0	0	182
0.549	108	185	112	226	367	2	0	0	0	0	182
0.55	108	185	112	226	367	2	0	0	0	0	182
0.551	108	185	112	226	367	2	0	0	0	0	182
0.552	108	185	112	226	367	2	0	0	0	0	182
0.553	108	185	112	226	367	2	0	0	0	0	182
0.554	108	185	112	226	367	2	0	0	0	0	182
0.555	108	185	112	226	369	2	0	0	0	0	182
0.556	108	185	112	226	369	2	0	0	0	0	182
0.557	108	185	112	226	369	2	0	0	0	0	182
0.558	108	185	112	226	369	2	0	0	0	0	182
0.559	108	185	112	226	369	2	0	0	0	0	182
0.56	108	185	112	226	369	2	0	0	0	0	182
0.561	108	185	112	226	370	2	0	0	0	0	182
0.562	108	185	112	226	370	2	0	0	0	0	182
0.563	108	185	112	226	370	2	0	0	0	0	182
0.564	108	185	112	226	372	2	0	0	0	0	182
0.565	108	185	112	226	373	2	0	0	0	0	182
0.566	108	185	112	226	374	2	0	0	0	0	182
0.567	108	185	112	226	375	2	0	0	0	0	182
0.568	108	185	112	226	375	2	0	0	0	0	182
0.569	108	185	112	226	375	2	0	0	0	0	182
0.57	108	185	112	226	375	2	0	0	0	0	182
0.571	108	185	112	226	375	2	0	0	0	0	182
0.572	108	185	112	226	375	2	0	0	0	0	182
0.573	108	185	112	226	375	2	0	0	0	0	182
0.574	108	185	112	226	375	2	0	0	0	0	182
0.575	108	185	112	226	375	2	0	0	0	0	182
0.576	108	185	112	226	375	2	0	0	0	0	182
0.577	108	185	112	226	375	2	0	0	0	0	182
0.578	108	185	112	226	376	2	0	0	0	0	182
0.579	108	185	112	226	376	2	0	0	0	0	182
0.58	108	185	112	226	376	2	0	0	0	0	182
0.581	108	185	112	226	376	2	0	0	0	0	182
0.582	108	185	112	226	376	2	0	0	0	0	182
0.583	108	185	112	226	376	2	0	0	0	0	182
0.584	108	185	112	226	376	2	0	0	0	0	182
0.585	108	185	112	226	377	2	0	0	0	0	182
0.586	108	185	112	226	377	2	0	0	0	0	182
0.587	108	185	112	226	377	2	0	0	0	0	182
0.588	108	185	112	226	377	2	0	0	0	0	182
0.589	108	185	112	226	377	2	0	0	0	0	182
0.59	108	185	112	226	377	2	0	0	0	0	182
0.591	108	185	112	226	378	2	0	0	0	0	182
0.592	108	185	112	226	378	2	0	0	0	0	182
0.593	108	185	112	226	378	2	0	0	0	0	182
0.594	108	185	112	226	378	2	0	0	0	0	182
0.595	108	185	112	226	378	2	0	0	0	0	182
0.596	108	185	112	226	380	2	0	0	0	0	182
0.597	108	185	112	226	380	2	0	0	0	0	182
0.598	108	185	112	226	381	2	0	0	0	0	182
0.599	108	185	112	226	381	2	0	0	0	0	182
0.6	108	185	112	226	382	2	0	0	0	0	182
0.601	108	185	112	226	382	2	0	0	0	0	182
0.602	108	185	112	226	383	2	0	0	0	0	182
0.603	108	185	112	226	385	2	0	0	0	0	182
0.604	108	185	112	226	387	2	0	0	0	0	182
0.605	108	185	112	226	388	2	0	0	0	0	182
0.606	108	185	112	226	388	2	0	0	0	0	182
0.607	108	185	112	226	389	2	0	0	0	0	182
0.608	108	185	112	226	389	2	0	0	0	0	182
0.609	108	185	112	226	389	2	0	0	0	0	182
0.61	108	185	112	226	392	2	0	0	0	0	182
0.611	108	185	112	226	392	2	0	0	0	0	182
0.612	108	185	112	226	392	2	0	0	0	0	182
0.613	108	185	112	226	393	2	0	0	0	0	182
0.614	108	185	112	226	393	2	0	0	0	0	182
0.615	108	185	112	226	393	2	0	0	0	0	182
0.616	108	185	112	226	393	2	0	0	0	0	182
0.617	108	185	112	226	393	2	0	0	0	0	182
0.618	108	185	112	226	393	2	0	0	0	0	182
0.619	108	185	112	226	393	2	0	0	0	0	182
0.62	108	185	112	226	395	2	0	0	0	0	182
0.621	108	185	112	226	396	2	0	0	0	0	182
0.622	108	185	112	226	396	2	0	0	0	0	182
0.623	108	185	112	226	397	2	0	0	0	0	182
0.624	108	185	112	226	397	2	0	0	0	0	182
0.625	108	185	112	226	399	2	0	0	0	0	182
0.626	108	185	112	226	400	2	0	0	0	0	182
0.627	108	185	112	226	400	2	0	0	0	0	182
0.628	108	185	112	226	401	2	0	0	0	0	182
0.629	108	185	112	226	401	2	0	0	0	0	182
0.63	108	185	112	226	401	2	0	0	0	0	182
0.631	108	185	112	226	401	2	0	0	0	0	182
0.632	108	185	112	226	401	2	0	0	0	0	182
0.633	108	185	112	226	401	2	0	0	0	0	182
0.634	108	185	112	226	402	2	0	0	0	0	182
0.635	108	185	112	226	402	2	0	0	0	0	182
0.636	108	185	112	226	403	2	0	0	0	0	182
0.637	108	185	112	226	409	2	0	0	0	0	182
0.638	108	185	112	226	409	2	0	0	0	0	182
0.639	108	185	112	226	410	2	0	0	0	0	182
0.64	108	185	112	226	412	2	0	0	0	0	182
0.641	108	185	112	226	412	2	0	0	0	0	182
0.642	108	185	112	226	413	2	0	0	0	0	182
0.643	108	185	112	226	413	2	0	0	0	0	182
0.644	108	185	112	226	413	2	0	0	0	0	182
0.645	108	185	112	226	414	2	0	0	0	0	182
0.646	108	185	112	226	414	2	0	0	0	0	182
0.647	108	185	112	226	414	2	0	0	0	0	182
0.648	108	185	112	226	414	2	0	0	0	0	182
0.649	108	185	112	226	415	2	0	0	0	0	182
0.65	108	185	112	226	416	2	0	0	0	0	182
0.651	108	185	112	226	416	2	0	0	0	0	182
0.652	108	185	112	226	416	2	0	0	0	0	182
0.653	108	185	112	226	417	2	0	0	0	0	182
0.654	108	185	112	226	417	2	0	0	0	0	182
0.655	108	185	112	226	417	2	0	0	0	0	182
0.656	108	185	112	226	417	2	0	0	0	0	182
0.657	108	185	112	226	417	2	0	0	0	0	182
0.658	108	185	112	226	417	2	0	0	0	0	182
0.659	108	185	112	226	417	2	0	0	0	0	182
0.66	108	185	112	226	417	2	0	0	0	0	182
0.661	108	185	112	226	418	2	0	0	0	0	182
0.662	108	185	112	226	419	2	0	0	0	0	182
0.663	108	185	112	226	419	2	0	0	0	0	182
0.664	108	185	112	226	419	2	0	0	0	0	182
0.665	108	185	112	226	419	2	0	0	0	0	182
0.666	108	185	112	226	419	2	0	0	0	0	182
0.667	108	185	112	226	419	2	0	0	0	0	182
0.668	108	185	112	226	419	2	0	0	0	0	182
0.669	108	185	112	226	419	2	0	0	0	0	182
0.67	108	185	112	226	420	2	0	0	0	0	182
0.671	108	185	112	226	420	2	0	0	0	0	182
0.672	108	185	112	226	420	2	0	0	0	0	182
0.673	108	185	112	226	420	2	0	0	0	0	182
0.674	108	185	112	226	420	2	0	0	0	0	182
0.675	108	185	112	226	421	2	0	0	0	0	182
0.676	108	185	112	226	421	2	0	0	0	0	182
0.677	108	185	112	226	421	2	0	0	0	0	182
0.678	108	185	112	226	421	2	0	0	0	0	182
0.679	108	185	112	226	421	2	0	0	0	0	182
0.68	108	185	112	226	421	2	0	0	0	0	182
0.681	108	185	112	226	421	2	0	0	0	0	182
0.682	108	185	112	226	421	2	0	0	0	0	182
0.683	108	185	112	226	421	2	0	0	0	0	182
0.684	108	185	112	226	421	2	0	0	0	0	182
0.685	108	185	112	226	421	2	0	0	0	0	182
0.686	108	185	112	226	421	2	0	0	0	0	182
0.687	108	185	112	226	422	2	0	0	0	0	182
0.688	108	185	112	226	422	2	0	0	0	0	182
0.689	108	185	112	226	422	2	0	0	0	0	182
0.69	108	185	112	226	422	2	0	0	0	0	182
0.691	108	185	112	226	423	2	0	0	0	0	182
0.692	108	185	112	226	423	2	0	0	0	0	182
0.693	108	185	112	226	424	2	0	0	0	0	182
0.694	108	185	112	226	425	2	0	0	0	0	182
0.695	108	185	112	226	425	2	0	0	0	0	182
0.696	108	185	112	226	425	2	0	0	0	0	182
0.697	108	185	112	226	426	2	0	0	0	0	182
0.698	108	185	112	226	427	2	0	0	0	0	182
0.699	108	185	112	226	429	2	0	0	0	0	182
0.7	108	185	112	226	430	2	0	0	0	0	182
0.701	108	185	112	226	430	2	0	0	0	0	182
0.702	108	185	112	226	431	2	0	0	0	0	182
0.703	108	185	112	226	431	2	0	0	0	0	182
0.704	108	185	112	226	431	2	0	0	0	0	182
0.705	108	185	112	226	432	2	0	0	0	0	182
0.706	108	185	112	226	435	2	0	0	0	0	182
0.707	108	185	112	226	435	2	0	0	0	0	182
0.708	108	185	112	226	435	2	0	0	0	0	182
0.709	108	185	112	226	436	2	0	0	0	0	182
0.71	108	185	112	226	436	2	0	0	0	0	182
0.711	108	185	112	226	436	2	0	0	0	0	182
0.712	108	185	112	226	438	2	0	0	0	0	182
0.713	108	185	112	226	441	2	0	0	0	0	182
0.714	108	185	112	226	441	2	0	0	0	0	182
0.715	108	185	112	226	441	2	0	0	0	0	182
0.716	108	185	112	226	442	2	0	0	0	0	182
0.717	108	185	112	226	444	2	0	0	0	0	182
0.718	108	185	112	226	445	2	0	0	0	0	182
0.719	108	185	112	226	445	2	0	0	0	0	182
0.72	108	185	112	226	445	2	0	0	0	0	182
0.721	108	185	112	226	445	2	0	0	0	0	182
0.722	108	185	112	226	445	2	0	0	0	0	182
0.723	108	185	112	226	447	2	0	0	0	0	182
0.724	108	185	112	226	448	2	0	0	0	0	182
0.725	108	185	112	226	449	2	0	0	0	0	182
0.726	108	185	112	226	449	2	0	0	0	0	182
0.727	108	185	112	226	449	2	0	0	0	0	182
0.728	108	185	112	226	449	2	0	0	0	0	182
0.729	108	185	112	226	449	2	0	0	0	0	182
0.73	108	185	112	226	450	2	0	0	0	0	182
0.731	108	185	112	226	451	2	0	0	0	0	182
0.732	108	185	112	226	452	2	0	0	0	0	182
0.733	108	185	112	226	454	2	0	0	0	0	182
0.734	108	185	112	226	454	2	0	0	0	0	182
0.735	108	185	112	226	455	2	0	0	0	0	182
0.736	108	185	112	226	455	2	0	0	0	0	182
0.737	108	185	112	226	457	2	0	0	0	0	182
0.738	108	185	112	226	458	2	0	0	0	0	182
0.739	108	185	112	226	459	2	0	0	0	0	182
0.74	108	185	112	226	461	2	0	0	0	0	182
0.741	108	185	112	226	461	2	0	0	0	0	182
0.742	108	185	112	226	462	2	0	0	0	0	182
0.743	108	185	112	226	464	2	0	0	0	0	182
0.744	108	185	112	226	466	2	0	0	0	0	182
0.745	108	185	112	226	466	2	0	0	0	0	182
0.746	108	185	112	226	468	2	0	0	0	0	182
0.747	108	185	112	226	468	2	0	0	0	0	182
0.748	108	185	112	226	468	2	0	0	0	0	182
0.749	108	185	112	226	468	2	0	0	0	0	182
0.75	108	185	112	226	468	2	0	0	0	0	182
0.751	108	185	112	226	468	2	0	0	0	0	182
0.752	108	185	112	226	469	2	0	0	0	0	182
0.753	108	185	112	226	470	2	0	0	0	0	182
0.754	108	185	112	226	470	2	0	0	0	0	182
0.755	108	185	112	226	470	2	0	0	0	0	182
0.756	108	185	112	226	471	2	0	0	0	0	182
0.757	108	185	112	226	471	2	0	0	0	0	182
0.758	108	185	112	226	471	2	0	0	0	0	182
0.759	108	185	112	226	471	2	0	0	0	0	182
0.76	108	185	112	226	472	2	0	0	0	0	182
0.761	108	185	112	226	473	2	0	0	0	0	182
0.762	108	185	112	226	473	2	0	0	0	0	182
0.763	108	185	112	226	473	2	0	0	0	0	182
0.764	108	185	112	226	473	2	0	0	0	0	182
0.765	108	185	112	226	473	2	0	0	0	0	182
0.766	108	185	112	226	474	2	0	0	0	0	182
0.767	108	185	112	226	474	2	0	0	0	0	182
0.768	108	185	112	226	475	2	0	0	0	0	182
0.769	108	185	112	226	476	2	0	0	0	0	182
0.77	108	185	112	226	476	2	0	0	0	0	182
0.771	108	185	112	226	476	2	0	0	0	0	182
0.772	108	185	112	226	476	2	0	0	0	0	182
0.773	108	185	112	226	477	2	0	0	0	0	182
0.774	108	185	112	226	477	2	0	0	0	0	182
0.775	108	185	112	226	478	2	0	0	0	0	182
0.776	108	185	112	226	478	2	0	0	0	0	182
0.777	108	185	112	226	478	2	0	0	0	0	182
0.778	108	185	112	226	478	2	0	0	0	0	182
0.779	108	185	112	226	478	2	0	0	0	0	182
0.78	108	185	112	226	480	2	0	0	0	0	182
0.781	108	185	112	226	482	2	0	0	0	0	182
0.782	108	185	112	226	484	2	0	0	0	0	182
0.783	108	185	112	226	484	2	0	0	0	0	182
0.784	108	185	112	226	484	2	0	0	0	0	182
0.785	108	185	112	226	485	2	0	0	0	0	182
0.786	108	185	112	226	485	2	0	0	0	0	182
0.787	108	185	112	226	487	2	0	0	0	0	182
0.788	108	185	112	226	488	2	0	0	0	0	182
0.789	108	185	112	226	488	2	0	0	0	0	182
0.79	108	185	112	226	488	2	0	0	0	0	182
0.791	108	185	112	226	488	2	0	0	0	0	182
0.792	108	185	112	226	488	2	0	0	0	0	182
0.793	108	185	112	226	488	2	0	0	0	0	182
0.794	108	185	112	226	488	2	0	0	0	0	182
0.795	108	185	112	226	489	2	0	0	0	0	182
0.796	108	185	112	226	489	2	0	0	0	0	182
0.797	108	185	112	226	489	2	0	0	0	0	182
0.798	108	185	112	226	490	2	0	0	0	0	182
0.799	108	185	112	226	491	2	0	0	0	0	182
0.8	108	185	112	226	491	2	0	0	0	0	182
0.801	108	185	112	226	491	2	0	0	0	0	182
0.802	108	185	112	226	491	2	0	0	0	0	182
0.803	108	185	112	226	491	2	0	0	0	0	182
0.804	108	185	112	226	492	2	0	0	0	0	182
0.805	108	185	112	226	492	2	0	0	0	0	182
0.806	108	185	112	226	492	2	0	0	0	0	182
0.807	108	185	112	226	494	2	0	0	0	0	182
0.808	108	185	112	226	495	2	0	0	0	0	182
0.809	108	185	112	226	496	2	0	0	0	0	182
0.81	108	185	112	226	497	2	0	0	0	0	182
0.811	108	185	112	226	497	2	0	0	0	0	182
0.812	108	185	112	226	501	2	0	0	0	0	182
0.813	108	185	112	226	503	2	0	0	0	0	182
0.814	108	185	112	226	503	2	0	0	0	0	182
0.815	108	185	112	226	503	2	0	0	0	0	182
0.816	108	185	112	226	504	2	0	0	0	0	182
0.817	108	185	112	226	504	2	0	0	0	0	182
0.818	108	185	112	226	505	2	0	0	0	0	182
0.819	108	185	112	226	505	2	0	0	0	0	182
0.82	108	185	112	226	506	2	0	0	0	0	182
0.821	108	185	112	226	507	2	0	0	0	0	182
0.822	108	185	112	226	509	2	0	0	0	0	182
0.823	108	185	112	226	509	2	0	0	0	0	182
0.824	108	185	112	226	510	2	0	0	0	0	182
0.825	108	185	112	226	510	2	0	0	0	0	182
0.826	108	185	112	226	511	2	0	0	0	0	182
0.827	108	185	112	226	514	2	0	0	0	0	182
0.828	108	185	112	226	514	2	0	0	0	0	182
0.829	108	185	112	226	514	2	0	0	0	0	182
0.83	108	185	112	226	515	2	0	0	0	0	182
0.831	108	185	112	226	515	2	0	0	0	0	182
0.832	108	185	112	226	515	2	0	0	0	0	182
0.833	108	185	112	226	516	2	0	0	0	0	182
0.834	108	185	112	226	516	2	0	0	0	0	182
0.835	108	185	112	226	517	2	0	0	0	0	182
0.836	108	185	112	226	518	2	0	0	0	0	182
0.837	108	185	112	226	518	2	0	0	0	0	182
0.838	108	185	112	226	518	2	0	0	0	0	182
0.839	108	185	112	226	518	2	0	0	0	0	182
0.84	108	185	112	226	518	2	0	0	0	0	182
0.841	108	185	112	226	519	2	0	0	0	0	182
0.842	108	185	112	226	519	2	0	0	0	0	182
0.843	108	185	112	226	520	2	0	0	0	0	182
0.844	108	185	112	226	521	2	0	0	0	0	182
0.845	108	185	112	226	521	2	0	0	0	0	182
0.846	108	185	112	226	523	2	0	0	0	0	182
0.847	108	185	112	226	523	2	0	0	0	0	182
0.848	108	185	112	226	524	2	0	0	0	0	182
0.849	108	185	112	226	525	2	0	0	0	0	182
0.85	108	185	112	226	526	2	0	0	0	0	182
0.851	108	185	112	226	527	2	0	0	0	0	182
0.852	108	185	112	226	527	2	0	0	0	0	182
0.853	108	185	112	226	527	2	0	0	0	0	182
0.854	108	185	112	226	528	2	0	0	0	0	182
0.855	108	185	112	226	528	2	0	0	0	0	182
0.856	108	185	112	226	529	2	0	0	0	0	182
0.857	108	185	112	226	531	2	0	0	0	0	182
0.858	108	185	112	226	531	2	0	0	0	0	182
0.859	108	185	112	226	531	2	0	0	0	0	182
0.86	108	185	112	226	533	2	0	0	0	0	182
0.861	108	185	112	226	533	2	0	0	0	0	182
0.862	108	185	112	226	533	2	0	0	0	0	182
0.863	108	185	112	226	533	2	0	0	0	0	182
0.864	108	185	112	226	533	2	0	0	0	0	182
0.865	108	185	112	226	534	2	0	0	0	0	182
0.866	108	185	112	226	534	2	0	0	0	0	182
0.867	108	185	112	226	535	2	0	0	0	0	182
0.868	108	185	112	226	535	2	0	0	0	0	182
0.869	108	185	112	226	535	2	0	0	0	0	182
0.87	108	185	112	226	535	2	0	0	0	0	182
0.871	108	185	112	226	535	2	0	0	0	0	182
0.872	108	185	112	226	535	2	0	0	0	0	182
0.873	108	185	112	226	536	2	0	0	0	0	182
0.874	108	185	112	226	536	2	0	0	0	0	182
0.875	108	185	112	226	536	2	0	0	0	0	182
0.876	108	185	112	226	536	2	0	0	0	0	182
0.877	108	185	112	226	536	2	0	0	0	0	182
0.878	108	185	112	226	537	2	0	0	0	0	182
0.879	108	185	112	226	537	2	0	0	0	0	182
0.88	108	185	112	226	537	2	0	0	0	0	182
0.881	108	185	112	226	538	2	0	0	0	0	182
0.882	108	185	112	226	542	2	0	0	0	0	182
0.883	108	185	112	226	542	2	0	0	0	0	182
0.884	108	185	112	226	544	2	0	0	0	0	182
0.885	108	185	112	226	544	2	0	0	0	0	182
0.886	108	185	112	226	546	2	0	0	0	0	182
0.887	108	185	112	226	547	2	0	0	0	0	182
0.888	108	185	112	226	550	2	0	0	0	0	182
0.889	108	185	112	226	550	2	0	0	0	0	182
0.89	108	185	112	226	550	2	0	0	0	0	182
0.891	108	185	112	226	550	2	0	0	0	0	182
0.892	108	185	112	226	550	2	0	0	0	0	182
0.893	108	185	112	226	551	2	0	0	0	0	182
0.894	108	185	112	226	551	2	0	0	0	0	182
0.895	108	185	112	226	551	2	0	0	0	0	182
0.896	108	185	112	226	551	2	0	0	0	0	182
0.897	108	185	112	226	551	2	0	0	0	0	182
0.898	108	185	112	226	552	2	0	0	0	0	182
0.899	108	185	112	226	552	2	0	0	0	0	182
0.9	108	185	112	226	552	2	0	0	0	0	182
0.901	108	185	112	226	554	2	0	0	0	0	182
0.902	108	185	112	226	555	2	0	0	0	0	182
0.903	108	185	112	226	555	2	0	0	0	0	182
0.904	108	185	112	226	555	2	0	0	0	0	182
0.905	108	185	112	226	556	2	0	0	0	0	182
0.906	108	185	112	226	556	2	0	0	0	0	182
0.907	108	185	112	226	556	2	0	0	0	0	182
0.908	108	185	112	226	557	2	0	0	0	0	182
0.909	108	185	112	226	559	2	0	0	0	0	182
0.91	108	185	112	226	560	2	0	0	0	0	182
0.911	108	185	112	226	560	2	0	0	0	0	182
0.912	108	185	112	226	560	2	0	0	0	0	182
0.913	108	185	112	226	561	2	0	0	0	0	182
0.914	108	185	112	226	563	2	0	0	0	0	182
0.915	108	185	112	226	565	2	0	0	0	0	182
0.916	108	185	112	226	565	2	0	0	0	0	182
0.917	108	185	112	226	566	2	0	0	0	0	182
0.918	108	185	112	226	567	2	0	0	0	0	182
0.919	108	185	112	226	568	2	0	0	0	0	182
0.92	108	185	112	226	568	2	0	0	0	0	182
0.921	108	185	112	226	568	2	0	0	0	0	182
0.922	108	185	112	226	569	2	0	0	0	0	182
0.923	108	185	112	226	569	2	0	0	0	0	182
0.924	108	185	112	226	571	2	0	0	0	0	182
0.925	108	185	112	226	572	2	0	0	0	0	182
0.926	108	185	112	226	573	2	0	0	0	0	182
0.927	108	185	112	226	573	2	0	0	0	0	182
0.928	108	185	112	226	573	2	0	0	0	0	182
0.929	108	185	112	226	575	2	0	0	0	0	182
0.93	108	185	112	226	575	2	0	0	0	0	182
0.931	108	185	112	226	576	2	0	0	0	0	182
0.932	108	185	112	226	579	2	0	0	0	0	182
0.933	108	185	112	226	579	2	0	0	0	0	182
0.934	108	185	112	226	579	2	0	0	0	0	182
0.935	108	185	112	226	579	2	0	0	0	0	182
0.936	108	185	112	226	579	2	0	0	0	0	182
0.937	108	185	112	226	579	2	0	0	0	0	182
0.938	108	185	112	226	579	2	0	0	0	0	182
0.939	108	185	112	226	579	2	0	0	0	0	182
0.94	108	185	112	226	580	2	0	0	0	0	182
0.941	108	185	112	226	580	2	0	0	0	0	182
0.942	108	185	112	226	581	2	0	0	0	0	182
0.943	108	185	112	226	581	2	0	0	0	0	182
0.944	108	185	112	226	581	2	0	0	0	0	182
0.945	108	185	112	226	583	2	0	0	0	0	182
0.946	108	185	112	226	583	2	0	0	0	0	182
0.947	108	185	112	226	585	2	0	0	0	0	182
0.948	108	185	112	226	586	2	0	0	0	0	182
0.949	108	185	112	226	586	2	0	0	0	0	182
0.95	108	185	112	226	587	2	0	0	0	0	182
0.951	108	185	112	226	590	2	0	0	0	0	182
0.952	108	185	112	226	590	2	0	0	0	0	182
0.953	108	185	112	226	594	2	0	0	0	0	182
0.954	108	185	112	226	596	2	0	0	0	0	182
0.955	108	185	112	226	597	2	0	0	0	0	182
0.956	108	185	112	226	598	2	0	0	0	0	182
0.957	108	185	112	226	598	2	0	0	0	0	182
0.958	108	185	112	226	598	2	0	0	0	0	182
0.959	108	185	112	226	598	2	0	0	0	0	182
0.96	108	185	112	226	599	2	0	0	0	0	182
0.961	108	185	112	226	600	2	0	0	0	0	182
0.962	108	185	112	226	602	2	0	0	0	0	182
0.963	108	185	112	226	602	2	0	0	0	0	182
0.964	108	185	112	226	603	2	0	0	0	0	182
0.965	108	185	112	226	603	2	0	0	0	0	182
0.966	108	185	112	226	603	2	0	0	0	0	182
0.967	108	185	112	226	603	2	0	0	0	0	182
0.968	108	185	112	226	603	2	0	0	0	0	182
0.969	108	185	112	226	603	2	0	0	0	0	182
0.97	108	185	112	226	604	2	0	0	0	0	182
0.971	108	185	112	226	605	2	0	0	0	0	182
0.972	108	185	112	226	605	2	0	0	0	0	182
0.973	108	185	112	226	606	2	0	0	0	0	182
0.974	108	185	112	226	608	2	0	0	0	0	182
0.975	108	185	112	226	608	2	0	0	0	0	182
0.976	108	185	112	226	609	2	0	0	0	0	182
0.977	108	185	112	226	609	2	0	0	0	0	182
0.978	108	185	112	226	610	2	0	0	0	0	182
0.979	108	185	112	226	610	2	0	0	0	0	182
0.98	108	185	112	226	611	2	0	0	0	0	182
0.981	108	185	112	226	611	2	0	0	0	0	182
0.982	108	185	112	226	611	2	0	0	0	0	182
0.983	108	185	112	226	611	2	0	0	0	0	182
0.984	108	185	112	226	612	2	0	0	0	0	182
0.985	108	185	112	226	613	2	0	0	0	0	182
0.986	108	185	112	226	613	2	0	0	0	0	182
0.987	108	185	112	226	613	2	0	0	0	0	182
0.988	108	185	112	226	614	2	0	0	0	0	182
0.989	108	185	112	226	614	2	0	0	0	0	182
0.99	108	185	112	226	614	2	0	0	0	0	182
0.991	108	185	112	226	614	2	0	0	0	0	182
0.992	108	185	112	226	614	2	0	0	0	0	182
0.993	108	185	112	226	616	2	0	0	0	0	182
0.994	108	185	112	226	617	2	0	0	0	0	182
0.995	108	185	112	226	619	2	0	0	0	0	182
0.996	108	185	112	226	619	2	0	0	0	0	182
0.997	108	185	112	226	619	2	0	0	0	0	182
0.998	108	184	112	225	620	2	0	0	0	0	182
0.999	108	185	112	226	624	2	0	0	0	0	182
1	108	185	112	226	624	2	0	0	0	0	182
