Time (s),A(lg1),A(lg2),A(lg3),A(lg4),A(lg5),B(lg1),B(lg2),B(lg3),B(lg4),B(lg5),A(lg1!1).A(lg1!1),A(lg2!1).A(lg2!1),A(lg3!1).A(lg3!1),A(lg4!1).A(lg4!1),A(lg5!1).A(lg5!1),A(lg1!1).A(lg2!1),A(lg1!1).A(lg3!1),A(lg1!1).A(lg4!1),A(lg1!1).A(lg5!1),A(lg2!1).A(lg3!1),A(lg2!1).A(lg4!1),A(lg2!1).A(lg5!1),A(lg3!1).A(lg4!1),A(lg3!1).A(lg5!1),A(lg4!1).A(lg5!1),B(lg1!1).B(lg1!1),B(lg2!1).B(lg2!1),B(lg3!1).B(lg3!1),B(lg4!1).B(lg4!1),B(lg5!1).B(lg5!1),B(lg1!1).B(lg2!1),B(lg1!1).B(lg3!1),B(lg1!1).B(lg4!1),B(lg1!1).B(lg5!1),B(lg2!1).B(lg3!1),B(lg2!1).B(lg4!1),B(lg2!1).B(lg5!1),B(lg3!1).B(lg4!1),B(lg3!1).B(lg5!1),B(lg4!1).B(lg5!1),A(lg1!1).B(lg1!1),A(lg1!1).B(lg2!1),A(lg1!1).B(lg3!1),A(lg1!1).B(lg4!1),A(lg1!1).B(lg5!1),A(lg2!1).B(lg1!1),A(lg2!1).B(lg2!1),A(lg2!1).B(lg3!1),A(lg2!1).B(lg4!1),A(lg2!1).B(lg5!1),A(lg3!1).B(lg1!1),A(lg3!1).B(lg2!1),A(lg3!1).B(lg3!1),A(lg3!1).B(lg4!1),A(lg3!1).B(lg5!1),A(lg4!1).B(lg1!1),A(lg4!1).B(lg2!1),A(lg4!1).B(lg3!1),A(lg4!1).B(lg4!1),A(lg4!1).B(lg5!1),A(lg5!1).B(lg1!1),A(lg5!1).B(lg2!1),A(lg5!1).B(lg3!1),A(lg5!1).B(lg4!1),A(lg5!1).B(lg5!1)
0.073,40,31,29,38,33,33,24,26,30,32,3,6,4,3,5,6,8,5,9,7,10,6,4,8,6,2,7,5,2,2,8,9,9,8,6,11,7,6,9,12,5,6,8,5,2,5,6,6,3,8,7,5,5,12,7,8,7,6,2,8,4,6,9,6,3
0.074,39,31,28,36,31,33,23,26,30,31,3,6,4,4,5,6,8,5,9,7,10,6,4,9,6,2,7,5,2,2,8,9,9,8,6,11,7,6,9,12,5,6,8,5,3,5,6,6,3,8,7,5,5,12,7,8,7,6,2,8,4,7,9,6,3
0.075,39,31,28,36,31,33,23,26,30,31,3,6,4,4,5,6,8,5,9,7,10,6,4,9,6,2,7,5,2,2,8,9,9,8,6,11,7,6,9,12,5,6,8,5,3,5,6,6,3,8,7,5,5,12,7,8,7,6,2,8,4,7,9,6,3
0.076,38,29,25,34,30,33,23,26,29,31,3,6,5,5,5,6,9,5,9,7,10,7,4,9,6,2,7,5,2,2,8,9,9,8,6,11,7,6,9,12,5,6,8,5,3,5,6,6,4,8,7,5,5,12,7,8,7,6,2,8,4,7,9,6,3
0.077,38,29,25,34,30,33,23,26,29,31,3,6,5,5,5,6,9,5,9,7,10,7,4,9,6,2,7,5,2,2,8,9,9,8,6,11,7,6,9,12,5,6,8,5,3,5,6,6,4,8,7,5,5,12,7,8,7,6,2,8,4,7,9,6,3
0.078,38,29,25,34,30,33,23,26,29,31,3,6,5,5,5,6,9,5,9,7,10,7,4,9,6,2,7,5,2,2,8,9,9,8,6,11,7,6,9,12,5,6,8,5,3,5,6,6,4,8,7,5,5,12,7,8,7,6,2,8,4,7,9,6,3
0.079,38,29,25,34,30,33,23,26,29,31,3,6,5,5,5,6,9,5,9,7,10,7,4,9,6,2,7,5,2,2,8,9,9,8,6,11,7,6,9,12,5,6,8,5,3,5,6,6,4,8,7,5,5,12,7,8,7,6,2,8,4,7,9,6,3
0.08,38,29,25,34,30,33,23,26,29,31,3,6,5,5,5,6,9,5,9,7,10,7,4,9,6,2,7,5,2,2,8,9,9,8,6,11,7,6,9,12,5,6,8,5,3,5,6,6,4,8,7,5,5,12,7,8,7,6,2,8,4,7,9,6,3
0.081,38,29,25,34,30,33,23,26,29,31,3,6,5,5,5,6,9,5,9,7,10,7,4,9,6,2,7,5,2,2,8,9,9,8,6,11,7,6,9,12,5,6,8,5,3,5,6,6,4,8,7,5,5,12,7,8,7,6,2,8,4,7,9,6,3
0.082,38,29,25,34,30,33,23,26,29,31,3,6,5,5,5,6,9,5,9,7,10,7,4,9,6,2,7,5,2,2,8,9,9,8,6,11,7,6,9,12,5,6,8,5,3,5,6,6,4,8,7,5,5,12,7,8,7,6,2,8,4,7,9,6,3
0.083,38,29,25,34,30,33,23,26,29,31,3,6,5,5,5,6,9,5,9,7,10,7,4,9,6,2,7,5,2,2,8,9,9,8,6,11,7,6,9,12,5,6,8,5,3,5,6,6,4,8,7,5,5,12,7,8,7,6,2,8,4,7,9,6,3
0.084,38,29,25,34,30,33,23,26,29,31,3,6,5,5,5,6,9,5,9,7,10,7,4,9,6,2,7,5,2,2,8,9,9,8,6,11,7,6,9,12,5,6,8,5,3,5,6,6,4,8,7,5,5,12,7,8,7,6,2,8,4,7,9,6,3
0.085,38,29,25,34,30,33,23,26,29,31,3,6,5,5,5,6,9,5,9,7,10,7,4,9,6,2,7,5,2,2,8,9,9,8,6,11,7,6,9,12,5,6,8,5,3,5,6,6,4,8,7,5,5,12,7,8,7,6,2,8,4,7,9,6,3
0.086,38,29,25,34,30,33,23,26,29,31,3,6,5,5,5,6,9,5,9,7,10,7,4,9,6,2,7,5,2,2,8,9,9,8,6,11,7,6,9,12,5,6,8,5,3,5,6,6,4,8,7,5,5,12,7,8,7,6,2,8,4,7,9,6,3
0.087,38,29,25,34,30,33,23,26,29,31,3,6,5,5,5,6,9,5,9,7,10,7,4,9,6,2,7,5,2,2,8,9,9,8,6,11,7,6,9,12,5,6,8,5,3,5,6,6,4,8,7,5,5,12,7,8,7,6,2,8,4,7,9,6,3
0.088,36,27,24,33,27,33,22,25,28,31,3,7,5,5,5,6,9,5,10,7,10,7,4,10,7,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,7,8,5,3,5,6,6,4,8,7,5,5,12,7,8,7,6,2,8,4,7,9,6,3
0.089,36,27,24,33,27,33,22,25,28,31,3,7,5,5,5,6,9,5,10,7,10,7,4,10,7,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,7,8,5,3,5,6,6,4,8,7,5,5,12,7,8,7,6,2,8,4,7,9,6,3
0.09,36,27,24,33,27,33,22,25,28,31,3,7,5,5,5,6,9,5,10,7,10,7,4,10,7,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,7,8,5,3,5,6,6,4,8,7,5,5,12,7,8,7,6,2,8,4,7,9,6,3
0.091,36,27,24,33,27,33,22,25,28,31,3,7,5,5,5,6,9,5,10,7,10,7,4,10,7,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,7,8,5,3,5,6,6,4,8,7,5,5,12,7,8,7,6,2,8,4,7,9,6,3
0.092,36,27,24,33,27,33,22,25,28,31,3,7,5,5,5,6,9,5,10,7,10,7,4,10,7,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,7,8,5,3,5,6,6,4,8,7,5,5,12,7,8,7,6,2,8,4,7,9,6,3
0.093,36,27,24,33,27,33,22,25,28,31,3,7,5,5,5,6,9,5,10,7,10,7,4,10,7,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,7,8,5,3,5,6,6,4,8,7,5,5,12,7,8,7,6,2,8,4,7,9,6,3
0.094,36,27,24,33,27,33,22,25,28,31,3,7,5,5,5,6,9,5,10,7,10,7,4,10,7,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,7,8,5,3,5,6,6,4,8,7,5,5,12,7,8,7,6,2,8,4,7,9,6,3
0.095,36,27,24,33,27,33,22,25,28,31,3,7,5,5,5,6,9,5,10,7,10,7,4,10,7,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,7,8,5,3,5,6,6,4,8,7,5,5,12,7,8,7,6,2,8,4,7,9,6,3
0.096,36,27,24,33,27,33,22,25,28,31,3,7,5,5,5,6,9,5,10,7,10,7,4,10,7,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,7,8,5,3,5,6,6,4,8,7,5,5,12,7,8,7,6,2,8,4,7,9,6,3
0.097,36,27,24,33,27,33,22,25,28,31,3,7,5,5,5,6,9,5,10,7,10,7,4,10,7,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,7,8,5,3,5,6,6,4,8,7,5,5,12,7,8,7,6,2,8,4,7,9,6,3
0.098,36,27,22,32,26,33,21,24,28,31,3,7,5,5,5,6,9,5,10,7,10,7,5,10,7,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,7,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,2,8,4,8,9,6,3
0.099,36,27,22,32,26,33,21,24,28,31,3,7,5,5,5,6,9,5,10,7,10,7,5,10,7,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,7,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,2,8,4,8,9,6,3
0.1,36,27,22,32,26,33,21,24,28,31,3,7,5,5,5,6,9,5,10,7,10,7,5,10,7,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,7,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,2,8,4,8,9,6,3
0.101,36,27,22,32,26,33,21,24,28,31,3,7,5,5,5,6,9,5,10,7,10,7,5,10,7,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,7,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,2,8,4,8,9,6,3
0.102,36,27,22,32,26,33,21,24,28,31,3,7,5,5,5,6,9,5,10,7,10,7,5,10,7,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,7,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,2,8,4,8,9,6,3
0.103,36,27,22,32,26,33,21,24,28,31,3,7,5,5,5,6,9,5,10,7,10,7,5,10,7,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,7,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,2,8,4,8,9,6,3
0.104,36,27,22,32,26,33,21,24,28,31,3,7,5,5,5,6,9,5,10,7,10,7,5,10,7,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,7,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,2,8,4,8,9,6,3
0.105,36,27,22,32,26,33,21,24,28,31,3,7,5,5,5,6,9,5,10,7,10,7,5,10,7,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,7,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,2,8,4,8,9,6,3
0.106,36,27,22,32,26,33,21,24,28,31,3,7,5,5,5,6,9,5,10,7,10,7,5,10,7,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,7,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,2,8,4,8,9,6,3
0.107,36,27,22,32,26,33,21,24,28,31,3,7,5,5,5,6,9,5,10,7,10,7,5,10,7,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,7,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,2,8,4,8,9,6,3
0.108,36,27,22,32,26,33,21,24,28,31,3,7,5,5,5,6,9,5,10,7,10,7,5,10,7,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,7,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,2,8,4,8,9,6,3
0.109,36,27,22,32,26,33,21,24,28,31,3,7,5,5,5,6,9,5,10,7,10,7,5,10,7,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,7,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,2,8,4,8,9,6,3
0.11,33,26,20,29,24,33,20,24,27,30,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,8,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.111,33,26,20,29,24,33,20,24,27,30,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,8,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.112,33,26,20,29,24,33,20,24,27,30,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,8,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.113,33,26,20,29,24,33,20,24,27,30,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,8,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.114,33,26,20,29,24,33,20,24,27,30,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,8,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.115,33,26,20,29,24,33,20,24,27,30,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,8,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.116,33,26,20,29,24,33,20,24,27,30,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,8,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.117,33,26,20,29,24,33,20,24,27,30,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,8,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.118,33,26,20,29,24,33,20,24,27,30,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,8,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.119,33,26,20,29,24,33,20,24,27,30,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,8,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.12,33,26,20,29,24,33,20,24,27,30,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,8,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.121,33,26,20,29,24,33,20,24,27,30,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,8,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.122,33,26,20,29,24,33,20,24,27,30,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,8,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.123,33,26,20,29,24,33,20,24,27,30,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,8,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.124,33,26,20,29,24,33,20,24,27,30,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,8,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.125,33,26,20,29,24,33,20,24,27,30,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,8,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.126,33,26,20,29,24,33,20,24,27,30,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,8,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.127,33,26,20,29,24,33,20,24,27,30,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,8,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.128,33,26,20,29,24,33,20,24,27,30,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,8,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.129,33,26,20,29,24,33,20,24,27,30,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,8,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.13,33,26,20,29,24,33,20,24,27,30,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,8,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.131,33,26,20,29,24,33,20,24,27,30,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,8,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.132,33,26,20,29,24,33,20,24,27,30,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,8,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.133,33,26,20,29,24,33,20,24,27,30,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,8,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.134,33,26,20,29,24,33,20,24,27,30,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,8,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.135,33,26,20,29,24,33,20,24,27,30,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,8,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.136,33,26,20,29,24,33,20,24,27,30,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,8,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.137,33,26,20,29,24,33,20,24,27,30,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,8,9,9,8,6,11,7,7,9,12,5,8,8,5,3,5,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.138,32,25,20,29,24,32,19,23,26,28,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,8,9,9,8,6,11,8,7,9,13,5,8,9,5,3,6,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.139,32,25,20,29,24,32,19,23,26,28,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,8,9,9,8,6,11,8,7,9,13,5,8,9,5,3,6,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.14,32,25,20,29,24,32,19,23,26,28,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,8,9,9,8,6,11,8,7,9,13,5,8,9,5,3,6,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.141,32,25,20,29,24,32,19,23,26,28,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,8,9,9,8,6,11,8,7,9,13,5,8,9,5,3,6,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.142,32,25,20,29,24,32,19,23,26,28,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,8,9,9,8,6,11,8,7,9,13,5,8,9,5,3,6,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.143,32,25,20,29,24,32,19,23,26,28,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,8,9,9,8,6,11,8,7,9,13,5,8,9,5,3,6,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.144,32,25,20,29,24,32,19,23,26,28,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,8,9,9,8,6,11,8,7,9,13,5,8,9,5,3,6,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.145,32,25,20,29,24,32,19,23,26,28,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,8,9,9,8,6,11,8,7,9,13,5,8,9,5,3,6,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.146,32,25,20,29,24,33,20,23,26,28,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,7,9,9,8,6,11,8,7,9,13,5,8,9,5,3,6,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.147,32,25,20,29,24,33,20,23,26,28,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,7,9,9,8,6,11,8,7,9,13,5,8,9,5,3,6,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.148,32,25,20,29,24,33,20,23,26,28,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,7,9,9,8,6,11,8,7,9,13,5,8,9,5,3,6,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.149,32,25,20,29,24,33,20,23,26,28,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,7,9,9,8,6,11,8,7,9,13,5,8,9,5,3,6,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.15,32,25,20,29,24,33,20,23,26,28,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,7,9,9,8,6,11,8,7,9,13,5,8,9,5,3,6,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.151,32,25,20,29,24,33,20,23,26,28,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,7,9,9,8,6,11,8,7,9,13,5,8,9,5,3,6,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.152,32,25,20,29,24,33,20,23,26,28,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,7,9,9,8,6,11,8,7,9,13,5,8,9,5,3,6,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.153,32,25,20,29,24,33,20,23,26,28,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,7,9,9,8,6,11,8,7,9,13,5,8,9,5,3,6,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.154,32,25,20,29,24,33,20,23,26,28,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,7,9,9,8,6,11,8,7,9,13,5,8,9,5,3,6,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.155,32,25,20,29,24,33,20,23,26,28,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,7,9,9,8,6,11,8,7,9,13,5,8,9,5,3,6,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.156,32,25,20,29,24,33,20,23,26,28,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,7,9,9,8,6,11,8,7,9,13,5,8,9,5,3,6,6,6,4,8,7,5,6,12,7,8,7,6,3,9,4,8,9,6,3
0.157,32,24,20,28,24,32,18,21,26,27,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,7,10,9,8,6,11,9,7,9,13,5,8,9,5,3,6,6,7,4,8,7,5,6,12,7,8,8,6,3,9,4,8,9,6,3
0.158,32,24,20,28,24,32,18,21,26,27,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,7,10,9,8,6,11,9,7,9,13,5,8,9,5,3,6,6,7,4,8,7,5,6,12,7,8,8,6,3,9,4,8,9,6,3
0.159,32,24,20,28,24,32,18,21,26,27,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,7,10,9,8,6,11,9,7,9,13,5,8,9,5,3,6,6,7,4,8,7,5,6,12,7,8,8,6,3,9,4,8,9,6,3
0.16,32,24,20,28,24,32,18,21,26,27,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,7,10,9,8,6,11,9,7,9,13,5,8,9,5,3,6,6,7,4,8,7,5,6,12,7,8,8,6,3,9,4,8,9,6,3
0.161,32,24,20,28,24,32,18,21,26,27,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,7,10,9,8,6,11,9,7,9,13,5,8,9,5,3,6,6,7,4,8,7,5,6,12,7,8,8,6,3,9,4,8,9,6,3
0.162,32,24,20,28,24,32,18,21,26,27,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,7,10,9,8,6,11,9,7,9,13,5,8,9,5,3,6,6,7,4,8,7,5,6,12,7,8,8,6,3,9,4,8,9,6,3
0.163,32,24,20,28,24,32,18,21,26,27,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,7,10,9,8,6,11,9,7,9,13,5,8,9,5,3,6,6,7,4,8,7,5,6,12,7,8,8,6,3,9,4,8,9,6,3
0.164,32,24,20,28,24,32,18,21,26,27,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,7,10,9,8,6,11,9,7,9,13,5,8,9,5,3,6,6,7,4,8,7,5,6,12,7,8,8,6,3,9,4,8,9,6,3
0.165,32,24,20,28,24,32,18,21,26,27,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,7,10,9,8,6,11,9,7,9,13,5,8,9,5,3,6,6,7,4,8,7,5,6,12,7,8,8,6,3,9,4,8,9,6,3
0.166,32,24,20,28,24,32,18,21,26,27,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,7,10,9,8,6,11,9,7,9,13,5,8,9,5,3,6,6,7,4,8,7,5,6,12,7,8,8,6,3,9,4,8,9,6,3
0.167,32,24,20,28,24,32,18,21,26,27,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,7,10,9,8,6,11,9,7,9,13,5,8,9,5,3,6,6,7,4,8,7,5,6,12,7,8,8,6,3,9,4,8,9,6,3
0.168,32,24,20,28,24,32,18,21,26,27,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,7,10,9,8,6,11,9,7,9,13,5,8,9,5,3,6,6,7,4,8,7,5,6,12,7,8,8,6,3,9,4,8,9,6,3
0.169,32,24,20,28,24,32,18,21,26,27,3,7,6,5,5,7,9,5,11,7,10,7,5,10,8,2,7,5,2,2,7,10,9,8,6,11,9,7,9,13,5,8,9,5,3,6,6,7,4,8,7,5,6,12,7,8,8,6,3,9,4,8,9,6,3
