Time (s): 0.027
5	dode: 4. 
12	dode: 1. 
5	dode: 6. 
5	dode: 2. 
7	dode: 9. 
3	dode: 3. 
1	dode: 12. 
3	dode: 8. 
2	dode: 10. 
Time (s): 0.028
5	dode: 4. 
12	dode: 1. 
5	dode: 6. 
5	dode: 2. 
7	dode: 9. 
3	dode: 3. 
1	dode: 12. 
3	dode: 8. 
2	dode: 10. 
Time (s): 0.029
5	dode: 4. 
12	dode: 1. 
5	dode: 6. 
5	dode: 2. 
7	dode: 9. 
3	dode: 3. 
1	dode: 12. 
3	dode: 8. 
2	dode: 10. 
Time (s): 0.03
5	dode: 4. 
12	dode: 1. 
5	dode: 6. 
5	dode: 2. 
7	dode: 9. 
3	dode: 3. 
1	dode: 12. 
3	dode: 8. 
2	dode: 10. 
Time (s): 0.031
4	dode: 4. 
12	dode: 1. 
6	dode: 6. 
4	dode: 2. 
7	dode: 9. 
3	dode: 3. 
1	dode: 12. 
3	dode: 8. 
2	dode: 10. 
Time (s): 0.032
5	dode: 4. 
6	dode: 9. 
2	dode: 3. 
8	dode: 1. 
4	dode: 8. 
4	dode: 2. 
1	dode: 12. 
3	dode: 10. 
5	dode: 6. 
Time (s): 0.033
5	dode: 4. 
6	dode: 9. 
2	dode: 3. 
10	dode: 1. 
4	dode: 8. 
3	dode: 2. 
1	dode: 12. 
3	dode: 10. 
5	dode: 6. 
Time (s): 0.034
5	dode: 4. 
5	dode: 9. 
2	dode: 3. 
9	dode: 1. 
4	dode: 8. 
3	dode: 2. 
1	dode: 12. 
4	dode: 10. 
5	dode: 6. 
Time (s): 0.035
5	dode: 4. 
5	dode: 9. 
2	dode: 3. 
9	dode: 1. 
4	dode: 8. 
3	dode: 2. 
1	dode: 12. 
4	dode: 10. 
5	dode: 6. 
Time (s): 0.036
6	dode: 4. 
5	dode: 9. 
7	dode: 1. 
4	dode: 8. 
3	dode: 2. 
1	dode: 3. 
1	dode: 12. 
4	dode: 10. 
4	dode: 6. 
1	dode: 7. 
Time (s): 0.037
6	dode: 4. 
5	dode: 9. 
7	dode: 1. 
4	dode: 8. 
3	dode: 2. 
1	dode: 3. 
1	dode: 12. 
4	dode: 10. 
4	dode: 6. 
1	dode: 7. 
Time (s): 0.038
6	dode: 4. 
4	dode: 9. 
6	dode: 1. 
4	dode: 8. 
3	dode: 2. 
1	dode: 3. 
1	dode: 12. 
5	dode: 10. 
4	dode: 6. 
1	dode: 7. 
Time (s): 0.039
6	dode: 4. 
4	dode: 9. 
6	dode: 1. 
3	dode: 8. 
2	dode: 2. 
1	dode: 3. 
1	dode: 12. 
6	dode: 10. 
4	dode: 6. 
1	dode: 7. 
Time (s): 0.04
6	dode: 4. 
4	dode: 9. 
6	dode: 1. 
3	dode: 8. 
2	dode: 2. 
1	dode: 3. 
1	dode: 12. 
6	dode: 10. 
4	dode: 6. 
1	dode: 7. 
Time (s): 0.041
6	dode: 4. 
4	dode: 9. 
6	dode: 1. 
3	dode: 8. 
2	dode: 2. 
1	dode: 3. 
1	dode: 12. 
6	dode: 10. 
4	dode: 6. 
1	dode: 7. 
Time (s): 0.042
5	dode: 4. 
4	dode: 9. 
6	dode: 10. 
3	dode: 8. 
2	dode: 2. 
5	dode: 1. 
1	dode: 3. 
1	dode: 12. 
1	dode: 5. 
4	dode: 6. 
1	dode: 7. 
Time (s): 0.043
5	dode: 4. 
4	dode: 9. 
6	dode: 10. 
3	dode: 8. 
2	dode: 2. 
5	dode: 1. 
1	dode: 3. 
1	dode: 12. 
1	dode: 5. 
4	dode: 6. 
1	dode: 7. 
Time (s): 0.044
5	dode: 4. 
4	dode: 9. 
6	dode: 10. 
3	dode: 8. 
2	dode: 2. 
5	dode: 1. 
1	dode: 3. 
1	dode: 12. 
1	dode: 5. 
4	dode: 6. 
1	dode: 7. 
Time (s): 0.045
5	dode: 4. 
4	dode: 9. 
6	dode: 10. 
3	dode: 8. 
2	dode: 2. 
5	dode: 1. 
1	dode: 3. 
1	dode: 12. 
1	dode: 5. 
4	dode: 6. 
1	dode: 7. 
Time (s): 0.046
5	dode: 4. 
4	dode: 9. 
6	dode: 10. 
3	dode: 8. 
2	dode: 2. 
4	dode: 1. 
1	dode: 3. 
1	dode: 12. 
1	dode: 5. 
3	dode: 6. 
2	dode: 7. 
Time (s): 0.047
5	dode: 4. 
4	dode: 9. 
6	dode: 10. 
3	dode: 8. 
2	dode: 2. 
4	dode: 1. 
1	dode: 3. 
1	dode: 12. 
1	dode: 5. 
3	dode: 6. 
2	dode: 7. 
Time (s): 0.048
5	dode: 4. 
4	dode: 9. 
6	dode: 10. 
3	dode: 8. 
3	dode: 7. 
4	dode: 1. 
1	dode: 3. 
1	dode: 12. 
1	dode: 2. 
3	dode: 6. 
Time (s): 0.049
5	dode: 4. 
4	dode: 9. 
5	dode: 10. 
3	dode: 8. 
3	dode: 7. 
3	dode: 1. 
1	dode: 3. 
1	dode: 12. 
1	dode: 11. 
1	dode: 2. 
3	dode: 6. 
Time (s): 0.05
5	dode: 4. 
4	dode: 9. 
5	dode: 10. 
3	dode: 8. 
3	dode: 7. 
3	dode: 1. 
1	dode: 3. 
1	dode: 12. 
1	dode: 11. 
1	dode: 2. 
3	dode: 6. 
Time (s): 0.051
5	dode: 4. 
4	dode: 9. 
5	dode: 10. 
3	dode: 8. 
3	dode: 7. 
3	dode: 1. 
1	dode: 3. 
1	dode: 12. 
1	dode: 11. 
1	dode: 2. 
3	dode: 6. 
Time (s): 0.052
5	dode: 4. 
4	dode: 9. 
5	dode: 10. 
3	dode: 8. 
3	dode: 7. 
3	dode: 1. 
1	dode: 3. 
1	dode: 12. 
1	dode: 11. 
1	dode: 2. 
3	dode: 6. 
Time (s): 0.053
5	dode: 4. 
4	dode: 9. 
5	dode: 10. 
3	dode: 8. 
3	dode: 7. 
4	dode: 1. 
1	dode: 3. 
1	dode: 12. 
1	dode: 11. 
1	dode: 2. 
2	dode: 6. 
1	dode: 5. 
Time (s): 0.054
5	dode: 4. 
4	dode: 9. 
5	dode: 10. 
3	dode: 8. 
3	dode: 7. 
4	dode: 1. 
1	dode: 3. 
1	dode: 12. 
1	dode: 11. 
1	dode: 2. 
2	dode: 6. 
1	dode: 5. 
Time (s): 0.055
5	dode: 4. 
4	dode: 9. 
5	dode: 10. 
3	dode: 8. 
3	dode: 7. 
4	dode: 1. 
1	dode: 3. 
1	dode: 12. 
1	dode: 11. 
1	dode: 2. 
2	dode: 6. 
1	dode: 5. 
Time (s): 0.056
5	dode: 4. 
4	dode: 9. 
4	dode: 10. 
3	dode: 8. 
3	dode: 7. 
3	dode: 1. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 2. 
2	dode: 6. 
1	dode: 5. 
Time (s): 0.057
5	dode: 4. 
4	dode: 9. 
4	dode: 10. 
3	dode: 8. 
3	dode: 7. 
3	dode: 1. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 2. 
2	dode: 6. 
1	dode: 5. 
Time (s): 0.058
5	dode: 4. 
4	dode: 9. 
4	dode: 10. 
3	dode: 8. 
3	dode: 7. 
3	dode: 1. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 2. 
2	dode: 6. 
1	dode: 5. 
Time (s): 0.059
5	dode: 4. 
4	dode: 9. 
4	dode: 10. 
3	dode: 8. 
3	dode: 7. 
3	dode: 1. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 2. 
2	dode: 6. 
1	dode: 5. 
Time (s): 0.06
5	dode: 4. 
4	dode: 9. 
4	dode: 10. 
3	dode: 8. 
3	dode: 7. 
3	dode: 1. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 2. 
2	dode: 6. 
1	dode: 5. 
Time (s): 0.061
3	dode: 4. 
4	dode: 9. 
4	dode: 10. 
4	dode: 8. 
3	dode: 7. 
3	dode: 1. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 2. 
2	dode: 6. 
1	dode: 5. 
Time (s): 0.062
3	dode: 4. 
4	dode: 9. 
4	dode: 10. 
4	dode: 8. 
3	dode: 7. 
3	dode: 1. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 2. 
2	dode: 6. 
1	dode: 5. 
Time (s): 0.063
3	dode: 4. 
4	dode: 9. 
4	dode: 10. 
4	dode: 8. 
3	dode: 7. 
3	dode: 1. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 2. 
2	dode: 6. 
1	dode: 5. 
Time (s): 0.064
3	dode: 4. 
4	dode: 9. 
4	dode: 10. 
4	dode: 8. 
3	dode: 7. 
3	dode: 1. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 2. 
2	dode: 6. 
1	dode: 5. 
Time (s): 0.065
3	dode: 4. 
4	dode: 9. 
4	dode: 10. 
4	dode: 8. 
3	dode: 7. 
3	dode: 1. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 2. 
2	dode: 6. 
1	dode: 5. 
Time (s): 0.066
3	dode: 4. 
3	dode: 9. 
5	dode: 10. 
4	dode: 8. 
3	dode: 7. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 2. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.067
3	dode: 4. 
3	dode: 9. 
5	dode: 10. 
4	dode: 8. 
3	dode: 7. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 2. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.068
3	dode: 4. 
3	dode: 9. 
5	dode: 10. 
4	dode: 8. 
3	dode: 7. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 2. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.069
3	dode: 4. 
3	dode: 9. 
5	dode: 10. 
4	dode: 8. 
3	dode: 7. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 2. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.07
3	dode: 7. 
3	dode: 9. 
1	dode: 4. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 2. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.071
3	dode: 7. 
3	dode: 9. 
1	dode: 4. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 2. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.072
3	dode: 7. 
3	dode: 9. 
1	dode: 4. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 2. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.073
2	dode: 7. 
4	dode: 9. 
1	dode: 4. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.074
2	dode: 7. 
4	dode: 9. 
1	dode: 4. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.075
2	dode: 7. 
4	dode: 9. 
1	dode: 4. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.076
2	dode: 7. 
4	dode: 9. 
1	dode: 4. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.077
2	dode: 7. 
4	dode: 9. 
1	dode: 4. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.078
2	dode: 7. 
4	dode: 9. 
1	dode: 4. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.079
2	dode: 7. 
4	dode: 9. 
1	dode: 4. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.08
2	dode: 7. 
4	dode: 9. 
1	dode: 4. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.081
2	dode: 7. 
4	dode: 9. 
1	dode: 4. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.082
2	dode: 7. 
4	dode: 9. 
1	dode: 4. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.083
2	dode: 7. 
4	dode: 9. 
1	dode: 4. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.084
2	dode: 7. 
4	dode: 9. 
1	dode: 4. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.085
2	dode: 7. 
4	dode: 9. 
1	dode: 4. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.086
2	dode: 7. 
4	dode: 9. 
1	dode: 4. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.087
2	dode: 7. 
4	dode: 9. 
1	dode: 4. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.088
2	dode: 7. 
4	dode: 9. 
1	dode: 4. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.089
2	dode: 7. 
4	dode: 9. 
1	dode: 4. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.09
2	dode: 7. 
4	dode: 9. 
1	dode: 4. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.091
2	dode: 7. 
4	dode: 9. 
1	dode: 4. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.092
2	dode: 7. 
4	dode: 9. 
1	dode: 4. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.093
2	dode: 7. 
4	dode: 9. 
1	dode: 4. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.094
2	dode: 7. 
4	dode: 9. 
1	dode: 4. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.095
2	dode: 7. 
4	dode: 9. 
1	dode: 4. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.096
2	dode: 7. 
4	dode: 9. 
1	dode: 4. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.097
2	dode: 7. 
4	dode: 9. 
1	dode: 4. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.098
2	dode: 7. 
4	dode: 9. 
1	dode: 4. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.099
2	dode: 7. 
4	dode: 9. 
1	dode: 4. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.1
2	dode: 7. 
4	dode: 9. 
1	dode: 4. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.101
2	dode: 7. 
4	dode: 9. 
1	dode: 4. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.102
2	dode: 7. 
4	dode: 9. 
1	dode: 4. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.103
2	dode: 7. 
4	dode: 9. 
1	dode: 4. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.104
2	dode: 7. 
4	dode: 9. 
1	dode: 4. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
2	dode: 6. 
1	dode: 5. 
2	dode: 1. 
Time (s): 0.105
3	dode: 7. 
4	dode: 9. 
1	dode: 4. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 6. 
1	dode: 5. 
1	dode: 1. 
Time (s): 0.106
3	dode: 7. 
5	dode: 9. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 6. 
1	dode: 1. 
Time (s): 0.107
3	dode: 7. 
5	dode: 9. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 6. 
1	dode: 1. 
Time (s): 0.108
3	dode: 7. 
5	dode: 9. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 6. 
1	dode: 1. 
Time (s): 0.109
3	dode: 7. 
5	dode: 9. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 6. 
1	dode: 1. 
Time (s): 0.11
3	dode: 7. 
5	dode: 9. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 6. 
1	dode: 1. 
Time (s): 0.111
3	dode: 7. 
5	dode: 9. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 6. 
1	dode: 1. 
Time (s): 0.112
3	dode: 7. 
5	dode: 9. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 6. 
1	dode: 1. 
Time (s): 0.113
3	dode: 7. 
5	dode: 9. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 6. 
1	dode: 1. 
Time (s): 0.114
3	dode: 7. 
5	dode: 9. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 6. 
1	dode: 1. 
Time (s): 0.115
3	dode: 7. 
5	dode: 9. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 6. 
1	dode: 1. 
Time (s): 0.116
3	dode: 7. 
5	dode: 9. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 6. 
1	dode: 1. 
Time (s): 0.117
3	dode: 7. 
5	dode: 9. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 6. 
1	dode: 1. 
Time (s): 0.118
3	dode: 7. 
5	dode: 9. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 6. 
1	dode: 1. 
Time (s): 0.119
3	dode: 7. 
5	dode: 9. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 6. 
1	dode: 1. 
Time (s): 0.12
3	dode: 7. 
5	dode: 9. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 6. 
1	dode: 1. 
Time (s): 0.121
3	dode: 7. 
5	dode: 9. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 6. 
1	dode: 1. 
Time (s): 0.122
3	dode: 7. 
5	dode: 9. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 6. 
1	dode: 1. 
Time (s): 0.123
3	dode: 7. 
5	dode: 9. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 6. 
1	dode: 1. 
Time (s): 0.124
3	dode: 7. 
5	dode: 9. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 6. 
1	dode: 1. 
Time (s): 0.125
3	dode: 7. 
5	dode: 9. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 6. 
1	dode: 1. 
Time (s): 0.126
3	dode: 7. 
5	dode: 9. 
5	dode: 10. 
5	dode: 8. 
1	dode: 3. 
1	dode: 12. 
2	dode: 11. 
1	dode: 6. 
1	dode: 1. 
Time (s): 0.127
3	dode: 7. 
5	dode: 9. 
5	dode: 10. 
5	dode: 8. 
