Time (s),ap2Mem,leg
26.085,161,10
26.1,160,10
26.115,160,8
26.13,160,9
26.145,161,11
26.16,159,9
26.175,159,7
26.19,159,9
26.205,158,9
26.22,160,11
26.235,161,11
26.25,161,11
26.265,159,12
26.28,159,11
26.295,161,12
26.31,162,14
26.325,164,14
26.34,167,15
26.355,166,16
26.37,165,15
26.385,167,18
26.4,167,18
26.415,167,19
26.43,167,19
26.445,166,18
26.46,166,15
26.475,165,13
26.49,165,14
26.505,167,13
26.52,164,13
26.535,165,17
26.55,166,17
26.565,164,17
26.58,163,14
26.595,163,14
26.61,160,13
26.625,161,13
26.64,157,12
26.655,156,12
26.67,153,10
26.685,155,10
26.7,155,9
26.715,153,11
26.73,154,11
26.745,157,13
26.76,159,12
26.775,159,11
26.79,162,11
26.805,165,11
26.82,162,13
26.835,163,9
26.85,165,10
26.865,166,11
26.88,166,12
26.895,168,12
26.91,168,10
26.925,165,8
26.94,162,8
26.955,162,8
26.97,165,9
26.985,162,9
27,159,11
27.015,163,10
27.03,162,8
27.045,162,13
27.06,163,14
27.075,163,13
27.09,163,15
27.105,163,14
27.12,161,17
27.135,159,14
27.15,158,14
27.165,160,14
27.18,160,12
27.195,161,11
27.21,162,11
27.225,160,12
27.24,163,10
27.255,162,10
27.27,160,9
27.285,160,9
27.3,160,11
27.315,161,10
27.33,164,9
27.345,164,9
27.36,164,9
27.375,162,7
27.39,159,7
27.405,159,8
27.42,161,9
27.435,165,9
27.45,162,11
27.465,160,9
27.48,164,9
27.495,163,8
27.51,165,11
27.525,167,9
27.54,168,11
27.555,167,11
27.57,167,13
27.585,164,13
27.6,163,11
27.615,165,11
27.63,163,11
27.645,160,12
27.66,160,9
27.675,155,11
27.69,155,10
27.705,155,10
27.72,157,12
27.735,157,10
27.75,157,10
27.765,152,8
27.78,153,11
27.795,152,12
27.81,158,10
27.825,158,11
27.84,156,11
27.855,160,10
27.87,164,8
27.885,165,8
27.9,160,7
27.915,163,8
27.93,161,9
27.945,162,8
27.96,166,7
27.975,164,11
27.99,163,12
28.005,164,9
28.02,165,7
28.035,163,8
28.05,167,9
28.065,166,9
28.08,165,10
28.095,165,10
28.11,164,11
28.125,162,12
28.14,160,11
28.155,159,11
28.17,156,9
28.185,156,10
28.2,157,9
28.215,157,12
28.23,158,10
28.245,156,10
28.26,157,11
28.275,159,11
28.29,161,10
28.305,162,9
28.32,161,11
28.335,159,13
28.35,160,16
28.365,161,16
28.38,162,16
28.395,161,13
28.41,162,11
28.425,160,10
28.44,160,10
28.455,161,13
28.47,162,11
28.485,163,10
28.5,165,8
28.515,166,5
28.53,167,8
28.545,165,8
28.56,166,9
28.575,166,9
28.59,165,11
28.605,164,13
28.62,164,14
28.635,162,15
28.65,162,12
28.665,161,12
28.68,163,14
28.695,165,16
28.71,164,17
28.725,162,13
28.74,161,12
28.755,162,12
28.77,164,13
28.785,162,13
28.8,163,12
28.815,163,11
28.83,160,12
28.845,162,12
28.86,164,12
28.875,163,13
28.89,164,8
28.905,163,10
28.92,162,8
28.935,160,11
28.95,159,11
28.965,160,11
28.98,158,10
28.995,156,10
29.01,155,10
29.025,156,12
29.04,155,12
29.055,155,11
29.07,155,13
29.085,155,16
29.1,157,16
29.115,157,16
29.13,160,11
29.145,158,9
29.16,159,10
29.175,159,10
29.19,159,9
29.205,161,7
29.22,160,8
29.235,163,9
29.25,158,10
29.265,157,12
29.28,158,12
29.295,157,13
29.31,159,13
29.325,156,14
29.34,160,12
29.355,158,13
29.37,159,16
29.385,158,20
29.4,158,19
29.415,159,20
29.43,164,21
29.445,163,23
29.46,164,23
29.475,164,25
29.49,164,23
29.505,164,20
29.52,159,20
29.535,159,23
29.55,159,26
29.565,160,24
29.58,160,24
29.595,158,22
29.61,159,21
29.625,157,20
29.64,156,20
29.655,159,23
29.67,161,25
29.685,165,24
29.7,162,21
29.715,160,20
29.73,163,14
29.745,162,18
29.76,161,20
29.775,163,21
29.79,164,19
29.805,164,20
29.82,163,20
29.835,160,20
29.85,158,21
29.865,161,20
29.88,165,19
29.895,166,16
29.91,171,14
29.925,169,15
29.94,171,14
29.955,171,14
29.97,169,14
29.985,167,14
30,166,15
30.015,165,14
30.03,161,15
30.045,159,17
30.06,161,18
30.075,165,20
30.09,165,20
30.105,163,22
30.12,163,22
30.135,162,24
30.15,161,25
30.165,162,20
30.18,163,21
30.195,166,21
30.21,167,24
30.225,166,20
30.24,166,21
30.255,166,20
30.27,163,21
30.285,163,19
30.3,164,17
30.315,165,18
30.33,164,19
30.345,164,22
30.36,166,24
30.375,166,23
30.39,164,22
30.405,167,21
30.42,164,22
30.435,166,19
30.45,166,20
30.465,167,19
30.48,167,22
30.495,166,24
30.51,165,26
30.525,166,24
30.54,164,19
30.555,165,18
30.57,162,17
30.585,165,17
30.6,165,16
30.615,164,17
30.63,164,17
30.645,164,17
30.66,164,17
30.675,165,19
30.69,166,18
30.705,166,20
30.72,165,21
30.735,163,22
30.75,162,18
30.765,163,13
30.78,165,18
30.795,164,20
30.81,161,22
30.825,158,20
30.84,156,18
30.855,157,18
30.87,160,19
30.885,162,16
30.9,164,17
30.915,164,14
30.93,161,13
30.945,159,14
30.96,160,20
30.975,159,18
30.99,158,18
31.005,160,20
31.02,161,20
31.035,158,16
31.05,162,14
31.065,160,13
31.08,161,12
31.095,160,12
31.11,163,15
31.125,162,15
31.14,161,16
31.155,162,20
31.17,156,20
31.185,157,22
31.2,157,21
31.215,154,21
31.23,156,20
31.245,156,21
31.26,157,20
31.275,158,23
31.29,156,25
31.305,159,19
31.32,160,19
31.335,161,19
31.35,162,17
31.365,164,16
31.38,164,14
31.395,163,16
31.41,163,17
31.425,164,17
31.44,165,11
31.455,164,12
31.47,165,11
31.485,165,12
31.5,166,18
31.515,165,19
31.53,161,18
31.545,162,17
31.56,161,14
31.575,162,11
31.59,160,13
31.605,160,14
31.62,161,14
31.635,163,12
31.65,164,11
31.665,166,11
31.68,165,8
31.695,166,9
31.71,166,9
31.725,165,8
31.74,163,8
31.755,162,10
31.77,164,10
31.785,163,10
31.8,164,14
31.815,162,12
31.83,163,10
31.845,159,14
31.86,159,15
31.875,162,13
31.89,162,13
31.905,163,12
31.92,159,11
31.935,159,10
31.95,161,9
31.965,157,9
31.98,151,7
31.995,153,9
32.01,154,9
32.025,154,8
32.04,154,9
32.055,150,15
32.07,154,16
32.085,156,15
32.1,158,15
32.115,159,17
32.13,161,14
32.145,162,15
32.16,161,16
32.175,160,18
32.19,159,22
32.205,158,20
32.22,157,20
32.235,157,20
32.25,155,20
32.265,157,16
32.28,158,17
32.295,160,19
32.31,161,20
32.325,164,22
32.34,166,21
32.355,165,19
32.37,164,14
32.385,161,14
32.4,161,16
32.415,165,13
32.43,166,13
32.445,168,13
32.46,164,15
32.475,168,15
32.49,166,15
32.505,161,19
32.52,160,20
32.535,162,19
32.55,160,15
32.565,160,12
32.58,161,13
32.595,159,15
32.61,157,16
32.625,156,16
32.64,158,15
32.655,157,15
32.67,159,16
32.685,156,19
32.7,158,18
32.715,158,21
32.73,158,15
32.745,160,13
32.76,162,12
32.775,161,13
32.79,162,15
32.805,163,14
32.82,161,13
32.835,163,13
32.85,165,12
32.865,161,13
32.88,159,14
32.895,158,12
32.91,159,11
32.925,157,12
32.94,157,13
32.955,159,14
32.97,158,12
32.985,159,11
33,155,10
33.015,157,12
33.03,158,12
33.045,158,12
33.06,159,15
33.075,160,14
33.09,159,14
33.105,161,18
33.12,161,18
33.135,161,14
33.15,162,12
33.165,164,8
33.18,161,13
33.195,158,13
33.21,156,15
33.225,153,14
33.24,158,14
33.255,159,16
33.27,155,13
33.285,157,14
33.3,155,14
33.315,158,15
33.33,159,17
33.345,159,18
33.36,162,19
33.375,160,19
33.39,162,17
33.405,160,19
33.42,158,18
33.435,158,19
33.45,160,16
33.465,162,15
33.48,161,16
33.495,158,19
33.51,158,19
33.525,155,21
33.54,155,18
33.555,158,17
33.57,158,15
33.585,157,12
33.6,160,11
33.615,162,9
33.63,161,8
33.645,160,10
33.66,160,12
33.675,160,11
33.69,160,12
33.705,161,15
33.72,160,16
33.735,159,16
33.75,159,20
33.765,160,19
33.78,159,20
33.795,164,22
33.81,163,20
33.825,164,19
33.84,166,18
33.855,163,18
33.87,165,20
33.885,164,21
33.9,162,21
33.915,163,23
33.93,159,23
33.945,160,24
33.96,159,26
33.975,161,28
33.99,160,28
34.005,162,28
34.02,159,29
34.035,162,31
34.05,164,30
34.065,164,27
34.08,166,24
34.095,167,24
34.11,163,20
34.125,164,20
34.14,166,22
34.155,166,22
34.17,165,22
34.185,164,22
34.2,166,21
34.215,164,18
34.23,162,17
34.245,163,19
34.26,163,19
34.275,161,18
34.29,160,20
34.305,160,16
34.32,163,13
34.335,162,11
34.35,161,13
34.365,161,13
34.38,164,12
34.395,165,15
34.41,163,15
34.425,163,19
34.44,164,18
34.455,162,16
34.47,159,17
34.485,156,20
34.5,156,20
34.515,158,19
34.53,160,21
34.545,163,20
34.56,162,20
34.575,163,21
34.59,162,20
34.605,164,23
34.62,166,26
34.635,165,22
34.65,164,23
34.665,162,22
34.68,162,23
34.695,164,26
34.71,164,26
34.725,166,26
34.74,165,26
34.755,164,27
34.77,161,28
34.785,161,26
34.8,161,26
34.815,164,22
34.83,161,22
34.845,163,25
34.86,163,22
34.875,165,22
34.89,164,23
34.905,164,21
34.92,164,22
34.935,164,22
34.95,164,21
34.965,164,20
34.98,164,18
34.995,163,15
35.01,161,15
35.025,162,15
35.04,160,13
35.055,160,15
35.07,161,17
35.085,160,17
35.1,157,16
35.115,156,20
35.13,159,20
35.145,160,17
35.16,162,14
35.175,163,14
35.19,164,14
35.205,161,17
35.22,161,20
35.235,161,20
35.25,161,21
35.265,160,23
35.28,161,24
35.295,162,24
35.31,164,21
35.325,162,23
35.34,161,23
35.355,161,21
35.37,159,20
35.385,160,20
35.4,159,19
35.415,158,20
35.43,158,18
35.445,160,21
35.46,164,20
35.475,162,21
35.49,165,22
35.505,168,20
35.52,168,20
35.535,165,20
35.55,163,18
35.565,166,18
35.58,165,19
35.595,164,19
35.61,164,19
35.625,164,15
35.64,165,18
35.655,163,16
35.67,165,19
35.685,165,20
35.7,163,21
35.715,166,21
35.73,169,19
35.745,168,16
35.76,167,18
35.775,166,16
35.79,166,15
35.805,167,17
35.82,166,18
35.835,167,18
35.85,169,17
35.865,167,20
35.88,168,20
35.895,164,16
35.91,164,16
35.925,165,13
35.94,164,20
35.955,164,18
35.97,159,19
35.985,156,18
36,158,17
36.015,158,20
36.03,161,20
36.045,163,19
36.06,162,15
36.075,160,17
36.09,162,13
36.105,163,16
36.12,163,14
36.135,161,13
36.15,159,13
36.165,156,11
36.18,155,12
36.195,156,13
36.21,157,13
36.225,161,14
36.24,162,14
36.255,161,14
36.27,161,12
36.285,162,14
36.3,157,17
36.315,157,18
36.33,161,18
36.345,161,19
36.36,160,19
36.375,159,19
36.39,156,22
36.405,155,19
36.42,153,18
36.435,156,19
36.45,155,17
36.465,158,19
36.48,157,16
36.495,158,15
36.51,155,16
36.525,156,19
36.54,154,18
36.555,153,18
36.57,153,19
36.585,153,17
36.6,150,19
36.615,149,19
36.63,148,16
36.645,148,18
36.66,152,19
36.675,156,14
36.69,156,14
36.705,154,16
36.72,154,17
36.735,155,15
36.75,158,10
36.765,158,9
36.78,158,8
36.795,159,8
36.81,158,8
36.825,159,9
36.84,157,8
36.855,157,11
36.87,156,12
36.885,155,13
36.9,157,14
36.915,156,14
36.93,157,14
36.945,160,15
36.96,160,15
36.975,162,13
36.99,161,13
37.005,163,12
37.02,163,11
37.035,161,12
37.05,161,12
37.065,161,11
37.08,162,11
37.095,161,10
37.11,162,13
37.125,164,11
37.14,163,12
37.155,160,15
37.17,156,15
37.185,158,12
37.2,157,10
37.215,155,11
37.23,154,8
37.245,154,9
37.26,153,11
37.275,157,14
37.29,156,12
37.305,155,16
37.32,154,20
37.335,156,19
37.35,158,16
37.365,161,15
37.38,161,17
37.395,161,16
37.41,159,16
37.425,161,13
37.44,162,13
37.455,165,14
37.47,167,12
37.485,168,13
37.5,167,15
37.515,165,17
37.53,166,19
37.545,165,19
37.56,165,16
37.575,162,16
37.59,162,20
37.605,160,22
37.62,161,22
37.635,162,19
37.65,161,19
37.665,162,17
37.68,162,17
37.695,160,17
37.71,157,15
37.725,162,16
37.74,159,14
37.755,160,14
37.77,159,15
37.785,161,16
37.8,160,17
37.815,159,15
37.83,158,16
37.845,159,19
37.86,159,22
37.875,160,21
37.89,161,20
37.905,162,18
37.92,161,23
37.935,159,21
37.95,157,19
37.965,159,29
37.98,159,27
37.995,158,28
38.01,160,24
38.025,160,22
38.04,157,20
38.055,159,21
38.07,161,21
38.085,162,19
38.1,164,19
38.115,160,19
38.13,161,18
38.145,162,19
38.16,159,18
38.175,161,18
38.19,161,19
38.205,162,21
38.22,165,24
38.235,162,24
38.25,163,27
38.265,162,24
38.28,161,25
38.295,161,24
38.31,159,25
38.325,157,25
38.34,156,26
38.355,155,30
38.37,156,28
38.385,159,25
38.4,160,23
38.415,160,21
38.43,158,21
38.445,159,21
38.46,157,22
38.475,160,18
38.49,159,20
38.505,160,19
38.52,159,18
38.535,161,20
38.55,164,17
38.565,165,19
38.58,165,20
38.595,166,21
38.61,165,22
38.625,165,23
38.64,163,24
38.655,165,23
38.67,165,22
38.685,162,25
38.7,161,25
38.715,166,27
38.73,162,27
38.745,161,29
38.76,159,25
38.775,160,25
38.79,159,26
38.805,156,28
38.82,156,28
38.835,158,27
38.85,161,27
38.865,158,24
38.88,156,23
38.895,156,23
38.91,159,21
38.925,156,22
38.94,157,23
38.955,157,23
38.97,155,27
38.985,154,26
39,157,27
39.015,158,25
39.03,163,26
39.045,160,25
39.06,160,26
39.075,159,25
39.09,159,21
39.105,160,21
39.12,157,16
39.135,158,16
39.15,157,18
39.165,161,19
39.18,162,19
39.195,163,18
39.21,166,14
39.225,166,14
39.24,167,14
39.255,165,14
39.27,163,15
39.285,164,18
39.3,162,18
39.315,161,19
39.33,163,20
39.345,161,22
39.36,160,23
39.375,161,20
39.39,163,19
39.405,163,18
39.42,158,17
39.435,159,17
39.45,157,19
39.465,157,20
39.48,155,22
39.495,156,24
39.51,156,23
39.525,156,22
39.54,158,21
39.555,159,20
39.57,159,19
39.585,158,18
39.6,162,18
39.615,163,19
39.63,163,18
39.645,164,16
39.66,167,16
39.675,167,13
39.69,166,13
39.705,167,15
39.72,168,15
39.735,168,14
39.75,168,12
39.765,166,17
39.78,168,17
39.795,168,21
39.81,164,18
39.825,166,18
39.84,167,21
39.855,166,19
39.87,166,20
39.885,166,20
39.9,167,24
39.915,168,24
39.93,168,25
39.945,167,21
39.96,165,18
39.975,165,14
39.99,165,15
40.005,165,17
40.02,167,15
40.035,169,13
40.05,166,12
40.065,164,10
40.08,165,12
40.095,164,9
40.11,164,10
40.125,163,12
40.14,164,13
40.155,161,12
40.17,165,14
40.185,163,13
40.2,166,12
40.215,164,11
40.23,163,12
40.245,161,15
40.26,162,17
40.275,162,17
40.29,161,18
40.305,160,16
40.32,160,16
40.335,159,16
40.35,163,17
40.365,164,17
40.38,163,17
40.395,164,18
40.41,161,20
40.425,160,21
40.44,161,20
40.455,159,19
40.47,163,13
40.485,161,13
40.5,163,14
40.515,164,14
40.53,161,15
40.545,159,16
40.56,160,16
40.575,163,20
40.59,162,25
40.605,161,28
40.62,157,30
40.635,157,28
40.65,155,29
40.665,157,27
40.68,155,29
40.695,158,24
40.71,158,24
40.725,160,23
40.74,162,21
40.755,165,22
40.77,167,20
40.785,170,16
40.8,171,15
40.815,170,16
40.83,169,13
40.845,170,12
40.86,171,12
40.875,171,13
40.89,172,13
40.905,169,13
40.92,167,13
40.935,168,18
40.95,169,15
40.965,167,17
40.98,167,16
40.995,163,19
41.01,165,20
41.025,164,20
41.04,166,22
41.055,165,24
41.07,165,21
41.085,166,20
41.1,168,18
41.115,170,17
41.13,168,17
41.145,168,16
41.16,167,16
41.175,165,17
41.19,165,20
41.205,166,23
41.22,163,24
41.235,162,23
41.25,163,26
41.265,162,26
41.28,161,26
41.295,158,26
41.31,156,20
41.325,157,20
41.34,156,18
41.355,157,18
41.37,155,17
41.385,157,18
41.4,158,18
41.415,157,20
41.43,158,19
41.445,161,19
41.46,160,19
41.475,160,17
41.49,159,16
41.505,156,13
41.52,158,11
41.535,159,18
41.55,159,19
41.565,160,19
41.58,159,20
41.595,156,16
41.61,154,20
41.625,152,16
41.64,153,19
41.655,153,21
41.67,152,20
41.685,153,20
41.7,154,22
41.715,158,22
41.73,159,20
41.745,159,23
41.76,162,24
41.775,160,21
41.79,160,22
41.805,160,19
41.82,160,18
41.835,159,18
41.85,162,17
41.865,162,16
41.88,161,18
41.895,159,19
41.91,160,22
41.925,163,21
41.94,163,22
41.955,163,27
41.97,162,29
41.985,164,28
42,162,29
42.015,162,25
42.03,160,24
42.045,161,24
42.06,162,23
42.075,162,21
42.09,159,23
42.105,163,24
42.12,163,22
42.135,161,20
42.15,159,20
42.165,158,21
42.18,157,20
42.195,158,22
42.21,161,18
42.225,162,19
42.24,166,18
42.255,166,20
42.27,165,20
42.285,164,19
42.3,165,19
42.315,167,19
42.33,166,20
42.345,164,19
42.36,165,18
42.375,165,16
42.39,164,14
42.405,162,12
42.42,165,12
42.435,166,13
42.45,164,19
42.465,162,15
42.48,160,12
42.495,161,11
42.51,162,12
42.525,163,14
42.54,161,15
42.555,161,14
42.57,163,15
42.585,162,14
42.6,162,14
42.615,163,13
42.63,163,12
42.645,166,12
42.66,163,13
42.675,161,12
42.69,165,14
42.705,165,12
42.72,164,12
42.735,166,16
42.75,165,19
42.765,165,18
42.78,167,17
42.795,166,15
42.81,168,16
42.825,165,17
42.84,166,16
42.855,164,16
42.87,168,14
42.885,169,16
42.9,168,13
42.915,165,15
42.93,165,15
42.945,165,13
42.96,162,10
42.975,159,13
42.99,164,14
43.005,157,12
43.02,160,14
43.035,161,13
43.05,160,12
43.065,161,12
43.08,162,17
43.095,162,19
43.11,164,15
43.125,164,16
43.14,165,19
43.155,166,20
43.17,167,18
43.185,168,21
43.2,169,20
43.215,168,20
43.23,169,14
43.245,167,16
43.26,169,16
43.275,169,18
43.29,170,19
43.305,170,18
43.32,169,17
43.335,168,18
43.35,169,18
43.365,169,18
43.38,167,16
43.395,165,13
43.41,166,15
43.425,162,17
43.44,163,17
43.455,165,14
43.47,165,18
43.485,163,16
43.5,160,17
43.515,158,19
43.53,156,16
43.545,154,14
43.56,154,13
43.575,156,14
43.59,158,13
43.605,158,16
43.62,158,16
43.635,157,19
43.65,156,19
43.665,156,19
43.68,156,19
43.695,156,18
43.71,160,20
43.725,159,20
43.74,161,23
43.755,162,22
43.77,159,18
43.785,162,18
43.8,161,15
43.815,164,16
43.83,165,17
43.845,167,17
43.86,165,18
43.875,162,19
43.89,161,18
43.905,162,18
43.92,160,19
43.935,162,20
43.95,163,19
43.965,164,19
43.98,164,16
43.995,166,15
44.01,167,13
44.025,166,14
44.04,165,14
44.055,165,17
44.07,162,17
44.085,163,14
44.1,164,22
44.115,162,26
44.13,163,23
44.145,156,24
44.16,158,24
44.175,162,24
44.19,163,23
44.205,162,20
44.22,159,18
44.235,161,18
44.25,159,18
44.265,159,17
44.28,161,18
44.295,162,19
44.31,159,20
44.325,161,23
44.34,161,24
44.355,163,20
44.37,163,19
44.385,160,18
44.4,162,21
44.415,162,22
44.43,162,22
44.445,163,21
44.46,164,20
44.475,163,24
44.49,158,21
44.505,158,22
44.52,160,22
44.535,162,20
44.55,160,20
44.565,160,19
44.58,161,18
44.595,162,19
44.61,161,18
44.625,160,18
44.64,158,17
44.655,158,16
44.67,159,15
44.685,161,16
44.7,161,18
44.715,157,16
44.73,157,19
44.745,158,16
44.76,161,19
44.775,161,18
44.79,164,18
44.805,165,21
44.82,167,18
44.835,164,16
44.85,163,18
44.865,164,20
44.88,165,22
44.895,166,23
44.91,164,20
44.925,161,23
44.94,162,21
44.955,162,26
44.97,161,25
44.985,160,25
45,161,25
45.015,161,17
45.03,161,18
45.045,164,23
45.06,163,20
45.075,161,21
45.09,162,22
45.105,160,21
45.12,161,21
45.135,161,20
45.15,163,20
45.165,163,23
45.18,162,20
45.195,159,21
45.21,157,20
45.225,158,19
45.24,160,18
45.255,158,20
45.27,156,17
45.285,156,14
45.3,155,12
45.315,156,14
45.33,157,16
45.345,157,18
45.36,156,19
45.375,156,16
45.39,156,15
45.405,156,13
45.42,156,13
45.435,154,14
45.45,157,10
45.465,156,12
45.48,159,13
45.495,160,13
45.51,159,13
45.525,160,13
45.54,162,13
45.555,161,14
45.57,157,17
45.585,160,17
45.6,161,14
45.615,159,21
45.63,162,23
45.645,162,27
45.66,161,24
45.675,164,23
45.69,161,24
45.705,162,23
45.72,163,23
45.735,160,20
45.75,162,23
45.765,159,21
45.78,160,19
45.795,163,21
45.81,162,22
45.825,160,20
45.84,162,19
45.855,165,18
45.87,166,19
45.885,164,23
45.9,166,19
45.915,168,22
45.93,167,25
45.945,164,28
45.96,162,22
45.975,162,20
45.99,164,18
46.005,164,17
46.02,164,16
46.035,164,19
46.05,163,17
46.065,166,19
46.08,162,20
46.095,165,19
46.11,165,20
46.125,167,21
46.14,168,24
46.155,168,27
46.17,168,24
46.185,169,20
46.2,167,20
46.215,167,20
46.23,164,20
46.245,167,21
46.26,168,22
46.275,165,23
46.29,165,23
46.305,168,21
46.32,167,21
46.335,169,22
46.35,170,19
46.365,169,20
46.38,166,23
46.395,165,22
46.41,162,23
46.425,162,23
46.44,164,25
46.455,162,27
46.47,161,30
46.485,159,31
46.5,160,31
46.515,160,27
46.53,158,24
46.545,155,28
46.56,155,28
46.575,158,28
46.59,158,26
46.605,158,25
46.62,158,22
46.635,160,27
46.65,159,29
46.665,159,29
46.68,159,32
46.695,159,31
46.71,160,31
46.725,158,32
46.74,160,28
46.755,161,28
46.77,160,25
46.785,162,22
46.8,161,22
46.815,160,22
46.83,158,23
46.845,159,25
46.86,159,25
46.875,158,24
46.89,158,25
46.905,154,27
46.92,157,25
46.935,158,25
46.95,161,30
46.965,161,27
46.98,161,27
46.995,163,26
47.01,160,26
47.025,163,25
47.04,162,25
47.055,163,20
47.07,164,22
47.085,164,23
47.1,163,23
47.115,160,25
47.13,162,27
47.145,161,20
47.16,163,21
47.175,162,20
47.19,164,20
47.205,159,23
47.22,160,22
47.235,160,21
47.25,163,19
47.265,161,18
47.28,160,17
47.295,160,16
47.31,160,18
47.325,163,18
47.34,163,18
47.355,165,21
47.37,165,19
47.385,163,21
47.4,165,19
47.415,167,19
47.43,168,16
47.445,169,19
47.46,168,23
47.475,168,27
47.49,171,28
47.505,171,25
47.52,169,25
47.535,165,25
47.55,164,24
47.565,164,24
47.58,164,21
47.595,162,22
47.61,160,24
47.625,159,27
47.64,157,25
47.655,162,26
47.67,163,22
47.685,164,27
47.7,165,27
47.715,165,29
47.73,163,26
47.745,163,28
47.76,160,27
47.775,162,23
47.79,165,25
47.805,167,22
47.82,166,21
47.835,164,20
47.85,165,20
47.865,165,19
47.88,164,18
47.895,165,17
47.91,167,16
47.925,168,13
47.94,166,13
47.955,164,14
47.97,165,16
47.985,163,16
48,162,18
48.015,163,18
48.03,162,20
48.045,161,16
48.06,163,18
48.075,161,15
48.09,160,10
48.105,163,9
48.12,163,9
48.135,164,11
48.15,167,12
48.165,166,17
48.18,166,13
48.195,164,15
48.21,165,17
48.225,165,17
48.24,165,19
48.255,165,18
48.27,164,19
48.285,163,18
48.3,164,19
48.315,163,20
48.33,160,24
48.345,159,21
48.36,160,17
48.375,159,16
48.39,160,18
48.405,162,19
48.42,165,20
48.435,167,18
48.45,169,17
48.465,167,19
48.48,162,20
48.495,162,21
48.51,162,18
48.525,162,17
48.54,163,17
48.555,162,18
48.57,163,19
48.585,163,20
48.6,161,17
48.615,159,18
48.63,160,16
48.645,161,20
48.66,162,22
48.675,163,17
48.69,162,18
48.705,162,13
48.72,161,11
48.735,161,8
48.75,164,10
48.765,162,12
48.78,162,19
48.795,163,21
48.81,162,18
48.825,162,19
48.84,162,19
48.855,160,18
48.87,163,23
48.885,163,23
48.9,164,19
48.915,163,18
48.93,163,15
48.945,166,18
48.96,163,17
48.975,161,19
48.99,163,20
49.005,159,17
49.02,158,20
49.035,158,23
49.05,158,22
49.065,157,22
49.08,157,25
49.095,156,27
49.11,157,24
49.125,159,23
49.14,163,23
49.155,161,25
49.17,163,26
49.185,163,22
49.2,164,24
49.215,166,24
49.23,166,21
49.245,167,18
49.26,169,18
49.275,168,20
49.29,169,20
49.305,171,19
49.32,172,17
49.335,169,17
49.35,169,13
49.365,168,16
49.38,166,17
49.395,167,20
49.41,166,18
49.425,167,21
49.44,168,20
49.455,170,18
49.47,167,17
49.485,164,17
49.5,165,19
49.515,162,19
49.53,161,17
49.545,163,18
49.56,162,19
49.575,165,17
49.59,165,17
49.605,164,15
49.62,168,16
49.635,169,16
49.65,168,17
49.665,169,15
49.68,170,16
49.695,169,16
49.71,171,19
49.725,173,18
49.74,170,20
49.755,171,17
49.77,167,17
49.785,166,17
49.8,163,20
49.815,164,23
49.83,163,25
49.845,165,22
49.86,164,18
49.875,166,18
49.89,164,17
49.905,162,18
49.92,160,17
49.935,157,14
49.95,156,17
49.965,153,17
49.98,157,18
49.995,157,18
50.01,156,18
50.025,159,20
50.04,162,21
50.055,161,21
50.07,161,22
50.085,160,22
50.1,157,21
50.115,158,19
50.13,161,21
50.145,163,20
50.16,164,22
50.175,167,21
50.19,165,23
50.205,165,25
50.22,166,21
50.235,165,18
50.25,166,22
50.265,164,23
50.28,167,23
50.295,166,21
50.31,164,20
50.325,166,21
50.34,164,18
50.355,164,20
50.37,158,19
50.385,163,20
50.4,161,23
50.415,159,21
50.43,160,22
50.445,160,22
50.46,159,26
50.475,156,26
50.49,158,23
50.505,161,23
50.52,159,22
50.535,156,20
50.55,156,20
50.565,156,21
50.58,154,20
50.595,150,18
50.61,151,16
50.625,152,15
50.64,154,17
50.655,153,17
50.67,154,15
50.685,154,16
50.7,153,19
50.715,151,19
50.73,154,24
50.745,156,23
50.76,152,26
50.775,154,24
50.79,155,22
50.805,156,22
50.82,157,20
50.835,154,17
50.85,158,16
50.865,158,17
50.88,159,17
50.895,159,20
50.91,162,19
50.925,165,15
50.94,165,16
50.955,164,16
50.97,163,16
50.985,165,19
51,164,27
51.015,160,24
51.03,158,16
51.045,160,16
51.06,160,16
51.075,158,16
51.09,159,17
51.105,156,15
51.12,156,17
51.135,157,17
51.15,157,16
51.165,157,15
51.18,154,16
51.195,154,19
51.21,153,20
51.225,155,22
51.24,156,23
51.255,156,26
51.27,159,26
51.285,158,27
51.3,156,27
51.315,161,26
51.33,159,26
51.345,160,25
51.36,159,24
51.375,160,27
51.39,155,27
51.405,155,25
51.42,156,27
51.435,155,28
51.45,155,22
51.465,157,28
51.48,157,32
51.495,159,30
51.51,159,28
51.525,157,27
51.54,159,27
51.555,160,27
51.57,161,25
51.585,159,26
51.6,156,26
51.615,153,24
51.63,152,21
51.645,152,23
51.66,152,28
51.675,154,25
51.69,154,28
51.705,154,29
51.72,150,30
51.735,149,28
51.75,151,28
51.765,147,27
51.78,148,28
51.795,155,27
51.81,156,22
51.825,155,22
51.84,155,23
51.855,159,22
51.87,160,20
51.885,159,17
51.9,160,22
51.915,157,22
51.93,158,18
51.945,158,17
51.96,158,17
51.975,160,18
51.99,161,20
52.005,163,21
52.02,164,24
52.035,166,28
52.05,165,28
52.065,162,29
52.08,161,32
52.095,161,28
52.11,163,27
52.125,166,25
52.14,168,25
52.155,162,28
52.17,163,28
52.185,162,28
52.2,163,28
52.215,164,24
52.23,164,27
52.245,165,28
52.26,164,30
52.275,162,27
52.29,161,27
52.305,164,27
52.32,164,28
