Time (s),ap2Mem,leg
78.585,169,31
78.6,168,28
78.615,170,28
78.63,170,25
78.645,169,29
78.66,169,29
78.675,168,28
78.69,168,28
78.705,166,30
78.72,166,30
78.735,164,30
78.75,167,29
78.765,166,27
78.78,166,29
78.795,163,28
78.81,164,29
78.825,165,27
78.84,166,27
78.855,168,26
78.87,168,29
78.885,166,27
78.9,166,27
78.915,164,28
78.93,168,29
78.945,167,29
78.96,167,29
78.975,167,29
78.99,167,30
79.005,167,24
79.02,168,22
79.035,168,25
79.05,166,24
79.065,166,25
79.08,163,26
79.095,166,27
79.11,163,30
79.125,164,29
79.14,164,28
79.155,165,26
79.17,165,29
79.185,162,29
79.2,161,27
79.215,163,29
79.23,161,27
79.245,161,27
79.26,162,28
79.275,163,29
79.29,162,30
79.305,158,27
79.32,158,24
79.335,159,24
79.35,160,24
79.365,158,24
79.38,155,25
79.395,155,24
79.41,158,24
79.425,162,23
79.44,164,21
79.455,161,24
79.47,161,23
79.485,162,23
79.5,161,24
79.515,162,20
79.53,162,20
79.545,161,21
79.56,161,25
79.575,159,23
79.59,158,25
79.605,159,26
79.62,163,20
79.635,162,25
79.65,161,25
79.665,161,23
79.68,160,23
79.695,162,22
79.71,161,26
79.725,160,25
79.74,161,29
79.755,163,32
79.77,163,33
79.785,164,33
79.8,165,35
79.815,164,34
79.83,164,31
79.845,163,33
79.86,162,32
79.875,161,32
79.89,161,29
79.905,163,30
79.92,163,33
79.935,165,32
79.95,165,30
79.965,163,32
79.98,164,33
79.995,161,26
80.01,159,29
80.025,161,33
80.04,160,34
80.055,158,30
80.07,159,33
80.085,159,36
80.1,158,30
80.115,156,29
80.13,159,28
80.145,159,26
80.16,162,25
80.175,163,24
80.19,164,24
80.205,165,24
80.22,165,28
80.235,166,29
80.25,167,27
80.265,165,27
80.28,165,31
80.295,164,32
80.31,166,32
80.325,166,32
80.34,168,30
80.355,169,26
80.37,170,27
80.385,171,28
80.4,171,30
80.415,171,33
80.43,173,32
80.445,173,30
80.46,171,31
80.475,170,31
80.49,168,29
80.505,167,27
80.52,167,24
80.535,165,23
80.55,164,25
80.565,164,25
80.58,164,25
80.595,164,22
80.61,162,29
80.625,160,28
80.64,159,28
80.655,159,28
80.67,158,25
80.685,160,27
80.7,161,24
80.715,158,25
80.73,158,26
80.745,157,23
80.76,159,24
80.775,159,22
80.79,159,26
80.805,159,27
80.82,160,27
80.835,159,24
80.85,156,22
80.865,157,23
80.88,159,25
80.895,162,22
80.91,160,25
80.925,160,23
80.94,156,25
80.955,158,25
80.97,160,24
80.985,158,21
81,162,25
81.015,159,24
81.03,158,26
81.045,158,26
81.06,158,28
81.075,160,30
81.09,158,30
81.105,159,27
81.12,158,28
81.135,157,30
81.15,159,29
81.165,157,29
81.18,158,32
81.195,163,32
81.21,164,33
81.225,164,30
81.24,163,30
81.255,164,30
81.27,163,29
81.285,162,24
81.3,158,27
81.315,160,29
81.33,162,28
81.345,162,27
81.36,161,27
81.375,161,28
81.39,162,28
81.405,160,30
81.42,162,30
81.435,165,33
81.45,163,35
81.465,164,33
81.48,166,31
81.495,167,31
81.51,167,31
81.525,168,30
81.54,169,26
81.555,169,21
81.57,167,26
81.585,165,26
81.6,166,27
81.615,163,27
81.63,163,27
81.645,165,28
81.66,164,30
81.675,166,26
81.69,165,29
81.705,162,31
81.72,163,32
81.735,163,33
81.75,163,32
81.765,163,35
81.78,166,34
81.795,166,38
81.81,167,34
81.825,170,33
81.84,170,32
81.855,168,33
81.87,168,35
81.885,168,34
81.9,169,38
81.915,168,40
81.93,166,36
81.945,165,32
81.96,164,36
81.975,165,35
81.99,167,30
82.005,167,30
82.02,165,31
82.035,167,30
82.05,168,31
82.065,167,33
82.08,167,33
82.095,168,33
82.11,168,33
82.125,170,33
82.14,171,38
82.155,171,37
82.17,170,35
82.185,166,34
82.2,168,33
82.215,171,32
82.23,171,31
82.245,169,29
82.26,172,25
82.275,172,26
82.29,170,31
82.305,168,33
82.32,169,30
82.335,171,33
82.35,170,34
82.365,171,35
82.38,167,37
82.395,168,36
82.41,167,35
82.425,166,36
82.44,165,35
82.455,164,34
82.47,161,37
82.485,164,35
82.5,164,35
82.515,165,34
82.53,164,31
82.545,164,32
82.56,165,37
82.575,167,40
82.59,167,39
82.605,169,40
82.62,169,38
82.635,169,40
82.65,166,41
82.665,168,42
82.68,169,39
82.695,169,34
82.71,170,31
82.725,168,31
82.74,168,28
82.755,169,29
82.77,169,30
82.785,166,31
82.8,165,34
82.815,165,32
82.83,163,33
82.845,162,28
82.86,164,29
82.875,163,31
82.89,163,28
82.905,162,28
82.92,166,26
82.935,166,29
82.95,164,31
82.965,162,31
82.98,163,30
82.995,167,32
83.01,167,34
83.025,164,38
83.04,166,37
83.055,167,35
83.07,165,33
83.085,164,32
83.1,166,35
83.115,165,35
83.13,164,35
83.145,168,37
83.16,167,37
83.175,167,36
83.19,166,33
83.205,167,35
83.22,167,37
83.235,165,36
83.25,166,36
83.265,167,32
83.28,168,33
83.295,168,32
83.31,166,33
83.325,166,35
83.34,164,33
83.355,164,31
83.37,163,30
83.385,162,29
83.4,162,28
83.415,162,28
83.43,160,26
83.445,161,26
83.46,161,27
83.475,162,31
83.49,162,29
83.505,166,32
83.52,165,28
83.535,162,32
83.55,162,34
83.565,160,35
83.58,161,35
83.595,163,36
83.61,162,36
83.625,162,36
83.64,160,36
83.655,159,35
83.67,159,31
83.685,164,31
83.7,164,32
83.715,164,34
83.73,164,35
83.745,166,31
83.76,166,31
83.775,168,30
83.79,167,29
83.805,167,25
83.82,165,26
83.835,169,25
83.85,170,29
83.865,170,27
83.88,169,25
83.895,169,23
83.91,169,25
83.925,168,30
83.94,166,28
83.955,165,27
83.97,163,25
83.985,164,25
84,163,24
84.015,163,24
84.03,163,26
84.045,163,24
84.06,165,26
84.075,165,26
84.09,164,24
84.105,165,24
84.12,165,24
84.135,164,24
84.15,162,25
84.165,162,25
84.18,163,27
84.195,166,25
84.21,168,27
84.225,165,27
84.24,161,27
84.255,164,27
84.27,162,29
84.285,163,25
84.3,164,30
84.315,164,33
84.33,165,34
84.345,166,33
84.36,167,32
84.375,169,31
84.39,169,37
84.405,167,36
84.42,165,33
84.435,164,34
84.45,162,29
84.465,160,30
84.48,156,29
84.495,153,27
84.51,158,23
84.525,158,27
84.54,159,28
84.555,159,27
84.57,159,32
84.585,161,32
84.6,161,35
84.615,164,34
84.63,162,33
84.645,162,34
84.66,160,33
84.675,163,32
84.69,162,27
84.705,162,31
84.72,163,27
84.735,162,29
84.75,162,24
84.765,165,22
84.78,164,27
84.795,165,26
84.81,164,27
84.825,163,29
84.84,164,30
84.855,162,29
84.87,166,21
84.885,166,22
84.9,166,24
84.915,167,27
84.93,166,29
84.945,167,33
84.96,167,27
84.975,168,30
84.99,168,27
85.005,168,30
85.02,167,26
85.035,168,26
85.05,169,30
85.065,169,33
85.08,169,31
85.095,169,31
85.11,170,31
85.125,169,24
85.14,167,23
85.155,166,31
85.17,163,26
85.185,164,27
85.2,163,31
85.215,163,29
85.23,163,24
85.245,163,24
85.26,163,23
85.275,160,25
85.29,159,25
85.305,161,25
85.32,162,25
85.335,165,28
85.35,164,26
85.365,162,26
85.38,160,24
85.395,160,25
85.41,160,27
85.425,162,29
85.44,161,28
85.455,163,25
85.47,163,23
85.485,164,28
85.5,162,31
85.515,159,33
85.53,159,31
85.545,160,33
85.56,163,28
85.575,162,31
85.59,160,33
85.605,161,29
85.62,159,30
85.635,159,31
85.65,161,30
85.665,159,34
85.68,162,30
85.695,165,31
85.71,162,32
85.725,163,31
85.74,163,30
85.755,163,31
85.77,161,29
85.785,163,23
85.8,163,25
85.815,166,31
85.83,165,34
85.845,164,32
85.86,163,33
85.875,162,33
85.89,164,33
85.905,166,31
85.92,167,30
85.935,169,32
85.95,170,31
85.965,170,30
85.98,169,29
85.995,169,24
86.01,168,25
86.025,166,24
86.04,164,25
86.055,162,26
86.07,164,28
86.085,164,29
86.1,166,27
86.115,167,30
86.13,170,29
86.145,168,33
86.16,169,35
86.175,170,37
86.19,169,35
86.205,172,34
86.22,172,30
86.235,168,33
86.25,168,28
86.265,164,30
86.28,165,29
86.295,166,30
86.31,167,29
86.325,165,29
86.34,164,28
86.355,163,26
86.37,163,26
86.385,162,29
86.4,159,29
86.415,160,26
86.43,159,28
86.445,158,26
86.46,160,25
86.475,163,23
86.49,164,24
86.505,165,25
86.52,167,25
86.535,165,25
86.55,167,24
86.565,167,27
86.58,165,26
86.595,164,25
86.61,167,26
86.625,166,29
86.64,165,30
86.655,164,29
86.67,162,25
86.685,162,27
86.7,163,26
86.715,162,25
86.73,160,27
86.745,158,27
86.76,161,29
86.775,160,30
86.79,158,29
86.805,160,34
86.82,161,33
86.835,160,34
86.85,161,30
86.865,162,30
86.88,163,29
86.895,161,27
86.91,164,28
86.925,166,32
86.94,164,33
86.955,162,36
86.97,162,36
86.985,162,40
87,165,35
87.015,166,35
87.03,165,35
87.045,162,34
87.06,163,35
87.075,163,37
87.09,165,38
87.105,166,32
87.12,165,33
87.135,165,30
87.15,165,31
87.165,164,34
87.18,163,35
87.195,162,31
87.21,161,34
87.225,163,32
87.24,163,32
87.255,162,35
87.27,164,34
87.285,161,37
87.3,160,38
87.315,162,37
87.33,160,37
87.345,159,37
87.36,160,42
87.375,161,40
87.39,163,42
87.405,162,41
87.42,162,38
87.435,164,37
87.45,165,38
87.465,165,38
87.48,165,35
87.495,164,35
87.51,164,36
87.525,167,34
87.54,165,31
87.555,164,30
87.57,164,31
87.585,164,31
87.6,163,34
87.615,160,35
87.63,161,34
87.645,160,32
87.66,161,31
87.675,162,34
87.69,160,35
87.705,161,41
87.72,159,41
87.735,159,39
87.75,159,38
87.765,157,35
87.78,163,35
87.795,164,35
87.81,164,36
87.825,167,36
87.84,167,36
87.855,164,36
87.87,165,36
87.885,164,37
87.9,164,38
87.915,163,37
87.93,165,38
87.945,166,39
87.96,164,39
87.975,161,42
87.99,161,40
88.005,161,41
88.02,162,44
88.035,161,43
88.05,163,39
88.065,163,39
88.08,161,38
88.095,161,44
88.11,161,42
88.125,160,41
88.14,163,42
88.155,161,37
88.17,160,36
88.185,161,32
88.2,164,33
88.215,163,36
88.23,164,34
88.245,164,31
88.26,165,30
88.275,166,29
88.29,165,32
88.305,165,31
88.32,165,35
88.335,166,30
88.35,164,32
88.365,166,36
88.38,164,37
88.395,164,41
88.41,163,41
88.425,160,43
88.44,158,42
88.455,161,41
88.47,164,37
88.485,162,41
88.5,163,43
88.515,159,42
88.53,159,40
88.545,157,38
88.56,156,36
88.575,156,35
88.59,157,36
88.605,158,34
88.62,158,36
88.635,157,43
88.65,159,39
88.665,156,42
88.68,157,43
88.695,157,39
88.71,158,37
88.725,161,40
88.74,160,38
88.755,159,38
88.77,160,41
88.785,160,38
88.8,156,38
88.815,157,39
88.83,159,37
88.845,160,37
88.86,160,35
88.875,161,33
88.89,164,35
88.905,163,33
88.92,162,35
88.935,159,36
88.95,161,33
88.965,161,31
88.98,160,30
88.995,161,33
89.01,160,30
89.025,160,34
89.04,159,29
89.055,159,32
89.07,163,31
89.085,164,32
89.1,164,30
89.115,165,30
89.13,164,26
89.145,165,26
89.16,168,33
89.175,168,33
89.19,170,35
89.205,168,31
89.22,168,28
89.235,168,27
89.25,169,26
89.265,168,28
89.28,163,29
89.295,164,36
89.31,165,39
89.325,164,32
89.34,163,32
89.355,164,32
89.37,164,28
89.385,166,30
89.4,167,30
89.415,168,28
89.43,171,30
89.445,168,28
89.46,169,31
89.475,170,31
89.49,174,29
89.505,172,27
89.52,172,25
89.535,168,21
89.55,169,22
89.565,172,22
89.58,171,25
89.595,171,26
89.61,171,24
89.625,167,21
89.64,167,19
89.655,165,17
89.67,164,17
89.685,166,22
89.7,164,22
89.715,165,28
89.73,164,28
89.745,167,22
89.76,164,27
89.775,161,29
89.79,162,30
89.805,161,26
89.82,159,27
89.835,163,29
89.85,166,31
89.865,167,30
89.88,164,27
89.895,166,29
89.91,164,26
89.925,164,31
89.94,164,29
89.955,165,26
89.97,166,29
89.985,165,29
90,161,32
