TIME(s)	'A,A'	'A,B'	'B,B'	Nloops	nOverlapPartner	nOverlapSystem	nOverlapSpanBox	nDisplace2D	nDisplace3D	nDisplace3Dto2D	nAssocSuccess
0.579	130	164	122	237	282	1	0	0	0	0	186
0.58	130	164	122	237	283	1	0	0	0	0	186
0.581	130	164	122	237	283	1	0	0	0	0	186
0.582	130	164	122	237	284	1	0	0	0	0	186
0.583	130	164	122	237	284	1	0	0	0	0	186
0.584	130	164	122	237	284	1	0	0	0	0	186
0.585	130	164	122	237	286	1	0	0	0	0	186
0.586	130	164	122	237	286	1	0	0	0	0	186
0.587	130	164	122	237	286	1	0	0	0	0	186
0.588	130	164	122	237	286	1	0	0	0	0	186
0.589	130	164	122	237	286	1	0	0	0	0	186
0.59	130	164	122	237	286	1	0	0	0	0	186
0.591	130	164	122	237	286	1	0	0	0	0	186
0.592	130	164	122	237	287	1	0	0	0	0	186
0.593	130	164	122	237	287	1	0	0	0	0	186
0.594	130	164	122	237	287	1	0	0	0	0	186
0.595	130	164	122	237	287	1	0	0	0	0	186
0.596	130	164	122	237	287	1	0	0	0	0	186
0.597	130	164	122	237	287	1	0	0	0	0	186
0.598	130	164	122	237	287	1	0	0	0	0	186
0.599	130	164	122	237	287	1	0	0	0	0	186
0.6	130	164	122	237	287	1	0	0	0	0	186
0.601	132	167	123	242	287	1	0	0	0	0	187
0.602	132	167	123	242	287	1	0	0	0	0	187
0.603	132	167	123	242	287	1	0	0	0	0	187
0.604	132	167	123	242	287	1	0	0	0	0	187
0.605	132	167	123	242	287	1	0	0	0	0	187
0.606	132	167	123	242	287	1	0	0	0	0	187
0.607	132	167	123	242	287	1	0	0	0	0	187
0.608	132	167	123	242	289	1	0	0	0	0	187
0.609	132	167	123	242	289	1	0	0	0	0	187
0.61	132	167	123	242	290	1	0	0	0	0	187
0.611	132	167	123	242	290	1	0	0	0	0	187
0.612	132	167	123	242	290	1	0	0	0	0	187
0.613	132	167	123	242	291	1	0	0	0	0	187
0.614	132	167	123	242	291	1	0	0	0	0	187
0.615	132	167	123	242	291	1	0	0	0	0	187
0.616	132	167	123	242	291	1	0	0	0	0	187
0.617	132	167	123	242	291	1	0	0	0	0	187
0.618	132	167	123	242	291	1	0	0	0	0	187
0.619	132	167	123	242	293	1	0	0	0	0	187
0.62	132	167	123	242	293	1	0	0	0	0	187
0.621	132	167	123	242	293	1	0	0	0	0	187
0.622	132	167	123	242	293	1	0	0	0	0	187
0.623	132	167	123	242	295	1	0	0	0	0	187
0.624	132	167	123	242	296	1	0	0	0	0	187
0.625	132	167	123	242	298	1	0	0	0	0	187
0.626	132	167	123	242	298	1	0	0	0	0	187
0.627	132	167	123	242	298	1	0	0	0	0	187
0.628	132	167	123	242	298	1	0	0	0	0	187
0.629	132	167	123	242	298	1	0	0	0	0	187
0.63	132	167	123	242	298	1	0	0	0	0	187
0.631	132	167	123	242	298	1	0	0	0	0	187
0.632	132	167	123	242	298	1	0	0	0	0	187
0.633	132	167	123	242	298	1	0	0	0	0	187
0.634	132	167	123	242	299	1	0	0	0	0	187
0.635	132	167	123	242	300	1	0	0	0	0	187
0.636	132	167	123	242	301	1	0	0	0	0	187
0.637	132	167	123	242	301	1	0	0	0	0	187
0.638	132	167	123	242	301	1	0	0	0	0	187
0.639	132	167	123	242	301	1	0	0	0	0	187
0.64	132	167	123	242	301	1	0	0	0	0	187
0.641	132	167	123	242	301	1	0	0	0	0	187
0.642	132	167	123	242	302	1	0	0	0	0	187
0.643	132	167	123	242	302	1	0	0	0	0	187
0.644	132	167	123	242	302	1	0	0	0	0	187
0.645	132	167	123	242	302	1	0	0	0	0	187
0.646	132	167	123	242	302	1	0	0	0	0	187
0.647	132	167	123	242	304	1	0	0	0	0	187
0.648	132	167	123	242	304	1	0	0	0	0	187
0.649	132	167	123	242	305	1	0	0	0	0	187
0.65	132	167	123	242	306	1	0	0	0	0	187
0.651	132	167	123	242	307	1	0	0	0	0	187
0.652	132	167	123	242	307	1	0	0	0	0	187
0.653	132	167	123	242	307	1	0	0	0	0	187
0.654	132	167	123	242	307	1	0	0	0	0	187
0.655	132	167	123	242	307	1	0	0	0	0	187
0.656	132	167	123	242	308	1	0	0	0	0	187
0.657	132	167	123	242	309	1	0	0	0	0	187
0.658	132	167	123	242	309	1	0	0	0	0	187
0.659	132	167	123	242	309	1	0	0	0	0	187
0.66	132	167	123	242	309	1	0	0	0	0	187
