Time (s),A(lg1),A(lg2),A(lg3),A(lg4),A(lg5),B(lg1),B(lg2),B(lg3),B(lg4),B(lg5),A(lg1!1).A(lg1!1),A(lg2!1).A(lg2!1),A(lg3!1).A(lg3!1),A(lg4!1).A(lg4!1),A(lg5!1).A(lg5!1),A(lg1!1).A(lg2!1),A(lg1!1).A(lg3!1),A(lg1!1).A(lg4!1),A(lg1!1).A(lg5!1),A(lg2!1).A(lg3!1),A(lg2!1).A(lg4!1),A(lg2!1).A(lg5!1),A(lg3!1).A(lg4!1),A(lg3!1).A(lg5!1),A(lg4!1).A(lg5!1),B(lg1!1).B(lg1!1),B(lg2!1).B(lg2!1),B(lg3!1).B(lg3!1),B(lg4!1).B(lg4!1),B(lg5!1).B(lg5!1),B(lg1!1).B(lg2!1),B(lg1!1).B(lg3!1),B(lg1!1).B(lg4!1),B(lg1!1).B(lg5!1),B(lg2!1).B(lg3!1),B(lg2!1).B(lg4!1),B(lg2!1).B(lg5!1),B(lg3!1).B(lg4!1),B(lg3!1).B(lg5!1),B(lg4!1).B(lg5!1),A(lg1!1).B(lg1!1),A(lg1!1).B(lg2!1),A(lg1!1).B(lg3!1),A(lg1!1).B(lg4!1),A(lg1!1).B(lg5!1),A(lg2!1).B(lg1!1),A(lg2!1).B(lg2!1),A(lg2!1).B(lg3!1),A(lg2!1).B(lg4!1),A(lg2!1).B(lg5!1),A(lg3!1).B(lg1!1),A(lg3!1).B(lg2!1),A(lg3!1).B(lg3!1),A(lg3!1).B(lg4!1),A(lg3!1).B(lg5!1),A(lg4!1).B(lg1!1),A(lg4!1).B(lg2!1),A(lg4!1).B(lg3!1),A(lg4!1).B(lg4!1),A(lg4!1).B(lg5!1),A(lg5!1).B(lg1!1),A(lg5!1).B(lg2!1),A(lg5!1).B(lg3!1),A(lg5!1).B(lg4!1),A(lg5!1).B(lg5!1)
0.066,14,33,31,22,30,25,31,35,27,28,8,3,5,4,4,9,6,13,15,7,8,12,10,7,6,6,0,3,5,7,12,7,17,8,9,4,10,6,6,9,3,6,8,5,5,2,8,6,6,3,3,8,7,5,6,6,6,7,7,7,5,6,3,4,4
0.067,14,33,31,22,30,25,31,35,27,28,8,3,5,4,4,9,6,13,15,7,8,12,10,7,6,6,0,3,5,7,12,7,17,8,9,4,10,6,6,9,3,6,8,5,5,2,8,6,6,3,3,8,7,5,6,6,6,7,7,7,5,6,3,4,4
0.068,14,33,31,22,30,25,31,35,27,28,8,3,5,4,4,9,6,13,15,7,8,12,10,7,6,6,0,3,5,7,12,7,17,8,9,4,10,6,6,9,3,6,8,5,5,2,8,6,6,3,3,8,7,5,6,6,6,7,7,7,5,6,3,4,4
0.069,14,33,31,22,30,25,31,35,27,28,8,3,5,4,4,9,6,13,15,7,8,12,10,7,6,6,0,3,5,7,12,7,17,8,9,4,10,6,6,9,3,6,8,5,5,2,8,6,6,3,3,8,7,5,6,6,6,7,7,7,5,6,3,4,4
0.07,13,33,29,21,30,25,31,35,27,28,8,3,5,4,4,9,7,13,15,7,8,12,11,7,6,6,0,3,5,7,12,7,17,8,9,4,10,6,6,9,3,6,8,5,5,2,8,6,6,3,3,8,7,5,6,6,6,7,7,7,5,6,3,4,4
0.071,13,33,29,21,30,25,31,35,27,28,8,3,5,4,4,9,7,13,15,7,8,12,11,7,6,6,0,3,5,7,12,7,17,8,9,4,10,6,6,9,3,6,8,5,5,2,8,6,6,3,3,8,7,5,6,6,6,7,7,7,5,6,3,4,4
0.072,13,33,29,21,30,25,31,35,27,28,8,3,5,4,4,9,7,13,15,7,8,12,11,7,6,6,0,3,5,7,12,7,17,8,9,4,10,6,6,9,3,6,8,5,5,2,8,6,6,3,3,8,7,5,6,6,6,7,7,7,5,6,3,4,4
0.073,13,33,29,21,30,25,31,35,27,28,8,3,5,4,4,9,7,13,15,7,8,12,11,7,6,6,0,3,5,7,12,7,17,8,9,4,10,6,6,9,3,6,8,5,5,2,8,6,6,3,3,8,7,5,6,6,6,7,7,7,5,6,3,4,4
0.074,13,33,29,21,30,25,31,35,27,28,8,3,5,4,4,9,7,13,15,7,8,12,11,7,6,6,0,3,5,7,12,7,17,8,9,4,10,6,6,9,3,6,8,5,5,2,8,6,6,3,3,8,7,5,6,6,6,7,7,7,5,6,3,4,4
0.075,13,33,29,21,30,25,31,35,27,28,8,3,5,4,4,9,7,13,15,7,8,12,11,7,6,6,0,3,5,7,12,7,17,8,9,4,10,6,6,9,3,6,8,5,5,2,8,6,6,3,3,8,7,5,6,6,6,7,7,7,5,6,3,4,4
0.076,13,33,29,21,30,25,31,35,27,28,8,3,5,4,4,9,7,13,15,7,8,12,11,7,6,6,0,3,5,7,12,7,17,8,9,4,10,6,6,9,3,6,8,5,5,2,8,6,6,3,3,8,7,5,6,6,6,7,7,7,5,6,3,4,4
0.077,13,33,29,21,30,25,31,35,27,28,8,3,5,4,4,9,7,13,15,7,8,12,11,7,6,6,0,3,5,7,12,7,17,8,9,4,10,6,6,9,3,6,8,5,5,2,8,6,6,3,3,8,7,5,6,6,6,7,7,7,5,6,3,4,4
0.078,13,33,29,22,30,25,31,36,27,28,8,3,5,4,4,9,7,13,15,7,8,12,11,7,6,6,0,3,5,7,12,7,17,8,9,4,10,6,6,9,3,6,8,5,5,2,8,6,6,3,3,8,7,5,6,6,6,6,7,7,5,6,3,4,4
0.079,13,33,29,21,30,25,31,35,27,28,8,3,5,4,4,9,7,13,15,7,8,12,11,7,6,6,0,3,5,7,12,7,17,8,9,4,10,6,6,9,3,6,8,5,5,2,8,6,6,3,3,8,7,5,6,6,6,7,7,7,5,6,3,4,4
0.08,13,33,29,21,30,25,31,35,27,28,8,3,5,4,4,9,7,13,15,7,8,12,11,7,6,6,0,3,5,7,12,7,17,8,9,4,10,6,6,9,3,6,8,5,5,2,8,6,6,3,3,8,7,5,6,6,6,7,7,7,5,6,3,4,4
0.081,13,33,29,21,30,25,31,35,27,28,8,3,5,4,4,9,7,13,15,7,8,12,11,7,6,6,0,3,5,7,12,7,17,8,9,4,10,6,6,9,3,6,8,5,5,2,8,6,6,3,3,8,7,5,6,6,6,7,7,7,5,6,3,4,4
0.082,13,33,29,21,30,25,31,35,27,28,8,3,5,4,4,9,7,13,15,7,8,12,11,7,6,6,0,3,5,7,12,7,17,8,9,4,10,6,6,9,3,6,8,5,5,2,8,6,6,3,3,8,7,5,6,6,6,7,7,7,5,6,3,4,4
0.083,13,33,29,21,30,25,31,35,27,28,8,3,5,4,4,9,7,13,15,7,8,12,11,7,6,6,0,3,5,7,12,7,17,8,9,4,10,6,6,9,3,6,8,5,5,2,8,6,6,3,3,8,7,5,6,6,6,7,7,7,5,6,3,4,4
0.084,13,33,29,21,30,25,31,35,27,28,8,3,5,4,4,9,7,13,15,7,8,12,11,7,6,6,0,3,5,7,12,7,17,8,9,4,10,6,6,9,3,6,8,5,5,2,8,6,6,3,3,8,7,5,6,6,6,7,7,7,5,6,3,4,4
0.085,13,31,29,20,29,25,31,35,27,28,8,3,5,4,4,9,7,13,15,7,9,13,11,7,6,6,0,3,5,7,12,7,17,8,9,4,10,6,6,9,3,6,8,5,5,2,8,6,6,3,3,8,7,5,6,6,6,7,7,7,5,6,3,4,4
0.086,13,31,29,20,29,25,31,35,27,28,8,3,5,4,4,9,7,13,15,7,9,13,11,7,6,6,0,3,5,7,12,7,17,8,9,4,10,6,6,9,3,6,8,5,5,2,8,6,6,3,3,8,7,5,6,6,6,7,7,7,5,6,3,4,4
0.087,13,31,29,20,29,25,31,35,27,28,8,3,5,4,4,9,7,13,15,7,9,13,11,7,6,6,0,3,5,7,12,7,17,8,9,4,10,6,6,9,3,6,8,5,5,2,8,6,6,3,3,8,7,5,6,6,6,7,7,7,5,6,3,4,4
0.088,13,31,29,20,29,25,31,35,27,28,8,3,5,4,4,9,7,13,15,7,9,13,11,7,6,6,0,3,5,7,12,7,17,8,9,4,10,6,6,9,3,6,8,5,5,2,8,6,6,3,3,8,7,5,6,6,6,7,7,7,5,6,3,4,4
0.089,13,29,28,18,27,21,29,32,26,27,8,3,5,4,4,9,7,13,15,7,9,13,11,7,6,6,0,3,5,7,12,8,18,8,9,4,10,6,6,9,3,6,8,5,5,3,9,6,6,3,4,8,7,5,6,6,7,7,7,8,5,6,5,4,4
0.09,13,29,28,18,27,21,29,32,26,27,8,3,5,4,4,9,7,13,15,7,9,13,11,7,6,6,0,3,5,7,12,8,18,8,9,4,10,6,6,9,3,6,8,5,5,3,9,6,6,3,4,8,7,5,6,6,7,7,7,8,5,6,5,4,4
0.091,13,29,28,18,27,21,29,32,26,27,8,3,5,4,4,9,7,13,15,7,9,13,11,7,6,6,0,3,5,7,12,8,18,8,9,4,10,6,6,9,3,6,8,5,5,3,9,6,6,3,4,8,7,5,6,6,7,7,7,8,5,6,5,4,4
0.092,13,29,28,18,27,21,29,32,26,27,8,3,5,4,4,9,7,13,15,7,9,13,11,7,6,6,0,3,5,7,12,8,18,8,9,4,10,6,6,9,3,6,8,5,5,3,9,6,6,3,4,8,7,5,6,6,7,7,7,8,5,6,5,4,4
0.093,13,29,28,18,27,21,29,32,26,27,8,3,5,4,4,9,7,13,15,7,9,13,11,7,6,6,0,3,5,7,12,8,18,8,9,4,10,6,6,9,3,6,8,5,5,3,9,6,6,3,4,8,7,5,6,6,7,7,7,8,5,6,5,4,4
0.094,13,29,28,18,27,21,29,32,26,27,8,3,5,4,4,9,7,13,15,7,9,13,11,7,6,6,0,3,5,7,12,8,18,8,9,4,10,6,6,9,3,6,8,5,5,3,9,6,6,3,4,8,7,5,6,6,7,7,7,8,5,6,5,4,4
0.095,13,29,28,18,27,21,29,32,26,27,8,3,5,4,4,9,7,13,15,7,9,13,11,7,6,6,0,3,5,7,12,8,18,8,9,4,10,6,6,9,3,6,8,5,5,3,9,6,6,3,4,8,7,5,6,6,7,7,7,8,5,6,5,4,4
0.096,13,29,28,18,27,21,29,32,26,27,8,3,5,4,4,9,7,13,15,7,9,13,11,7,6,6,0,3,5,7,12,8,18,8,9,4,10,6,6,9,3,6,8,5,5,3,9,6,6,3,4,8,7,5,6,6,7,7,7,8,5,6,5,4,4
0.097,13,29,28,18,27,21,29,32,26,27,8,3,5,4,4,9,7,13,15,7,9,13,11,7,6,6,0,3,5,7,12,8,18,8,9,4,10,6,6,9,3,6,8,5,5,3,9,6,6,3,4,8,7,5,6,6,7,7,7,8,5,6,5,4,4
0.098,13,29,28,18,27,21,29,32,26,27,8,3,5,4,4,9,7,13,15,7,9,13,11,7,6,6,0,3,5,7,12,8,18,8,9,4,10,6,6,9,3,6,8,5,5,3,9,6,6,3,4,8,7,5,6,6,7,7,7,8,5,6,5,4,4
0.099,13,29,28,18,27,21,30,32,26,28,8,3,5,4,4,9,7,13,15,7,9,13,11,7,6,6,0,3,5,7,12,8,18,8,9,4,9,6,6,9,3,6,8,5,5,3,9,6,6,3,4,8,7,5,6,6,7,7,7,8,5,6,5,4,4
0.1,13,29,28,18,27,21,30,32,26,28,8,3,5,4,4,9,7,13,15,7,9,13,11,7,6,6,0,3,5,7,12,8,18,8,9,4,9,6,6,9,3,6,8,5,5,3,9,6,6,3,4,8,7,5,6,6,7,7,7,8,5,6,5,4,4
0.101,13,29,28,18,27,21,30,32,26,28,8,3,5,4,4,9,7,13,15,7,9,13,11,7,6,6,0,3,5,7,12,8,18,8,9,4,9,6,6,9,3,6,8,5,5,3,9,6,6,3,4,8,7,5,6,6,7,7,7,8,5,6,5,4,4
0.102,13,29,28,18,27,21,30,32,26,28,8,3,5,4,4,9,7,13,15,7,9,13,11,7,6,6,0,3,5,7,12,8,18,8,9,4,9,6,6,9,3,6,8,5,5,3,9,6,6,3,4,8,7,5,6,6,7,7,7,8,5,6,5,4,4
0.103,11,28,27,17,26,20,29,32,25,27,8,3,5,4,4,10,7,13,15,7,9,13,11,7,6,6,0,3,5,7,12,8,18,8,9,4,9,6,6,9,3,6,8,5,6,3,9,6,6,3,4,9,7,5,6,6,7,7,8,8,6,6,5,4,4
0.104,11,28,27,17,26,20,29,32,25,27,8,3,5,4,4,10,7,13,15,7,9,13,11,7,6,6,0,3,5,7,12,8,18,8,9,4,9,6,6,9,3,6,8,5,6,3,9,6,6,3,4,9,7,5,6,6,7,7,8,8,6,6,5,4,4
0.105,11,28,27,17,26,20,29,32,25,27,8,3,5,4,4,10,7,13,15,7,9,13,11,7,6,6,0,3,5,7,12,8,18,8,9,4,9,6,6,9,3,6,8,5,6,3,9,6,6,3,4,9,7,5,6,6,7,7,8,8,6,6,5,4,4
0.106,11,28,27,17,26,20,29,32,25,27,8,3,5,4,4,10,7,13,15,7,9,13,11,7,6,6,0,3,5,7,12,8,18,8,9,4,9,6,6,9,3,6,8,5,6,3,9,6,6,3,4,9,7,5,6,6,7,7,8,8,6,6,5,4,4
0.107,11,28,27,17,26,20,29,32,25,27,8,3,5,4,4,10,7,13,15,7,9,13,11,7,6,6,0,3,5,7,12,8,18,8,9,4,9,6,6,9,3,6,8,5,6,3,9,6,6,3,4,9,7,5,6,6,7,7,8,8,6,6,5,4,4
0.108,11,28,27,17,26,20,29,32,25,27,8,3,5,4,4,10,7,13,15,7,9,13,11,7,6,6,0,3,5,7,12,8,18,8,9,4,9,6,6,9,3,6,8,5,6,3,9,6,6,3,4,9,7,5,6,6,7,7,8,8,6,6,5,4,4
0.109,11,28,27,17,26,20,29,32,25,27,8,3,5,4,4,10,7,13,15,7,9,13,11,7,6,6,0,3,5,7,12,8,18,8,9,4,9,6,6,9,3,6,8,5,6,3,9,6,6,3,4,9,7,5,6,6,7,7,8,8,6,6,5,4,4
0.11,11,28,27,17,26,20,29,32,25,27,8,3,5,4,4,10,7,13,15,7,9,13,11,7,6,6,0,3,5,7,12,8,18,8,9,4,9,6,6,9,3,6,8,5,6,3,9,6,6,3,4,9,7,5,6,6,7,7,8,8,6,6,5,4,4
0.111,11,28,27,17,26,20,29,32,25,27,8,3,5,4,4,10,7,13,15,7,9,13,11,7,6,6,0,3,5,7,12,8,18,8,9,4,9,6,6,9,3,6,8,5,6,3,9,6,6,3,4,9,7,5,6,6,7,7,8,8,6,6,5,4,4
0.112,11,28,27,17,26,20,29,32,25,27,8,3,5,4,4,10,7,13,15,7,9,13,11,7,6,6,0,3,5,7,12,8,18,8,9,4,9,6,6,9,3,6,8,5,6,3,9,6,6,3,4,9,7,5,6,6,7,7,8,8,6,6,5,4,4
0.113,11,28,27,17,26,20,27,30,24,26,8,3,5,4,4,10,7,13,15,7,9,13,11,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,6,8,5,6,3,9,6,6,3,4,9,7,5,6,6,7,7,8,8,6,6,5,4,4
0.114,11,28,27,17,26,20,27,30,24,26,8,3,5,4,4,10,7,13,15,7,9,13,11,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,6,8,5,6,3,9,6,6,3,4,9,7,5,6,6,7,7,8,8,6,6,5,4,4
0.115,11,28,27,17,26,20,27,30,24,26,8,3,5,4,4,10,7,13,15,7,9,13,11,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,6,8,5,6,3,9,6,6,3,4,9,7,5,6,6,7,7,8,8,6,6,5,4,4
0.116,11,28,27,17,26,20,27,30,24,26,8,3,5,4,4,10,7,13,15,7,9,13,11,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,6,8,5,6,3,9,6,6,3,4,9,7,5,6,6,7,7,8,8,6,6,5,4,4
0.117,11,28,27,17,26,20,27,30,24,26,8,3,5,4,4,10,7,13,15,7,9,13,11,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,6,8,5,6,3,9,6,6,3,4,9,7,5,6,6,7,7,8,8,6,6,5,4,4
0.118,11,28,27,17,26,20,27,30,24,26,8,3,5,4,4,10,7,13,15,7,9,13,11,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,6,8,5,6,3,9,6,6,3,4,9,7,5,6,6,7,7,8,8,6,6,5,4,4
0.119,10,27,24,15,24,20,26,30,24,26,8,3,5,4,5,10,8,13,15,7,9,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,6,8,5,6,3,10,6,6,3,4,9,7,5,6,6,7,7,8,8,6,6,5,4,4
0.12,10,27,24,15,24,20,26,30,24,26,8,3,5,4,5,10,8,13,15,7,9,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,6,8,5,6,3,10,6,6,3,4,9,7,5,6,6,7,7,8,8,6,6,5,4,4
0.121,10,27,24,15,24,20,26,30,24,26,8,3,5,4,5,10,8,13,15,7,9,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,6,8,5,6,3,10,6,6,3,4,9,7,5,6,6,7,7,8,8,6,6,5,4,4
0.122,10,27,24,15,24,20,26,30,24,26,8,3,5,4,5,10,8,13,15,7,9,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,6,8,5,6,3,10,6,6,3,4,9,7,5,6,6,7,7,8,8,6,6,5,4,4
0.123,10,27,24,15,24,20,26,30,24,26,8,3,5,4,5,10,8,13,15,7,9,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,6,8,5,6,3,10,6,6,3,4,9,7,5,6,6,7,7,8,8,6,6,5,4,4
0.124,7,25,24,14,24,20,25,29,23,25,8,3,5,4,5,10,8,14,15,7,9,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,10,7,6,4,4,9,7,5,6,6,7,7,8,8,6,6,5,4,4
0.125,7,25,24,14,24,20,25,29,23,25,8,3,5,4,5,10,8,14,15,7,9,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,10,7,6,4,4,9,7,5,6,6,7,7,8,8,6,6,5,4,4
0.126,7,25,24,14,24,20,25,29,23,25,8,3,5,4,5,10,8,14,15,7,9,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,10,7,6,4,4,9,7,5,6,6,7,7,8,8,6,6,5,4,4
0.127,7,25,24,14,24,20,25,29,23,25,8,3,5,4,5,10,8,14,15,7,9,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,10,7,6,4,4,9,7,5,6,6,7,7,8,8,6,6,5,4,4
0.128,7,25,24,14,24,20,25,29,23,25,8,3,5,4,5,10,8,14,15,7,9,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,10,7,6,4,4,9,7,5,6,6,7,7,8,8,6,6,5,4,4
0.129,7,25,24,14,24,20,25,29,23,25,8,3,5,4,5,10,8,14,15,7,9,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,10,7,6,4,4,9,7,5,6,6,7,7,8,8,6,6,5,4,4
0.13,7,25,24,14,24,20,25,29,23,25,8,3,5,4,5,10,8,14,15,7,9,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,10,7,6,4,4,9,7,5,6,6,7,7,8,8,6,6,5,4,4
0.131,6,23,21,13,22,20,23,26,23,25,8,3,5,4,5,10,9,14,15,7,10,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,11,7,6,4,4,9,9,5,6,6,7,7,8,8,6,7,6,4,4
0.132,6,23,21,13,22,20,23,26,23,25,8,3,5,4,5,10,9,14,15,7,10,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,11,7,6,4,4,9,9,5,6,6,7,7,8,8,6,7,6,4,4
0.133,6,23,21,13,22,20,23,26,23,25,8,3,5,4,5,10,9,14,15,7,10,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,11,7,6,4,4,9,9,5,6,6,7,7,8,8,6,7,6,4,4
0.134,6,23,21,13,22,20,23,26,23,25,8,3,5,4,5,10,9,14,15,7,10,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,11,7,6,4,4,9,9,5,6,6,7,7,8,8,6,7,6,4,4
0.135,6,23,21,13,22,20,23,26,23,25,8,3,5,4,5,10,9,14,15,7,10,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,11,7,6,4,4,9,9,5,6,6,7,7,8,8,6,7,6,4,4
0.136,6,23,21,13,22,20,23,26,23,25,8,3,5,4,5,10,9,14,15,7,10,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,11,7,6,4,4,9,9,5,6,6,7,7,8,8,6,7,6,4,4
0.137,6,23,21,13,22,20,23,26,23,25,8,3,5,4,5,10,9,14,15,7,10,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,11,7,6,4,4,9,9,5,6,6,7,7,8,8,6,7,6,4,4
0.138,6,23,21,13,22,20,23,26,23,25,8,3,5,4,5,10,9,14,15,7,10,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,11,7,6,4,4,9,9,5,6,6,7,7,8,8,6,7,6,4,4
0.139,6,23,21,13,22,20,23,26,23,25,8,3,5,4,5,10,9,14,15,7,10,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,11,7,6,4,4,9,9,5,6,6,7,7,8,8,6,7,6,4,4
0.14,6,23,21,13,22,20,23,26,23,25,8,3,5,4,5,10,9,14,15,7,10,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,11,7,6,4,4,9,9,5,6,6,7,7,8,8,6,7,6,4,4
0.141,6,23,21,13,22,20,23,26,23,25,8,3,5,4,5,10,9,14,15,7,10,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,11,7,6,4,4,9,9,5,6,6,7,7,8,8,6,7,6,4,4
0.142,6,23,21,13,22,20,23,26,23,25,8,3,5,4,5,10,9,14,15,7,10,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,11,7,6,4,4,9,9,5,6,6,7,7,8,8,6,7,6,4,4
0.143,6,23,21,13,22,20,23,26,23,25,8,3,5,4,5,10,9,14,15,7,10,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,11,7,6,4,4,9,9,5,6,6,7,7,8,8,6,7,6,4,4
0.144,6,23,21,13,22,20,23,26,23,25,8,3,5,4,5,10,9,14,15,7,10,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,11,7,6,4,4,9,9,5,6,6,7,7,8,8,6,7,6,4,4
0.145,6,23,21,13,22,20,23,26,23,25,8,3,5,4,5,10,9,14,15,7,10,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,11,7,6,4,4,9,9,5,6,6,7,7,8,8,6,7,6,4,4
0.146,6,23,21,13,22,20,23,26,23,25,8,3,5,4,5,10,9,14,15,7,10,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,11,7,6,4,4,9,9,5,6,6,7,7,8,8,6,7,6,4,4
0.147,6,23,21,13,22,20,23,26,23,25,8,3,5,4,5,10,9,14,15,7,10,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,11,7,6,4,4,9,9,5,6,6,7,7,8,8,6,7,6,4,4
0.148,6,23,21,13,22,20,23,26,23,25,8,3,5,4,5,10,9,14,15,7,10,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,11,7,6,4,4,9,9,5,6,6,7,7,8,8,6,7,6,4,4
0.149,6,23,21,13,22,20,23,26,23,25,8,3,5,4,5,10,9,14,15,7,10,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,11,7,6,4,4,9,9,5,6,6,7,7,8,8,6,7,6,4,4
0.15,6,23,21,13,22,20,23,26,23,25,8,3,5,4,5,10,9,14,15,7,10,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,11,7,6,4,4,9,9,5,6,6,7,7,8,8,6,7,6,4,4
0.151,6,23,21,13,22,20,23,26,23,25,8,3,5,4,5,10,9,14,15,7,10,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,11,7,6,4,4,9,9,5,6,6,7,7,8,8,6,7,6,4,4
0.152,6,23,21,13,22,20,23,26,23,25,8,3,5,4,5,10,9,14,15,7,10,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,11,7,6,4,4,9,9,5,6,6,7,7,8,8,6,7,6,4,4
0.153,6,23,21,13,22,20,23,26,23,25,8,3,5,4,5,10,9,14,15,7,10,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,11,7,6,4,4,9,9,5,6,6,7,7,8,8,6,7,6,4,4
0.154,6,23,21,13,22,20,23,26,23,25,8,3,5,4,5,10,9,14,15,7,10,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,11,7,6,4,4,9,9,5,6,6,7,7,8,8,6,7,6,4,4
0.155,6,23,21,13,22,20,23,26,23,25,8,3,5,4,5,10,9,14,15,7,10,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,11,7,6,4,4,9,9,5,6,6,7,7,8,8,6,7,6,4,4
0.156,6,23,21,13,22,20,23,26,23,25,8,3,5,4,5,10,9,14,15,7,10,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,11,7,6,4,4,9,9,5,6,6,7,7,8,8,6,7,6,4,4
0.157,6,23,21,13,22,20,23,26,23,25,8,3,5,4,5,10,9,14,15,7,10,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,11,7,6,4,4,9,9,5,6,6,7,7,8,8,6,7,6,4,4
0.158,6,23,21,13,22,20,23,26,23,25,8,3,5,4,5,10,9,14,15,7,10,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,11,7,6,4,4,9,9,5,6,6,7,7,8,8,6,7,6,4,4
0.159,6,23,21,13,22,20,23,26,23,25,8,3,5,4,5,10,9,14,15,7,10,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,11,7,6,4,4,9,9,5,6,6,7,7,8,8,6,7,6,4,4
0.16,6,23,21,13,22,20,23,26,23,25,8,3,5,4,5,10,9,14,15,7,10,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,11,7,6,4,4,9,9,5,6,6,7,7,8,8,6,7,6,4,4
0.161,6,23,21,13,22,20,23,26,23,25,8,3,5,4,5,10,9,14,15,7,10,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,11,7,6,4,4,9,9,5,6,6,7,7,8,8,6,7,6,4,4
0.162,6,23,21,13,22,20,23,26,23,25,8,3,5,4,5,10,9,14,15,7,10,13,13,7,6,6,0,4,5,7,12,8,18,8,9,5,10,6,6,9,3,7,8,6,6,3,11,7,6,4,4,9,9,5,6,6,7,7,8,8,6,7,6,4,4
