Time (s): 0
100	A: 1. 
100	B: 1. 
Time (s): 0.001
86	A: 1. 
5	A: 2. 
84	B: 1. 
1	A: 2. B: 1. 
6	B: 2. 
1	A: 1. B: 1. 
1	A: 1. B: 2. 
Time (s): 0.002
70	A: 1. 
6	B: 2. 
2	A: 2. B: 1. 
9	A: 2. 
77	B: 1. 
4	A: 1. B: 1. 
1	A: 3. 
1	A: 1. B: 2. 
1	B: 3. 
Time (s): 0.003
62	A: 1. 
2	A: 3. 
9	B: 2. 
3	A: 2. B: 1. 
10	A: 2. 
68	B: 1. 
5	A: 1. B: 1. 
1	A: 1. B: 2. 
1	B: 4. 
Time (s): 0.004
56	A: 1. 
2	A: 3. 
9	B: 2. 
3	A: 2. B: 1. 
1	A: 4. 
65	B: 1. 
1	A: 3. B: 2. 
9	A: 2. 
6	A: 1. B: 1. 
1	A: 1. B: 2. 
1	B: 4. 
Time (s): 0.005
50	A: 1. 
2	A: 3. 
59	B: 1. 
3	A: 2. B: 1. 
1	A: 3. B: 2. 
10	A: 2. 
5	A: 1. B: 1. 
1	A: 1. B: 3. 
5	B: 2. 
1	A: 5. 
1	A: 1. B: 2. 
1	A: 2. B: 4. 
1	B: 4. 
1	B: 3. 
1	A: 1. B: 5. 
Time (s): 0.006
42	A: 1. 
3	A: 3. 
50	B: 1. 
3	A: 2. B: 1. 
1	A: 5. B: 2. 
9	A: 2. 
5	A: 1. B: 1. 
1	A: 3. B: 1. 
1	A: 1. B: 3. 
6	B: 2. 
1	A: 5. 
2	A: 1. B: 2. 
1	A: 2. B: 4. 
2	B: 3. 
2	A: 1. B: 5. 
Time (s): 0.007
38	A: 1. 
1	A: 2. B: 2. 
2	A: 3. 
41	B: 1. 
3	A: 2. B: 1. 
6	B: 2. 
4	A: 1. B: 1. 
1	A: 6. B: 2. 
9	A: 2. 
1	A: 3. B: 1. 
1	A: 1. B: 4. 
2	A: 1. B: 5. 
1	A: 5. 
2	A: 1. B: 2. 
1	A: 3. B: 2. 
1	A: 2. B: 5. 
1	A: 2. B: 4. 
2	B: 3. 
Time (s): 0.008
36	A: 1. 
1	A: 2. B: 2. 
2	A: 3. 
38	B: 1. 
3	A: 2. B: 1. 
7	B: 2. 
4	A: 1. B: 1. 
1	A: 6. B: 2. 
8	A: 2. 
1	A: 4. B: 1. 
1	A: 3. B: 1. 
1	A: 1. B: 4. 
2	A: 1. B: 5. 
1	A: 5. 
2	A: 1. B: 2. 
1	A: 3. B: 2. 
1	A: 2. B: 5. 
1	A: 2. B: 4. 
2	B: 3. 
Time (s): 0.009
31	A: 1. 
35	B: 1. 
2	A: 2. B: 2. 
7	A: 2. 
2	A: 3. 
2	A: 2. B: 1. 
5	B: 2. 
4	A: 1. B: 1. 
2	A: 2. B: 5. 
1	A: 6. B: 2. 
1	A: 4. 
1	A: 4. B: 1. 
1	A: 3. B: 1. 
1	A: 1. B: 4. 
1	A: 1. B: 3. 
1	A: 5. 
3	A: 1. B: 2. 
1	A: 3. B: 2. 
1	A: 2. B: 4. 
1	B: 3. 
1	A: 1. B: 5. 
1	B: 4. 
Time (s): 0.01
28	A: 1. 
32	B: 1. 
2	A: 2. B: 2. 
6	A: 2. 
3	A: 3. 
2	A: 2. B: 1. 
3	B: 2. 
3	A: 1. B: 1. 
1	A: 2. B: 5. 
1	A: 6. B: 2. 
1	A: 4. B: 2. 
1	A: 4. B: 1. 
1	A: 3. B: 1. 
1	A: 1. B: 4. 
1	A: 1. B: 3. 
1	A: 2. B: 7. 
5	A: 1. B: 2. 
1	A: 6. 
1	A: 3. B: 2. 
1	A: 2. B: 4. 
1	B: 3. 
1	A: 1. B: 5. 
1	B: 4. 
Time (s): 0.011
24	A: 1. 
29	B: 1. 
2	A: 2. B: 2. 
5	A: 2. 
3	A: 3. 
3	A: 2. B: 1. 
3	B: 2. 
4	A: 1. B: 2. 
3	A: 1. B: 1. 
2	A: 2. B: 5. 
1	A: 6. B: 2. 
1	A: 5. B: 2. 
1	A: 4. B: 1. 
1	A: 3. B: 1. 
1	A: 1. B: 4. 
1	A: 2. B: 7. 
1	A: 6. 
1	A: 3. B: 4. 
1	A: 4. B: 5. 
1	A: 2. B: 4. 
1	B: 3. 
1	B: 4. 
Time (s): 0.012
24	A: 1. 
27	B: 1. 
1	B: 4. 
5	A: 2. 
2	A: 3. 
3	A: 2. B: 1. 
3	B: 2. 
4	A: 1. B: 2. 
3	A: 1. B: 1. 
2	A: 2. B: 5. 
1	A: 2. B: 3. 
1	A: 6. B: 2. 
1	A: 5. B: 2. 
1	A: 4. B: 1. 
1	A: 3. B: 1. 
1	A: 2. B: 7. 
1	A: 6. 
1	A: 4. B: 4. 
1	A: 3. B: 4. 
1	A: 2. B: 2. 
1	A: 4. B: 6. 
1	A: 2. B: 4. 
1	B: 3. 
Time (s): 0.013
6	A: 2. 
26	B: 1. 
1	B: 4. 
1	A: 4. 
19	A: 1. 
2	A: 2. B: 1. 
2	B: 2. 
1	A: 1. B: 4. 
3	A: 1. B: 1. 
2	A: 2. B: 5. 
2	A: 2. B: 4. 
2	A: 6. B: 2. 
