TIME(s)	'A,A'	'A,B'	'B,B'	Nloops	nOverlapPartner	nOverlapSystem	nOverlapSpanBox	nDisplace2D	nDisplace3D	nDisplace3Dto2D	nAssocSuccess
0.036	91	118	99	148	45	2	0	0	0	0	162
0.037	91	121	99	150	48	2	0	0	0	0	163
0.038	91	121	99	150	49	2	0	0	0	0	163
0.039	91	121	99	150	53	2	0	0	0	0	163
0.04	94	123	99	154	55	2	0	0	0	0	164
0.041	95	126	99	157	57	2	0	0	0	0	165
0.042	95	126	99	157	60	2	0	0	0	0	165
0.043	96	127	99	158	62	2	0	0	0	0	166
0.044	96	127	99	158	63	2	0	0	0	0	166
0.045	96	127	99	158	66	2	0	0	0	0	166
0.046	97	132	100	163	66	2	0	0	0	0	168
0.047	99	135	100	167	67	2	0	0	0	0	169
0.048	99	134	100	167	68	2	0	0	0	0	169
0.049	99	134	100	167	68	2	0	0	0	0	169
0.05	99	134	100	167	69	2	0	0	0	0	169
0.051	99	138	102	171	69	2	0	0	0	0	171
0.052	99	139	104	173	70	2	0	0	0	0	172
0.053	99	139	104	173	72	2	0	0	0	0	172
0.054	99	139	104	173	75	2	0	0	0	0	172
0.055	99	139	104	173	83	2	0	0	0	0	172
0.056	99	139	104	173	83	2	0	0	0	0	172
0.057	99	139	104	173	83	2	0	0	0	0	172
0.058	99	139	104	173	85	2	0	0	0	0	172
0.059	99	139	104	173	86	2	0	0	0	0	172
0.06	99	139	104	173	88	2	0	0	0	0	172
0.061	99	139	104	173	88	2	0	0	0	0	172
0.062	99	139	108	176	89	2	0	0	0	0	173
0.063	99	139	108	176	89	2	0	0	0	0	173
0.064	99	139	108	176	90	2	0	0	0	0	173
0.065	99	139	108	176	93	2	0	0	0	0	173
0.066	99	139	108	176	93	2	0	0	0	0	173
0.067	99	139	108	176	98	2	0	0	0	0	173
0.068	99	139	108	176	99	2	0	0	0	0	173
0.069	99	139	108	176	99	2	0	0	0	0	173
0.07	101	139	108	177	99	2	0	0	0	0	174
0.071	101	139	108	177	100	2	0	0	0	0	174
0.072	101	139	108	177	100	2	0	0	0	0	174
0.073	101	139	108	177	100	2	0	0	0	0	174
0.074	101	139	108	177	100	2	0	0	0	0	174
0.075	101	139	108	177	101	2	0	0	0	0	174
0.076	101	139	108	177	103	2	0	0	0	0	174
0.077	101	139	108	177	104	2	0	0	0	0	174
0.078	101	139	108	177	107	2	0	0	0	0	174
0.079	101	139	108	177	108	2	0	0	0	0	174
0.08	101	139	112	180	109	2	0	0	0	0	175
0.081	101	139	112	180	111	2	0	0	0	0	175
0.082	101	139	112	180	111	2	0	0	0	0	175
0.083	101	139	112	180	111	2	0	0	0	0	175
0.084	101	139	112	180	112	2	0	0	0	0	175
0.085	103	139	112	181	112	2	0	0	0	0	176
0.086	103	139	112	181	115	2	0	0	0	0	176
0.087	103	139	112	181	118	2	0	0	0	0	176
0.088	103	139	112	181	118	2	0	0	0	0	176
0.089	103	139	112	181	118	2	0	0	0	0	176
0.09	103	139	112	181	118	2	0	0	0	0	176
0.091	103	139	112	181	119	2	0	0	0	0	176
0.092	103	139	112	181	120	2	0	0	0	0	176
0.093	103	139	112	181	120	2	0	0	0	0	176
0.094	103	139	112	181	121	2	0	0	0	0	176
0.095	103	139	112	181	122	2	0	0	0	0	176
0.096	104	140	112	182	123	2	0	0	0	0	177
0.097	104	140	112	182	123	2	0	0	0	0	177
0.098	104	140	112	182	124	2	0	0	0	0	177
0.099	104	140	112	182	124	2	0	0	0	0	177
0.1	104	140	112	182	125	2	0	0	0	0	177
0.101	104	140	112	182	126	2	0	0	0	0	177
0.102	104	140	112	182	126	2	0	0	0	0	177
0.103	104	140	112	182	127	2	0	0	0	0	177
0.104	104	140	112	182	127	2	0	0	0	0	177
0.105	104	140	112	182	129	2	0	0	0	0	177
0.106	104	140	112	182	129	2	0	0	0	0	177
0.107	104	140	112	182	129	2	0	0	0	0	177
0.108	104	140	112	182	132	2	0	0	0	0	177
0.109	104	140	112	182	132	2	0	0	0	0	177
0.11	104	140	112	182	133	2	0	0	0	0	177
0.111	104	140	112	182	133	2	0	0	0	0	177
0.112	104	140	112	182	134	2	0	0	0	0	177
0.113	104	140	112	182	134	2	0	0	0	0	177
0.114	104	140	112	182	135	2	0	0	0	0	177
0.115	104	140	112	182	139	2	0	0	0	0	177
0.116	104	140	112	182	139	2	0	0	0	0	177
0.117	104	140	112	182	139	2	0	0	0	0	177
0.118	104	140	112	182	142	2	0	0	0	0	177
0.119	104	141	113	183	145	2	0	0	0	0	178
0.12	104	141	113	183	147	2	0	0	0	0	178
0.121	104	141	113	183	150	2	0	0	0	0	178
0.122	104	141	113	183	154	2	0	0	0	0	178
0.123	104	141	113	183	159	2	0	0	0	0	178
0.124	104	141	113	183	159	2	0	0	0	0	178
0.125	104	141	113	183	160	2	0	0	0	0	178
0.126	104	141	113	183	160	2	0	0	0	0	178
0.127	104	141	113	183	162	2	0	0	0	0	178
0.128	104	141	113	183	164	2	0	0	0	0	178
0.129	104	141	113	183	164	2	0	0	0	0	178
0.13	104	141	113	183	165	2	0	0	0	0	178
0.131	104	141	113	183	166	2	0	0	0	0	178
0.132	104	141	113	183	170	2	0	0	0	0	178
0.133	104	141	113	183	171	2	0	0	0	0	178
0.134	104	141	113	183	171	2	0	0	0	0	178
0.135	104	141	113	183	171	2	0	0	0	0	178
0.136	104	141	113	183	171	2	0	0	0	0	178
0.137	104	141	113	183	177	2	0	0	0	0	178
0.138	104	141	113	183	180	2	0	0	0	0	178
0.139	104	141	113	183	180	2	0	0	0	0	178
0.14	104	141	113	183	180	2	0	0	0	0	178
0.141	104	141	113	183	182	2	0	0	0	0	178
0.142	104	141	113	183	185	2	0	0	0	0	178
0.143	104	141	113	183	185	2	0	0	0	0	178
0.144	104	141	113	183	186	2	0	0	0	0	178
0.145	104	141	113	183	186	2	0	0	0	0	178
0.146	104	141	113	183	187	2	0	0	0	0	178
0.147	104	141	113	183	188	2	0	0	0	0	178
0.148	104	141	113	183	188	2	0	0	0	0	178
0.149	104	141	113	183	190	2	0	0	0	0	178
0.15	104	141	113	183	192	2	0	0	0	0	178
0.151	104	141	113	183	194	2	0	0	0	0	178
0.152	104	141	113	183	194	2	0	0	0	0	178
0.153	104	141	113	183	195	2	0	0	0	0	178
0.154	104	141	113	183	198	2	0	0	0	0	178
0.155	104	141	113	183	199	2	0	0	0	0	178
0.156	104	141	113	183	199	2	0	0	0	0	178
0.157	104	141	113	183	200	2	0	0	0	0	178
0.158	104	141	113	183	201	2	0	0	0	0	178
0.159	104	141	113	183	202	2	0	0	0	0	178
0.16	104	141	113	183	202	2	0	0	0	0	178
0.161	104	141	113	183	203	2	0	0	0	0	178
0.162	104	141	113	183	205	2	0	0	0	0	178
0.163	104	141	113	183	205	2	0	0	0	0	178
0.164	104	141	113	183	207	2	0	0	0	0	178
0.165	104	141	113	183	208	2	0	0	0	0	178
0.166	104	141	113	183	210	2	0	0	0	0	178
0.167	104	141	113	183	211	2	0	0	0	0	178
0.168	104	141	113	183	212	2	0	0	0	0	178
0.169	104	141	113	183	213	2	0	0	0	0	178
0.17	104	141	113	183	216	2	0	0	0	0	178
0.171	104	141	113	183	216	2	0	0	0	0	178
0.172	104	141	113	183	217	2	0	0	0	0	178
0.173	104	141	113	183	218	2	0	0	0	0	178
0.174	104	141	113	183	219	2	0	0	0	0	178
0.175	104	141	113	183	221	2	0	0	0	0	178
0.176	104	141	113	183	222	2	0	0	0	0	178
0.177	104	141	113	183	222	2	0	0	0	0	178
0.178	104	141	113	183	222	2	0	0	0	0	178
0.179	104	141	113	183	222	2	0	0	0	0	178
0.18	104	141	113	183	223	2	0	0	0	0	178
0.181	104	141	113	183	225	2	0	0	0	0	178
0.182	104	141	113	183	225	2	0	0	0	0	178
0.183	104	141	113	183	227	2	0	0	0	0	178
0.184	104	141	113	183	229	2	0	0	0	0	178
0.185	104	141	113	183	230	2	0	0	0	0	178
0.186	104	141	113	183	230	2	0	0	0	0	178
0.187	104	141	113	183	233	2	0	0	0	0	178
0.188	104	141	113	183	235	2	0	0	0	0	178
0.189	104	141	113	183	238	2	0	0	0	0	178
0.19	104	141	113	183	241	2	0	0	0	0	178
0.191	104	141	113	183	243	2	0	0	0	0	178
0.192	104	141	113	183	244	2	0	0	0	0	178
0.193	104	141	113	183	245	2	0	0	0	0	178
0.194	104	141	113	183	245	2	0	0	0	0	178
0.195	104	141	113	183	250	2	0	0	0	0	178
0.196	104	141	113	183	251	2	0	0	0	0	178
0.197	104	141	113	183	251	2	0	0	0	0	178
0.198	104	141	113	183	251	2	0	0	0	0	178
0.199	104	141	113	183	253	2	0	0	0	0	178
0.2	104	141	113	183	255	2	0	0	0	0	178
0.201	104	141	113	183	256	2	0	0	0	0	178
0.202	104	141	113	183	260	2	0	0	0	0	178
0.203	104	141	113	183	262	2	0	0	0	0	178
0.204	104	141	113	183	263	2	0	0	0	0	178
0.205	104	141	113	183	264	2	0	0	0	0	178
0.206	104	141	113	183	265	2	0	0	0	0	178
0.207	104	141	113	183	267	2	0	0	0	0	178
0.208	104	141	113	183	271	2	0	0	0	0	178
0.209	104	141	113	183	271	2	0	0	0	0	178
0.21	104	141	113	183	271	2	0	0	0	0	178
0.211	104	141	113	183	271	2	0	0	0	0	178
0.212	104	141	113	183	273	2	0	0	0	0	178
0.213	104	141	113	183	274	2	0	0	0	0	178
0.214	104	141	113	183	275	2	0	0	0	0	178
0.215	104	141	113	183	276	2	0	0	0	0	178
0.216	104	141	113	183	277	2	0	0	0	0	178
0.217	104	141	113	183	278	2	0	0	0	0	178
0.218	104	140	113	183	279	2	0	0	0	0	178
0.219	104	140	113	183	282	2	0	0	0	0	178
0.22	104	140	113	183	282	2	0	0	0	0	178
0.221	104	140	113	183	282	2	0	0	0	0	178
0.222	104	140	113	183	285	2	0	0	0	0	178
0.223	104	140	113	183	286	2	0	0	0	0	178
0.224	104	140	113	183	287	2	0	0	0	0	178
0.225	104	140	113	183	288	2	0	0	0	0	178
0.226	104	140	113	183	290	2	0	0	0	0	178
0.227	104	141	114	184	290	2	0	0	0	0	179
0.228	104	141	114	184	293	2	0	0	0	0	179
0.229	104	141	114	184	295	2	0	0	0	0	179
0.23	104	141	114	184	299	2	0	0	0	0	179
0.231	104	141	114	184	302	2	0	0	0	0	179
0.232	104	141	114	184	303	2	0	0	0	0	179
0.233	104	141	114	184	303	2	0	0	0	0	179
0.234	104	141	114	184	305	2	0	0	0	0	179
0.235	104	141	114	184	305	2	0	0	0	0	179
0.236	104	141	114	184	308	2	0	0	0	0	179
0.237	104	141	114	184	310	2	0	0	0	0	179
0.238	104	141	114	184	311	2	0	0	0	0	179
0.239	104	141	114	184	311	2	0	0	0	0	179
0.24	104	141	114	184	311	2	0	0	0	0	179
0.241	104	141	114	184	311	2	0	0	0	0	179
0.242	104	141	114	184	311	2	0	0	0	0	179
0.243	104	141	114	184	311	2	0	0	0	0	179
0.244	104	141	114	184	312	2	0	0	0	0	179
0.245	104	141	114	184	316	2	0	0	0	0	179
0.246	104	141	114	184	318	2	0	0	0	0	179
0.247	104	141	114	184	318	2	0	0	0	0	179
0.248	104	141	114	184	319	2	0	0	0	0	179
0.249	104	141	113	183	319	2	0	0	0	0	179
0.25	104	141	114	184	319	2	0	0	0	0	179
0.251	104	141	114	184	319	2	0	0	0	0	179
0.252	104	141	114	184	319	2	0	0	0	0	179
0.253	104	141	114	184	320	2	0	0	0	0	179
0.254	104	141	114	184	325	2	0	0	0	0	179
0.255	104	141	114	184	326	2	0	0	0	0	179
0.256	104	141	114	184	326	2	0	0	0	0	179
0.257	104	141	114	184	327	2	0	0	0	0	179
0.258	104	141	114	184	328	2	0	0	0	0	179
0.259	104	141	114	184	328	2	0	0	0	0	179
0.26	104	141	114	184	328	2	0	0	0	0	179
0.261	104	141	114	184	329	2	0	0	0	0	179
0.262	104	141	114	184	330	2	0	0	0	0	179
0.263	104	140	114	184	330	2	0	0	0	0	179
0.264	104	140	114	184	331	2	0	0	0	0	179
0.265	104	140	114	184	332	2	0	0	0	0	179
0.266	104	140	114	184	332	2	0	0	0	0	179
0.267	104	140	114	184	332	2	0	0	0	0	179
0.268	104	140	114	184	333	2	0	0	0	0	179
0.269	104	140	114	184	333	2	0	0	0	0	179
0.27	104	140	114	184	334	2	0	0	0	0	179
0.271	104	140	114	184	334	2	0	0	0	0	179
0.272	104	140	114	184	334	2	0	0	0	0	179
0.273	104	140	114	184	334	2	0	0	0	0	179
0.274	104	140	114	184	336	2	0	0	0	0	179
0.275	104	140	114	184	336	2	0	0	0	0	179
0.276	104	140	114	184	337	2	0	0	0	0	179
0.277	104	140	114	184	338	2	0	0	0	0	179
0.278	104	140	114	184	338	2	0	0	0	0	179
0.279	104	140	114	184	339	2	0	0	0	0	179
0.28	104	140	114	184	339	2	0	0	0	0	179
0.281	104	140	114	184	343	2	0	0	0	0	179
0.282	104	140	114	184	343	2	0	0	0	0	179
0.283	104	140	114	184	344	2	0	0	0	0	179
0.284	104	140	114	184	344	2	0	0	0	0	179
0.285	104	140	114	184	346	2	0	0	0	0	179
0.286	104	140	114	184	346	2	0	0	0	0	179
0.287	104	140	114	184	349	2	0	0	0	0	179
0.288	105	147	117	194	351	2	0	0	0	0	180
0.289	105	147	117	194	352	2	0	0	0	0	180
0.29	105	147	117	194	352	2	0	0	0	0	180
0.291	105	147	117	194	352	2	0	0	0	0	180
0.292	105	147	117	194	353	2	0	0	0	0	180
0.293	105	147	117	194	354	2	0	0	0	0	180
0.294	105	147	117	194	355	2	0	0	0	0	180
0.295	105	147	117	194	356	2	0	0	0	0	180
0.296	105	147	117	194	357	2	0	0	0	0	180
0.297	105	147	117	194	359	2	0	0	0	0	180
0.298	105	147	117	194	359	2	0	0	0	0	180
0.299	105	147	117	194	359	2	0	0	0	0	180
0.3	105	147	117	194	360	2	0	0	0	0	180
0.301	105	147	117	194	362	2	0	0	0	0	180
0.302	105	147	117	194	365	2	0	0	0	0	180
0.303	105	147	117	194	366	2	0	0	0	0	180
0.304	105	147	117	194	367	2	0	0	0	0	180
0.305	105	147	117	194	368	2	0	0	0	0	180
0.306	105	147	117	194	369	2	0	0	0	0	180
0.307	105	147	117	194	369	2	0	0	0	0	180
0.308	105	147	117	194	373	2	0	0	0	0	180
0.309	105	147	117	194	375	2	0	0	0	0	180
0.31	105	147	117	194	378	2	0	0	0	0	180
0.311	105	147	117	194	379	2	0	0	0	0	180
0.312	105	147	117	194	379	2	0	0	0	0	180
0.313	105	147	117	194	379	2	0	0	0	0	180
0.314	105	147	117	194	381	2	0	0	0	0	180
0.315	105	147	117	194	381	2	0	0	0	0	180
0.316	105	147	117	194	383	2	0	0	0	0	180
0.317	105	147	117	194	384	2	0	0	0	0	180
0.318	105	147	117	194	384	2	0	0	0	0	180
0.319	105	147	117	194	384	2	0	0	0	0	180
0.32	105	147	117	194	384	2	0	0	0	0	180
0.321	105	147	117	194	384	2	0	0	0	0	180
0.322	105	147	117	194	384	2	0	0	0	0	180
0.323	105	147	117	194	384	2	0	0	0	0	180
0.324	105	147	117	194	385	2	0	0	0	0	180
0.325	105	147	117	194	386	2	0	0	0	0	180
0.326	105	147	117	194	389	2	0	0	0	0	180
0.327	105	147	117	194	390	2	0	0	0	0	180
0.328	105	147	117	194	391	2	0	0	0	0	180
0.329	105	147	117	194	391	2	0	0	0	0	180
0.33	105	147	117	194	392	2	0	0	0	0	180
0.331	105	147	117	194	394	2	0	0	0	0	180
0.332	105	147	117	194	394	2	0	0	0	0	180
0.333	105	147	117	194	396	2	0	0	0	0	180
0.334	105	147	117	194	396	2	0	0	0	0	180
0.335	105	147	117	194	398	2	0	0	0	0	180
0.336	105	147	117	194	398	2	0	0	0	0	180
0.337	105	147	117	194	398	2	0	0	0	0	180
0.338	105	147	117	194	399	2	0	0	0	0	180
0.339	105	147	117	194	399	2	0	0	0	0	180
0.34	105	147	117	194	399	2	0	0	0	0	180
0.341	105	147	117	194	400	2	0	0	0	0	180
0.342	105	147	117	194	401	2	0	0	0	0	180
0.343	105	147	117	194	401	2	0	0	0	0	180
0.344	105	147	117	194	401	2	0	0	0	0	180
0.345	105	147	117	194	403	2	0	0	0	0	180
0.346	105	147	117	194	405	2	0	0	0	0	180
0.347	105	147	117	194	405	2	0	0	0	0	180
0.348	105	150	117	196	405	2	0	0	0	0	181
0.349	105	149	117	196	406	2	0	0	0	0	181
0.35	105	149	120	198	407	2	0	0	0	0	182
0.351	105	149	120	198	409	2	0	0	0	0	182
0.352	105	149	120	198	411	2	0	0	0	0	182
0.353	104	149	120	198	414	2	0	0	0	0	182
0.354	104	149	120	198	418	2	0	0	0	0	182
0.355	104	149	120	198	418	2	0	0	0	0	182
0.356	104	149	120	198	419	2	0	0	0	0	182
0.357	104	149	120	198	419	2	0	0	0	0	182
0.358	104	149	120	198	419	2	0	0	0	0	182
0.359	104	149	120	198	420	2	0	0	0	0	182
0.36	104	149	120	198	420	2	0	0	0	0	182
0.361	104	149	120	198	420	2	0	0	0	0	182
0.362	104	149	120	198	421	2	0	0	0	0	182
0.363	104	149	120	198	422	2	0	0	0	0	182
0.364	104	149	120	198	422	2	0	0	0	0	182
0.365	104	149	120	198	423	2	0	0	0	0	182
0.366	104	149	120	198	424	2	0	0	0	0	182
0.367	104	149	120	198	424	2	0	0	0	0	182
0.368	104	149	120	198	424	2	0	0	0	0	182
0.369	104	149	120	198	425	2	0	0	0	0	182
0.37	104	149	120	198	425	2	0	0	0	0	182
0.371	104	149	120	198	425	2	0	0	0	0	182
0.372	104	149	120	198	426	2	0	0	0	0	182
0.373	104	149	120	198	428	2	0	0	0	0	182
0.374	104	149	120	198	429	2	0	0	0	0	182
0.375	104	149	120	198	429	2	0	0	0	0	182
0.376	104	149	120	198	429	2	0	0	0	0	182
0.377	104	149	120	198	429	2	0	0	0	0	182
0.378	104	149	120	198	429	2	0	0	0	0	182
0.379	104	149	120	198	433	2	0	0	0	0	182
0.38	104	149	120	198	437	2	0	0	0	0	182
0.381	104	149	120	198	440	2	0	0	0	0	182
0.382	104	149	120	198	440	2	0	0	0	0	182
0.383	104	149	120	198	442	2	0	0	0	0	182
0.384	104	149	120	198	444	2	0	0	0	0	182
0.385	104	149	120	198	445	2	0	0	0	0	182
0.386	104	149	120	198	445	2	0	0	0	0	182
0.387	104	149	120	198	445	2	0	0	0	0	182
0.388	104	149	120	198	446	2	0	0	0	0	182
0.389	104	149	120	198	447	2	0	0	0	0	182
0.39	104	149	120	198	448	2	0	0	0	0	182
0.391	104	149	120	198	448	2	0	0	0	0	182
0.392	104	149	120	198	448	2	0	0	0	0	182
0.393	104	149	120	198	448	2	0	0	0	0	182
0.394	104	149	120	198	448	2	0	0	0	0	182
0.395	104	149	120	198	448	2	0	0	0	0	182
0.396	104	149	120	198	448	2	0	0	0	0	182
0.397	104	149	120	198	449	2	0	0	0	0	182
0.398	104	149	120	198	449	2	0	0	0	0	182
0.399	104	149	120	198	449	2	0	0	0	0	182
0.4	104	149	120	198	450	2	0	0	0	0	182
0.401	104	149	120	198	450	2	0	0	0	0	182
0.402	104	149	120	198	452	2	0	0	0	0	182
0.403	104	149	120	198	453	2	0	0	0	0	182
0.404	104	149	120	198	453	2	0	0	0	0	182
0.405	104	149	120	198	456	2	0	0	0	0	182
0.406	104	149	120	198	456	2	0	0	0	0	182
0.407	104	149	120	198	458	2	0	0	0	0	182
0.408	104	149	120	198	459	2	0	0	0	0	182
0.409	104	149	120	198	459	2	0	0	0	0	182
0.41	104	149	120	198	459	2	0	0	0	0	182
0.411	104	149	120	198	459	2	0	0	0	0	182
0.412	104	149	120	198	459	2	0	0	0	0	182
0.413	104	149	120	198	461	2	0	0	0	0	182
0.414	104	149	120	198	461	2	0	0	0	0	182
0.415	104	149	120	198	462	2	0	0	0	0	182
0.416	104	149	120	198	463	2	0	0	0	0	182
0.417	104	149	120	198	464	2	0	0	0	0	182
0.418	104	149	120	198	464	2	0	0	0	0	182
0.419	104	149	120	198	464	2	0	0	0	0	182
0.42	104	149	120	198	465	2	0	0	0	0	182
0.421	104	149	120	198	465	2	0	0	0	0	182
0.422	104	149	120	198	465	2	0	0	0	0	182
0.423	104	149	120	198	467	2	0	0	0	0	182
0.424	104	149	120	198	470	2	0	0	0	0	182
0.425	104	149	120	198	470	2	0	0	0	0	182
0.426	104	149	120	198	470	2	0	0	0	0	182
0.427	104	149	120	198	470	2	0	0	0	0	182
0.428	104	149	120	198	472	2	0	0	0	0	182
0.429	104	149	120	198	473	2	0	0	0	0	182
0.43	104	149	120	198	474	2	0	0	0	0	182
0.431	104	149	120	198	474	2	0	0	0	0	182
0.432	104	149	120	198	475	2	0	0	0	0	182
0.433	104	149	120	198	476	2	0	0	0	0	182
0.434	104	149	120	198	476	2	0	0	0	0	182
0.435	107	152	120	203	477	2	0	0	0	0	183
0.436	107	152	120	203	477	2	0	0	0	0	183
0.437	107	152	120	203	477	2	0	0	0	0	183
0.438	107	152	120	203	477	2	0	0	0	0	183
0.439	107	152	120	203	477	2	0	0	0	0	183
0.44	107	152	120	203	478	2	0	0	0	0	183
0.441	107	152	120	203	479	2	0	0	0	0	183
0.442	107	152	120	203	479	2	0	0	0	0	183
0.443	107	152	120	203	479	2	0	0	0	0	183
0.444	107	152	120	203	479	2	0	0	0	0	183
0.445	107	152	120	203	480	2	0	0	0	0	183
0.446	107	152	120	203	480	2	0	0	0	0	183
0.447	107	152	120	203	481	2	0	0	0	0	183
0.448	107	152	120	203	481	2	0	0	0	0	183
0.449	107	152	120	203	482	2	0	0	0	0	183
0.45	107	152	120	203	482	2	0	0	0	0	183
0.451	107	152	120	203	483	2	0	0	0	0	183
0.452	107	152	120	203	486	2	0	0	0	0	183
0.453	107	152	120	203	488	2	0	0	0	0	183
0.454	107	152	120	203	488	2	0	0	0	0	183
0.455	107	152	120	203	488	2	0	0	0	0	183
0.456	107	152	120	203	488	2	0	0	0	0	183
0.457	107	152	120	203	488	2	0	0	0	0	183
0.458	107	152	120	203	489	2	0	0	0	0	183
0.459	107	152	120	203	489	2	0	0	0	0	183
0.46	107	152	120	203	494	2	0	0	0	0	183
0.461	107	152	120	203	495	2	0	0	0	0	183
0.462	107	152	120	203	496	2	0	0	0	0	183
0.463	107	152	120	203	496	2	0	0	0	0	183
0.464	107	152	120	203	497	2	0	0	0	0	183
0.465	107	152	120	203	500	2	0	0	0	0	183
0.466	107	152	120	203	502	2	0	0	0	0	183
0.467	107	152	120	203	503	2	0	0	0	0	183
0.468	107	152	120	203	503	2	0	0	0	0	183
0.469	107	152	120	203	504	2	0	0	0	0	183
0.47	107	152	120	203	504	2	0	0	0	0	183
0.471	107	152	120	203	504	2	0	0	0	0	183
0.472	107	152	120	203	505	2	0	0	0	0	183
0.473	107	152	120	203	507	2	0	0	0	0	183
0.474	107	152	120	203	508	2	0	0	0	0	183
0.475	107	152	120	203	508	2	0	0	0	0	183
0.476	107	152	120	203	509	2	0	0	0	0	183
0.477	107	152	120	203	512	2	0	0	0	0	183
0.478	107	152	120	203	512	2	0	0	0	0	183
0.479	107	152	120	203	513	2	0	0	0	0	183
0.48	107	152	120	203	515	2	0	0	0	0	183
0.481	107	152	120	203	515	2	0	0	0	0	183
0.482	107	152	120	203	515	2	0	0	0	0	183
0.483	107	152	120	203	515	2	0	0	0	0	183
0.484	109	158	120	210	515	2	0	0	0	0	184
0.485	109	158	120	210	515	2	0	0	0	0	184
0.486	109	158	120	210	515	2	0	0	0	0	184
0.487	109	158	120	210	515	2	0	0	0	0	184
0.488	109	158	120	210	518	2	0	0	0	0	184
0.489	109	158	120	210	518	2	0	0	0	0	184
0.49	109	158	120	210	518	2	0	0	0	0	184
0.491	109	158	120	210	520	2	0	0	0	0	184
0.492	109	158	120	210	520	2	0	0	0	0	184
0.493	109	158	120	210	524	2	0	0	0	0	184
0.494	109	158	120	210	524	2	0	0	0	0	184
0.495	109	158	120	210	524	2	0	0	0	0	184
0.496	109	158	120	210	524	2	0	0	0	0	184
0.497	109	158	120	210	524	2	0	0	0	0	184
0.498	109	158	120	210	525	2	0	0	0	0	184
0.499	109	158	120	210	526	2	0	0	0	0	184
0.5	109	158	120	210	528	2	0	0	0	0	184
0.501	109	158	120	210	528	2	0	0	0	0	184
0.502	109	158	120	210	530	2	0	0	0	0	184
0.503	109	158	120	210	532	2	0	0	0	0	184
0.504	109	158	120	210	533	2	0	0	0	0	184
0.505	109	158	120	210	533	2	0	0	0	0	184
0.506	109	158	120	210	535	2	0	0	0	0	184
0.507	109	158	120	210	535	2	0	0	0	0	184
0.508	109	158	120	210	535	2	0	0	0	0	184
0.509	109	158	120	210	535	2	0	0	0	0	184
0.51	109	158	120	210	535	2	0	0	0	0	184
0.511	109	158	120	210	535	2	0	0	0	0	184
0.512	109	158	120	210	537	2	0	0	0	0	184
0.513	109	158	120	210	537	2	0	0	0	0	184
0.514	109	158	120	210	540	2	0	0	0	0	184
0.515	109	158	120	210	540	2	0	0	0	0	184
0.516	109	158	120	210	540	2	0	0	0	0	184
0.517	109	158	120	210	541	2	0	0	0	0	184
0.518	109	158	120	210	542	2	0	0	0	0	184
0.519	109	158	120	210	542	2	0	0	0	0	184
0.52	109	158	120	210	543	2	0	0	0	0	184
0.521	109	158	120	210	544	2	0	0	0	0	184
0.522	109	158	120	210	546	2	0	0	0	0	184
0.523	109	158	120	210	548	2	0	0	0	0	184
0.524	109	158	120	210	549	2	0	0	0	0	184
0.525	109	158	120	210	549	2	0	0	0	0	184
0.526	109	158	120	210	551	2	0	0	0	0	184
0.527	109	158	120	210	552	2	0	0	0	0	184
0.528	109	158	120	210	556	2	0	0	0	0	184
0.529	109	158	120	210	558	2	0	0	0	0	184
0.53	109	158	120	210	558	2	0	0	0	0	184
