Time (s),A(lg1),A(lg2),A(lg3),A(lg4),A(lg5),B(lg1),B(lg2),B(lg3),B(lg4),B(lg5),A(lg1!1).A(lg1!1),A(lg2!1).A(lg2!1),A(lg3!1).A(lg3!1),A(lg4!1).A(lg4!1),A(lg5!1).A(lg5!1),A(lg1!1).A(lg2!1),A(lg1!1).A(lg3!1),A(lg1!1).A(lg4!1),A(lg1!1).A(lg5!1),A(lg2!1).A(lg3!1),A(lg2!1).A(lg4!1),A(lg2!1).A(lg5!1),A(lg3!1).A(lg4!1),A(lg3!1).A(lg5!1),A(lg4!1).A(lg5!1),B(lg1!1).B(lg1!1),B(lg2!1).B(lg2!1),B(lg3!1).B(lg3!1),B(lg4!1).B(lg4!1),B(lg5!1).B(lg5!1),B(lg1!1).B(lg2!1),B(lg1!1).B(lg3!1),B(lg1!1).B(lg4!1),B(lg1!1).B(lg5!1),B(lg2!1).B(lg3!1),B(lg2!1).B(lg4!1),B(lg2!1).B(lg5!1),B(lg3!1).B(lg4!1),B(lg3!1).B(lg5!1),B(lg4!1).B(lg5!1),A(lg1!1).B(lg1!1),A(lg1!1).B(lg2!1),A(lg1!1).B(lg3!1),A(lg1!1).B(lg4!1),A(lg1!1).B(lg5!1),A(lg2!1).B(lg1!1),A(lg2!1).B(lg2!1),A(lg2!1).B(lg3!1),A(lg2!1).B(lg4!1),A(lg2!1).B(lg5!1),A(lg3!1).B(lg1!1),A(lg3!1).B(lg2!1),A(lg3!1).B(lg3!1),A(lg3!1).B(lg4!1),A(lg3!1).B(lg5!1),A(lg4!1).B(lg1!1),A(lg4!1).B(lg2!1),A(lg4!1).B(lg3!1),A(lg4!1).B(lg4!1),A(lg4!1).B(lg5!1),A(lg5!1).B(lg1!1),A(lg5!1).B(lg2!1),A(lg5!1).B(lg3!1),A(lg5!1).B(lg4!1),A(lg5!1).B(lg5!1)
0.09,30,30,28,32,35,24,28,35,24,26,2,6,1,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.091,30,30,28,32,35,24,28,35,24,26,2,6,1,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.092,30,30,28,32,35,24,28,35,24,26,2,6,1,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.093,30,30,28,32,35,24,28,35,24,26,2,6,1,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.094,30,30,28,32,35,24,28,35,24,26,2,6,1,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.095,30,30,28,32,35,24,28,35,24,26,2,6,1,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.096,30,29,26,32,35,23,28,35,24,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.097,30,29,26,32,35,23,28,35,24,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.098,30,29,26,32,35,23,28,35,24,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.099,30,29,26,32,35,23,28,35,24,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.1,30,29,26,32,35,23,28,35,24,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.101,30,29,26,32,35,23,28,35,24,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.102,30,29,26,32,35,23,28,35,24,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.103,30,29,26,32,35,23,28,35,24,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.104,30,29,26,32,35,23,28,35,24,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.105,30,29,26,32,35,23,28,35,24,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.106,30,29,26,32,35,23,28,35,24,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.107,30,29,26,32,35,23,28,35,24,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.108,30,29,26,32,35,23,28,35,24,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.109,30,29,26,32,35,23,28,35,24,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.11,30,29,26,32,35,23,28,35,24,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.111,30,29,26,32,35,23,28,35,24,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.112,30,29,26,32,35,23,28,35,24,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.113,30,29,26,32,35,23,28,35,24,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.114,30,29,26,32,35,23,28,35,24,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.115,30,29,26,32,35,23,28,35,24,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.116,30,29,26,32,35,23,28,35,24,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.117,30,29,26,32,35,23,28,35,24,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.118,30,29,26,32,35,23,28,35,24,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.119,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.12,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.121,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.122,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.123,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.124,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.125,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.126,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.127,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.128,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.129,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.13,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.131,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.132,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.133,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.134,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.135,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.136,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.137,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.138,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.139,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.14,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.141,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.142,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.143,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.144,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.145,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.146,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.147,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.148,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.149,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.15,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.151,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.152,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.153,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.154,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.155,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.156,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.157,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.158,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.159,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.16,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.161,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.162,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.163,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.164,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.165,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.166,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.167,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.168,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.169,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.17,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.171,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.172,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.173,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.174,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.175,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.176,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.177,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.178,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.179,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.18,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.181,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.182,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.183,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.184,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.185,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
0.186,30,29,26,32,34,23,27,34,23,26,2,6,2,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,8,5,10,10,9,12,4,4,1,12,6,7,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,5,6
