Time (s): 0
100	A: 1. 
100	B: 1. 
Time (s): 0.001
82	A: 1. 
89	B: 1. 
3	A: 1. B: 1. 
7	A: 2. 
1	A: 1. B: 2. 
3	B: 2. 
Time (s): 0.002
74	A: 1. 
72	B: 1. 
4	A: 1. B: 1. 
1	A: 2. B: 2. 
6	A: 2. 
1	A: 3. 
2	A: 1. B: 2. 
1	A: 2. B: 1. 
1	B: 3. 
3	B: 2. 
1	B: 4. 
1	A: 1. B: 4. 
Time (s): 0.003
70	A: 1. 
62	B: 1. 
1	A: 1. B: 1. 
1	A: 2. B: 3. 
1	A: 2. B: 2. 
6	A: 2. 
1	A: 3. 
5	A: 1. B: 2. 
1	A: 2. B: 1. 
3	B: 2. 
1	B: 3. 
1	A: 2. B: 4. 
1	B: 4. 
1	A: 1. B: 4. 
Time (s): 0.004
66	A: 1. 
58	B: 1. 
2	A: 1. B: 1. 
1	A: 3. B: 4. 
1	A: 2. B: 2. 
6	A: 2. 
1	A: 3. B: 1. 
1	A: 3. 
3	A: 1. B: 2. 
1	A: 1. B: 3. 
3	B: 2. 
1	A: 2. B: 6. 
1	B: 3. 
1	A: 2. B: 5. 
1	A: 1. B: 4. 
Time (s): 0.005
64	A: 1. 
51	B: 1. 
2	A: 1. B: 1. 
1	A: 3. B: 4. 
2	A: 2. B: 2. 
6	A: 2. 
1	A: 3. B: 1. 
1	A: 3. 
1	A: 1. B: 2. 
5	B: 2. 
2	A: 1. B: 3. 
1	A: 3. B: 6. 
1	B: 3. 
1	A: 2. B: 5. 
1	A: 1. B: 6. 
Time (s): 0.006
61	A: 1. 
49	B: 1. 
5	A: 2. 
2	A: 1. B: 1. 
1	A: 3. B: 4. 
2	A: 2. B: 2. 
1	A: 3. B: 1. 
2	A: 3. 
1	A: 1. B: 2. 
2	A: 1. B: 3. 
4	B: 2. 
1	A: 2. B: 1. 
1	A: 3. B: 7. 
1	B: 5. 
1	A: 2. B: 5. 
1	A: 1. B: 6. 
Time (s): 0.007
53	A: 1. 
44	B: 1. 
6	A: 2. 
3	A: 1. B: 1. 
1	A: 3. B: 4. 
3	A: 2. B: 2. 
4	B: 2. 
1	A: 3. B: 1. 
3	A: 3. 
2	A: 1. B: 2. 
1	A: 1. B: 4. 
1	A: 1. B: 5. 
1	A: 1. B: 3. 
1	A: 3. B: 7. 
1	A: 2. B: 5. 
1	A: 1. B: 6. 
Time (s): 0.008
6	A: 1. B: 1. 
41	B: 1. 
48	A: 1. 
6	A: 2. 
1	A: 3. B: 4. 
3	A: 2. B: 2. 
4	B: 2. 
1	A: 3. B: 2. 
1	A: 3. B: 1. 
3	A: 3. 
1	A: 1. B: 2. 
1	A: 1. B: 4. 
1	A: 1. B: 5. 
1	A: 1. B: 3. 
1	A: 3. B: 7. 
1	A: 2. B: 5. 
1	A: 1. B: 6. 
Time (s): 0.009
5	A: 1. B: 1. 
37	B: 1. 
45	A: 1. 
7	A: 2. 
1	A: 2. B: 1. 
1	A: 3. B: 4. 
3	A: 2. B: 2. 
5	B: 2. 
1	A: 3. B: 2. 
2	A: 3. B: 1. 
2	A: 3. 
1	A: 1. B: 4. 
1	A: 1. B: 5. 
2	A: 1. B: 3. 
1	A: 3. B: 7. 
1	A: 2. B: 5. 
1	A: 1. B: 6. 
Time (s): 0.01
2	A: 2. B: 1. 
37	B: 1. 
40	A: 1. 
8	A: 2. 
4	A: 1. B: 1. 
1	A: 3. B: 4. 
3	A: 2. B: 2. 
5	B: 2. 
1	A: 3. B: 2. 
1	A: 4. 
2	A: 3. B: 1. 
1	A: 3. 
1	A: 1. B: 4. 
1	A: 1. B: 5. 
1	A: 1. B: 3. 
1	A: 2. B: 3. 
1	A: 1. B: 6. 
1	A: 3. B: 7. 
1	A: 2. B: 5. 
Time (s): 0.011
2	A: 2. B: 1. 
33	B: 1. 
38	A: 1. 
7	A: 2. 
4	A: 1. B: 1. 
1	A: 3. B: 4. 
3	A: 2. B: 2. 
5	B: 2. 
1	A: 3. B: 2. 
1	A: 4. 
1	A: 3. B: 1. 
1	A: 4. B: 1. 
2	A: 3. 
1	A: 2. B: 5. 
2	A: 1. B: 5. 
1	A: 1. B: 3. 
1	A: 2. B: 3. 
1	B: 3. 
1	A: 1. B: 6. 
1	A: 3. B: 7. 
Time (s): 0.012
1	A: 2. B: 1. 
32	B: 1. 
33	A: 1. 
9	A: 2. 
4	A: 1. B: 1. 
1	A: 3. B: 4. 
5	B: 2. 
1	A: 3. B: 2. 
1	A: 7. B: 1. 
1	A: 2. B: 2. 
1	A: 3. B: 7. 
1	A: 4. B: 1. 
1	A: 5. B: 2. 
1	A: 3. B: 1. 
1	A: 2. B: 5. 
2	A: 1. B: 5. 
1	A: 3. 
1	A: 1. B: 3. 
2	A: 2. B: 3. 
1	B: 3. 
1	A: 1. B: 6. 
Time (s): 0.013
1	A: 2. B: 1. 
30	B: 1. 
32	A: 1. 
9	A: 2. 
4	A: 1. B: 1. 
1	A: 3. B: 4. 
3	B: 2. 
1	A: 7. B: 1. 
1	A: 2. B: 2. 
1	A: 3. B: 7. 
1	A: 4. B: 1. 
