Time (s),A(lg1),A(lg2),A(lg3),A(lg4),A(lg5),B(lg1),B(lg2),B(lg3),B(lg4),B(lg5),A(lg1!1).A(lg1!1),A(lg2!1).A(lg2!1),A(lg3!1).A(lg3!1),A(lg4!1).A(lg4!1),A(lg5!1).A(lg5!1),A(lg1!1).A(lg2!1),A(lg1!1).A(lg3!1),A(lg1!1).A(lg4!1),A(lg1!1).A(lg5!1),A(lg2!1).A(lg3!1),A(lg2!1).A(lg4!1),A(lg2!1).A(lg5!1),A(lg3!1).A(lg4!1),A(lg3!1).A(lg5!1),A(lg4!1).A(lg5!1),B(lg1!1).B(lg1!1),B(lg2!1).B(lg2!1),B(lg3!1).B(lg3!1),B(lg4!1).B(lg4!1),B(lg5!1).B(lg5!1),B(lg1!1).B(lg2!1),B(lg1!1).B(lg3!1),B(lg1!1).B(lg4!1),B(lg1!1).B(lg5!1),B(lg2!1).B(lg3!1),B(lg2!1).B(lg4!1),B(lg2!1).B(lg5!1),B(lg3!1).B(lg4!1),B(lg3!1).B(lg5!1),B(lg4!1).B(lg5!1),A(lg1!1).B(lg1!1),A(lg1!1).B(lg2!1),A(lg1!1).B(lg3!1),A(lg1!1).B(lg4!1),A(lg1!1).B(lg5!1),A(lg2!1).B(lg1!1),A(lg2!1).B(lg2!1),A(lg2!1).B(lg3!1),A(lg2!1).B(lg4!1),A(lg2!1).B(lg5!1),A(lg3!1).B(lg1!1),A(lg3!1).B(lg2!1),A(lg3!1).B(lg3!1),A(lg3!1).B(lg4!1),A(lg3!1).B(lg5!1),A(lg4!1).B(lg1!1),A(lg4!1).B(lg2!1),A(lg4!1).B(lg3!1),A(lg4!1).B(lg4!1),A(lg4!1).B(lg5!1),A(lg5!1).B(lg1!1),A(lg5!1).B(lg2!1),A(lg5!1).B(lg3!1),A(lg5!1).B(lg4!1),A(lg5!1).B(lg5!1)
0.01,75,76,70,73,66,77,81,74,77,79,1,1,3,0,3,5,5,5,3,2,4,3,2,4,8,2,0,0,1,1,4,3,3,0,3,4,4,4,4,2,2,0,2,1,0,1,1,3,3,0,3,0,1,3,4,2,1,2,1,2,1,2,4,0,3
0.011,70,71,70,72,64,75,79,72,75,78,1,2,3,0,3,6,5,5,3,2,5,3,2,4,8,2,0,0,1,1,5,3,3,0,3,4,4,4,4,2,3,0,4,1,1,1,1,3,4,0,3,0,1,3,4,2,1,2,1,2,1,3,4,1,3
0.012,68,69,68,68,63,74,78,68,74,76,1,2,3,0,3,6,6,6,3,2,6,3,2,4,9,2,0,0,1,1,5,3,3,0,3,4,5,5,5,2,3,0,4,1,1,2,1,3,4,0,3,0,2,3,4,2,1,3,1,2,1,3,4,1,3
0.013,66,68,64,65,59,70,76,63,73,72,1,2,3,0,3,6,7,7,3,2,6,3,2,5,9,2,0,1,1,1,5,3,3,2,3,4,6,5,5,2,3,0,4,1,1,2,1,4,4,0,4,1,2,3,4,2,1,4,1,3,2,3,5,2,3
0.014,63,66,61,61,57,69,75,61,70,69,1,3,3,1,3,6,7,7,3,2,6,3,3,6,10,2,0,1,1,1,5,3,3,2,4,4,6,5,5,4,4,0,4,2,2,2,1,4,4,0,4,1,3,3,4,2,1,4,1,3,2,3,5,2,3
0.015,63,65,60,59,55,67,71,60,69,69,1,3,3,1,3,6,7,7,3,2,6,4,3,6,10,2,0,1,1,1,6,3,3,2,4,5,6,5,5,4,4,0,4,2,2,2,1,4,4,0,4,1,4,3,4,3,2,4,1,3,2,4,5,2,3
0.016,59,63,56,57,52,67,71,59,68,68,1,3,3,1,3,6,8,9,3,3,6,5,3,7,10,2,0,1,1,1,6,3,3,2,4,5,6,5,5,4,4,0,4,3,2,2,1,4,4,0,4,1,4,3,5,3,2,4,1,3,2,4,6,2,3
0.017,59,62,55,55,52,67,71,59,68,68,1,3,3,1,3,6,8,9,3,3,7,5,4,7,10,2,0,1,1,1,6,3,3,2,4,5,6,5,5,4,4,0,4,3,2,2,1,4,4,0,4,1,4,3,5,3,2,4,1,3,2,4,6,2,3
0.018,59,59,51,54,50,66,67,58,65,67,1,3,3,1,3,6,8,9,3,4,7,6,4,7,10,2,1,1,2,1,7,3,3,2,4,5,6,5,4,4,4,0,4,3,2,2,1,5,4,0,4,2,5,4,5,3,2,4,1,4,2,4,6,2,4
0.019,57,56,51,54,47,64,66,57,62,66,1,3,3,1,4,6,8,9,4,4,7,6,4,7,10,2,1,1,2,1,7,3,4,2,4,5,6,6,4,4,4,1,4,3,2,3,1,5,5,1,4,2,5,4,5,3,2,4,1,4,2,4,6,2,4
0.02,57,56,51,54,47,64,66,57,61,65,1,3,3,1,4,6,8,9,4,4,7,6,4,7,10,2,1,1,2,1,7,3,4,2,4,5,6,6,4,5,4,1,4,3,2,3,1,5,5,1,4,2,5,4,5,3,2,4,1,4,2,4,6,2,4
0.021,57,54,47,50,45,64,65,56,58,64,1,3,4,1,4,6,8,9,4,5,7,6,4,7,12,2,1,1,2,1,7,3,4,2,4,6,6,6,4,5,4,1,4,3,2,3,1,5,6,1,4,2,5,4,6,3,2,5,2,4,2,4,6,2,4
0.022,57,54,47,50,45,63,64,54,58,64,1,3,4,1,4,6,8,9,4,5,7,6,4,7,12,2,1,1,2,1,7,4,4,2,5,6,6,6,4,5,4,1,4,3,2,3,1,5,6,1,4,2,5,4,6,3,2,5,2,4,2,4,6,2,4
0.023,57,53,47,50,45,63,63,53,57,64,1,3,4,1,4,6,8,9,4,5,7,6,4,7,12,2,1,1,2,1,7,4,4,2,5,7,6,6,4,5,4,1,4,3,2,3,1,6,6,1,4,2,5,4,6,3,2,5,2,4,2,4,6,2,4
0.024,56,52,47,50,45,56,60,47,52,55,1,3,4,1,4,6,8,9,4,5,7,6,4,7,12,3,1,2,3,2,8,5,4,4,5,8,7,6,7,6,4,1,4,4,2,4,1,6,6,1,4,2,5,4,6,3,2,5,2,4,2,4,6,2,4
0.025,53,48,46,48,42,53,58,46,52,54,1,4,4,1,5,6,8,10,4,5,7,6,4,7,12,3,1,2,3,2,8,5,4,4,5,8,7,6,7,6,5,2,4,4,2,5,1,7,6,1,4,3,5,4,6,3,2,5,2,5,3,4,6,2,4
0.026,47,42,42,45,35,51,57,45,52,52,2,5,4,2,7,7,10,10,4,6,7,7,4,7,13,3,1,2,3,2,8,5,4,5,5,8,7,6,7,6,5,2,5,4,2,5,2,7,6,1,5,3,5,4,6,3,2,5,2,5,3,4,6,2,5
0.027,47,42,42,45,35,51,57,45,52,52,2,5,4,2,7,7,10,10,4,6,7,7,4,7,13,3,1,2,3,2,8,5,4,5,5,8,7,6,7,6,5,2,5,4,2,5,2,7,6,1,5,3,5,4,6,3,2,5,2,5,3,4,6,2,5
0.028,47,42,42,45,35,51,57,45,52,52,2,5,4,2,7,7,10,10,4,6,7,7,4,7,13,3,1,2,3,2,8,5,4,5,5,8,7,6,7,6,5,2,5,4,2,5,2,7,6,1,5,3,5,4,6,3,2,5,2,5,3,4,6,2,5
0.029,47,42,42,45,35,51,57,44,52,51,2,5,4,2,7,7,10,10,4,6,7,7,4,7,13,3,1,2,3,2,8,5,4,5,5,8,7,6,8,6,5,2,5,4,2,5,2,7,6,1,5,3,5,4,6,3,2,5,2,5,3,4,6,2,5
0.03,47,42,42,45,35,50,56,44,51,50,2,5,4,2,7,7,10,10,4,6,7,7,4,7,13,3,1,2,3,2,8,5,4,6,5,9,7,6,8,6,5,2,5,4,2,5,2,7,6,1,5,3,5,4,6,3,2,5,2,5,3,4,6,2,5
0.031,47,42,42,45,35,50,56,44,51,50,2,5,4,2,7,7,10,10,4,6,7,7,4,7,13,3,1,2,3,2,8,5,4,6,5,9,7,6,8,6,5,2,5,4,2,5,2,7,6,1,5,3,5,4,6,3,2,5,2,5,3,4,6,2,5
0.032,45,40,41,45,34,47,53,43,50,48,2,5,4,2,7,7,10,10,4,6,7,7,4,7,13,3,1,2,3,2,9,5,4,7,5,9,7,6,8,6,5,3,6,4,2,6,2,7,6,2,5,4,5,4,6,3,2,5,2,5,3,4,6,3,5
0.033,45,40,41,45,34,47,52,43,50,47,2,5,4,2,7,7,10,10,4,6,7,7,4,7,13,3,1,2,3,2,9,5,4,7,5,9,8,6,8,6,5,3,6,4,2,6,2,7,6,2,5,4,5,4,6,3,2,5,2,5,3,4,6,3,5
0.034,45,40,41,45,34,47,52,43,50,47,2,5,4,2,7,7,10,10,4,6,7,7,4,7,13,3,1,2,3,2,9,5,4,7,5,9,8,6,8,6,5,3,6,4,2,6,2,7,6,2,5,4,5,4,6,3,2,5,2,5,3,4,6,3,5
0.035,45,38,41,44,33,47,52,43,50,47,2,5,4,2,7,7,10,10,4,6,8,8,4,7,13,3,1,2,3,2,9,5,4,7,5,9,8,6,8,6,5,3,6,4,2,6,2,7,6,2,5,4,5,4,6,3,2,5,2,5,3,4,6,3,5
0.036,45,38,41,44,33,47,52,43,50,47,2,5,4,2,7,7,10,10,4,6,8,8,4,7,13,3,1,2,3,2,9,5,4,7,5,9,8,6,8,6,5,3,6,4,2,6,2,7,6,2,5,4,5,4,6,3,2,5,2,5,3,4,6,3,5
0.037,45,38,41,44,33,47,52,43,50,47,2,5,4,2,7,7,10,10,4,6,8,8,4,7,13,3,1,2,3,2,9,5,4,7,5,9,8,6,8,6,5,3,6,4,2,6,2,7,6,2,5,4,5,4,6,3,2,5,2,5,3,4,6,3,5
0.038,45,38,39,42,33,46,51,43,49,46,2,5,4,2,7,7,10,10,4,6,8,8,4,7,13,3,1,2,3,2,9,5,4,7,5,9,8,6,8,6,5,3,6,4,2,6,2,7,6,2,6,4,5,5,6,3,3,5,2,6,3,4,6,3,5
0.039,44,37,39,42,33,46,51,43,47,46,2,5,4,2,7,7,10,10,4,6,8,8,4,7,13,3,1,2,3,2,9,5,4,7,5,9,8,6,8,6,5,3,6,5,2,6,2,7,7,2,6,4,5,5,6,3,3,5,2,6,3,4,6,3,5
0.04,44,37,39,42,33,46,51,43,47,46,2,5,4,2,7,7,10,10,4,6,8,8,4,7,13,3,1,2,3,2,9,5,4,7,5,9,8,6,8,6,5,3,6,5,2,6,2,7,7,2,6,4,5,5,6,3,3,5,2,6,3,4,6,3,5
0.041,44,37,39,42,33,46,51,43,47,46,2,5,4,2,7,7,10,10,4,6,8,8,4,7,13,3,1,2,3,2,9,5,4,7,5,9,8,6,8,6,5,3,6,5,2,6,2,7,7,2,6,4,5,5,6,3,3,5,2,6,3,4,6,3,5
0.042,41,37,37,42,33,38,45,37,42,44,2,5,4,2,7,7,10,10,4,6,8,8,4,7,13,4,1,2,3,2,10,7,5,7,6,11,9,8,8,6,7,3,6,5,3,6,2,7,7,2,6,5,6,5,6,3,3,5,2,6,3,4,6,3,5
0.043,41,37,37,42,33,38,45,37,42,44,2,5,4,2,7,7,10,10,4,6,8,8,4,7,13,4,1,2,3,2,10,7,5,7,6,11,9,8,8,6,7,3,6,5,3,6,2,7,7,2,6,5,6,5,6,3,3,5,2,6,3,4,6,3,5
0.044,41,37,36,40,33,38,45,35,41,44,2,5,4,2,7,7,10,10,4,6,8,8,4,7,13,4,1,2,3,2,10,7,5,7,6,11,9,8,8,6,7,3,6,5,3,6,2,7,7,2,6,5,7,5,6,3,3,6,3,6,3,4,6,3,5
0.045,41,37,36,40,33,38,45,35,41,44,2,5,4,2,7,7,10,10,4,6,8,8,4,7,13,4,1,2,3,2,10,7,5,7,6,11,9,8,8,6,7,3,6,5,3,6,2,7,7,2,6,5,7,5,6,3,3,6,3,6,3,4,6,3,5
0.046,41,37,35,39,32,36,44,32,40,42,2,5,4,2,7,7,10,10,4,6,8,8,4,7,13,4,1,2,3,3,11,8,5,7,6,11,9,8,8,6,7,3,6,5,3,6,2,7,7,2,6,5,7,6,6,3,3,7,3,6,3,4,7,3,5
0.047,37,35,31,35,30,36,44,32,40,42,2,5,4,3,7,7,12,12,4,7,8,9,4,8,13,4,1,2,3,3,11,8,5,7,6,11,9,8,8,6,7,3,6,5,3,6,2,7,7,2,6,5,7,6,6,3,3,7,3,6,3,4,7,3,5
0.048,37,35,31,35,30,36,44,32,40,42,2,5,4,3,7,7,12,12,4,7,8,9,4,8,13,4,1,2,3,3,11,8,5,7,6,11,9,8,8,6,7,3,6,5,3,6,2,7,7,2,6,5,7,6,6,3,3,7,3,6,3,4,7,3,5
0.049,37,35,31,35,30,36,44,32,40,42,2,5,4,3,7,7,12,12,4,7,8,9,4,8,13,4,1,2,3,3,11,8,5,7,6,11,9,8,8,6,7,3,6,5,3,6,2,7,7,2,6,5,7,6,6,3,3,7,3,6,3,4,7,3,5
0.05,36,35,31,34,30,35,43,30,38,38,2,5,4,3,7,7,12,12,4,7,8,9,4,8,13,4,1,2,3,4,11,8,6,7,6,11,10,8,9,6,7,3,6,6,3,6,2,7,7,2,6,5,7,6,6,3,3,8,3,6,3,4,7,3,5
0.051,36,35,31,34,30,35,43,30,38,38,2,5,4,3,7,7,12,12,4,7,8,9,4,8,13,4,1,2,3,4,11,8,6,7,6,11,10,8,9,6,7,3,6,6,3,6,2,7,7,2,6,5,7,6,6,3,3,8,3,6,3,4,7,3,5
0.052,36,35,31,34,30,35,43,30,38,38,2,5,4,3,7,7,12,12,4,7,8,9,4,8,13,4,1,2,3,4,11,8,6,7,6,11,10,8,9,6,7,3,6,6,3,6,2,7,7,2,6,5,7,6,6,3,3,8,3,6,3,4,7,3,5
0.053,36,35,31,34,30,35,43,30,38,38,2,5,4,3,7,7,12,12,4,7,8,9,4,8,13,4,1,2,3,4,11,8,6,7,6,11,10,8,9,6,7,3,6,6,3,6,2,7,7,2,6,5,7,6,6,3,3,8,3,6,3,4,7,3,5
0.054,36,35,31,34,30,35,43,30,38,38,2,5,4,3,7,7,12,12,4,7,8,9,4,8,13,4,1,2,3,4,11,8,6,7,6,11,10,8,9,6,7,3,6,6,3,6,2,7,7,2,6,5,7,6,6,3,3,8,3,6,3,4,7,3,5
0.055,34,34,30,33,30,35,43,29,36,38,2,5,4,3,7,7,12,13,4,7,8,9,4,8,13,4,1,2,3,4,11,8,6,7,6,11,10,8,9,6,7,3,7,6,3,6,2,7,8,2,6,5,7,7,6,3,3,8,3,6,3,4,7,3,5
0.056,34,34,30,32,30,33,41,29,35,36,2,5,4,3,7,7,12,13,4,7,8,9,4,8,13,4,1,2,3,5,13,8,6,7,6,11,10,8,9,6,7,3,7,6,3,6,2,7,8,2,6,5,7,7,6,3,3,8,4,6,3,4,7,3,5
0.057,34,34,30,32,30,33,41,29,35,36,2,5,4,3,7,7,12,13,4,7,8,9,4,8,13,4,1,2,3,5,13,8,6,7,6,11,10,8,9,6,7,3,7,6,3,6,2,7,8,2,6,5,7,7,6,3,3,8,4,6,3,4,7,3,5
0.058,34,34,30,32,30,33,41,29,35,36,2,5,4,3,7,7,12,13,4,7,8,9,4,8,13,4,1,2,3,5,13,8,6,7,6,11,10,8,9,6,7,3,7,6,3,6,2,7,8,2,6,5,7,7,6,3,3,8,4,6,3,4,7,3,5
0.059,34,34,30,32,30,33,41,29,35,36,2,5,4,3,7,7,12,13,4,7,8,9,4,8,13,4,1,2,3,5,13,8,6,7,6,11,10,8,9,6,7,3,7,6,3,6,2,7,8,2,6,5,7,7,6,3,3,8,4,6,3,4,7,3,5
0.06,34,34,30,32,30,33,41,29,35,36,2,5,4,3,7,7,12,13,4,7,8,9,4,8,13,4,1,2,3,5,13,8,6,7,6,11,10,8,9,6,7,3,7,6,3,6,2,7,8,2,6,5,7,7,6,3,3,8,4,6,3,4,7,3,5
0.061,34,34,30,32,30,33,41,29,35,36,2,5,4,3,7,7,12,13,4,7,8,9,4,8,13,4,1,2,3,5,13,8,6,7,6,11,10,8,9,6,7,3,7,6,3,6,2,7,8,2,6,5,7,7,6,3,3,8,4,6,3,4,7,3,5
0.062,34,34,30,32,30,33,41,29,35,36,2,5,4,3,7,7,12,13,4,7,8,9,4,8,13,4,1,2,3,5,13,8,6,7,6,11,10,8,9,6,7,3,7,6,3,6,2,7,8,2,6,5,7,7,6,3,3,8,4,6,3,4,7,3,5
0.063,34,34,30,32,30,33,41,29,35,36,2,5,4,3,7,7,12,13,4,7,8,9,4,8,13,4,1,2,3,5,13,8,6,7,6,11,10,8,9,6,7,3,7,6,3,6,2,7,8,2,6,5,7,7,6,3,3,8,4,6,3,4,7,3,5
0.064,34,31,28,32,29,33,41,29,35,36,2,6,5,3,7,7,12,13,4,7,8,10,4,8,13,4,1,2,3,5,13,8,6,7,6,11,10,8,9,6,7,3,7,6,3,6,2,7,8,2,6,5,7,7,6,3,3,8,4,6,3,4,7,3,5
0.065,34,31,28,32,29,33,41,29,35,36,2,6,5,3,7,7,12,13,4,7,8,10,4,8,13,4,1,2,3,5,13,8,6,7,6,11,10,8,9,6,7,3,7,6,3,6,2,7,8,2,6,5,7,7,6,3,3,8,4,6,3,4,7,3,5
0.066,34,31,28,32,29,33,41,29,35,36,2,6,5,3,7,7,12,13,4,7,8,10,4,8,13,4,1,2,3,5,13,8,6,7,6,11,10,8,9,6,7,3,7,6,3,6,2,7,8,2,6,5,7,7,6,3,3,8,4,6,3,4,7,3,5
0.067,34,31,28,32,28,32,40,29,35,35,2,6,5,3,7,7,12,13,4,7,8,10,4,8,13,4,1,2,3,5,13,8,6,7,6,11,11,8,9,6,7,3,7,6,3,6,2,7,8,2,6,5,7,7,6,3,3,8,4,6,4,4,7,3,5
0.068,34,31,28,32,28,32,40,29,35,35,2,6,5,3,7,7,12,13,4,7,8,10,4,8,13,4,1,2,3,5,13,8,6,7,6,11,11,8,9,6,7,3,7,6,3,6,2,7,8,2,6,5,7,7,6,3,3,8,4,6,4,4,7,3,5
0.069,34,31,28,32,28,32,40,29,35,35,2,6,5,3,7,7,12,13,4,7,8,10,4,8,13,4,1,2,3,5,13,8,6,7,6,11,11,8,9,6,7,3,7,6,3,6,2,7,8,2,6,5,7,7,6,3,3,8,4,6,4,4,7,3,5
0.07,32,29,27,31,28,31,39,26,34,35,2,6,5,3,7,7,12,13,4,7,9,10,4,8,13,4,1,2,3,5,13,9,6,7,6,11,11,8,9,6,7,4,8,6,3,6,2,8,8,2,6,5,7,8,6,3,3,8,4,6,4,4,7,3,5
0.071,32,29,27,31,28,31,39,26,34,35,2,6,5,3,7,7,12,13,4,7,9,10,4,8,13,4,1,2,3,5,13,9,6,7,6,11,11,8,9,6,7,4,8,6,3,6,2,8,8,2,6,5,7,8,6,3,3,8,4,6,4,4,7,3,5
0.072,32,29,27,31,28,31,39,26,34,35,2,6,5,3,7,7,12,13,4,7,9,10,4,8,13,4,1,2,3,5,13,9,6,7,6,11,11,8,9,6,7,4,8,6,3,6,2,8,8,2,6,5,7,8,6,3,3,8,4,6,4,4,7,3,5
0.073,32,29,27,31,28,31,39,26,34,35,2,6,5,3,7,7,12,13,4,7,9,10,4,8,13,4,1,2,3,5,13,9,6,7,6,11,11,8,9,6,7,4,8,6,3,6,2,8,8,2,6,5,7,8,6,3,3,8,4,6,4,4,7,3,5
0.074,32,29,27,31,28,31,39,26,34,35,2,6,5,3,7,7,12,13,4,7,9,10,4,8,13,4,1,2,3,5,13,9,6,7,6,11,11,8,9,6,7,4,8,6,3,6,2,8,8,2,6,5,7,8,6,3,3,8,4,6,4,4,7,3,5
0.075,32,29,27,31,28,31,39,26,34,35,2,6,5,3,7,7,12,13,4,7,9,10,4,8,13,4,1,2,3,5,13,9,6,7,6,11,11,8,9,6,7,4,8,6,3,6,2,8,8,2,6,5,7,8,6,3,3,8,4,6,4,4,7,3,5
0.076,32,29,27,31,27,31,38,26,34,35,2,6,5,3,7,7,12,13,4,7,9,10,4,8,13,4,1,2,3,5,13,9,6,7,6,11,11,8,9,6,7,4,8,6,3,6,2,8,8,2,6,5,7,8,6,3,3,8,4,6,4,5,7,3,5
0.077,29,26,26,30,25,30,37,25,34,34,2,7,5,3,7,7,12,13,5,7,10,10,4,8,13,4,1,2,3,5,13,9,6,7,6,11,11,8,9,6,8,4,9,6,3,6,2,8,8,2,6,6,7,8,6,3,3,8,4,6,4,5,7,3,6
0.078,29,26,26,30,25,30,37,25,34,34,2,7,5,3,7,7,12,13,5,7,10,10,4,8,13,4,1,2,3,5,13,9,6,7,6,11,11,8,9,6,8,4,9,6,3,6,2,8,8,2,6,6,7,8,6,3,3,8,4,6,4,5,7,3,6
0.079,29,26,26,30,25,30,37,25,34,34,2,7,5,3,7,7,12,13,5,7,10,10,4,8,13,4,1,2,3,5,13,9,6,7,6,11,11,8,9,6,8,4,9,6,3,6,2,8,8,2,6,6,7,8,6,3,3,8,4,6,4,5,7,3,6
0.08,29,26,26,30,25,30,37,25,34,34,2,7,5,3,7,7,12,13,5,7,10,10,4,8,13,4,1,2,3,5,13,9,6,7,6,11,11,8,9,6,8,4,9,6,3,6,2,8,8,2,6,6,7,8,6,3,3,8,4,6,4,5,7,3,6
0.081,29,26,26,30,25,30,37,25,34,34,2,7,5,3,7,7,12,13,5,7,10,10,4,8,13,4,1,2,3,5,13,9,6,7,6,11,11,8,9,6,8,4,9,6,3,6,2,8,8,2,6,6,7,8,6,3,3,8,4,6,4,5,7,3,6
0.082,29,26,26,30,25,30,37,25,34,34,2,7,5,3,7,7,12,13,5,7,10,10,4,8,13,4,1,2,3,5,13,9,6,7,6,11,11,8,9,6,8,4,9,6,3,6,2,8,8,2,6,6,7,8,6,3,3,8,4,6,4,5,7,3,6
0.083,29,26,26,30,25,30,37,25,34,34,2,7,5,3,7,7,12,13,5,7,10,10,4,8,13,4,1,2,3,5,13,9,6,7,6,11,11,8,9,6,8,4,9,6,3,6,2,8,8,2,6,6,7,8,6,3,3,8,4,6,4,5,7,3,6
0.084,29,26,26,30,25,30,37,25,34,34,2,7,5,3,7,7,12,13,5,7,10,10,4,8,13,4,1,2,3,5,13,9,6,7,6,11,11,8,9,6,8,4,9,6,3,6,2,8,8,2,6,6,7,8,6,3,3,8,4,6,4,5,7,3,6
0.085,29,26,26,30,25,30,37,25,34,34,2,7,5,3,7,7,12,13,5,7,10,10,4,8,13,4,1,2,3,5,13,9,6,7,6,11,11,8,9,6,8,4,9,6,3,6,2,8,8,2,6,6,7,8,6,3,3,8,4,6,4,5,7,3,6
0.086,29,26,26,30,25,30,37,25,34,34,2,7,5,3,7,7,12,13,5,7,10,10,4,8,13,4,1,2,3,5,13,9,6,7,6,11,11,8,9,6,8,4,9,6,3,6,2,8,8,2,6,6,7,8,6,3,3,8,4,6,4,5,7,3,6
0.087,29,26,26,30,25,30,37,25,34,34,2,7,5,3,7,7,12,13,5,7,10,10,4,8,13,4,1,2,3,5,13,9,6,7,6,11,11,8,9,6,8,4,9,6,3,6,2,8,8,2,6,6,7,8,6,3,3,8,4,6,4,5,7,3,6
0.088,29,26,26,30,25,30,37,25,34,34,2,7,5,3,7,7,12,13,5,7,10,10,4,8,13,4,1,2,3,5,13,9,6,7,6,11,11,8,9,6,8,4,9,6,3,6,2,8,8,2,6,6,7,8,6,3,3,8,4,6,4,5,7,3,6
0.089,29,26,26,30,25,30,37,25,34,34,2,7,5,3,7,7,12,13,5,7,10,10,4,8,13,4,1,2,3,5,13,9,6,7,6,11,11,8,9,6,8,4,9,6,3,6,2,8,8,2,6,6,7,8,6,3,3,8,4,6,4,5,7,3,6
